DOCTYPE,PT,Code Year,Code Book,Division,Language,DOCID,DIVISION,PT Sentence Number,ARTICLE_TITLE,PT Sentence Text,PARTNUM,SECTIONNUM,SUBSECTIONNUM,ARTICLENUM,SENTENCENUM
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.36.5.6.(10),Building Envelope Calculations,The energy model calculations shall account for the effects of exterior permanent and fixed shading only on solar heat gain from fenestration.,9.0,36,5,6,10
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.7.2.2.(18),Water Closets,"Except for facilities provided in accordance with part 3., every stall containing a water closet shall be not less than 1 400 mm deep and 800 mm wide.",3.0,7,2,2,18
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,10.4.1.3.(4),Sleeping Rooms,"The rating of the membrane protection required by Sentence 10.4.1.3. need not be more than 5 min if the wall cavity is filled with mineral wool produced from glass, slag or rock having a density not less than 14 kg/m3 , compressed to 75% of its nominal thickness, and completely filling the cavity.",10.0,4,1,3,4
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.2.3.18.(1),Covered Vehicular Passageway,A covered vehicular passageway designed as a receiving or shipping area shall be separated from every building or part of a building adjoining it by a fire separation having a fire-resistance rating not less than 1.5 h.,3.0,2,3,18,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,4.1.5.7.(1),More Than One Occupancy,"Where an area of floor or roof is intended for 2 or more occupancies at different times, the value to be used from Table 4.1.5.3. shall be the greatest value for any of the occupancies concerned.",4.0,1,5,7,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.1.4.3.(3),Wires and Cables,"Except as permitted in Sentence 3.1.4.3.(4), where totally enclosed noncombustible raceways are used in a plenum, exposed components of wiring systems with combustible insulation, jackets or sheathes, including optical fibre cables and electrical wires and cables that are used for the transmission of voice, sound or data, that are installed in the plenum or that extend not more than 9 m from the plenum, including drop down to the floor level, are permitted, provided they exhibit a vertical char of not more than 1.5 m when tested in conformance with the Vertical Flame Test – Cables in Cable Trays (FT4 in CSA C22.2 No. 0.3-09 Test Methods for Electrical Wires and Cables",3.0,1,4,3,3
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.27.8.5.(1),Lapped Strip Siding,"Plywood applied in horizontal lapped strips shall have not less than a 2 mm gap provided at the butted ends, which shall be caulked.",9.0,27,8,5,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.26.4.8.(2),Chimney Saddles,Chimney saddles shall be covered with sheet metal or roofing material of weight and quality equivalent to the roofing.,9.0,26,4,8,2
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.32.1.1.(1),Application,This Section applies to the ventilation of rooms and spaces in residential occupancies.,9.0,32,1,1,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.9.4.1.(1),Application,"Except as provided in Articles 9.9.4.4. and 9.9.4.6., this Subsection applies to the fire protection of all exits except exits serving not more than one dwelling unit.",9.0,9,4,1,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.15.3.4.(3),Basic Footing Widths and Areas,"Where a foundation rests on gravel, sand or silt in which the water table level is less than the width of the footings below the bearing surface, the footing width for walls shall be not less than twice the width required by Sentences 9.15.3.4. and 9.15.3.4.(2), and Articles 9.15.3.5. and 9.15.3.6., and the footing area for columns shall be not less than twice the area required by Sentences 9.15.3.4. and 9.15.3.4. and Article 9.15.3.7.",9.0,15,3,4,3
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.32.3.4.(9),Ventilation Systems Used in Conjunction with Forced Air Heating,"The principal ventilation fan control required by Sentence 9.32.3.3. shall be wired in such a way that activation of the principal ventilation fan automatically activates the forced air heating system’s circulation fan to provide an airflow not greater than the space-heating airflow, where applicable, activation of the principal ventilation fan automatically activates the auxiliary outdoor air supply fan described in Sentence 9.32.3.3.(8), and the auxiliary outdoor air supply fan does not operate when the principal ventilation fan is not operating.",9.0,32,3,4,9
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,4.1.8.17.(1),Site Stability,"The potential for slope instability and its consequences, such as slope displacement, shall be evaluated based on site-specific material properties and ground motion parameters referenced in part 1., as modified by Article 4.1.8.4., and shall be taken into account in the design of the structure and its foundations. (See Note A-4.1.8.17.(1).)",4.0,1,8,17,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.36.5.14.(3),Modeling Building Envelope of Reference House,"The effective thermal resistance and overall thermal transmittance values, as applicable, used in the energy model calculations for the reference house shall be determined for the applicable heating degree-day zone in accordance with Table 9.36.2.6.-A for walls, ceilings below attics, roof assemblies and rim joists, Table 9.36.2.7.-A for doors, and Table 9.36.2.8.-A for below-grade walls and slabs-on-ground.",9.0,36,5,14,3
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.16.2.2.(1),Support of Floors,Material that is susceptible to changes in volume due to variations in moisture content or chemical-microbiological oxidation shall not be used as fill beneath floors-on-ground in a concentration that will damage the building to a degree that would adversely affect its stability or the performance of assemblies. (See also Article 9.4.4.4. and Note A-9.4.4.4.(1).),9.0,16,2,2,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,4.2.5.2.(1),Excavation Construction,"Every excavation shall be undertaken in such a manner as to prevent movement that would cause damage to adjacent buildings at all phases of construction, and comply with the appropriate requirements of part 8..",4.0,2,5,2,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,4.2.5.4.(1),Unsupported Excavations,The sides of an excavation in soil or rock may be unsupported where a design is prepared in conformance with the requirements of Articles 4.2.5.1. and Article 4.2.5.2.,4.0,2,5,4,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,10.1.1.4.(4),Renovation Requirement of Existing Units,A building regulated by this Part that is constructed in or relocated into Alberta after 01 April 2019 shall conform in all respects to this Code.,10.0,1,1,4,4
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.2.3.17.(3),Canopy Protection for Vertically Separated Openings,The requirements of Sentences 3.2.3.17. and 3.2.3.17. are permitted to be waived if the building is sprinklered throughout.,3.0,2,3,17,3
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.26.8.7.(1),Fastening,Shingles shall be fastened in accordance with Article 9.26.7.4.,9.0,26,8,7,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.29.10.1.(1),Tile Application,Ceramic tile shall be set in a mortar base or applied with an adhesive.,9.0,29,10,1,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.21.2.1.(1),Chimney Flue Limitations,A chimneyflue that serves a fireplace or incinerator shall not serve any other appliance.,9.0,21,2,1,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.4.6.5.(11),Handrails,Handrails shall be terminated in a manner that will not obstruct pedestrian travel or create a hazard. (See Note A-3.4.6.5.(10).),3.0,4,6,5,11
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.4.6.5.(15),Handrails,A ramp shall have handrails on both sides.,3.0,4,6,5,15
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.6.5.7.(1),"Supply, Return, Intake and Exhaust-Air Openings","Combustible grilles, diffusers and other devices for supply, return, and exhaust-air openings in rooms shall conform to the flame-spread rating and smoke developed classification requirements for the interior finish of the surface on which they are installed.",3.0,6,5,7,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.10.3.3.(3),Fire Exposure,Interior vertical fire separations required to have fire-resistance ratings shall be rated for exposure to fire on each side.,9.0,10,3,3,3
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.15.2.4.(1),Wood-Frame Foundations,Foundations of wood-frame construction shall conform to CSA S406-16 Permanent Wood Foundations for Housing and Small Buildings or part 4..,9.0,15,2,4,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.32.3.4.(8),Ventilation Systems Used in Conjunction with Forced Air Heating,"Where the outdoor air supply duct required by Sentence 9.32.3.4. is connected to an auxiliary outdoor air supply fan, the auxiliary outdoor air supply fan shall be approved by the manufacturer for the handling of untempered outdoor air if it will be handling untempered outdoor air, approved by the manufacturer for continuous operation, and designed to provide an outdoor air supply flow within ±10% of the actual normal operating exhaust capacity of the exhaust fan installed to satisfy the requirement for a principal ventilation fan.",9.0,32,3,4,8
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.3.2.5.(11),Aisles,"The riser of a step in an aisle shall be not less than 110 mm high, and not more than 200 mm high.",3.0,3,2,5,11
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,4.1.8.16.(2),Foundation Provisions,"Except as provided in Sentences 4.1.8.16. and 4.1.8.16.(4), foundations shall be designed to have factored shear and overturning resistances greater than the lateral load capacity of the SFRS. (See Note A-4.1.8.16.(2).)",4.0,1,8,16,2
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.4.6.12.(2),Direction of Door Swing,"Exit doors need not conform to Sentence 3.4.6.12.(1), where they serve storage garages serving not more than one dwelling unit, they serve accessory buildings serving not more than one dwelling unit, they serve storage suites not more than 28 m2 in area that are on the first storey in warehousing buildings, and open directly outdoors at ground level, or they serve individual self-service storage units referred to in part 3.",3.0,4,6,12,2
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.3.3.5.(10),Compartments and Fire Separations,The fire separation requirements of Sentence 3.3.3.5. do not apply to walls within individual suites of care occupancy.,3.0,3,3,5,10
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.1.8.10.(3),Installation of Fire Dampers,"A heat-actuated device referred to in Sentence 3.1.8.10. shall be located where it is readily affected by an abnormal rise in temperature in the duct, and have a temperature rating approximately 30°C above the maximum temperature that would exist in the system, whether it is in operation or shut down.",3.0,1,8,10,3
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.14.3.3.(1),Installation,Drain tile or pipe shall be laid on undisturbed or well-compacted soil so that the top of the tile or pipe is below the bottom of the floor slab or the ground cover of the crawl space.,9.0,14,3,3,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.36.5.4.(2),Calculation Methods,"Redundant or back-up equipment for the systems and equipment listed in Sentence 9.36.5.4. is permitted to be excluded from the energy model, provided it is equipped with controls and is not required to meet the space-conditioning load of the house. (See Note A-9.36.5.4.(2).)",9.0,36,5,4,2
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.36.2.5.(1),Continuity of Insulation,"Except as provided in Sentences 9.36.2.5. to 9.36.2.5. and in Sentence 9.36.2.4. regarding balcony and canopy slabs, and except for clearances around components required for fire safety reasons, interior building components that meet building envelope components and major structural members that partly penetrate the building envelope shall not break the continuity of the insulation and shall not decrease the effective thermal resistance at their projected area to less than that required in Articles 9.36.2.6. and 9.36.2.8. (See Note A-9.36.2.5.(1).)",9.0,36,2,5,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.33.6.11.(9),Warm-Air Supply Outlets,Warm-air supply outlets located in finished areas shall be provided with diffusers and adjustable openings and shall not be located on a furnace plenum.,9.0,33,6,11,9
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.33.6.7.(5),Installation of Ducts and Plenums,Combustible ducts in concrete slabs-on-ground that are connected to a furnace supply plenum shall be located not closer than 600 mm to that plenum and not less than 600 mm from its connection to a riser or register.,9.0,33,6,7,5
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.38.1.1.(1),Attributions to Acceptable Solutions,"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 9.38.1.1. (See Note A-1.1.2.1.(1).)",9.0,38,1,1,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.8.4.3.(2),Bathrooms,"The barrier-free bathroom referred to in Sentence 3.8.4.3. shall have the shower conform to Clauses 3.8.3.16. to 3.8.3.16. and 3.8.3.16. where a shower is provided, and bathtub conform to Clauses 3.8.3.17. to 3.8.3.17. where a bathtub is provided.",3.0,8,4,3,2
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.2.5.15.(2),Fire Department Connections,The fire department connection for an automatic sprinkler system shall be located so that the distance from the fire department connection to a hydrant is not more than 45 m and is unobstructed.,3.0,2,5,15,2
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.7.4.1.(1),Application,"This Subsection applies to windows, doors and skylights covered in the scope of CSA AAMA/WDMA/CSA 101/I.S.2/A440-11 NAFS – North American Fenestration Standard/Specification for Windows, Doors, and Skylights (Harmonized Standard).",9.0,7,4,1,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,4.1.5.11.(5),Crane-Supporting Structures and Impact of Machinery and Equipment,Crane runway structures shall be designed to resist a horizontal force applied parallel to the top of the rails equal to not less than 10% of the maximum wheel loads of the crane.,4.0,1,5,11,5
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.28.4.2.(1),No Sheathing Required,"Sheathing need not be provided beneath stucco where not less than 1.19 mm diam galvanized wire is applied horizontally to the framing at vertical intervals of not more than 150 mm, or where paper-backed welded wire metal lath is used.",9.0,28,4,2,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.32.2.2.(2),Non-Heating-Season Natural Ventilation,"Where a vestibule opens directly off a living or dining room within a dwelling unit, ventilation to the outdoors for such rooms may be through the vestibule.",9.0,32,2,2,2
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.5.4.1.(2),Elevator Car Dimensions,An elevator satisfying the requirements of Sentence 3.5.4.1. shall be clearly identified on the main entrance level of the building.,3.0,5,4,1,2
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.4.6.8.(8),Treads and Risers,"Except as permitted by Sentence 3.4.6.8.(10), the top of the nosing of stair treads shall have a rounded or beveled edge extending not less than 6 mm and not more than 13 mm measured horizontally from the front of the nosing.",3.0,4,6,8,8
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.17.1.1.(2),Application,Columns for applications other than as described in Sentence 9.17.1.1. shall be designed in accordance with part 4..,9.0,17,1,1,2
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.7.2.1.(1),Plumbing and Drainage Systems,"Except as permitted in Sentence 3.7.2.1.(2), if the installation of a sanitary drainage system is not possible because of the absence of a water supply, sanitary privies complying with the Private Sewage Disposal Systems Regulation made pursuant to the Safety Codes Act, chemical closets or other means for the disposal of human waste shall be provided.",3.0,7,2,1,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,6.3.2.10.(13),Exhaust Ducts and Outlets,"Where exhaust ducts containing air from conditioned spaces pass through or are adjacent to unconditioned spaces, the ducts shall be constructed to prevent condensation from forming on the inside or outside of the ducts.",6.0,3,2,10,13
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.2.7.10.(10),Protection of Electrical Conductors,Distribution panels serving emergency lighting units located on other storeys shall be installed in a service room separated from the floor area by a fire separation having a fire-resistance rating of at least 1 h.,3.0,2,7,10,10
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.3.1.9.(6),Corridors,"If a public corridor conforming to Sentence 3.4.2.5. contains an occupancy, the occupancy shall be located so that for pedestrian travel there is an unobstructed width not less than 3 m at all times adjacent and parallel to all rooms and suites that front onto the public corridor, and the combined area of all occupancies in the public corridor shall be not more than 15% of the area of the public corridor.",3.0,3,1,9,6
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.3.3.3.(2),Corridors,"Corridors are permitted to have dead-portions, where the area served by the dead-end portion has a second and separate means of egress, or the corridor serves a suite of care occupancy and the dead-end portion does not exceed 6 m.",3.0,3,3,3,2
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.15.4.1.(1),Permanent Form Material,"Insulating concrete form units shall be manufactured of polystyrene conforming to the performance requirements of ULC CAN/ULC-S701.1-17 Thermal Insulation, Polystyrene Boards for Type 2, 3 or 4 polystyrene.",9.0,15,4,1,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.3.3.5.(9),Compartments and Fire Separations,"The fire separation requirements of Sentence 3.3.3.5. do not apply to walls within a group of intercommunicating patients’ or residents’ sleeping rooms, provided the group of rooms does not contain more than 5 patients or residents, or include storage, bathing or toilet facilities serving persons not occupying the group of rooms.",3.0,3,3,5,9
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.1.6.3.(2),Clearance to Other Structures,"Tents and air-supported structures shall not be erected closer than 3 m to other structures on the same property except as permitted by Sentences 3.1.6.3.(3)and 3.1.6.3.(4), and shall be sufficiently distant from one another to provide an area to be used as a means of emergency egress.",3.0,1,6,3,2
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,4.1.7.3.(6),Static Procedure,"The reference height, h, shall be determined as follows: for buildings whose height is less than or equal to 20 m and less than the smaller plan dimension, h shall be the mid-height of the roof above grade, but not less than 6 m, for other buildings, h shall be the actual height above grade of the point on the windward wall for which external pressures are being calculated, the mid-height of the roof for pressures on surfaces parallel to the wind direction, and the mid-height of the building for pressures on the leeward wall, and for any structural element exposed to wind, h shall be the mid-height of the element above the ground.",4.0,1,7,3,6
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.36.2.5.(5),Continuity of Insulation,"Except as provided in Sentences 9.36.2.5. and 9.36.2.5.(9), where two planes of insulation are separated by a building envelope assembly and cannot be physically joined, one of the planes of insulation shall be extended for a distance equal to at least 4 times the thickness of the assembly separating the two planes. (See Note A-9.36.2.5.(5).)",9.0,36,2,5,5
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.20.8.1.(1),Capping of Hollow Masonry Walls,"Except as permitted in Sentence 9.20.8.1.(2), loadbearing walls of hollow masonry units supporting roof or floor framing members shall be capped with not less than 50 mm of solid masonry or have the top course filled with concrete.",9.0,20,8,1,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.1.10.3.(2),Continuity of Firewalls,"A firewall is permitted to terminate on the underside of a reinforced concrete roof slab, provided the roof slab on both sides of the firewall has a fire-resistance rating not less than 1 h if the firewall is required to have a fire-resistance rating not less than 2 h, or 2 h if the firewall is required to have a fire-resistance rating not less than 4 h, and there are no concealed spaces within the roof slab in that portion immediately above the firewall.",3.0,1,10,3,2
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.2.3.2.(3),Area of Exposing Building Face,"In a building that is sprinklered throughout and contains an interconnected floor space, the area of the exposing building face for the interconnected floor space is permitted to be determined by considering each storey as a separate fire compartment notwithstanding openings through the floor assemblies.",3.0,2,3,2,3
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.2.6.4.(4),Emergency Operation of Elevators,"Key-operated switches for emergency recall required by Sentence 3.2.6.4. shall be provided in a conspicuous location at each elevator lobby on the recall level, and the central alarm and control facility required by Article 3.2.6.7.",3.0,2,6,4,4
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,4.1.6.2.(6),Specified Snow Load,"The slope factor, Cs, for unobstructed slippery roofs where snow and ice can slide completely off the roof shall be 1.0 where the roof slope, , is equal to or less than 15°, (60° )/45° where is greater than 15° but not greater than 60°, and 0 where exceeds 60°.",4.0,1,6,2,6
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.25.2.4.(4),Installation of Loose-Fill Insulation,"Where blown-in insulation is installed in above-ground or below-ground wood-frame walls of new buildings, the density of the installed insulation shall be sufficient to preclude settlement, the insulation shall be installed behind a membrane that will permit visual inspection prior to the installation of the interior finish, the insulation shall be installed in a manner that will not interfere with the installation of the interior finish, and no water shall be added to the insulation, unless it can be shown that the added water will not adversely affect other materials in the assembly.",9.0,25,2,4,4
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,8.2.5.2.(1),Removal of Waste Material,"Waste material shall be removed as quickly as possible by means of appropriate containers, an enclosed shaft or chute conforming to Sentence 8.2.5.4.(1), or a hoisting apparatus if large pieces or objects are involved.",8.0,2,5,2,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.2.2.33.(1),"Group A, Division 3, One Storey, Sprinklered","A building classified as Group A, Division 3 is permitted to be of combustible construction or noncombustible construction used singly or in combination provided except as permitted by Sentences 3.2.2.7. and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 1 storey in building height, and it has a building area not more than 7 200 m2.",3.0,2,2,33,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,8.1.1.1.(3),Scope,Fire safety at construction and demolition sites shall conform to Section 5.6. of Division B of the NFC(AE).,8.0,1,1,1,3
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.1.8.5.(5),Installation of Closures,"Protective guarding devices shall be provided where necessary to prevent damage to the mechanical components of doors in fire separations, and installed so as not to interfere with the proper operation of the doors.",3.0,1,8,5,5
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.1.4.8.(2),Exterior Cladding,A wall assembly conforming to Sentence 3.1.4.8. that includes combustible cladding made of fire-retardant-treated wood shall be tested for fire exposure after the cladding has been subjected to the accelerated weathering test specified in ASTM D 2898-10 Accelerated Weathering of Fire-Retardant-Treated Wood for Fire Testing,3.0,1,4,8,2
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.3.1.7.(2),Concrete Mixes,"The size of aggregate in unreinforced site-batched concrete mixes referred to in Sentence 9.3.1.7. shall not exceed 1/5 the distance between the sides of vertical forms, or 1/3 the thickness of flatwork.",9.0,3,1,7,2
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,4.1.8.1.(11),Analysis,"The deflections referred to in Sentence 4.1.8.1. shall be used to calculate the largest interstorey deflection, which shall not exceed 0.01hs for post-disaster buildings, 0.02hs for High Importance Category buildings, and 0.025hs for all other buildings,",4.0,1,8,1,11
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.20.13.3.(1),Location of Flashing,"Flashing shall be installed in masonry and masonry veneer walls beneath jointed masonry window sills, over the back and top of parapet walls, over the heads of glass block panels, beneath weep holes, and over the heads of window or door openings in exterior walls when the vertical distance between the top of a window or door frame and the bottom edge of the eave exceeds one-quarter of the horizontal eave overhang.",9.0,20,13,3,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.13.3.4.(4),Application of Waterproofing Membranes,The area in which the waterproofing is to be carried out shall be kept free of water during the application and curing of the waterproofing system.,9.0,13,3,4,4
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.33.5.3.(1),"Design, Construction and Installation Standard for Solid-Fuel-Burning","The design, construction and installation, including the provision of combustion air, of solid-fuel-burning appliances and equipment, including stoves, cooktops, ovens and space heaters, shall conform to CSA B365-17 Installation Code for Solid-Fuel-Burning Appliances and Equipment",9.0,33,5,3,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,10.6.1.3.(1),Proximity to Vegetation,"A building shall be located not closer than 15 m to any bushes, trees or similar vegetation.",10.0,6,1,3,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.1.11.5.(3),Fire Blocks in Horizontal Concealed Spaces,"Except as provided in Sentence 3.1.11.5.(4), in buildings conforming to Article 3.2.2.50. or 3.2.2.58., horizontal concealed spaces within a floor assembly or roof assembly of combustible construction shall be separated by construction conforming to Article 3.1.11.7. into compartments that are not more than 600 m2 in area with no dimension more than 60 m, if the exposed construction materials within the space have a flame-spread rating not more than 25, and not more than 300 m2 in area with no dimension more than 20 m, if the exposed construction materials within the space have a flame-spread rating more than 25.",3.0,1,11,5,3
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.2.3.6.(5),Combustible Projections,"Where roof soffits project to less than 1.2 m from the centre line of a lane or public thoroughfare, or from an imaginary line between two buildings or fire compartments on the same property, they shall have no openings, and be protected by not less than 0.38 mm thick sheet steel, unvented aluminum conforming to CGSB CAN/CGSB-93.2-M91 Prefinished Aluminum Siding, Soffits, and Fascia, for Residential Use not less than 12.7 mm thick gypsum soffit board or gypsum ceiling board installed according to CSA A82.31-M1980 Gypsum Board Application not less than 11 mm thick plywood, not less than 12.5 mm thick OSB or waferboard, or not less than 11 mm thick lumber.",3.0,2,3,6,5
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.2.2.86.(1),"Group F, Division 3, up to 2 Storeys, Sprinklered","A building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.86. provided except as permitted by Sentences 3.2.2.7. and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 2 storeys in building height, and it has a building area not more than 7 200 m2 if 1 storey in building height, or 2 400 m2 if 2 storeys in building height.",3.0,2,2,86,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,4.1.4.1.(3),Dead Loads,"The partition weight allowance referred to in Sentence 4.1.4.1. shall be determined from the actual or anticipated weight of the partitions placed in any probable position, but shall be not less than 1 kPa over the area of floor being considered.",4.0,1,4,1,3
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.26.7.8.(1),Flashing,Flashing shall conform to part 9.,9.0,26,7,8,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.23.14.10.(1),Ceiling Joists Supporting Roof Load,"Except as permitted in Sentence 9.23.14.10.(2), ceiling joists supporting part of the roof load from the rafters shall be not less than 25 mm greater in depth than required for ceiling joists not supporting part of the roof load.",9.0,23,14,10,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.27.10.2.(1),Thickness,OSB conforming to O-2 grade shall be not less than 6.0 mm thick where applied directly to sheathing.,9.0,27,10,2,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.20.17.7.(1),Protection from Precipitation and Damage,Above-ground flat insulating concrete form walls shall be protected from precipitation and damage in conformance with part 9.,9.0,20,17,7,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.22.1.1.(1),Application,"Except when otherwise specifically stated herein, this Section applies to masonry fireplaces constructed on-site.",9.0,22,1,1,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.4.5.1.(5),Exit Signs,"The circuitry serving lighting for externally and internally illuminated exit signs shall serve no equipment other than emergency equipment, and be connected to an emergency power supply as described in Article 3.2.7.4.",3.0,4,5,1,5
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.4.5.1.(6),Exit Signs,"Where no exit is visible from a public corridor, from a corridor used by the public in a Group A or B major occupancy, or from principal routes serving an open floor area having an occupant load of more than 150, an exit sign conforming to Clauses 3.4.5.1.(2)and 3.4.5.1. with an arrow or pointer indicating the direction of egress shall be provided.",3.0,4,5,1,6
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,6.3.2.11.(3),Return-Air System,A public corridor or exit shall not be used as a return-air plenum.,6.0,3,2,11,3
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,3.2.7.9.(2),Emergency Power for Building Services,Fuel supply storage for a generator prime mover shall be provided on site and shall be independent of fuel supplies for other building services.,3.0,2,7,9,2
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,8.1.1.3.(1),Demolition Procedures,Measures shall be taken during demolition to protect the public in conformance with Section 5.6. of Division B of the NFC(AE).,8.0,1,1,3,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.34.2.6.(1),Garages and Carports,"A lighting outlet with fixture shall be provided for an attached, built-in or detached garage or carport.",9.0,34,2,6,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.10.22.3.(1),Protection around Cooktops,"Except as provided in Sentences 9.10.22.3. and 9.10.22.3.(3), combustible wall framing, finishes or cabinets within 450 mm of the area where the cooktop is to be located shall be protected above the level of the heating elements or burners by material providing fire resistance at least equivalent to that provided by a 9.5 mm thickness of gypsum board.",9.0,10,22,3,1
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.36.5.7.(6),HVAC System Calculations,The same time periods shall be used in the simulation of the operation of the ventilation system for both the proposed and reference houses.,9.0,36,5,7,6
B,AB,2015,NBC,Div B,EN,abc2019_divb,B,9.20.9.4.(9),Tying,"Within 300 mm of any openings, the ties described in Sentence 9.20.9.4. shall be spaced not more than 900 mm apart.",9.0,20,9,4,9
