Variation Sentence Number,Variation Sentence,Full Code Sentence,Similarity,Added
3.8.3.19.(2),"A counter that is used in a cafeteria, or one that performs a similar function whereat movement takes place parallel to the counter, need not provide a knee space underneath it.","A counter that is used in a cafeteria, or one that performs a similar function whereat movement takes place parallel to the counter, need not provide a knee space underneath it. (See Note A-3.8.3.20.)",0.9117647058823529,True
3.2.3.22.(1),"When a building is erected over existing buried flammable gas mains, such service lines shall be encased in gas-tight conduits in conformance with CSA CAN/CSA-Z662-15 Oil and Gas Pipeline Systems","When a building is erected over existing buried flammable gas mains, such service lines shall be encased in gas-tight conduits in conformance with CSA CAN/CSA-Z662-15 Oil and Gas Pipeline Systems (See Note A-3.2.4.)",0.9090909090909091,True
3.4.2.1.(5),Exits are not required directly from rooftop enclosures that are provided with access to exits in conformance with Sentences 3.3.1.3. and 3.3.1.3.(6).,Exits are not required directly from rooftop enclosures that are provided with access to exits in conformance with Sentences 3.3.1.3.(5)and 3.3.1.3.(6).,0.9090909090909091,True
9.27.2.2.(3),"Where a construction projects over the top of the drained and vented air space described in Sentence 9.27.2.2. or over the drainage material described in Sentence 9.27.2.2.(1), the air space or drainage material shall not be contiguous with concealed spaces in the projecting construction.","Where a construction projects over the top of the drained and vented air space described in Clause 9.27.2.2.(1) or over the drainage material described in Clause 9.27.2.2.(1)(b), the air space or drainage material shall not be contiguous with concealed spaces in the projecting construction.",0.9090909090909091,True
2.9.3.6.(1),Internal combustion engines used to power supplementary blowers required by the NBC shall be operated and maintained in conformance with part 6.,Internal combustion engines used to power supplementary blowers required by the NBC shall be operated and maintained in conformance with Section 6.5.,0.9090909090909091,True
9.7.2.2.(5),"The location and protection of windows, doors and skylights in order to control the spread of fire shall conform to part 9.","The location and protection of windows, doors and skylights in order to control the spread of fire shall conform to Subsection 9.10.12.",0.9090909090909091,True
3.2.1.1.(3),"Except as required by Sentence 3.2.1.1.(5), the space above a mezzanine need not be considered as a storey in calculating the building height, provided the aggregate area of mezzanines that are not superimposed does not exceed 40% of the open area of the room in which they are located (see Note A-3.2.1.1.(3)(a)), and except as permitted in Sentences 3.2.1.1. and 3.3.2.13.(3), the space above the mezzanine is used as an open area without partitions or subdividing walls higher than 1 070 mm above the mezzanine floor.","Except as required by Sentence 9.10.4.2.(1), the space above a mezzanine is permitted to be excluded from the calculation of building height, provided the aggregate area of mezzanines that are not superimposed does not exceed 40% of the open area of the room in which they are located (see Note A-3.2.1.1.(3)(a)), and except as permitted in Sentence 9.10.4.1.(3), the space above the mezzanine floor is used as an open area without partitions or subdividing walls higher than 1 070 mm above the mezzanine floor.",0.9069767441860465,True
3.1.4.8.(1),"Not less than 90% of the exterior cladding on each exterior wall of buildings conforming to Article 3.2.2.50. or 3.2.2.58. shall consist of noncombustible cladding, or a wall assembly that satisfies the criteria of Clause 3.1.5.5.(1)(b). (See also Notes A-3.1.5.5.(1)(b) and A-3.1.5.5.(1)(b)(ii).)","Not less than 90% of the exterior cladding on each exterior wall of buildings conforming to Article 3.2.2.50.or 3.2.2.58. shall consist of noncombustible cladding, or a wall assembly that satisfies the criteria of Clause 3.1.5.5.(1)(b). (See Note A-3.1.4.8.(1).) (See also Notes A-3.1.5.5.(1)(b)(i)and A-3.1.5.5.(1)(b)(ii).)",0.9069767441860465,True
9.10.15.1.(1),"This Subsection applies to buildings that contain only dwelling units and have no dwelling unit above another dwelling unit, and houses with a secondary suite including their common spaces.","This Subsection applies to buildings that contain only dwelling units and have no dwelling unit above another dwelling unit, and houses with a secondary suite including their common spaces. (See Note A-9.10.15.1.(1).)",0.90625,True
3.1.3.2.(3),"A building conforming to Article 3.2.2.50. shall not contain except as provided in Sentence 3.1.3.2.(5), a Group A, Division 1 or 3, Group B, or Group F, Division 2 or 3 major occupancy, or a Group A, Division 2 or Group E major occupancy above the second storey.","A building conforming to Article 3.2.2.50. shall not contain except as provided in Sentence 3.1.3.2.(5), a Group A, Division 1 or 3, Group B, or Group F, Division 2 or 3 major occupancy, or a Group A, Division 2 or Group E major occupancy above the second storey. (See Note A-3.1.3.2. to .)",0.9056603773584906,True
2.2.6.8.(1),"Except as provided in Sentences 2.2.6.8. and 2.2.6.8.(3), welded and seamless steel pipe shall not be used in a plumbing system.","Except as provided in Sentences 2.2.6.7. and 2.2.6.7.(3), welded and seamless steel pipe shall not be used in a plumbing system.",0.9047619047619048,True
9.8.7.4.(2),"Except as provided in Sentence 9.8.7.4. and Sentence 3.8.3.5. , required handrails shall be 865 mm to 1 070 mm high.","Except as provided in Sentence 9.8.7.4. and Clause 3.8.3.5.(1)(e), required handrails shall be 865 mm to 1 070 mm high.",0.9047619047619048,True
3.2.2.7.(4),"A building that is wholly constructed in accordance with the building area and construction requirements of Article 3.2.2.58. shall not contain Group A, Division 2, Group E, and Group F, Division 2 or 3 major occupancies above the second storey, or a storage garage above the third storey (see also Sentence 4.4.2.1.(1)).","A building that is wholly constructed in accordance with the building area and construction requirements of Article 3.2.2.50. shall not contain Group A, Division 2 and Group E major occupancies above the second storey, or a storage garage above the third storey (see also Sentence 4.4.2.1.(1)).",0.9038461538461539,True
9.32.3.5.(14),"Provision shall be made for the free flow of air to or from all rooms by leaving gaps beneath doors, using louvred doors or installing grilles in doors.","Provision shall be made for the free flow of air to or from all rooms by leaving gaps beneath doors, using louvred doors or installing grilles in doors. (See Note A-9.32.3.6.)",0.9032258064516129,True
9.32.3.5.(1),"Where outdoor air is to be introduced to the dwelling unit through means other than a forced air heating system, the provision of outdoor air shall comply with this Article.","Where outdoor air is to be introduced to the dwelling unit through a forced air heating system, the provision of outdoor air shall comply with this Article.",0.9,True
2.14.1.1.(1),"For the purposes of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 2.14.1.1. (See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 8.3.1.1. (See Note A-1.1.2.1.(1).)",0.9,True
2.14.1.1.(1),"For the purposes of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 2.14.1.1. (See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 5.10.1.1. (See Note A-1.1.2.1.(1).)",0.9,True
9.32.3.4.(1),"Where outdoor air is to be introduced to the dwelling unit through a forced air heating system, the provision of outdoor air shall comply with this Article.","Where outdoor air is to be introduced to the dwelling unit through means other than a forced air heating system, the provision of outdoor air shall comply with this Article.",0.9,True
9.37.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 9.37.1.1. (See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 7.4.1.1. (See Note A-1.1.2.1.(1).)",0.9,True
9.37.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 9.37.1.1. (See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 3.4.1.1. (See Note A-1.1.2.1.(1).)",0.9,True
3.8.3.5.(3),The requirement for handrails in Sentence 3.8.3.5. need not apply to a ramp serving as an aisle for fixed seating.,The requirement for handrails in Clause 3.8.3.5.(1) need not apply to a ramp serving as an aisle for fixed seating.,0.9,True
9.37.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 9.37.1.1. (See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 6.9.1.1. (See Note A-1.1.2.1.(1).)",0.9,True
2.14.1.1.(1),"For the purposes of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 2.14.1.1. (See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 7.2.1.1. (See Note A-1.1.2.1.(1).)",0.9,True
2.14.1.1.(1),"For the purposes of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 2.14.1.1. (See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 3.10.1.1. (See Note A-1.1.2.1.(1).)",0.9,True
1.2.1.1.(3),"Where acceptable solutions are referred to in Division B, they shall be the provisions stated in Parts 3 to 9.","Where acceptable solutions are referred to in Division B, they shall be the provisions stated in Parts 2 to 7.",0.9,True
9.37.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 9.37.1.1. (See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 5.7.1.1. (See Note A-1.1.2.1.(1).)",0.9,True
9.37.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 9.37.1.1. (See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 2.14.1.1. (See Note A-1.1.2.1.(1).)",0.9,True
2.14.1.1.(1),"For the purposes of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 2.14.1.1. (See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 6.10.1.1. (See Note A-1.1.2.1.(1).)",0.9,True
9.36.5.4.(10),"The energy model calculations shall account for the effect of airtightness in accordance with Sentence 9.36.5.10. or 9.36.5.10.(11), as applicable.","The energy model calculations shall account for the effect of airtightness in accordance with Sentence 9.36.5.10.(10)or 9.36.5.10.(11), as applicable.",0.9,True
9.7.2.2.(8),Windows and doors installed to provide the required access to a building for firefighting purposes shall conform to part 9.,Windows and doors installed to provide the required access to a building for firefighting purposes shall conform to Subsection 9.10.20.,0.9,True
9.32.3.1.(1),"The heating-season ventilation required by Sentence 9.32.1.2. shall be provided by a mechanical ventilation system complying with good practice such as that described in CSA CAN/CSA-F326-M91 Residential Mechanical Ventilation Systems for dwelling units with 5 or fewer bedrooms, the balance of this Subsection, or Part 6.","The heating-season ventilation required by Clause 9.32.1.2.(1) shall be provided by a mechanical ventilation system complying with good practice such as that described in CSA CAN/CSA-F326-M91 Residential Mechanical Ventilation Systems for dwelling units with 5 or fewer bedrooms, the balance of this Subsection, or Part 6. (See Note A-9.32.3.1.(1).)",0.8979591836734694,True
3.5.2.1.(1),"The design, construction, installation and alteration of every elevator, escalator and dumbwaiter shall conform to provincial or territorial regulations or municipal bylaws, or ASME/CSA ASME A17.1-2010/CSA B44-10 Safety Code for Elevators and Escalators in the absence of the regulations or bylaws referred to in Sentence 3.5.2.1.(1).","The design, construction, installation and alteration of every elevator, escalator and dumbwaiter shall conform to provincial or territorial regulations or municipal bylaws, or ASME/CSA ASME A17.1-2010/CSA B44-10 Safety Code for Elevators and Escalators in the absence of the regulations or bylaws referred to in Clause 3.5.2.1.(1)(a). (See Note A-3.5.2.1.(1).)",0.8979591836734694,True
3.9.2.2.(1),"Except as provided in Sentence 3.9.2.2.(3), the spatial separation requirements in part 3. shall apply to self-service storage buildings.","Except as provided in Sentence 3.9.2.2.(3), the spatial separation requirements in Subsection 3.2.3. shall apply to self-service storage buildings.",0.8947368421052632,True
9.32.3.5.(9),Any tempering device installed to comply with Sentence 9.32.3.5. shall be installed in accordance with Articles 9.33.4.1. and 9.33.5.2.,Any tempering device installed to comply with Sentence 9.32.3.5. shall be installed in accordance with Articles 9.33.4.1.and 9.33.5.2.,0.8947368421052632,True
9.8.5.3.(1),"Except as permitted by Sentence 9.8.5.3.(2), the clear height over ramps shall be not less than 2 050 mm.","Except as permitted by Sentence 9.8.6.4.(2), the clear height over landings shall be not less than 2 050 mm.",0.8947368421052632,True
1.1.2.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in Division B shall be the objectives and functional statements identified in 3.10., 4.5., 5.10., 6.4., 7.2., 8.3. and 9.37.(See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in Division B shall be the objectives and functional statements identified in Sections 3.10., 4.5., 5.10., 6.4., 7.2., 8.3. and 9.37. (See Note A-1.1.2.1.(1).)",0.8936170212765957,True
5.9.2.1.(3),"Where a wired glass assembly is installed in a required fire separation, it need not conform to the requirements of this Subsection. (See Note A-5.9.2.1.(3).)","Where a wired glass assembly is installed in a required fire separation, it need not conform to the requirements of this Subsection. (See Note A-5.9.2.1.(3).) (See Note A-5.9.2.2.)",0.8928571428571429,True
3.2.2.82.(1),"Except as permitted by Sentences 3.2.2.7. and 3.2.2.7.(4), a building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.82. provided except as permitted by Sentences 3.2.2.7. and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 6 storeys in building height, and it has a building area that is not limited if the building is not more than 1 storey in building height, not more than 21 600 m2 if 2 storeys in building height, not more than 14 400 m2 if 3 storeys in building height, not more than 10 800 m2 if 4 storeys in building height, not more than 8 640 m2 if 5 storeys in building height, or not more than 7 200 m2 if 6 storeys in building height.","A building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.84. provided except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 4 storeys in building height, and it has a building area not more than 14 400 m2 if 1 storey in building height, 7 200 m2 if 2 storeys in building height, 4 800 m2 if 3 storeys in building height, or 3 600 m2 if 4 storeys in building height.",0.8923076923076924,True
9.32.3.7.(8),"Where a supplemental exhaust fan required by this Article is controlled by a dehumidistat or other automatic control in addition to the manual switch required by Sentence 9.32.3.5.(6), the manual switch shall be capable of activating the fan regardless of the setting of the automatic control.","Where the principal ventilation fan is controlled by a dehumidistat or other automatic control in addition to the manual switch required by Sentence 9.32.3.3.(5), the manual switch shall be capable of activating the fan regardless of the setting of the automatic control.",0.8913043478260869,True
9.32.1.2.(2),A self-contained heating-season ventilation system serving a single dwelling unit shall comply with part 9. (See Note A-9.32.1.2.(2).),A self-contained heating-season ventilation system serving a single dwelling unit shall comply with Subsection 9.32.3. (See Note A-9.32.1.2.(2).),0.8888888888888888,True
3.8.2.2.(5),"If a walkway or pedestrian bridge connects two barrier-free storeys in different buildings, the path of travel from one storey to the other storey by means of the walkway or bridge shall be barrier-free.","If a walkway or pedestrian bridge connects two barrier-freestoreys in different buildings, the path of travel from one storey to the other storey by means of the walkway or bridge shall be barrier-free. (See Note A-3.8.2.3.)",0.8888888888888888,True
9.7.2.2.(4),Windows and doors installed to provide the required means of egress from bedrooms shall conform to part 9.,Windows and doors installed to provide the required means of egress from bedrooms shall conform to Subsection 9.9.10.,0.8888888888888888,True
9.7.4.2.(1),"Manufactured and pre-assembled windows, doors and skylights and their installation shall conform to CSA AAMA/WDMA/CSA 101/I.S.2/A440-11 NAFS North American Fenestration Standard/Specification for Windows, Doors, and Skylights (Harmonized Standard), CSA A440S1-17 Canadian Supplement to AAMA/WDMA/CSA 101/I.S.2/A440-11, NAFS North American Fenestration Standard/Specification for Windows, Doors, and Skylights the remainder of this Subsection, and the applicable requirements in part 9.","Manufactured and pre-assembled windows, doors and skylights and their installation shall conform to CSA AAMA/WDMA/CSA 101/I.S.2/A440-11 NAFS – North American Fenestration Standard/Specification for Windows, Doors, and Skylights (Harmonized Standard), CSA A440S1-17 Canadian Supplement to AAMA/WDMA/CSA 101/I.S.2/A440-11, NAFS – North American Fenestration Standard/Specification for Windows, Doors, and Skylights the remainder of this Subsection, and the applicable requirements in Subsection 9.7.6. (See Note A-9.7.4.2.(1).)",0.8870967741935484,True
3.1.4.2.(2),"A walk-in cooler or freezer consisting of factory-assembled wall, floor or ceiling panels containing foamed plastics is permitted in a building required to be of combustible construction, provided the panels are protected on both sides by sheet metal not less than 0.38 mm thick having a melting point not less than 650°C, do not contain an air space, and when a sample panel with an assembled joint typical of field installation is subjected to the applicable test described in part 3., have a flame-spread rating not more than that permitted for the space in which they are located or the space that they bound, as applicable.","A walk-in cooler or freezer consisting of factory-assembled wall, floor or ceiling panels containing foamed plastics is permitted to be used, provided the panels are protected on both sides by sheet metal not less than 0.38 mm thick having a melting point not less than 650°C, do not contain an air space, and have a flame-spread rating, determined by subjecting a sample panel with an assembled joint typical of field installation to the applicable test described in Subsection 3.1.12., that is not more than that permitted for the room or space in which they are located or that they bound.",0.8867924528301887,True
3.8.2.8.(6),"Where urinals are provided in a barrier-free washroom, at least one urinal shall comply with Subsection 3.8.3.","Where mirrors are provided in a barrier-free washroom, at least one mirror shall comply with Subsection 3.8.3.",0.8823529411764706,True
3.9.3.1.(5),Fire separations required by Sentences 3.3.1.1. and 3.3.5.9. need not be provided between individual self-service storage units.,Fire separations required by Sentences 3.3.1.1.(1)and 3.3.5.9. need not be provided between individual self-service storage units.,0.8823529411764706,True
9.9.7.2.(2),"Except as provided in Sentences 9.9.7.3. and 9.9.8.2.(2), from the point where a doorway described in Sentence 9.9.7.2. or 9.9.7.2. enters the public corridor or exterior passageway, it shall be possible to go in opposite directions to each of 2 separate exits.","Except as provided in Sentences 9.9.7.3.(1)and 9.9.8.2.(2), from the point where a doorway described in Clause 9.9.7.2.(1)(b)or 9.9.7.2.(1) enters the public corridor or exterior passageway, it shall be possible to go in opposite directions to each of 2 separate exits.",0.8809523809523809,True
5.9.3.5.(1),Other fenestration assemblies and their components shall be designed and constructed in accordance with part 5.,Other fenestration assemblies and their components shall be designed and constructed in accordance with Section 5.4.,0.875,True
9.10.15.5.(3),"Except as provided in Sentence 9.10.15.5.(4), where the limiting distance is equal to or greater than 0.6 m and less than 1.2 m, the exposing building face and any exterior wall located above the exposing building face that encloses an attic or roof space shall have a fire-resistance rating of not less than 45 min, and the cladding shall be metal or noncombustible cladding installed in accordance with Section 9.20., Subsection 9.27.11. or Section 9.28. (see Note A-9.10.14.5.(1)), the cladding shall conform to Subsection 9.27.6., 9.27.7., 9.27.8., 9.27.9, , or 9.27.10., be installed without furring members, or on furring not more than 25 mm thick, over gypsum sheathing at least 12.7 mm thick or over masonry, and after conditioning in conformance with ASTM D 2898-10 Accelerated Weathering of Fire-Retardant-Treated Wood for Fire Testing have a flame-spread rating not greater than 25 when tested in accordance with Sentence 3.1.12.1.(2), the cladding shall conform to Subsection 9.27.12., be installed with or without furring members over gypsum sheathing at least 12.7 mm thick or over masonry, have a flame-spread rating not greater than 25 when tested in accordance with Sentence 3.1.12.1.(2), and not exceed 2 mm in thickness exclusive of fasteners, joints and local reinforcements, or the wall assembly shall comply with Clause 3.1.5.5.(1) when tested in conformance with ULC CAN/ULC-S134-13 Fire Test of Exterior Wall Assemblies","Except as provided in Sentences 9.10.15.5.(4)and 9.10.15.5.(5), where the limiting distance is less than 0.6 m, the exposing building face and exterior walls located above the exposing building face that enclose an attic or roof space shall have a fire-resistance rating of not less than 45 min, and the cladding shall be metal or noncombustible cladding installed in accordance with Section 9.20., 9.27.or 9.28. (see Note A-9.10.14.5.(1)), the cladding shall conform to Subsection 9.27.12., be installed without furring members over gypsum sheathing at least 12.7 mm thick or over masonry, have a flame-spread rating not greater than 25 when tested in accordance with Sentence 3.1.12.1.(2), and not exceed 2 mm in thickness exclusive of fasteners, joints and local reinforcements, or the wall assembly shall comply with Clause 3.1.5.5.(1) when tested in conformance with ULC CAN/ULC-S134-13 Fire Test of Exterior Wall Assemblies",0.875,True
3.8.2.8.(4),"Where alterations are made to an existing building, universal washrooms complying with part 3. are permitted to be provided in lieu of facilities for persons with physical disabilities in washrooms used by the general public. (See Note A-3.8.2.8.(1).)","Where alterations are made to an existing building, universal washrooms complying with Subsection 3.8.3. are permitted to be provided in lieu of facilities for persons with physical disabilities in washrooms used by the general public. (See Note A-3.8.2.8. to .)",0.875,True
5.9.3.5.(1),Other fenestration assemblies and their components shall be designed and constructed in accordance with part 5.,Other fenestration assemblies and their components shall be designed and constructed in accordance with Section 5.6.,0.875,True
9.13.4.2.(3),"Where buildings are used for occupancies other than those described in Sentence 9.13.4.2.(2), protection from radon ingress and the means to address high radon concentrations in the future shall conform to Article 9.13.4.3., or Parts 5 and 6 (see Article 5.4.1.1. and 6.2.1.1.).","Where buildings are used for occupancies other than those described in Sentence 9.13.4.2.(2), protection from radon ingress and the means to address high radon concentrations in the future shall conform to Article 9.13.4.3., or Parts 5 and 6 (see Article 5.4.1.1.and 6.2.1.1.). (See Note A-9.13.4.2.(3).) (See Note A-9.13.4.3.)",0.875,True
9.32.3.5.(7),The airflow measurements required by Sentence 9.32.3.5. shall be done using a method accurate to within ±15% of the flow rate being measured.,The airflow measurements required by Sentences 9.32.3.4.(3)and 9.32.3.4. shall be done using a method accurate to within ±15% of the flow rate being measured.,0.875,True
5.9.3.4.(1),Other fenestration assemblies and their components shall be designed and constructed in accordance with part 5.,Other fenestration assemblies and their components shall be designed and constructed in accordance with Section 5.6.,0.875,True
3.2.4.20.(13),"Suites of residential occupancy equipped with smoke detectors installed to ULC CAN/ULC-S524-14 Installation of Fire Alarm Systems as part of the fire alarm system in lieu of smoke alarms as permitted by Sentence 3.2.4.20.(8), need not incorporate the manually operated device required in Sentence 3.2.4.20.(12). (See Note A-3.2.4.20.(8).)","Suites of residential occupancy equipped with smoke detectors installed to ULC CAN/ULC-S524-14 Installation of Fire Alarm Systems which are part of the fire alarm system in lieu of smoke alarms as permitted in Sentence 9.10.19.4.(3), need not incorporate the manually operated device required in Sentence 9.10.19.6.(1).",0.875,True
5.9.3.4.(1),Other fenestration assemblies and their components shall be designed and constructed in accordance with part 5.,Other fenestration assemblies and their components shall be designed and constructed in accordance with Section 5.4.,0.875,True
9.10.18.2.(1),"Except as permitted in Sentences 9.10.18.2. and 9.10.18.2.(4), a fire alarm system shall be installed in buildings in which a sprinkler system is installed.","Except as permitted in Sentences 3.2.4.1.(2)and 3.2.4.1.(3), a fire alarm system shall be installed in buildings in which an automatic sprinkler system is installed.",0.875,True
9.9.6.3.(4),Doorways serving a single dwelling unit or a house with a secondary suite need not comply with Sentence 9.9.6.3.(2). (See also Article 9.5.5.1.),Doorways serving a single dwelling unit or a house with a secondary suite need not comply with Sentences 9.9.6.2.(1)and 9.9.6.2.(2). (See also Article 9.5.5.1.),0.875,True
9.10.4.1.(2),"Except as required by Sentence 9.10.4.2.(1), the space above a mezzanine is permitted to be excluded from the calculation of building height, provided the aggregate area of mezzanines that are not superimposed does not exceed 40% of the open area of the room in which they are located (see Note A-3.2.1.1.(3)(a)), and except as permitted in Sentence 9.10.4.1.(3), the space above the mezzanine floor is used as an open area without partitions or subdividing walls higher than 1 070 mm above the mezzanine floor.","Except as required by Sentence 3.2.1.1.(5), the space above a mezzanine need not be considered as a storey in calculating the building height, provided the aggregate area of mezzanines that are not superimposed does not exceed 40% of the open area of the room in which they are located (see Note A-3.2.1.1.(3)(a)), and (see Note A-3.2.1.1.(3)(a)), except as permitted in Sentences 3.2.1.1.(7)and 3.3.2.13.(3), the space above the mezzanine is used as an open area without partitions or subdividing walls higher than 1 070 mm above the mezzanine floor.",0.875,True
9.36.1.3.(1),"Except as provided in Sentences 9.36.1.3. to 9.36.1.3.(5), buildings shall comply with the prescriptive or trade-off requirements in Subsections 9.36.2. to 9.36.4., the performance requirements in Subsection 9.36.5., or the NECB.","Except as provided in Sentences 9.36.1.3.(2)to 9.36.1.3.(5), buildings shall comply with the prescriptive or trade-off requirements in Subsections 9.36.2.to 9.36.4., the performance requirements in Subsection 9.36.5., or the NECB.",0.8709677419354839,True
3.3.1.2.(1),"Except as provided in Subsections 3. and 3., the storage, handling and use of hazardous substances shall be in conformance with provincial or territorial regulations or municipal bylaws, or in the absence of the regulations or bylaws referred to in Sentence 3.3.1.2.(1), the NFC.","Except as provided in Subsections 3.3.5.and 3.3.6., the storage, handling and use of hazardous substances shall be in conformance with provincial or territorial regulations or municipal bylaws, or in the absence of the regulations or bylaws referred to in Clause 3.3.1.2.(1)(a), the NFC. (See Note A-3.3.1.2.(1).)",0.8695652173913043,True
3.2.2.82.(1),"Except as permitted by Sentences 3.2.2.7. and 3.2.2.7.(4), a building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.82. provided except as permitted by Sentences 3.2.2.7. and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 6 storeys in building height, and it has a building area that is not limited if the building is not more than 1 storey in building height, not more than 21 600 m2 if 2 storeys in building height, not more than 14 400 m2 if 3 storeys in building height, not more than 10 800 m2 if 4 storeys in building height, not more than 8 640 m2 if 5 storeys in building height, or not more than 7 200 m2 if 6 storeys in building height.","A building classified as Group C is permitted to conform to Sentence 3.2.2.51. provided except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 4 storeys in building height, and it has a building area not more than 7 200 m2 if 1 storey in building height, 3 600 m2 if 2 storeys in building height, 2 400 m2 if 3 storeys in building height, or 1 800 m2 if 4 storeys in building height.",0.8692307692307693,True
3.2.2.82.(1),"Except as permitted by Sentences 3.2.2.7. and 3.2.2.7.(4), a building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.82. provided except as permitted by Sentences 3.2.2.7. and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 6 storeys in building height, and it has a building area that is not limited if the building is not more than 1 storey in building height, not more than 21 600 m2 if 2 storeys in building height, not more than 14 400 m2 if 3 storeys in building height, not more than 10 800 m2 if 4 storeys in building height, not more than 8 640 m2 if 5 storeys in building height, or not more than 7 200 m2 if 6 storeys in building height.","A building classified as Group C is permitted to conform to Sentence 3.2.2.48. provided except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 6 storeys in building height, and it has a building area that is not limited if the building is not more than 2 storeys in building height, not more than 12 000 m2 if 3 storeys in building height, not more than 9 000 m2 if 4 storeys in building height, not more than 7 200 m2 if 5 storeys in building height, or not more than 6 000 m2 if 6 storeys in building height.",0.8692307692307693,True
