Variation Sentence Number,Variation Sentence,Full Code Sentence,Similarity,Added
3.7.3.1.(1),"If a non-flammable medical gas piping system is installed, it shall be installed in conformance with CSA Z7396.1-12 Medical Gas Pipeline Systems Part 1: Pipelines for Medical Gases, Medical Vacuum, Medical Support Gases, and Anaesthetic Gas Scavenging Systemsand Part 3 of Division B of the NFC.","If a non-flammable medical gas piping system is installed, it shall be installed in conformance with CSA Z7396.1-12 Medical Gas Pipeline Systems – Part 1: Pipelines for Medical Gases, Medical Vacuum, Medical Support Gases, and Anaesthetic Gas Scavenging Systemsand Part 3 of Division B of the NFC. (See Note A-3.8.)",0.92,True
3.2.2.49.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.49. provided except as permitted by Sentences 3.2.2.7. and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area that is not limited if the building is not more than 2 storeys in building height, or that is not more than 12 000 m2 if 3 storeys in building height.","A building classified as Group A, Division 3 is permitted to conform to Sentence 3.2.2.31. provided except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 2 storeys in building height, and it has a building area not more than 12 000 m2 if 1 storey in building height, or 6 000 m2 if 2 storeys in building height.",0.918918918918919,True
9.10.14.3.(1),"Except for the purpose of applying Sentences 9.10.14.4.(2), 9.10.14.4.(3), 9.10.14.4. and 9.10.14.4.(9), and Sentences 9.10.14.5.(3), 9.10.14.5. and 9.10.14.5.(13), a limiting distance equal to half the actual limiting distance shall be used as input to the requirements of this Subsection, where the time from receipt of notification of a fire by the fire department until the first fire department vehicle arrives at the building exceeds 10 min in 10% or more of all calls to the building, and any storey in the building is not sprinklered.","Except for the purpose of applying Sentences 9.10.15.2.(2), 9.10.15.4.(3)and 9.10.15.5.(13), a limiting distance equal to half the actual limiting distance shall be used as input to the requirements of this Subsection, where the time from receipt of notification of a fire by the fire department until the first fire department vehicle arrives at the building exceeds 10 min in 10% or more of all calls to the building, and any storey in the building is not sprinklered. (See Notes A-3.2.3.and A-3.2.3.1.(8).)",0.9176470588235294,True
9.10.15.5.(4),"The requirements regarding fire-resistance rating and type of cladding-sheathing assembly shall not apply to the exposing building face or projections from an exposing building face of a dwelling unit facing a detached garage or accessory building, or a garage or accessory building facing a dwelling unit, where the detached garage or accessory building serves only one dwelling unit, the detached garage or accessory building is located on the same property as that dwelling unit, and the dwelling unit served by the detached garage or accessory building is the only major occupancy on the property.","The requirements regarding fire-resistance rating, type of construction and type of cladding need not apply to the exposing building face of a detached garage or accessory building facing a dwelling unit, where the detached garage or accessory building serves only one dwelling unit, the detached garage or accessory building is located on the same property as that dwelling unit, and the dwelling unit served by the detached garage or accessory building is the only major occupancy on the property.",0.9148936170212766,True
3.2.2.53.(2),"The building referred to in Sentence 3.2.2.53. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.53. and 3.2.2.53.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.45. is permitted to be of combustible construction or noncombustible construction, used singly or in combination, and floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",0.9135802469135802,True
3.2.2.53.(2),"The building referred to in Sentence 3.2.2.53. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.53. and 3.2.2.53.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.40. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",0.9135802469135802,True
3.2.9.2.(1),The occupancy classification of buildings intended for the storage of ammonium nitrate shall conform to Sentence 3.3.6.6. of Division B of the NBC.,The height of buildings intended for the storage of ammonium nitrate shall conform to Sentence 3.3.6.6. of Division B of the NBC.,0.9130434782608695,True
3.2.9.2.(2),The height of buildings intended for the storage of ammonium nitrate shall conform to Sentence 3.3.6.6. of Division B of the NBC.,The occupancy classification of buildings intended for the storage of ammonium nitrate shall conform to Sentence 3.3.6.6. of Division B of the NBC.,0.9130434782608695,True
3.2.5.12.(2),"Except as provided in Sentences 3.2.5.12. and 3.2.5.12.(11), NFPA 13R-2013 Installation of Sprinkler Systems in Low-Rise Residential Occupancies is permitted to be used for the design, construction and installation of an automatic sprinkler system installed in a building of residential occupancy throughout that is not more than 4 storeys in building height and conforms to one of Articles 3.2.2.47. to 3.2.2.54., or is not more than 3 storeys in building height and conforms to Article 9.10.1.3., or in a building of care occupancy with not more than 10 occupants that is not more than 3 storeys in building height and conforms to one of Articles 3.2.2.42. to 3.2.2.46. (See Note A-3.2.5.12.(2).)","Instead of the requirements of Sentence 3.2.5.12.(1), NFPA 13R-2013 Installation of Sprinkler Systems in Low-Rise Residential Occupancies is permitted to be used for the design, construction and installation of an automatic sprinkler system installed in a building of residential occupancy throughout that is not more than 4 storeys in building height and conforms to Articles 3.2.2.47., Article 3.2.2.48., 3.2.2.50., Article 3.2.2.51. or or 3.2.2.54., or is not more than 3 storeys in building height and conforms to Article 9.10.1.3., or in a building of care occupancy with not more than 10 occupants that is not more than 3 storeys in building height and conforms to one of Articles 3.2.2.42.to 3.2.2.46. (See Note A-3.2.5.12.(2).)",0.911504424778761,True
3.2.3.1.(8),"A limiting distance equal to half the actual limiting distance shall be used as input to Tables 3.2.3.1.-B and 3.2.3.1.-C, where the time from receipt of notification of a fire by the fire department until the first fire department vehicle capable of beginning suppression activities arrives at the building exceeds 10 min in 10% or more of all fire department calls to the building, and any storey in the building is not sprinklered. (See Notes A-3.2.3.1. and A-3.2.3.)","A limiting distance equal to half the actual limiting distance shall be used as input to Tables 3.2.3.1.-Band 3.2.3.1.-C, where the time from receipt of notification of a fire by the fire department until the arrival of the first fire department vehicle at the building exceeds 10 min in 10% or more of all fire department calls to the building, and any storey in the building is not sprinklered. (See Notes A-3.2.3.1.(8)and A-3.2.3.)",0.9102564102564102,True
2.2.1.1.(1),"Where a building contains more than one major occupancy, such occupancies shall be separated fromeach other in conformance with the NBC.","Where a building contains more than one major occupancy, such occupancies shall be separated from each other in conformance with the NBC.",0.9090909090909091,True
2.9.3.6.(1),Internal combustion engines used to power supplementary blowers required by the NBC shall be operated and maintained in conformance with part 6.,Internal combustion engines used to power supplementary blowers required by the NBC shall be operated and maintained in conformance with Section 6.5.,0.9090909090909091,True
3.2.2.81.(2),"The building referred to in Sentence 3.2.2.81. shall be of noncombustible construction, and floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.49. shall be of noncombustible construction, and except as permitted by Sentence 3.2.2.49.(3), floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",0.9090909090909091,True
9.10.15.3.(1),"Except for the purpose of applying Sentences 9.10.15.2.(2), 9.10.15.4. and 9.10.15.5.(13), a limiting distance equal to half the actual limiting distance shall be used as input to the requirements of this Subsection, where the time from receipt of notification of a fire by the fire department until the first fire department vehicle arrives at the building exceeds 10 min in 10% or more of all calls to the building, and any storey in the building is not sprinklered. (See Notes A-3.2.3. and A-3.2.3.1.(8).)","Except for the purpose of applying Sentences 9.10.14.4.(2), 9.10.14.4.(3), 9.10.14.4.(8)and 9.10.14.4.(9), and Sentences 9.10.14.5.(3), 9.10.14.5.(8)and 9.10.14.5.(13), a limiting distance equal to half the actual limiting distance shall be used as input to the requirements of this Subsection, where the time from receipt of notification of a fire by the fire department until the first fire department vehicle arrives at the building exceeds 10 min in 10% or more of all calls to the building, and any storey in the building is not sprinklered. (See Notes A-3.2.3.and A-3.2.3.1.(8).)",0.9080459770114943,True
3.2.2.53.(3),"In a building that contains dwelling units that have more than one storey, subject to the requirements of Sentence 3.3.4.2.(3), the floor assemblies, including floors over basements, which are entirely contained within these dwelling units, shall have a fire-resistance rating not less than 45 min but need not be constructed as fire separations.","In a building that contains dwelling units that have more than one storey, subject to the requirements of Sentence 3.3.4.2.(3), the floor assemblies, including those over basements, that are entirely contained within these dwelling units shall have a fire-resistance rating not less than 1 h but need not be constructed as fire separations.",0.9056603773584906,True
3.2.2.49.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.49. provided except as permitted by Sentences 3.2.2.7. and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area that is not limited if the building is not more than 2 storeys in building height, or that is not more than 12 000 m2 if 3 storeys in building height.","A building classified as Group C is permitted to conform to Sentence 3.2.2.54. provided except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area not more than 5 400 m2 if 1 storey in building height, 2 700 m2 if 2 storeys in building height, or 1 800 m2 if 3 storeys in building height.",0.9054054054054054,True
3.2.2.49.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.49. provided except as permitted by Sentences 3.2.2.7. and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area that is not limited if the building is not more than 2 storeys in building height, or that is not more than 12 000 m2 if 3 storeys in building height.","A building classified as Group D is permitted to conform to Sentence 3.2.2.63. provided except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 2 storeys in building height, and it has a building area not more than 3 000 m2 if 1 storey in building height, or 2 400 m2 if 2 storeys in building height.",0.9054054054054054,True
3.2.2.49.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.49. provided except as permitted by Sentences 3.2.2.7. and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area that is not limited if the building is not more than 2 storeys in building height, or that is not more than 12 000 m2 if 3 storeys in building height.","A building classified as Group E is permitted to conform to Sentence 3.2.2.69. provided except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 2 storeys in building height, and it has a building area not more than 3 000 m2 if 1 storey in building height, or 1 800 m2 if 2 storeys in building height.",0.9054054054054054,True
7.2.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 7.2.1.1. (See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 2.14.1.1. (See Note A-1.1.2.1.(1).)",0.9,True
3.2.2.83.(1),"A building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.83. provided it is not more than 3 storeys in building height, and it has a building area not more than the value in Table 3.2.2.83.","A building classified as Group E is permitted to conform to Sentence 3.2.2.66. provided it is not more than 3 storeys in building height, and it has a building area not more than the value in Table 3.2.2.66.",0.9,True
9.37.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 9.37.1.1. (See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 5.7.1.1. (See Note A-1.1.2.1.(1).)",0.9,True
7.2.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 7.2.1.1. (See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 7.4.1.1. (See Note A-1.1.2.1.(1).)",0.9,True
7.2.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 7.2.1.1. (See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 5.7.1.1. (See Note A-1.1.2.1.(1).)",0.9,True
7.2.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 7.2.1.1. (See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 6.9.1.1. (See Note A-1.1.2.1.(1).)",0.9,True
3.2.2.83.(1),"A building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.83. provided it is not more than 3 storeys in building height, and it has a building area not more than the value in Table 3.2.2.83.","A building classified as Group C is permitted to conform to Sentence 3.2.2.52. provided it is not more than 3 storeys in building height, and it has a building area not more than the value in Table 3.2.2.52.",0.9,True
7.2.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 7.2.1.1. (See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 3.4.1.1. (See Note A-1.1.2.1.(1).)",0.9,True
3.2.2.83.(1),"A building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.83. provided it is not more than 3 storeys in building height, and it has a building area not more than the value in Table 3.2.2.83.","A building classified as Group C is permitted to conform to Sentence 3.2.2.49. provided it is not more than 3 storeys in building height, and it has a building area not more than the value in Table 3.2.2.49.",0.9,True
3.2.2.83.(1),"A building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.83. provided it is not more than 3 storeys in building height, and it has a building area not more than the value in Table 3.2.2.83.","A building classified as Group F, Division 2 is permitted to conform to Sentence 3.2.2.78. provided it is not more than 2 storeys in building height, and it has a building area not more than the value in Table 3.2.2.78.",0.9,True
9.37.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 9.37.1.1. (See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 2.14.1.1. (See Note A-1.1.2.1.(1).)",0.9,True
6.3.2.10.(7),"Exhaust ducts connected to laundry-drying equipment shall be independent of other exhaust ducts, accessible for inspection and cleaning, and constructed of a smooth corrosion-resistant material. (See Note A-6.3.2.10. and .)","Exhaust ducts connected to laundry-drying equipment shall be independent of other exhaust ducts, accessible for cleaning, and constructed of a smooth corrosion-resistant material. (See Note A-9.32.1.3.(2).)",0.9,True
3.2.2.83.(1),"A building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.83. provided it is not more than 3 storeys in building height, and it has a building area not more than the value in Table 3.2.2.83.","A building classified as Group C is permitted to conform to Sentence 3.2.2.53. provided it is not more than 3 storeys in building height, and it has a building area not more than the value in Table 3.2.2.53.",0.9,True
9.37.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 9.37.1.1. (See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 6.9.1.1. (See Note A-1.1.2.1.(1).)",0.9,True
9.37.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 9.37.1.1. (See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 3.4.1.1. (See Note A-1.1.2.1.(1).)",0.9,True
9.37.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 9.37.1.1. (See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 7.4.1.1. (See Note A-1.1.2.1.(1).)",0.9,True
3.2.2.52.(2),"The building referred to in Sentence 3.2.2.52. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.52. and 3.2.2.52.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns, and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.65. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",0.898876404494382,False
3.2.2.52.(2),"The building referred to in Sentence 3.2.2.52. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.52. and 3.2.2.52.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns, and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.44. is permitted to be of combustible construction or noncombustible construction, used singly or in combination, and floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",0.898876404494382,False
9.10.14.5.(5),"The requirements regarding fire-resistance rating, type of construction and type of cladding need not apply to the exposing building face of a detached garage or accessory building facing a dwelling unit, where the detached garage or accessory building serves only one dwelling unit, the detached garage or accessory building is located on the same property as that dwelling unit, and the dwelling unit served by the detached garage or accessory building is the only major occupancy on the property.","The limits on the area of glazed openings stated in Sentence 9.10.14.4. need not apply to the exposing building face of a detached garage or accessory building facing a dwelling unit, where the detached garage or accessory building serves only one dwelling unit, the detached garage or accessory building is located on the same property as that dwelling unit, and the dwelling unit served by the detached garage or accessory building is the only major occupancy on the property.",0.8987341772151899,False
9.10.14.4.(11),"The limits on the area of glazed openings stated in Sentence 9.10.14.4. need not apply to the exposing building face of a detached garage or accessory building facing a dwelling unit, where the detached garage or accessory building serves only one dwelling unit, the detached garage or accessory building is located on the same property as that dwelling unit, and the dwelling unit served by the detached garage or accessory building is the only major occupancy on the property.","The requirements regarding fire-resistance rating, type of construction and type of cladding need not apply to the exposing building face of a detached garage or accessory building facing a dwelling unit, where the detached garage or accessory building serves only one dwelling unit, the detached garage or accessory building is located on the same property as that dwelling unit, and the dwelling unit served by the detached garage or accessory building is the only major occupancy on the property.",0.8987341772151899,False
