Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,National Article Title (FR),National Sentence Text (FR),P/T Document,P/T Division,P/T(Sentence(Number,P/T Article Title,P/T Sentence Text,P/T Article Title (FR),P/T Sentence Text (FR),Difference Type,Variation,Variation Label,Exception,Comments,Text Difference Tracked,Text Difference Tracked (FR),Difference Type Updated,Exception Updated,Variation Updated
2015,QC,NBC,Div B,9.10.8.2.(1),Fire-Resistance Ratings in Sprinklered Buildings,"The requirements in Table 9.10.8.1. for roof assemblies to have a fire-resistance rating are permitted to be waived in sprinkleredbuildings where the sprinkler system is electrically supervised in conformance with Sentence 3.2.4.9.(3), and the operation of the sprinkler system will cause a signal to be transmitted to the fire department in conformance with Sentence 3.2.4.7.(4).",Degrés de résistance au feu dans les bâtiments protégés par gicleurs,"Il est permis de déroger aux exigences du tableau 9.10.8.1. en vertu desquelles
les toits doivent avoir un degré de résistance au feu dans le cas des bâtiments protégés par
gicleurs :
a) dont le système de gicleurs est sous surveillance électrique, conformément
au paragraphe 3.2.4.9. 3); et
b) dont le déclenchement du système de gicleurs entraîne la transmission d'un
signal au service d'incendie, conformément au paragraphe 3.2.4.7. 4).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,Fire-Resistance Ratings in Sprinklered Buildings,"The requirements in Table 9.10.8.1. for roof assemblies to have a fire-resistance rating are permitted to be waived in sprinkleredbuildings where the sprinkler system is electrically supervised in conformance with Sentence 3.2.4.10.(3), and the operation of the sprinkler system will cause a signal to be transmitted to the fire department in conformance with Sentence 3.2.4.8.(4).",Degrés de résistance au feu dans les bâtiments protégés par gicleurs,"Il est permis de déroger aux exigences du tableau 9.10.8.1. en vertu desquelles
les toits doivent avoir un degré de résistance au feu dans le cas des bâtiments protégés par gicleurs :
a) dont le système de gicleurs est sous surveillance électrique, conformément
au paragraphe 3.2.4.10. 3); et
b) dont le déclenchement du système de gicleurs entraîne la transmission d'un
signal au service d'incendie, conformément au paragraphe 3.2.4.7. 4).",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,9.10.8.8.(1),Floors of Exterior Passageways,"Except as provided in Sentences 9.10.8.8.(2)and 9.10.8.8.(3), the floor assembly of every exterior passageway used as part of a means of egress shall have a fire-resistance rating of not less than 45 min or be of noncombustible construction.",Passages extérieurs,"Sous réserve des paragraphes 2) et 3), le plancher de tout passage extérieur utilisé comme moyen d'évacuation doit avoir un degré de résistance au feu d'au moins 45 min ou être de construction incombustible","qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.10.8.8.(1),Floors of Exterior Passageways,"Except as provided in Sentences 9.10.8.8.(2)and 9.10.8.8.(3), the floor assembly of every exterior passageway or balcony used as part of a means of egress shall have a fire-resistance rating of not less than 45 min or be of 0ncombustible construction.",Passages extérieurs,"Sous réserve des paragraphes 2) et 3), le plancher de tout passage extérieur ou d'un balcon utilisé comme moyen d'évacuation doit avoir un degré de résistance au feu d'au moins 45 min ou être de construction incombustible",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,9.10.8.8.(2),Floors of Exterior Passageways,"no fire-resistance rating is required for floors of exterior passageways serving buildings of Group D, E or F major occupancy that are not more than 2 storeys in building height.",Passages extérieurs,"Un degré de résistance au feu n'est pas exigé pour le plancher d'un passage extérieur desservant un bâtiment ayant un usage principal du groupe D, E ou F et ayant au plus 2 étages de hauteur de bâtiment.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.10.8.8.(2),Floors of Exterior Passageways,"no fire-resistance rating is required for floors of exterior passageways or balconies serving buildings of Group D, E or F major occupancy that are not more than 2 storeys in building height.",Passages extérieurs,"Un degré de résistance au feu n'est pas exigé pour le plancher d'un passage extérieur ou d'un balcon desservant un bâtiment ayant un usage principal du groupe D, E ou F et ayant au plus 2 étages de hauteur de bâtiment.",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,9.10.8.8.(3),Floors of Exterior Passageways,"no fire-resistance rating is required for floors of exterior passageways serving a house with a secondary suite, or a single dwelling unit where 0 suite is located above or below the dwelling unit (see also Sentence 9.9.9.3.(2)).",Passages extérieurs,Un degré de résistance au feu n'est pas exigé pour le plancher d'un passage extérieur desservant :a) une maison comportant un logement accessoire; oub) un seul logement au-dessus ou au-dessous duquel ne se trouve aucune suite (voir le paragraphe 9.9.9.3. 2)).,"qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.10.8.8.(3),Floors of Exterior Passageways,"no fire-resistance rating is required for floors of exterior passageways or balconies of a building with not more than 8 dwelling units provided the building is not more than 2 storeys in building height, the dwelling units are served by another means of egress.",Passages extérieurs,Un degré de résistance au feu n'est pas exigé pour le plancher d'un passage extérieur ou d'un balcon desservant :a) une maison comportant un logement accessoire; oub) un seul logement au-dessus ou au-dessous duquel ne se trouve aucune suite (voir le paragraphe 9.9.9.3. 2)); ou .c) d'un bâtiment d'au plus 8 logements aux conditions suivantes:i) le bâtiment a au plus 2 étages en hauteur de bâtiment; etii) les logements sont desservis par un autre moyen d'évacuation.,Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,9.10.9.1.(1),Application,"This Subsection applies to fire separations required between rooms and spaces in buildings, and smoke-tight barriers required in houses with a secondary suite including their common spaces.",Domaine d'application,"La présente sous-section s'applique :a) aux séparations coupe-feu exigées entre les pièces et les autres parties d'un bâtiment; etb) aux barrières étanches à la fumée exigées dans les maisons comportant un logement accessoire, y compris les aires communes.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,Application,This Subsection applies to fire separations required between rooms and spaces in buildings.,Domaine d'application,"La présente sous-section s'applique :a) aux séparations coupe-feu exigées entre les pièces et les autres parties d'un bâtiment; etb) aux barrières étanches à la fumée exigées dans les maisons comportant un logement accessoire, y compris les aires communes.",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,9.10.9.14.(1),Separation of Residential Suites,"Except as provided in Sentences 9.10.9.14.(2), 9.10.9.14.(3)and 9.10.9.14.(4) and Article 9.10.21.2., suites in residential occupancies shall be separated from adjacent rooms and suites by a fire separation having a fire-resistance rating of not less than 45 min.",Séparation des suites dans une habitation,"Sous réserve des paragraphes 2), 3) et 4) et de l'article 9.10.21.2., dans une habitation, les suites doivent être isolés des suites ou pièces contiguës par une séparation coupe-feu d'au moins 45 min.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.10.9.14.(1),Separation of Residential Suites,"Except as provided in Sentences 9.10.9.14.(2), 9.10.9.14.(3)and 9.10.9.14.(4), suites in residential occupancies shall be separated from adjacent rooms and suites by a fire separation having a fire-resistance rating of not less than 45 min.",Séparation des suites dans une habitation,"Sous réserve des paragraphes 2), 3) et 4) et de l'article 9.10.21.2., dans une habitation, les suites doivent être isolés des suites ou pièces contiguës par une séparation coupe-feu d'au moins 45 min",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,9.10.9.14.(4),Separation of Residential Suites,"Walls and floor-ceiling framing in a house with a secondary suite that separate dwelling units from each other or dwelling units from ancillary spaces and common spaces need not comply with Sentence 9.10.9.14.(1), where the walls and floor-ceiling framing are protected by a continuous smoke-tight barrier of not less than 12.7 mm thick gypsum board installed on both sides of walls, and the underside of floor-ceiling framing. (See Sentence 9.10.9.3.(2) for closures.)",Séparation des suites dans une habitation,"Il n'est pas nécessaire que les murs et l'ossature plancher-plafond séparant des logements ou des logements et des pièces secondaires ou des aires communes dans une maison comportant un logement accessoire soient isolés conformément fnorment une séparation coupe-feu confnorme au paragraphe 1) lorsqu'ils sont protégés par une barrière continue étanche à la fumée faite de plaques de plâtre d'au moins 12, 7 mm d'épaisseur installées :a) des deux côtés des murs; etb) sur le dessous de l'ossature plancher-plafond.(Voir le paragraphe 9.10.9.3. 2) pour les dispositifs d'obturation.)","qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.10.9.14.(4),Separation of Residential Suites,"Walls and floor-ceiling framing in a building with not more than 3 dwelling units and a building height not more than 2 storeys that separate dwelling units from each other need not comply with Sentence 9.10.9.14.(1), where the walls and floor-ceiling framing are protected by a continuous smoke-tight barrier of not less than 12.7 mm thick gypsum board installed on both sides of walls, and the underside of floor-ceiling framing. (See Sentence 9.10.9.3.(2) for closures.)",Séparation des suites dans une habitation,"Il n'est pas nécessaire que les murs et l'ossature plancher-plafond séparant des logements dans un bâtiment d'au plus 3 logements et d'au plus 2 étages en hauteur de bâtiment ou des logements et des pièces secondaires ou des aires communes dans une maison comportant un logement accessoire fnorment une séparation coupe-feu confnorme au paragraphe 1) lorsqu'ils sont protégés par une barrière continue étanche à la fumée faite de plaques de plâtre d'au moins 12, 7 mm d'épaisseur installées :a) des deux côtés des murs; etb) sur le dessous de l'ossature plancher-plafond. (Voir le paragraphe 9.10.9.3. 2) pour les dispositifs d'obturation.)",Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,9.10.9.18.(2),Exhaust Ducts Serving More Than One Fire Compartment,Individual fire compartments referred to in Sentence 9.10.9.18.(1) shall not have fans that exhaust directly into the duct in the vertical service space.,Conduit d'extraction desservant plusieurs compartiments résistant au feu,Les compartiments résistant au feu mentionnés au paragraphe 1) ne doivent pas comporter de ventilateurs qui refoulent l'air directement dans le conduit d'extraction situé dans le vide technique vertical.,"qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.10.9.18.(2),Exhaust Ducts Serving More Than One Fire Compartment,"Individual fire compartments referred to in Sentence 9.10.9.18.(1) shall not have individual fans that exhaust directly into the duct in the vertical service space, except if the fans have connections that extend upward at least 500 mm into the duct.",Conduit d'extraction desservant plusieurs compartiments résistant au feu,"Les compartiments résistant au feu mentionnés visées au paragraphe 1) ne doivent pas comporter  être équipés de ventilateurs individuels qui évacuent refoulent l'air directement dans le conduit d'extraction situé dans le vide technique vertical, sauf si ces ventilateurs sont munis de raccords qui remontent d'au moins 500 mm dans ce conduit.",Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,9.10.9.3.(1),Openings to be Protected with Closures,"Except as permitted in Articles 9.10.9.5., 9.10.9.6.and 9.10.9.7., openings in required fire separations shall be protected with closures conforming to Subsection 9.10.13.",Dispositif d'obturation dans une ouverture,"Sous réserve des articles 9.10.9.5., 9.10.9.6. et 9.10.9.7., les ouvertures pratiquées dans une séparation coupe-feu exigée doivent être protégées par un dispositif d'obturation confnorme à la sous-section 9.10.13","qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.10.9.3.(1),Openings to be Protected with Closures,"Except as permitted in Articles 3.1.7.6., 9.10.9.5., 9.10.9.6.and 9.10.9.7., openings in required fire separations shall be protected with closures conforming to Subsection 9.10.13.",Dispositif d'obturation dans une ouverture,"Sous réserve des articles 3.1.7.6., 9.10.9.5., 9.10.9.6. et 9.10.9.7., les ouvertures pratiquées dans une séparation coupe-feu exigée doivent être protégées par un dispositif d'obturation confnorme à la sous-section 9.10.13",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,9.10.9.9.(1),Reduction in Thickness of Fire Separation by Beams and Joists,"Where pockets for the support of beams or joists are formed in a masonry or concrete fire separation, the remaining total thickness of masonry and/or grout and/or concrete shall be not less than the required equivalent thickness shown for Type S mo0lithic concrete in Table B-2.1.1. in Appendix D for the required fire-resistance rating.",Réduction de l'épaisseur de maçonnerie ou de béton,"Lorsque des niches pour l'appui des poutres ou des solives sont ménagées dans
une séparation coupe-feu en maçonnerie ou en béton, il ne faut pas réduire l'épaisseur
totale de la maçonnerie et/ou du coulis et/ou du béton à moins de l'épaisseur
équivalente exigée pour le béton mo0lithique de type S au tableau D-2.1.1. de
l'annexe D pour le degré de résistance au feu exigé.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,Reduction in Thickness of Fire Separation by Beams and Joists,"Where pockets for the support of beams or joists are formed in a masonry or concrete fire separation, the remaining total thickness of solid masonry and/or grout and/or concrete shall be not less than the required equivalent thickness shown for Type S mo0lithic concrete in Table D-2.1.1. in Appendix D for the required fire-resistance rating.",Réduction de l'épaisseur de maçonnerie ou de béton,,Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,9.11.1.1.(3),Required Protection,Construction separating a dwelling unit from an elevator shaft or refuse chute shall have an STC rating of not less than 55.,Protection requise,La construction séparant un logement d'une gaine d'ascenseur ou d'un vide-ordures doit avoir un ITS d'au moins 55.,"qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.11.2.1.(3),Minimum Sound Transmission Class Ratings,"Where a dwelling unit is adjacent to an elevator shaft or a refuse chute, the separating construction shall have a sound transmission class rating of at least 55, measured in accordance with Subsection 9.11.1. or as listed in note A-9.10.3.1. in Appendix A. note A-9.10.3.1. in Appendix A",,"La construction séparant un logement d'une gaine d'ascenseur, un monte-charge ou d'un vide-ordures doit avoir un ITS d'au moins 55",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,9.12.2.2.(2),Minimum Depth of Foundations,"Where a foundation is insulated in a manner that will reduce heat flow to the soil beneath the footings, the foundation depth shall conform to that required for foundations containing no heated space. (See note A-9.12.2.2.(2).) ",Profondeur minimale,"Si une fondation est isolée de manière à réduire le transfert de chaleur au sol sous les semelles, la profondeur de la fondation doit être la même que celle exigée pour les fondations entourant un espace non chauffé (voir la note A-9.12.2.2. 2)).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.12.2.2.(2),Minimum Depth of Foundations,"Where a foundation is insulated in a manner that will reduce heat flow to the soil beneath the footings, the foundation depth shall conform to that required for foundations containing no heated space.",Profondeur minimale,"Si une fondation est isolée de manière à réduire le transfert de chaleur au sol sous les semelles, la profondeur de la fondation doit être la même que celle exigée pour les fondations entourant un espace non chauffé (voir la note A-9.12.2.2. 2)).",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,9.12.3.3.(1),Deleterious Debris and Boulders,Backfill that is within 600 mm of the foundation shall be free of deleterious debris and boulders larger than 250 mm diam. (See note A-9.12.3.3.(1).),Débris et roches,"Les remblais ne doivent pas contenir de débris ou de pierres d'une dimension
supérieure à 250 mm à moins de 600 mm des fondations (voir la note A-9.12.3.3. 1)).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,Deleterious Debris and Boulders,Backfill that is within 600 mm of the foundation shall be free of deleterious debris and boulders larger that 250 mm diam. (See note A-9.12.3.3.(1).),Débris et roches,"Les remblais ne doivent pas contenir de débris ou de pierres d'une dimension
supérieure à 250 mm à moins de 600 mm des fondations (voir la note A-9.12.3.3. 1)).",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,9.13.1.1.(1),Scope and Application,"This Section presents measures to control the ingress of water, moisture and soil gas.",Objet et domaine d'application,"La présente section décrit des mesures visant à empêcher l'infiltration d’eau, de
gaz souterrains et d'humidité.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,Application,"This Section applies to walls, floors, and roofs in contact with the ground, and presents measures to control moisture and soil gas ingress.",Objet et domaine d'application,,Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,9.13.2.1.(2),Required Dampproofing,"Except as provided in Sentence 9.13.2.1.(3) and Article 9.13.3.1., floors-on-ground shall be dampproofed.",Protection exigée contre l'humidité,"Sous réserve du paragraphe 3) et de l'article 9.13.3.1., les planchers sur sol doivent être protégés contre l'humidité","qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.13.2.1.(2),Required Dampproofing,"Except as provided in Sentence 9.13.2.1.(3) and Article 9.13.3.1., floors-on-ground shall be dampproofed. (See note A-9.13.2.1.(2).)",Protection exigée contre l'humidité,"Sous réserve du paragraphe 3) et de l'article 9.13.3.1., les planchers sur sol doivent être protégés contre l'humidité. (voir la note A-9.13.2.1.2)",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,9.13.2.1.(3),Required Dampproofing,"Dampproofing required in Sentence 9.13.2.1.(2) need not be provided for floors in garages, floors in unenclosed portions of buildings, or floors installed over not less than 100 mm of coarse clean granular material containing not more than 10% of material that will pass a 4 mm sieve.",Protection exigée contre l'humidité,Il n'est pas obligatoire de protéger contre l'humidité conformément au paragraphe 2) :a) les planchers des garages;b) les planchers des parties non fermées des bâtiments; ouc) les planchers posés sur des granulats grossiers propres d'au moins 100 mm ne contenant pas plus de 10 % de matériaux traversant un tamis de 4 mm.,"qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.13.2.1.(3),Required Dampproofing,"Dampproofing required in Sentence 9.13.2.1.(2) need not be provided for floors in garages, or floors in unenclosed portions of buildings. deleted.",Protection exigée contre l'humidité,Il n'est pas obligatoire de protéger contre l'humidité conformément au paragraphe 2) :a) les planchers des garages;b) les planchers des parties non fermées des bâtiments. ; ouc) supprimé. les planchers posés sur des granulats grossiers propres d'au moins 100 mm ne contenant pas plus de 10 % de matériaux traversant un tamis de 4 mm.,Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,9.13.2.5.(2),Moisture Protection for Interior Finishes,"Except as provided in Sentence 9.13.2.5.(3), where the protection of interior finishes required in Sentence 9.13.2.5.(1) consists of membranes or coatings, the membrane or coating shall extend from the basement floor surface up to the highest extent of the interior insulation or finish, but not higher than the exterior finished ground level, and 0 membrane or coating with a permeance less than 170 ng/(Pa·s·m2) shall be applied to the interior surface of the foundation wall above ground level between the insulation and the foundation wall.",Protection des revêtements intérieurs de finition contre l'humidité,"Sous réserve du paragraphe 3), si la protection du revêtement intérieur de
finition contre l'humidité exigée au paragraphe 1) est assurée par une membrane
ou un revêtement :
a) la membrane ou le revêtement doit se prolonger à partir de la surface
du plancher du sous-sol jusqu'à la hauteur maximale de l'isolant ou du
revêtement intérieur mais sans dépasser le niveau du sol extérieur fini; et
b) aucune membrane ni aucun revêtement ayant une perméance de moins
de 170 ng/(Pa · s · m2) ne doit être posé sur la face intérieure du mur de
fondation entre l'isolant et la partie du mur de fondation qui se trouve
au-dessus du niveau du sol.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.13.2.6.(2),Moisture Protection for Interior Finishes,"Except as provided in Sentence 9.13.2.6.(3), where the protection of interior finishes required in Sentence 9.13.2.6.(1) consists of membranes or coatings, the membrane or coating shall extend from the basement floor surface up to the highest extent of the interior insulation or finish, but not higher than the exterior finished ground level, and 0 membrane or coating with a permeance less than 170 ng/(Pa·s·m2) shall be applied to the interior surface of the foundation wall above ground level between the insulation and the foundation wall.",Protection des revêtements intérieurs de finition contre l'humidité,,Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,9.13.2.5.(3),Moisture Protection for Interior Finishes,"Where insulation functions as both moisture protection for interior finishes and as a vapour barrier in accordance with Subsection 9.25.4., it shall be applied over the entire interior surface of the foundation wall.",Protection des revêtements intérieurs de finition contre l'humidité,"Si l'isolant fait fonction de protection du revêtement intérieur de finition contre
l'humidité et de pare-vapeur conformément à la sous-section 9.25.4., il doit être appliqué
sur toute la face intérieure du mur de fondation.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.13.2.6.(3),Moisture Protection for Interior Finishes,"Where insulation functions as both moisture protection for interior finishes and as a vapour barrier in accordance with Subsection 9.25.4., it shall be applied over the entire interior surface of the foundation wall.",Protection des revêtements intérieurs de finition contre l'humidité,"Si l'isolant fait fonction de protection du revêtement intérieur de finition contre
l'humidité et de pare-vapeur conformément à la sous-section 9.25.4., il doit être appliqué
sur toute la face intérieure du mur de fondation.",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,9.13.2.6.(1),Dampproofing of Floors-on-Ground,"Where dampproofing is installed below the floor, it shall consist of polyethylene not less than 0.15 mm thick with joints lapped not less than 100 mm, type S roll roofing with joints lapped not less than 100 mm, or rigid extruded/expanded polystyrene with sealed or ship-lapped joints that has sufficient compressive strength to support the floor assembly, and a water vapour permeance complying with Clause 9.13.2.2.(2)(a).",Protection des planchers contre l'humidité,"Le matériau de protection contre l'humidité posé sous le plancher doit être constitué de :a) polyéthylène d'au moins 0,15 mm d'épaisseur avec joints se chevauchant sur au moins 100 mm;b) matériau de couverture en rouleau de type S avec joints se chevauchant sur au moins 100 mm; ouc) polystyrène expansé/extrudé rigide avec joints scellés ou joints à recouvrement ayant :i) une résistance à la compression suffisante pour supporter le plancher; ii) une perméance à la vapeur d’eau confnorme à l’alinéa 9.13.2.2. 2)a).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.13.2.6.(1),,,Protection des planchers contre l'humidité,"Le matériau de protection contre l'humidité posé sous le plancher doit assurer la protection contre les gaz souterrains conformément à la sous-section 9.13.4. et doit être constitué de :a) polyéthylène d'au moins 0,15 mm d'épaisseur avec joints se chevauchant sur au moins 100 mm;b) matériau de couverture en rouleau de type S avec joints se chevauchant sur au moins 100 mm; ouc) polystyrène expansé/extrudé rigide avec joints scellés ou joints à recouvrement ayant :i) une résistance à la compression suffisante pour supporter le plancher; ii) une perméance à la vapeur d’eau confnorme à l’alinéa 9.13.2.2. 2)a).",Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,9.13.4.1.(1),Application and Scope,"This Subsection applies to wall, roof and floor assemblies separating conditioned space from the ground, and the rough-in to allow the future protection of conditioned space that is separated from the ground by a wall, roof or floor assembly.",Domaine d'application et objet,"La présente sous-section vise :a) les murs, toits et planchers séparant un espace climatisé du sol; etb) la mise en place des moyens nécessaires pour permettre la protection ultérieure d'un espace climatisé séparé du sol par un mur, un toit ou un plancher","qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.13.4.1.(1),,,Domaine d'application et objet,"La présente sous-section vise :a) les murs, toits et planchers séparant un espace climatisé du sol d’un bâtiment érigé à un endroit où il est reconnu que les émanations de gaz souterrains constituent un danger pour la santé, la salubrité et la sécurité; etb) la mise en place des moyens nécessaires pour permettre la protection ultérieure d'un espace climatisé séparé du sol par un mur, un toit ou un plancher",Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,9.14.2.1.(1),Foundation Wall Drainage,"Unless it can be shown to be unnecessary, the bottom of every exterior foundation wall shall be drained by drainage tile or pipe laid around the exterior of the foundation in conformance with Subsection 9.14.3. or by a layer of gravel or crushed rock in conformance with Subsection 9.14.4.",Murs de fondation,"Sauf s'il peut être démontré que cela n'est pas nécessaire, le pied des murs de fondation extérieurs doit être drainé au moyen de tuyaux ou de drains posés à l'extérieur des fondations conformément à la sous-section 9.14.3. ou d'une couche de gravier ou de pierre concassée conformément à la sous-section 9.14.4.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.14.2.1.(1),Foundation Wall Drainage,"Unless it can be shown to be unnecessary, the bottom of every exterior foundation wall shall be drained by drainage tile or pipe laid around the exterior of the foundation in conformance with Subsection 9.14.3. or by a layer of gravel or crushed rock in conformance with Subsection 9.14.4.(See note A-5.8.1.2.(1) in Appendix A.)",Murs de fondation,"Sauf s'il peut être démontré que cela n'est pas nécessaire, le pied des murs de fondation extérieurs doit être drainé au moyen de tuyaux ou de drains posés à l'extérieur des fondations conformément à la sous-section 9.14.3. ou d'une couche de gravier ou de pierre concassée conformément à la sous-section 9.14.4. (voir la note A-9.14.2.1.1)",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,9.14.3.1.(1),Material Standards,"Drain tile and drain pipe for foundation drainage shall conform to ASTM C 4-04 Clay Drain Tile and Perforated Clay Drain Tile ASTM C 412M-11 Concrete Drain Tile (Metric) ASTM C 444M-03 Perforated Concrete Pipe (Metric) ASTM C 700-13 Vitrified Clay Pipe, Extra Strength, Standard Strength, and Perforated BNQ BNQ 3624-115/2016 Polyethylene (PE) Pipe and Fittings for Soil and Foundation Drainage CSA CAN/CSA-B182.1-15 Plastic Drain and Sewer Pipe and Pipe Fittings or CSA G401-14 Corrugated Steel Pipe Products",ormes pertinentes,"Les tuyaux de drainage utilisés pour le drainage des fondations doivent être confnormes à l'une des normes suivantes :a) ASTM C 4, « Clay Drain Tile and Perforated Clay Drain Tile »;b) ASTM C 412M, « Concrete Drain Tile (Metric) »;c) ASTM C 444M, « Perforated Concrete Pipe (Metric) »;d) ASTM C 700, « Vitrified Clay Pipe, Extra Strength, Standard Strength, and Perforated »;e) BNQ 3624-115, « Tuyaux et raccords en polyéthylène (PE) – Tuyaux flexibles pour le drainage – Caractéristiques et méthodes d'essais »;f) CAN/CSA-B182.1, « Tuyaux et raccords d'évacuation et d'égout en plastique »; oug) G401, « Tuyaux en tôle ondulée ».","qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.14.3.1.(1),Material Standards,"Drain tile and drain pipe for foundation drainage shall conform to ASTM C 4-04 Clay Drain Tile and Perforated Clay Drain Tile ASTM C 412M-11 Concrete Drain Tile (Metric) ASTM C 444M-03 Perforated Concrete Pipe (Metric) ASTM C 700-11 Vitrified Clay Pipe, Extra Strength, Standard Strength and Perforated CGSB CAN/CGSB-34.22-94 Asbestos-Cement Drain Pipe CSA CAN/CSA-B182.1-11 Plastic Drain and Sewer Pipe and Pipe Fittings CSA CAN/CSA-G401-07 Corrugated Steel Pipe Products BNQ BNQ 3624-1152007 Polyethylene (PE) Pipe and Fittings – Flexible Pipes for Drainage – Characteristics and Test Methods BNQ BNQ 3624-1202006 Polyethylene (PE) Pipe and Fittings – Smooth Inside Wall Open Profile Pipes for Storm Sewer and Soil Drainage – Characteristics and Test Methods BNQ NQ 3624-130/1997 Unplasticized Poly(Vinyl Chloride) (PVC) Rigid Pipe and Fittings, 150 mm in Diameter or Smaller, for Underground Sewage Applications or BNQ NQ 3624-135/ 000 Unplasticized Poly(Vinyl Chloride) [PVC-U] Pipe and Fittings – Pipes of200 mm to 600 mm in Diameter for Underground Sewage and Soil Drainage – Characteristics and Test Methods",ormes pertinentes,"Les tuyaux de drainage utilisés pour le drainage des fondations doivent être confnormes à l'une des normes suivantes :a) ASTM C 4, « Clay Drain Tile and Perforated Clay Drain Tile »;b) ASTM C 412M, «Concrete Drain Tile (Metric) »;c) ASTM C 444M, « Perforated Concrete Pipe (Metric) »;d) ASTM C 700, « Vitrified Clay Pipe, Extra Strength, Standard Strength, and Perforated »;e) BNQ 3624-115, « Tuyaux et raccords en polyéthylène (PE) – Tuyaux flexibles pour le drainage – Caractéristiques et méthodes d'essais »;f) CAN/CSA-B182.1, « Tuyaux et raccords d'évacuation et d'égout en plastique »; oug) CSA G401, « Tuyaux en tôle ondulée ».h) BNQ 3624-120, « Tuyaux et raccords en polyéthylène (PE) - Tuyaux à profil ouvert à paroi intérieure lisse pour l'égout pluvial et le drainage des sols - Caractéristiques et méthodes d'essais»;i) NQ 3624-130, «Tuyaux et raccords rigides en poly(chlorure de vinyle) (PVC) non plastifié, de diamètre égal ou inférieur à 150 mm, pour égoutssouterrains »; ouj) NQ 3624-135, «Tuyaux et raccords en poly(chlorure de vinyle) non plastifié (PVC-U) - Tuyaux de200 mm à 600 mm de diamètre pour égouts souterrains et drainage des sols- Caractéristiques et méthodes d'essais».",Common Sentence,Yes,,,,,,,,
