Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,P/T Document,Matched P/T Division,Matched P/T Sentence Number,Matched P/T Article Title,Matched P/T Sentence Text,Text Difference Tracked,Difference Type,Variation?,Variation Label,Exception?,Comments,Code Part,Code Article,Code Section,Code Subsection,Code Sentence,Difference Type Updated?,Exception Updated?,Variation Updated?
2015,NU,NBC,Div B,9.36.2.4.(1),Calculation of Effective Thermal Resistance of Assemblies,"In calculating the effective thermal resistance of assemblies for the purpose of comparison with the requirements of Articles 9.36.2.6. and 9.36.2.8., the thermal bridging effect of closely spaced, repetitive structural members, such as studs and joists, and of ancillary members, such as lintels, sills and plates, shall be accounted for. (See Note A-9.36.2.4.(1).)",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.4,9.36,9.36.2,9.36.2.4.(1),,,
2015,NU,NBC,Div B,9.36.2.4.(2),Calculation of Effective Thermal Resistance of Assemblies,"Minor penetrations through assemblies, such as pipes, ducts, equipment with through-the-wall venting, packaged terminal air conditioners or heat pumps, shelf angles, anchors and ties and associated fasteners, and minor structural members that must partially or completely penetrate the building envelope to perform their intended function need not be taken into account in the calculation of the effective thermal resistance of that assembly.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.4,9.36,9.36.2,9.36.2.4.(2),,,
2015,NU,NBC,Div B,9.36.2.4.(3),Calculation of Effective Thermal Resistance of Assemblies,"Major structural penetrations, such as balcony and canopy slabs, beams, columns and ornamentation or appendages that must completely penetrate the building envelope to perform their intended function, need not be taken into account in the calculation of the effective thermal resistance of the penetrated assembly, provided the insulation is installed tight against the outline of the penetration, and the sum of the areas of all such major structural penetrations is limited to a maximum of 2% of the gross wall area calculated as described in Sentence 9.36.2.3.(2).",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.4,9.36,9.36.2,9.36.2.4.(3),,,
2015,NU,NBC,Div B,9.36.2.4.(4),Calculation of Effective Thermal Resistance of Assemblies,"Where a component of the building envelope is protected by an enclosed unconditioned space, such as a sun porch, enclosed veranda, vestibule or attached garage, the required effective thermal resistance of the building envelope component between the building and the unconditioned enclosure is permitted to be reduced by 0.16 (m2·K)/W. (See Note A-9.36.2.4.(4).)",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.4,9.36,9.36.2,9.36.2.4.(4),,,
2015,NU,NBC,Div B,9.36.2.5.(1),Continuity of Insulation,"Except as provided in Sentences 9.36.2.5.(2) to 9.36.2.5.(9) and in Sentence 9.36.2.4.(3) regarding balcony and canopy slabs, and except for clearances around components required for fire safety reasons, interior building components that meet building envelope components and major structural members that partly penetrate the building envelope shall not break the continuity of the insulation and shall not decrease the effective thermal resistance at their projected area to less than that required in Articles 9.36.2.6. and 9.36.2.8. (See Note A-9.36.2.5.(1).)",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.5,9.36,9.36.2,9.36.2.5.(1),,,
2015,NU,NBC,Div B,9.36.2.5.(2),Continuity of Insulation,"Where an interior wall, foundation wall, firewall, party wall or structural element penetrates an exterior wall or insulated roof or ceiling and breaks the continuity of the plane of insulation, the penetrating element shall be insulated on both of its sides, inward or outward from the building envelope, for a distance equal to 4 times its uninsulated thickness to an effective thermal resistance not less than that required for exterior walls as stated in Table 9.36.2.6.-A or 9.36.2.6.-B, within the plane of insulation of the penetrated element to an effective thermal resistance not less than 60% of that required for the penetrated element, or within itself to an effective thermal resistance not less than that required for the penetrated element.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.5,9.36,9.36.2,9.36.2.5.(2),,,
2015,NU,NBC,Div B,9.36.2.5.(3),Continuity of Insulation,"Where a masonry fireplace or flue penetrates an exterior wall and breaks the continuity of the plane of insulation, it shall be insulated within the plane of insulation of the wall or within itself to an effective thermal resistance not less than 55% of that required for the exterior wall as stated in Table 9.36.2.6.-A or 9.36.2.6.-B (See Note A-9.36.2.5.(3).)",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.5,9.36,9.36.2,9.36.2.5.(3),,,
2015,NU,NBC,Div B,9.36.2.5.(4),Continuity of Insulation,"Where an ornamentation or appendage penetrates an exterior wall and breaks the continuity of the plane of insulation, the penetrating element shall be insulated on both of its sides, inward or outward from the building envelope, for a distance equal to 4 times the insulated thickness of the exterior wall to an effective thermal resistance not less than that required for the wall as stated in Table 9.36.2.6.-A or 9.36.2.6.-B, within the plane of insulation of the wall to an effective thermal resistance not less than 55% of that required for the exterior wall, or within the penetrating element to an effective thermal resistance not less than that required for the exterior wall.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.5,9.36,9.36.2,9.36.2.5.(4),,,
2015,NU,NBC,Div B,9.36.2.5.(5),Continuity of Insulation,"Except as provided in Sentences 9.36.2.5.(8) and 9.36.2.5.(9), where two planes of insulation are separated by a building envelope assembly and cannot be physically joined, one of the planes of insulation shall be extended for a distance equal to at least 4 times the thickness of the assembly separating the two planes. (See Note A-9.36.2.5.(5).) ",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.5,9.36,9.36.2,9.36.2.5.(5),,,
2015,NU,NBC,Div B,9.36.2.5.(6),Continuity of Insulation,"Where mechanical, plumbing or electrical system components, such as pipes, ducts, conduits, cabinets, chases, panels or recessed heaters, are placed within and parallel to a wall assembly required to be insulated, the effective thermal resistance of that wall at the projected area of the system component shall be not less than that required by Tables 9.36.2.6.-A , 9.36.2.6.-B , 9.36.2.8.-A and 9.36.2.8.-B (See Note A-9.36.2.5.(6).)",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.5,9.36,9.36.2,9.36.2.5.(6),,,
2015,NU,NBC,Div B,9.36.2.5.(7),Continuity of Insulation,"Except as permitted by Article 9.36.2.11., where mechanical ducts, plumbing pipes, conduits for electrical services or communication cables are placed within the insulated portion of a floor or ceiling assembly, the effective thermal resistance of the assembly at the projected area of the ducts, pipes, conduits or cables shall be not less than 2.78 (m2·K)/W.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.5,9.36,9.36.2,9.36.2.5.(7),,,
2015,NU,NBC,Div B,9.36.2.5.(8),Continuity of Insulation,Joints and junctions between walls and other building envelope components shall be insulated in a manner that provides an effective thermal resistance that is no less than the lower of the minimum values required for the respective adjoining components. (See Note A-9.36.2.5.(8).) ,,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.5,9.36,9.36.2,9.36.2.5.(8),,,
2015,NU,NBC,Div B,9.36.2.5.(9),Continuity of Insulation,"Sentence 9.36.2.5.(1) does not apply where the continuity of the insulation is interrupted between the insulation in the foundation wall and that of the floor slab, by an integral perimeter footing of a slab-on-grade (see Sentences 9.25.2.3.(5) and 9.36.2.8.(8)), or at the horizontal portion of a foundation wall that supports masonry veneer and is insulated on the exterior.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.5,9.36,9.36.2,9.36.2.5.(9),,,
2015,NU,NBC,Div B,9.36.2.6.(1),Thermal Characteristics of Above-ground Opaque Building Assemblies,"Except as provided in Sentences 9.36.2.6.(2) and 9.36.2.8.(3) and Articles 9.36.2.5. and 9.36.2.11., the effective thermal resistance of above-ground opaque building assemblies or portions thereof shall be not less than that shown for the applicable heating-degree day category in Table 9.36.2.6.-A, where the ventilation system does not include heat-recovery equipment, or Table 9.36.2.6.-B, where the ventilation system includes heat-recovery equipment conforming to Article 9.36.3.9. ",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.6,9.36,9.36.2,9.36.2.6.(1),,,
2015,NU,NBC,Div B,9.36.2.6.(2),Thermal Characteristics of Above-ground Opaque Building Assemblies,"The effective thermal resistance of rim joists shall be not less than that required for above-ground walls in Table 9.36.2.6.-A or 9.36.2.6.-B, as applicable.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.6,9.36,9.36.2,9.36.2.6.(2),,,
2015,NU,NBC,Div B,9.36.2.6.(3),Thermal Characteristics of Above-ground Opaque Building Assemblies,"A reduction in the effective thermal resistance of ceiling assemblies in attics under sloped roofs is permitted for a length no greater than 1 200 mm but only to the extent imposed by the roof slope and minimum venting clearance, provided the nominal thermal resistance of the insulation directly above the exterior wall is not less than 3.52 (m2·K)/W. (See Note A-9.36.2.6.(3).)",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.6,9.36,9.36.2,9.36.2.6.(3),,,
2015,NU,NBC,Div B,9.36.2.6.(4),Thermal Characteristics of Above-ground Opaque Building Assemblies,"Except for tubular daylighting devices, the minimum effective thermal resistance values for walls stated in Tables 9.36.2.6.-A and 9.36.2.6.-B shall also apply to shafts for skylights.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.6,9.36,9.36.2,9.36.2.6.(4),,,
2015,NU,NBC,Div B,9.36.2.7.(1),"Thermal Characteristics of Fenestration, Doors and Skylights","Except as provided in Sentences 9.36.2.7.(2) to 9.36.2.7.(8) and Article 9.36.2.11., fenestration and doors shall have an overall thermal transmittance (U-value) not greater than, or an Energy Rating not less than, the values listed in Table 9.36.2.7.-A for the applicable heating-degree day category. (See Note A-9.36.2.7.(1).)",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.7,9.36,9.36.2,9.36.2.7.(1),,,
2015,NU,NBC,Div B,9.36.2.7.(2),"Thermal Characteristics of Fenestration, Doors and Skylights",Skylights shall have an overall thermal transmittance not greater than the values listed in Table 9.36.2.7.-B for the applicable heating-degree day category. (See Note A-9.36.2.7.(1).),,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.7,9.36,9.36.2,9.36.2.7.(2),,,
2015,NU,NBC,Div B,9.36.2.7.(3),"Thermal Characteristics of Fenestration, Doors and Skylights","Except for site-assembled or site-glazed factory-made fenestration products, curtain wall construction, and site-built windows and glazed doors that are tested in accordance with Sentence 9.36.2.2.(3), site-built windows and glazed doors need not comply with Sentence 9.36.2.7.(1), provided they are constructed in accordance with one of the options presented in Table 9.36.2.7.-C for the applicable climate zone. (See Note A-9.36.2.7.(3).)",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.7,9.36,9.36.2,9.36.2.7.(3),,,
2015,NU,NBC,Div B,9.36.2.7.(4),"Thermal Characteristics of Fenestration, Doors and Skylights","Glass block assemblies separating conditioned space from unconditioned space or the exterior shall have an overall thermal transmittance of not more than 2.9 W/(m2·K), and a total aggregate area of not more than 1.85 m2 .",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.7,9.36,9.36.2,9.36.2.7.(4),,,
2015,NU,NBC,Div B,9.36.2.7.(5),"Thermal Characteristics of Fenestration, Doors and Skylights",One door separating a conditioned space from an unconditioned space or the exterior is permitted to have an overall thermal transmittance up to 2.6 W/(m2·K).,,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.7,9.36,9.36.2,9.36.2.7.(5),,,
2015,NU,NBC,Div B,9.36.2.7.(6),"Thermal Characteristics of Fenestration, Doors and Skylights",Storm windows and doors need not comply with Sentence 9.36.2.7.(1).,,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.7,9.36,9.36.2,9.36.2.7.(6),,,
2015,NU,NBC,Div B,9.36.2.7.(7),"Thermal Characteristics of Fenestration, Doors and Skylights",Vehicular access doors separating a conditioned space from an unconditioned space or the exterior shall have a nominal thermal resistance of not less than 1.1 (m2·K)/W.,,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.7,9.36,9.36.2,9.36.2.7.(7),,,
2015,NU,NBC,Div B,9.36.2.7.(8),"Thermal Characteristics of Fenestration, Doors and Skylights",Access hatches separating a conditioned space from an unconditioned space shall be insulated to a nominal thermal resistance of not less than 2.6 (m2·K)/W.,,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.7,9.36,9.36.2,9.36.2.7.(8),,,
2015,NU,NBC,Div B,9.36.2.8.(1),Thermal Characteristics of Building Assemblies Below-Grade,"Except as provided in Sentence 9.36.2.8.(2) and Article 9.36.2.5., the effective thermal resistance of building assemblies that are below-grade or in contact with the ground shall be not less than that shown for the applicable heating-degree day category in Table 9.36.2.8.-A, where the ventilation system does not include heat-recovery equipment, or Table 9.36.2.8.-B, where the ventilation system includes heat-recovery equipment conforming to Article 9.36.3.9. ",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.8,9.36,9.36.2,9.36.2.8.(1),,,
2015,NU,NBC,Div B,9.36.2.8.(10),Thermal Characteristics of Building Assemblies Below-Grade,Junctions between below-grade assemblies shall be protected from the ingress of soil gas in conformance with part 9. ,,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.8,9.36,9.36.2,9.36.2.8.(10),,,
2015,NU,NBC,Div B,9.36.2.8.(2),Thermal Characteristics of Building Assemblies Below-Grade,"Where an entire floor assembly falls into two of the categories listed in Tables 9.36.2.8.-A and 9.36.2.8.-B, the more stringent value shall apply. (See Note A-9.36.2.8.(2).)",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.8,9.36,9.36.2,9.36.2.8.(2),,,
2015,NU,NBC,Div B,9.36.2.8.(3),Thermal Characteristics of Building Assemblies Below-Grade,"Where the top of a section of foundation wall is on average less than 600 mm above the adjoining ground level, the above-ground portion of that section of wall shall be insulated to the effective thermal resistance required in Table 9.36.2.8.-A or 9.36.2.8.-B.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.8,9.36,9.36.2,9.36.2.8.(3),,,
2015,NU,NBC,Div B,9.36.2.8.(4),Thermal Characteristics of Building Assemblies Below-Grade,"Unheated floors-on-ground that are above the frost line and have no embedded heating pipes, cables or ducts shall be insulated to the effective thermal resistance required in Table 9.36.2.8.-A or 9.36.2.8.-B on the exterior of the foundation wall down to the footing, or on the interior of the foundation wall and, as applicable, beneath the slab for a distance not less than 1.2 m horizontally or vertically down from its perimeter with a thermal break along the edge of the slab that meets at least 50% of the required thermal resistance, on top of the slab for a distance not less than 1.2 m horizontally from its perimeter, or within the wooden sleepers below the floor for a distance not less than 1.2 m horizontally from its perimeter.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.8,9.36,9.36.2,9.36.2.8.(4),,,
2015,NU,NBC,Div B,9.36.2.8.(5),Thermal Characteristics of Building Assemblies Below-Grade,"Except as provided in Sentence 9.36.2.8.(6), floors-on-ground with embedded heating ducts, cables or pipes shall be insulated to the effective thermal resistance required in Table 9.36.2.8.-A or 9.36.2.8.-B under their full bottom surface including the edges.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.8,9.36,9.36.2,9.36.2.8.(5),,,
2015,NU,NBC,Div B,9.36.2.8.(6),Thermal Characteristics of Building Assemblies Below-Grade,"Where only a portion of a floor-on-ground has embedded heating ducts, cables or pipes, that heated portion shall be insulated to the effective thermal resistance required in Table 9.36.2.8.-A or 9.36.2.8.-B under its full bottom surface to 1.2 m beyond its perimeter including exterior edges if applicable.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.8,9.36,9.36.2,9.36.2.8.(6),,,
2015,NU,NBC,Div B,9.36.2.8.(7),Thermal Characteristics of Building Assemblies Below-Grade,"In addition to the requirements stated in Sentences 9.36.2.8.(5) and 9.36.2.8.(6), heated floors-on-ground shall be insulated to the effective thermal resistance required in Table 9.36.2.8.-A or 9.36.2.8.-B vertically around their perimeter, or on the outside of the foundation wall, extending down to the level of the bottom of the floor.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.8,9.36,9.36.2,9.36.2.8.(7),,,
2015,NU,NBC,Div B,9.36.2.8.(8),Thermal Characteristics of Building Assemblies Below-Grade,"Floors on permafrost shall be insulated to the effective thermal resistance required in Table 9.36.2.8.-A or 9.36.2.8.-B under the entire slab and around all edges, and under the integral perimeter footing.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.8,9.36,9.36.2,9.36.2.8.(8),,,
2015,NU,NBC,Div B,9.36.2.8.(9),Thermal Characteristics of Building Assemblies Below-Grade,"Slabs-on-grade with an integral perimeter footing shall be insulated to the effective thermal resistance required in Table 9.36.2.8.-A or 9.36.2.8.-B under the entire slab and around all edges, but not under the integral perimeter footing, and be constructed with skirt insulation having the same effective thermal resistance as the insulation installed under the slab.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.8,9.36,9.36.2,9.36.2.8.(9),,,
2015,NU,NBC,Div B,9.36.2.9.(1),Airtightness,"The leakage of air into and out of conditioned spaces shall be controlled by constructing a continuous air barrier system in accordance with Sentences 9.36.2.9.(2) to 9.36.2.9.(6), part 9. and Article 9.36.2.10., a continuous air barrier system in accordance with Sentences 9.36.2.9.(2) to 9.36.2.9.(6) and part 9. and a building assembly having an air leakage rate not greater than 0.20 L/(s·m2) (Type A4) when tested in accordance with ULC CAN/ULC-S742-11 Air Barrier Assemblies – Specification at a pressure differential of 75 Pa, or a continuous air barrier system in accordance with Sentences 9.36.2.9.(2) to 9.36.2.9.(6) and part 9. and a building assembly having an air leakage rate not greater than 0.20 L/(s·m2) when tested in accordance with ASTM E 2357-11 Determining Air Leakage of Air Barrier Assemblies where the building will not be subjected to sustained wind loads calculated based on a 1-in-50 hourly wind pressure that exceed 0.65 kPa, and the air barrier assembly is installed on the warm side of the thermal insulation of the opaque building assembly. ",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.9,9.36,9.36.2,9.36.2.9.(1),,,
2015,NU,NBC,Div B,9.36.2.9.(2),Airtightness,"An air barrier system installed to meet the requirements of Sentence 9.36.2.9.(1) shall be continuous across construction, control and expansion joints, across junctions between different building materials and assemblies, and around penetrations through all building assemblies.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.9,9.36,9.36.2,9.36.2.9.(2),,,
2015,NU,NBC,Div B,9.36.2.9.(3),Airtightness,"Windows, doors and skylights and their components shall comply with the minimum air leakage requirements stated in CSA AAMA/WDMA/CSA 101/I.S.2/A440-11 NAFS – North American Fenestration Standard/Specification for Windows, Doors, and Skylights (Harmonized Standard), and CSA A440S1-17 Canadian Supplement to AAMA/WDMA/CSA 101/I.S.2/A440-11, NAFS – North American Fenestration Standard/Specification for Windows, Doors, and Skylights",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.9,9.36,9.36.2,9.36.2.9.(3),,,
2015,NU,NBC,Div B,9.36.2.9.(4),Airtightness,Vehicular access doors that separate heated garages from unconditioned spaces or the exterior shall be weatherstripped around their perimeter to prevent air leakage.,,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.9,9.36,9.36.2,9.36.2.9.(4),,,
2015,NU,NBC,Div B,9.36.2.9.(5),Airtightness,"Fireplaces shall be equipped with doors, enclosures or devices to restrict air movement through the chimney when the fireplace is not in use. (See Note A-9.36.2.9.(5).)",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.9,9.36,9.36.2,9.36.2.9.(5),,,
2015,NU,NBC,Div B,9.36.2.9.(6),Airtightness,"Where the airtight material used in the air barrier system is installed toward the exterior of the building envelope, its location and properties shall conform to part 9. (See Note A-9.36.2.9.(6).)",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.9,9.36,9.36.2,9.36.2.9.(6),,,
2015,NU,NBC,Div B,9.36.3.1.(1),Scope and Application,"This Subsection is concerned with the efficient use of energy by systems and equipment used for heating, ventilating and air-conditioning (HVAC).",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.3.1,9.36,9.36.3,9.36.3.1.(1),,,
2015,NU,NBC,Div B,9.36.3.1.(2),Scope and Application,"Where HVAC systems, equipment or techniques other than those described in this Subsection are used, the building shall be designed and constructed in accordance with the energy efficiency requirements of the NECB.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.3.1,9.36,9.36.3,9.36.3.1.(2),,,
2015,NU,NBC,Div B,9.36.3.10.(1),Equipment Efficiency,HVAC equipment and components shall comply with the performance requirements stated in Table 9.36.3.10. (See Note A-9.36.3.10.(1).),,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.3.10,9.36,9.36.3,9.36.3.10.(1),,,
2015,NU,NBC,Div B,9.36.3.10.(2),Equipment Efficiency,"Natural gas and propane fireplaces shall be direct-vent (sealed), and pilot-on-demand, interrupted or intermittent ignition systems without a standing pilot light.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.3.10,9.36,9.36.3,9.36.3.10.(2),,,
2015,NU,NBC,Div B,9.36.3.10.(3),Equipment Efficiency,The heat source component of combined space- and service water heating systems that are not within the scope of CSA CAN/CSA-P.9-11 Performance of Combined Space and Water Heating Systems (Combos) shall meet the performance requirements stated in Table 9.36.3.10. for the applicable equipment type. (See Note A-9.36.3.10.(3).),NBC NT2019,Div B,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.3.10,9.36,9.36.3,9.36.3.10.(3),,,
2015,NU,NBC,Div B,9.36.3.11.(1),Solar Thermal Systems,Space-heating systems that use solar thermal technology shall conform to the manufacturer’s design requirements and installation procedures.,,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.3.11,9.36,9.36.3,9.36.3.11.(1),,,
2015,NU,NBC,Div B,9.36.3.11.(2),Solar Thermal Systems,Service water heating systems that use solar thermal technology shall be installed in accordance with the NPC. ,,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.3.11,9.36,9.36.3,9.36.3.11.(2),,,
2015,NU,NBC,Div B,9.36.3.11.(3),Solar Thermal Systems,Hot water storage tanks associated with the systems referred to in Sentence 9.36.3.11.(2) shall be installed in a conditioned space.,,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.3.11,9.36,9.36.3,9.36.3.11.(3),,,
2015,NU,NBC,Div B,9.36.3.2.(1),Equipment and Ducts,HVAC systems shall be sized in accordance with good practice as described in Sections 9. and 9. (See Note A-9.36.3.2.(1).),,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.3.2,9.36,9.36.3,9.36.3.2.(1),,,
2015,NU,NBC,Div B,9.36.3.2.(2),Equipment and Ducts,Ducts shall be designed and installed in accordance with Sections 9. and 9. (See Note A-9.36.3.2.(2).),,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.3.2,9.36,9.36.3,9.36.3.2.(2),,,
2015,NU,NBC,Div B,9.36.3.2.(3),Equipment and Ducts,"Except for exhaust ducts leading directly to the exterior, ducts and plenums carrying conditioned air and located outside the plane of insulation shall except as provided in Sentence 9.36.3.2.(4), have all joints sealed against air infiltration and exfiltration with sealants or gaskets made from liquids, mastics or heat-applied materials, mastic with embedded fabric, or foil-faced butyl tape, and except as provided in Sentence 9.36.3.2.(5), be insulated to the same level as required in part 9. for exterior above-ground walls.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.3.2,9.36,9.36.3,9.36.3.2.(3),,,
2015,NU,NBC,Div B,9.36.3.2.(4),Equipment and Ducts,Fabric-backed tape with rubber adhesives shall not be used as a primary sealant to meet the requirements of Sentence 9.36.3.2.(3).,,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.3.2,9.36,9.36.3,9.36.3.2.(4),,,
2015,NU,NBC,Div B,9.36.3.2.(5),Equipment and Ducts,"The underside of rectangular ducts installed under an insulated floor over an unconditioned space is permitted to be insulated to a lower level than required in Sentence 9.36.3.2.(3) but not to less than 2.11 (m2·K)/W, provided both sides of such ducts are insulated to a compensating higher thermal resistance so that the resulting heat loss does not exceed that of ducts complying with Sentence 9.36.3.2.(3). (See Note A-9.36.3.2.(5).)",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.3.2,9.36,9.36.3,9.36.3.2.(5),,,
2015,NU,NBC,Div B,9.36.3.3.(1),Air Intake and Outlet Dampers,"Except as provided in Sentences 9.36.3.3.(3) and 9.36.3.3.(4), every duct or opening intended to discharge air to the outdoors shall be equipped with a motorized damper, or a gravity- or spring-operated backflow damper.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.3.3,9.36,9.36.3,9.36.3.3.(1),,,
2015,NU,NBC,Div B,9.36.3.3.(2),Air Intake and Outlet Dampers,"Except as provided in Sentences 9.36.3.3.(3) and 9.36.3.3.(4) and except in locations with fewer than 3500 heating degree-days as listed in , every outdoor air intake duct or opening shall be equipped with a motorized damper that remains in the ""open"" position if the damper fails.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.3.3,9.36,9.36.3,9.36.3.3.(2),,,
2015,NU,NBC,Div B,9.36.3.3.(3),Air Intake and Outlet Dampers,"Where other regulations are in effect that do not permit dampers, air intakes and outlets need not comply with Sentences 9.36.3.3.(1) and 9.36.3.3.(2).",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.3.3,9.36,9.36.3,9.36.3.3.(3),,,
2015,NU,NBC,Div B,9.36.3.3.(4),Air Intake and Outlet Dampers,Air intakes and outlets serving HVAC systems that are required to operate continuously need not comply with Sentences 9.36.3.3.(1) and 9.36.3.3.(2). (See Note A-9.36.3.3.(4).),,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.3.3,9.36,9.36.3,9.36.3.3.(4),,,
2015,NU,NBC,Div B,9.36.3.4.(1),Piping for Heating and Cooling Systems,Piping for heating and cooling systems shall be designed and installed in accordance with part 9. (See Note A-9.36.2.10.(5)(b).),,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.3.4,9.36,9.36.3,9.36.3.4.(1),,,
2015,NU,NBC,Div B,9.36.3.4.(2),Piping for Heating and Cooling Systems,"Except for high-temperature refrigerant piping, all piping forming part of a heating or air-conditioning system shall be located inside the plane of insulation, or within or outside the plane of insulation, provided the piping is insulated to a thermal resistance not less than that required in part 9. for exterior above-ground walls.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.3.4,9.36,9.36.3,9.36.3.4.(2),,,
2015,NU,NBC,Div B,9.36.3.5.(1),Equipment for Heating and Air-conditioning Systems,"Equipment for heating and air-conditioning systems shall be located inside the plane of insulation, or outdoors or in an unconditioned space, provided the equipment is designated by the manufacturer for such installation. ",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.3.5,9.36,9.36.3,9.36.3.5.(1),,,
2015,NU,NBC,Div B,9.36.3.6.(1),Temperature Controls,"Except for manually fuelled solid-fuel-fired appliances, the supply of heating and cooling energy to each dwelling unit, suite or common space shall be controlled by thermostatic controls that activate the appropriate supply when the temperature in a conditioned space fluctuates ±0.5°C from the set-point temperature for that space.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.3.6,9.36,9.36.3,9.36.3.6.(1),,,
2015,NU,NBC,Div B,9.36.3.6.(2),Temperature Controls,"Where heating and cooling systems are controlled by separate thermostatic controls, means shall be provided to prevent these controls from simultaneously calling for heating and cooling.",NBC NT2019,Div B,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.3.6,9.36,9.36.3,9.36.3.6.(2),,,
2015,NU,NBC,Div B,9.36.3.6.(3),Temperature Controls,Space temperature control devices used to control unitary electric resistance space heaters shall conform to CSA C828-13 Thermostats Used with Individual Room Electric Space Heating Devices,,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.3.6,9.36,9.36.3,9.36.3.6.(3),,,
2015,NU,NBC,Div B,9.36.3.6.(4),Temperature Controls,"Controls required by Sentence 9.36.3.6.(1) shall be designed such that lowering the set-point temperature on the thermostat for the heating system will not cause cooling energy to be expended to reach the lowered setting, and raising the set-point temperature on the thermostat for the cooling system will not cause heating energy to be expended to reach the raised setting.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.3.6,9.36,9.36.3,9.36.3.6.(4),,,
