Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,P/T Document,P/T Division,P/T Sentence Number,P/T Article Title,P/T Sentence Text,Text Difference Tracked,Difference Type,Variation,Variation Label,Exception,Comments,Difference Type Updated,Exception Updated,Variation Updated
2015,ON,NBC,Div B,3.1.8.13.(2),Self-closing Devices ,"A self-closing device need not be provided on a door that is located between (a) a classroom and a corridor providing access to exit from the classroom in a building that is not more than 3 storeys in building height, (b) a public corridor and an adjacent room of business and personal services occupancy in a building that is not more than 3 storeys in building height provided the door is not located in a dead-end portion of the corridor, (c) a patients’ sleeping room and a corridor serving the patients’ sleeping room, provided the room and corridor are within a fire compartment in a hospital or nursing home with treatment that complies with the requirements of Article 3.3.3.5., or (d) a patients’ sleeping room and an adjacent room that serves the patients’ sleeping room, provided these rooms are within a fire compartment in a hospital or nursing home with treatment that complies with the requirements of Article 3.3.3.5.",obc2019_divb,Div B,3.1.8.11.(3),3.1.8.11. Self-Closing Devices ,"In a building that is not more than 3 storeys in building height, a self-closing device is not required on a door that is located between a classroom and a corridor providing access to exit from the classroom, except that a self-closing device is required on a door between a hazardous classroom and the corridor in an elementary or secondary school.",,Common Sentence,Yes,Fire Containment,,,,,
2015,ON,NBC,Div B,3.1.8.13.(2),Self-closing Devices ,"A self-closing device need not be provided on a door that is located between (a) a classroom and a corridor providing access to exit from the classroom in a building that is not more than 3 storeys in building height, (b) a public corridor and an adjacent room of business and personal services occupancy in a building that is not more than 3 storeys in building height provided the door is not located in a dead-end portion of the corridor, (c) a patients’ sleeping room and a corridor serving the patients’ sleeping room, provided the room and corridor are within a fire compartment in a hospital or nursing home with treatment that complies with the requirements of Article 3.3.3.5., or (d) a patients’ sleeping room and an adjacent room that serves the patients’ sleeping room, provided these rooms are within a fire compartment in a hospital or nursing home with treatment that complies with the requirements of Article 3.3.3.5.",obc2019_divb,Div B,3.1.8.11.(5),3.1.8.11. Self-Closing Devices ,"Within a fire compartment in a hospital or long-term care home that complies with the requirements of Article 3.3.3.5., a self-closing device is not required on a door that is located between, (a) a patient’s or resident’s sleeping room and a corridor serving the patient’s or resident’s sleeping room, or (b) a patient’s or resident’s sleeping room and an adjacent room that serves the patient’s or resident’s sleeping room.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.14.(1),Hold-Open Devices ,"Except as provided in Sentences 3.1.8.10.(2) and Sentence 3.1.8.11.(3), a hold-open device is permitted to be used on a closure in a required fire separation, other than on an exit stair door in a building more than 3 storeys in building height and on a door for a vestibule required by Article 3.3.5.7., provided the device is designed to release the closure in conformance with this Article.",obc2019_divb,Div B,3.1.8.12.(1),3.1.8.12. Hold-Open Devices ,"Except as provided in Sentences 3.1.8.9.(1) and 3.1.8.9A.(3), a hold-open device is permitted to be used on a closure in a required fire separation, other than on an exit stair door in a building more than 3 storeys in building height and on a door for a vestibule required by Article 3.3.5.7., provided the device is designed to release the closure in conformance with this Article.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.14.(2),Hold-Open Devices ,"Except as provided in Sentences 3.1.8.14.(5) and 3.1.8.14.(6), where the building is provided with a fire alarm system, a hold-open device permitted by Sentence 3.1.8.14.(1) shall release (a) in a single-stage system, upon any signal from the fire alarm system, and (b) in a 2-stage system, (i) upon any alert signal from the fire alarm system, or (ii) upon actuation of any adjacent smoke detectors.",obc2019_divb,Div B,3.1.8.12.(2),3.1.8.12. Hold-Open Devices ,"Except as provided in Sentences (5) and (6), where the building is provided with a fire alarm system, a hold-open device permitted by Sentence (1) shall release, (a) in a single-stage system, upon any signal from the fire alarm system, and (b) in a two-stage system, (i) upon any alert signal from the fire alarm system, or (ii) upon actuation of any adjacent smoke detectors.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.14.(3),Hold-Open Devices ,"Where the building is provided with a fire alarm system, a hold-open device permitted by Sentence 3.1.8.14.(1) shall release upon a signal from a smoke detector connected to the fire alarm system and located as described in ULC CAN/ULC-S524-14 Installation of Fire Alarm Systems where the hold-open device is used on (a) an exit door, (b) a door opening into a public corridor, (c) an egress door referred to in Sentence 3.4.2.4.(2), (d) a closure serving an assembly, care, treatment, detention, or residential occupancy, (e) a door in a fire separation referred to in Sentence 3.3.1.7.(1) or Sentence 3.3.3.5.(4), or (f) a door required to function as part of a smoke control system.",obc2019_divb,Div B,3.1.8.12.(3),3.1.8.12. Hold-Open Devices ,"Where the building is provided with a fire alarm system, a hold-open device permitted by Sentence (1) shall release upon a signal from a smoke detector connected to the fire alarm system and located as described in CAN/ULC-S524, ""Installation of Fire Alarm Systems"", where the hold-open device is used on, (a) an exit door, (b) a door opening into a public corridor, (c) an egress door referred to in Sentence 3.4.2.4.(2), (d) a door serving an assembly, care, care and treatment, detention, or residential occupancy, (e) a door in a fire separation referred to in Clause 3.3.1.7.(1)(b) or in Sentence 3.3.3.5.(4) or 3.3.4.11.(4), or (f) a door required to function as part of a smoke control system. ",,Common Sentence,Yes,Fire Containment,,,,,
2015,ON,NBC,Div B,3.1.8.14.(4),Hold-Open Devices ,"Where the building is not provided with a fire alarm system, a hold-open device permitted by Sentence 3.1.8.14.(1) shall release upon a signal from a smoke alarm located on each side of the fire separation at ceiling level within 1.5 m horizontally of the closure opening in the fire separation, where the hold-open device is used on closures described in Clauses 3.1.8.14.(3)(a) to 3.1.8.14.(3)(e).",obc2019_divb,Div B,3.1.8.12.(4),3.1.8.12. Hold-Open Devices ,"Where the building is not provided with a fire alarm system, a hold-open device permitted by Sentence (1) shall release upon a signal from a smoke alarm located on either side of the fire separation at ceiling level within 1.5 m horizontally of the closure opening in the fire separation, where the hold-open device is used on closures described in Clauses (3)(a) to (e).",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.14.(5),Hold-Open Devices ,"Where a hold-open device is used on closures other than those described in Sentences 3.1.8.14.(3) and 3.1.8.14.(4), it is permitted to be released upon actuation of a heat-actuated device.",obc2019_divb,Div B,3.1.8.12.(5),3.1.8.12. Hold-Open Devices ,"Where a hold-open device is used on closures other than those described in Sentences (3) and (4), it is permitted to be released upon actuation of a heat-actuated device.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.14.(6),Hold-Open Devices ,A hold-open device used on a door located between a corridor used by the public and an adjacent sleeping room in a treatment occupancy need not release automatically as stated in Sentence 3.1.8.14.(2).,obc2019_divb,Div B,3.1.8.12.(6),3.1.8.12. Hold-Open Devices ,A hold-open device used on a door located between a corridor used by the public and an adjacent sleeping room in a care and treatment occupancy need not release automatically as described in Sentence (2).,,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.15.(1),Door Latches ,"Except as permitted by Article 3.3.3.5., a swing-type door in a fire separation shall be equipped with a positive latching mechanism designed to hold the door in the closed position after each use.",obc2019_divb,Div B,3.1.8.13.(1),3.1.8.13. Door Latches ,"Except as permitted by Sentence 3.3.3.2.(5) and Article 3.3.3.5., a swing-type door in a fire separation shall be equipped with a positive latching mechanism designed to hold the door in the closed position after each use.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.16.(1),Wired Glass and Glass Block ,"Except as permitted by Articles 3.1.8.18. and 3.1.8.19. for the separation of exits, an opening in a fire separation having a fire-resistance rating not more than 1 h is permitted to be protected with fixed wired glass assemblies or glass blocks installed in conformance with NFPA 80-2013 Fire Doors and Other Opening Protectives",obc2019_divb,Div B,3.1.8.14.(1),3.1.8.14. Wired Glass and Glass Block ,"Except as permitted by Articles 3.1.8.16. and 3.1.8.17. for the separation of exits, an opening in a fire separation having a fire-resistance rating not more than 1 h is permitted to be protected with fixed wired glass assemblies or glass blocks installed in conformance with NFPA 80, ""Fire Doors and Other Opening Protectives"".",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.16.(2),Wired Glass and Glass Block ,Wired glass assemblies permitted by Sentence 3.1.8.16.(1) and described in are permitted to be used as closures in vertical fire separations without being tested in accordance with Sentence 3.1.8.4.(1).,obc2019_divb,Div B,3.1.8.14.(2),3.1.8.14. Wired Glass and Glass Block ,"Wired glass assemblies permitted by Sentence (1) and described in MMAH Supplementary Standard SB-2, ""Fire Performance Ratings"", are permitted to be used as closures in vertical fire separations without being tested in accordance with Sentence 3.1.8.4.(1).",,Common Sentence,Yes,Fire Containment,,,,,
2015,ON,NBC,Div B,3.1.8.16.(3),Wired Glass and Glass Block ,Glass blocks permitted by Sentence 3.1.8.16.(1) shall be installed in accordance with part 4. and reinforced with steel reinforcement in each horizontal joint.,obc2019_divb,Div B,3.1.8.14.(3),3.1.8.14. Wired Glass and Glass Block ,Glass blocks permitted by Sentence (1) shall be installed in accordance with Subsection 4.3.2. and reinforced with steel reinforcement in each horizontal joint.,,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.17.(1),Temperature Rise Limit for Doors ,"Except as permitted by Article 3.1.8.19., the maximum temperature rise on the opaque portion of the unexposed side of a door used as a closure in a fire separation in a location shown in Table 3.1.8.17. shall conform to the Table when tested in conformance with Sentence 3.1.8.4.(1).",obc2019_divb,Div B,3.1.8.15.(1),3.1.8.15. Temperature Rise Limit for Doors ,"Except as permitted by Article 3.1.8.17., the maximum temperature rise on the opaque portion of the unexposed side of a door used as a closure in a fire separation in a location shown in Table 3.1.8.15., shall conform to the Table when tested in conformance with Sentence 3.1.8.4.(1).",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.18.(1),Area Limits for Wired Glass and Glass Block ,"Except as permitted by Article 3.1.8.19., the maximum area of wired glass in a door used in the locations shown in Table 3.1.8.17. shall conform to the Table. (See Note A-3.1.8.18.(1).) ",obc2019_divb,Div B,3.1.8.16.(1),3.1.8.16. Area Limits for Wired Glass and Glass Block ,"Except as permitted by Article 3.1.8.17., the maximum area of wired glass in a door used in the locations shown in Table 3.1.8.15. shall conform to the Table. (See Appendix A.)",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.18.(2),Area Limits for Wired Glass and Glass Block ,"Except as permitted by Article 3.1.8.19., the maximum area of glass block and wired glass panels not in a door, used in the locations shown in Table 3.1.8.17., shall conform to the Table.",obc2019_divb,Div B,3.1.8.16.(2),3.1.8.16. Area Limits for Wired Glass and Glass Block ,"Except as permitted by Article 3.1.8.17., the maximum area of glass block and wired glass panels not in a door, used in the locations shown in Table 3.1.8.15., shall conform to the Table.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.19.(1),Temperature Rise and Area Limits Waived ,"The temperature rise limits and glass area limits required by Articles 3.1.8.17. and 3.1.8.18. are waived for a closure between an exit enclosure and an enclosed vestibule or corridor, provided the vestibule or corridor is separated from the remainder of the floor area by a fire separation having a fire-resistance rating not less than 45 min, the fire separation required by Sentence 3.1.8.19.(1) contains no wired glass or glass block within 3 m of the closure into the exit enclosure, and the vestibule or corridor contains no occupancy.",obc2019_divb,Div B,3.1.8.17.(1),3.1.8.17. Temperature Rise and Area Limits Waived ,"The temperature rise limits and glass area limits required by Articles 3.1.8.15. and 3.1.8.16. are waived for a closure between an exit enclosure and an enclosed vestibule or corridor provided, the vestibule or corridor is separated from the remainder of the floor area by a fire separation having a fire-resistance rating not less than 45 min, the fire separation required by Clause (a) contains no wired glass or glass block within 3 m of the closure into the exit enclosure, and the vestibule or corridor contains no occupancy. ",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.2.(1),Combustible Construction Support,Combustible construction that abuts on or is supported by a noncombustiblefire separation shall be constructed so that its collapse under fire conditions will not cause the collapse of the fire separation.,obc2019_divb,Div B,3.1.8.2.(1),3.1.8.2. Combustible Construction Support,Combustible construction that abuts on or is supported by a noncombustible fire separation shall be constructed so that its collapse under fire conditions will not cause the collapse of the fire separation.,,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.3.(1),Continuity of Fire Separations,"Except as permitted by Sentence 3.6.4.2.(2), a horizontal service space or other concealed space located above a required vertical fire separation, including the walls of a vertical shaft, shall be divided at the fire separation by an equivalent fire separation within the service space.",obc2019_divb,Div B,3.1.8.3.(1),3.1.8.3. Continuity of Fire Separations,"Except as permitted by Sentence 3.6.4.2.(2), a horizontal service space or other concealed space located above a required vertical fire separation, including the walls of a vertical shaft, shall be divided at the fire separation by an equivalent fire separation within the service space.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.3.(2),Continuity of Fire Separations ,"The fire separation required by Sentence 3.1.8.3.(1) shall terminate so that smoke-tight joints are provided where it abuts on or intersects a floor, a roof slab, or a roof deck.",obc2019_divb,Div B,3.1.8.3.(2),3.1.8.3. Continuity of Fire Separations ,"The fire separation required by Sentence (1) shall terminate so that smoke-tight joints are provided where it abuts on or intersects, (a) a floor, (b) a roof slab, or (c) a roof deck.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.3.(3),Continuity of Fire Separations ,"Except as required by part 3. for a shaft penetrating a roof assembly, a shaft, including an exit enclosure, that penetrates a fire separation, shall extend through any horizontal service space or any other concealed space, and terminate so that smoke-tight joints are provided where the shaft abuts on or intersects a floor, a roof slab, or a roof deck.",obc2019_divb,Div B,3.1.8.3.(3),3.1.8.3. Continuity of Fire Separations ,"Except as required by Subsection 3.6.3. for a shaft penetrating a roof assembly, a shaft, including an exit enclosure, that penetrates a fire separation, shall, (a) extend through any horizontal service space or any other concealed space, and (b) terminate so that smoke-tight joints are provided where the shaft abuts on or intersects, (i) a floor, (ii) a roof slab, or (iii) a roof deck.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.3.(4),Continuity of Fire Separations ,"The continuity of a fire separation shall be maintained where it abuts another fire separation, a floor, a ceiling, a roof, or an exterior wall assembly. (See Note A-3.1.8.3.(4).) ",obc2019_divb,Div B,3.1.8.3.(4),3.1.8.3. Continuity of Fire Separations ,"The continuity of a fire separation shall be maintained where it abuts another fire separation, a floor, a ceiling, or an exterior wall assembly. (See Appendix A.)",,Common Sentence,Yes,Fire Containment,,,,,
2015,ON,NBC,Div B,3.1.8.4.(1),Determination of Ratings and Classifications ,"Except as permitted by Sentences 3.1.8.4.(2) and 3.1.8.16.(1), the fire-protection rating of a closure shall be determined in accordance with (a) CAN/ULC-S104-15 Fire Tests of Door Assemblies (b) CAN/ULC-S106-15 Fire Tests of Window and Glass Block Assemblies or (c) CAN/ULC-S112-10 Fire Test of Fire Damper Assemblies",obc2019_divb,Div B,3.1.8.4.(1),3.1.8.4. Determination of Ratings ,"Except as permitted by Sentences (2) and 3.1.8.14.(1), the fire-protection rating for a closure shall be determined in accordance with, (a) CAN/ULC-S104, ""Fire Tests of Door Assemblies"", (b) CAN/ULC-S106, ""Fire Tests of Window and Glass Block Assemblies"", or (c) CAN/ULC-S112, ""Fire Test of Fire Damper Assemblies"". ",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.4.(2),Determination of Ratings and Classifications ,"Except as permitted by Sentence 3.1.8.12.(1), the fire-protection rating of a closure shall conform to Table 3.1.8.4. for the required fire-resistance rating of the fire separation.",obc2019_divb,Div B,3.1.8.4.(2),3.1.8.4. Determination of Ratings ,"Except as permitted by Sentence 3.1.8.10.(1), the fire-protection rating of a closure shall conform to Table 3.1.8.4. for the required fire-resistance rating of the fire separation.",,Common Sentence,Yes,Fire Containment,,,,,
2015,ON,NBC,Div B,3.1.8.4.(3),Determination of Ratings and Classifications ,"The leakage rate of smoke dampers and combination smoke/fire dampers shall (a) be determined in accordance with the applicable provisions in ULC CAN/ULC-S112.1-10 Leakage Rated Dampers for Use in Smoke Control Systems and (b) conform to Class I, II or III of that standard.",obc2019_divb,Div B,3.1.8.4.(3),3.1.8.4. Determination of Ratings ,"The leakage rate of smoke dampers and combination smoke and fire dampers shall, (a) be determined in accordance with the applicable provisions in CAN/ULC-S112.1, ""Leakage Rated Dampers for Use in Smoke Control Systems"", and (b) conform to Class I, II or III of that standard.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.4.(4),Determination of Ratings and Classifications ,The leakage rate of a door assembly shall be determined in accordance with UL ANSI/UL-1784-04 Air Leakage Tests of Door Assemblies and Other Opening Protectives,obc2019_divb,Div B,3.1.8.4.(4),3.1.8.4. Determination of Ratings ,"The leakage rate of a door assembly shall be determined in accordance with ANSI/UL-1784, ""Air Leakage Tests of Door Assemblies and Other Opening Protectives"".",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.5.(1),Installation of Closures ,"Except where fire dampers, window assemblies and glass block are used as closures, closures of the same fire-protection rating installed on opposite sides of the same opening are deemed to have a fire-protection rating equal to the sum of the fire-protection ratings of the closures. (See Note A-3.1.8.1.(2).)",obc2019_divb,Div B,3.1.8.5.(1),3.1.8.5. Installation of Closures ,"Except where fire dampers, window assemblies and glass block are used as closures, closures of the same fire-protection rating installed on opposite sides of the same opening are deemed to have a fire-protection rating equal to the sum of the fire-protection ratings of the closures.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.5.(2),Installation of Closures ,"Except as otherwise specified in this Part, every door, fire damper , window assembly or glass block used as a closure in a required fire separation shall be installed in conformance with NFPA 80-2013 Fire Doors and Other Opening Protectives (See Note A-3.1.8.1.(2).)",obc2019_divb,Div B,3.1.8.5.(2),3.1.8.5. Installation of Closures ,"Except as otherwise specified in this Part, every door, fire damper, window assembly or glass block used as a closure in a required fire separation, (a) shall be installed in conformance with NFPA 80, ""Fire Doors and Other Opening Protectives"", and (b) where required to have a fire-protection rating, shall have labels or classification marks to identify the testing laboratory. ",,Common Sentence,Yes,Fire Containment,,,,,
2015,ON,NBC,Div B,3.1.8.5.(3),Installation of Closures ,"Except as otherwise specified in this Part, every smoke damper or combination smoke/fire damper used as a closure in a required fire separation shall be installed in conformance with NFPA 105-2013 Smoke Door Assemblies and Other Opening Protectives",obc2019_divb,Div B,3.1.8.5.(3),3.1.8.5. Installation of Closures ,"Except as otherwise specified in this Part, every smoke damper used as a closure in a required fire separation shall be installed in conformance with NFPA 105, ""Smoke Door Assemblies and Other Opening Protectives"".",,Common Sentence,Yes,Fire Containment,,,,,
2015,ON,NBC,Div B,3.1.8.5.(4),Installation of Closures ,"If a door is installed such that it could damage the integrity of a fire separation if its swing is unrestricted, door stops shall be installed to prevent the damage.",obc2019_divb,Div B,3.1.8.5.(4),3.1.8.5. Installation of Closures ,"If a door is installed so that it could damage the integrity of a fire separation if its swing is unrestricted, door stops shall be installed to prevent the damage.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.5.(6),Installation of Closures ,"A leakage-rated door assembly complying with Sentence 3.1.8.4.(4) shall be installed in (a) fire separations in protected floor areas referred to in Clause 3.3.1.7.(1)(b), (b) fire separations in care or treatment occupancies referred to in Sentence 3.3.3.5.(4), (c) except as provided in Sentence 3.1.8.5.(8), fire separations of public corridors serving dwelling units in storeys that are not sprinklered, and (d) firewalls that are a horizontal exit referred to in Sentence 3.3.3.5.(3).",obc2019_divb,Div B,3.1.8.5.(5),3.1.8.5. Installation of Closures ,"A leakage-rated door assembly rated in accordance with Sentence 3.1.8.4.(4) shall, (a) be installed in fire separations in protected floor areas described in Clause 3.3.1.7.(1)(b), (b) be installed in fire separations in care or care and treatment occupancies referred to in Sentence 3.3.3.5.(4) and installed in fire separations in retirement homes referred to in Sentence 3.3.4.11.(4), (c) except as provided in Sentence (7), be installed in fire separations of public corridors serving dwelling units in storeys that are not sprinklered, and (d) be installed in firewalls that are a horizontal exit referred to in Sentence 3.3.3.5.(3).",,Common Sentence,Yes,Retirement Homes,,,,,
2015,ON,NBC,Div B,3.1.8.5.(7),Installation of Closures ,Leakage-rated door assemblies required by Sentence 3.1.8.5.(6) shall be installed in accordance with NFPA 105-2013 Smoke Door Assemblies and Other Opening Protectives,obc2019_divb,Div B,3.1.8.5.(6),3.1.8.5. Installation of Closures ,"Leakage-rated door assemblies required by Sentence (5) shall conform to NFPA 105, ""Smoke Door Assemblies and Other Opening Protectives"". ",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.5.(8),Installation of Closures,"A leakage-rated door assembly need not be installed where a dwelling unit served by a public corridor has a second and separate means of egress, or an open-air balcony that is sized to accommodate the number of occupants for which the dwelling unit is intended.",obc2019_divb,Div B,3.1.8.5.(7),3.1.8.5. Installation of Closures,"A leakage-rated door assembly need not be installed where a dwelling unit served by a public corridor has, a second and separate means of egress, or an open-air balcony that is sized to accommodate the number of occupants for which the dwelling unit is intended.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.6.(1),Maximum Openings,"The size of an opening in an interior fire separation required to be protected with a closure shall be not more than 11 m2, with no dimension more than 3.7 m, if a fire compartment on either side of the fire separation is not sprinklered.",obc2019_divb,Div B,3.1.8.6.(1),3.1.8.6. Maximum Openings,"The size of an opening in an interior fire separation required to be protected with a closure shall be not more than 11 m2, with no dimension more than 3.7 m, if a fire compartment on either side of the fire separation is not sprinklered.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.6.(2),Maximum Openings,"The size of an opening in an interior fire separation required to be protected with a closure shall be not more than 22 m2, with no dimension more than 6 m, provided the fire compartments on both sides of the fire separation are sprinklered.",obc2019_divb,Div B,3.1.8.6.(2),3.1.8.6. Maximum Openings,"The size of an opening in an interior fire separation required to be protected with a closure shall be not more than 22 m2, with no dimension more than 6 m, provided the fire compartments on both sides of the fire separation are sprinklered.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.7.(1),Location of Fire Dampers and Smoke Dampers ,"Except as provided in Article 3.1.8.8., a fire damper having a fire-protection rating conforming to Sentence 3.1.8.4.(2) shall be installed in conformance with Article 3.1.8.10. in ducts or air-transfer openings that penetrate an assembly required to be a fire separation.",obc2019_divb,Div B,3.1.8.7.(1),3.1.8.7. Location of Fire Dampers and Smoke Dampers ,"Except as provided in Article 3.1.8.8., a fire damper having a fire-protection rating conforming to Sentence 3.1.8.4.(2) shall be installed in conformance with Article 3.1.8.9. in ducts or air-transfer openings that penetrate an assembly required to be a fire separation. ",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.7.(2),Location of Fire Dampers and Smoke Dampers ,"Except as provided in Article 3.1.8.9., a smoke damper or a combination smoke/fire damper shall be installed in conformance with Article 3.1.8.11. in ducts or air-transfer openings that penetrate an assembly required to be a fire separation, where the fire separation (a) separates a public corridor, (b) contains an egress door referred to in Sentence 3.4.2.4.(2), (c) serves an assembly, care, treatment, detention or residential occupancy, or (d) is installed to meet the requirements of Sentence 3.3.1.7.(1) or Sentence 3.3.3.5.(4).",obc2019_divb,Div B,3.1.8.7.(2),3.1.8.7. Location of Fire Dampers and Smoke Dampers ,"Except as provided in Article 3.1.8.8A., a smoke damper or a combination smoke and fire damper shall be installed in conformance with Article 3.1.8.9A. in ducts or air-transfer openings that penetrate an assembly required to be a fire separation, where the fire separation, (a) separates a public corridor, (b) contains an egress door referred to in Sentence 3.4.2.4.(2), (c) serves an assembly, care, care and treatment, detention or residential occupancy, or (d) is installed to meet the requirements of Clause 3.3.1.7.(1)(b) or Sentence 3.3.3.5.(4) or 3.3.4.11.(4).",,Common Sentence,Yes,Retirement Homes,,,,,
2015,ON,NBC,Div B,3.1.8.8.(1),Fire Dampers Waived ,"Except as provided in Sentence 3.1.8.8.(2), the requirement for fire dampers stated in Sentence 3.1.8.7.(1) is permitted to be waived for (a) ducts that serve commercial cooking equipment (see also Article 6.3.1.7.), (b) continuous noncombustible ducts having a melting point above 760Â°C that penetrate a vertical fire separation required by Sentence 3.3.1.1.(1) between suites of assembly, mercantile, low-hazard industrial, medium-hazard industrial or high-hazard industrial occupancy, (c) ducts or air-transfer openings that penetrate a vertical fire separation not required to have a fire-resistance rating, or (d) noncombustible ducts or air-transfer openings that penetrate a horizontal fire separation not required to have a fire-resistance rating.",obc2019_divb,Div B,3.1.8.8.(1),3.1.8.8. Fire Dampers Waived ,"Except as permitted in Sentences (2) to (4), the requirement for fire dampers described in Sentence 3.1.8.7.(1) is permitted to be waived for, (a) ducts that serve commercial cooking equipment, (b) continuous noncombustible ducts having a melting point above 760Ã‚Â°C that penetrate a vertical fire separation required by Sentence 3.3.1.1.(1) between suites of assembly, mercantile, low hazard industrial, medium hazard industrial or high hazard industrial occupancy, (c) ducts or air-transfer openings that penetrate a vertical fire separation not required to have a fire-resistance rating, and (d) noncombustible ducts or air-transfer openings that penetrate a horizontal fire separation not required to have a fire-resistance rating.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.8.(2),Fire Dampers Waived ,"The requirement for fire dampers stated in Sentence 3.1.8.7.(1) is permitted to be waived for noncombustible branch ducts having a melting point above 760Â°C that penetrate a fire separation, (a) provided the ducts (i) have a cross-sectional area not more than 0.013 m2 and serve only air-conditioning units or combined air-conditioning and heating units discharging air not more than 1.2 m above the floor, or (ii) extend not less than 500 mm inside exhaust duct risers that are under negative pressure and in which the airflow is upward as required by Article 3.6.3.4., or (b) where the fire separation separates a vertical service space from the remainder of the building, provided each individual duct exhausts directly to the outdoors at the top of the vertical service space.",obc2019_divb,Div B,3.1.8.8.(2),3.1.8.8. Fire Dampers Waived ,"The requirement for fire dampers described in Sentence 3.1.8.7.(1) is permitted to be waived for noncombustible branch ducts having a melting point above 760Ã‚Â°C that penetrate a fire separation, (a) provided the ducts, (i) have a cross-sectional area not more than 130 cm2 and serve only air-conditioning units or combined air-conditioning and heating units discharging air not more than 1.2 m above the floor, or (ii) extend not less than 500 mm inside exhaust duct risers that are under negative pressure and in which the airflow is upward as required by Article 3.6.3.4., or (b) provided the fire separation separates a vertical service space from the remainder of the building and provided each individual duct exhausts directly to the outdoors at the top of the vertical service space.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.8.9.(1),Smoke Dampers Waived ,"Except as provided in Sentence 3.1.8.9.(2), the requirement for smoke dampers or combination smoke/fire dampers stated in Sentence 3.1.8.7.(2) is permitted to be waived for ducts (a) that serve commercial cooking equipment (see also Article 6.3.1.7.), (b) in which all inlet and outlet openings serve not more than one fire compartment, or (c) that penetrate a vertical fire separation referred to in Sentence 3.3.1.7.(1) or in Sentence 3.3.3.5.(4), provided (i) the movement of air is continuous, and (ii) the configuration of the air-handling system prevents the recirculation of exhaust or return air under fire emergency conditions.",obc2019_divb,Div B,3.1.8.8.(1),3.1.8.8A. Smoke Dampers Waived ,"Except as permitted in Sentence (2), the requirement for smoke dampers or combination smoke and fire dampers described in Sentence 3.1.8.7.(2) is permitted to be waived for ducts, (a) that serve commercial cooking equipment, (b) in which all inlet and outlet openings serve not more than one fire compartment, or (c) that penetrate a vertical fire separation referred to in Clause 3.3.1.7.(1)(b) or in Sentence 3.3.3.5.(4), provided, (i) the movement of air is continuous, (ii) and the configuration of the air-handling system prevents the recirculation of exhaust or return air under fire emergency conditions. ",,Common Sentence,No,,,,,,
