Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,P/T Document,P/T Division,P/T Sentence Number,P/T Article Title,P/T Sentence Text,Difference Type,Variation,Variation Label,Text Difference Tracked,Exception,Comments,Difference Type Updated,Exception Updated,Variation Updated
2015,ON,NFC,Div B,4.2.5.2.(4),Maximum Quantities ,"For the purposes of calculating permissible quantities in Sentences 4.2.5.2.(2) and 4.2.5.2.(3), mercantile occupancies of less than 250 m2 floor area shall be assumed to be 250 m2 in area.",ofc2019_divb,Div B,4.2.5.1.(4),Maximum quantities,"For the purposes of calculating permissible quantities in Sentences (2) and (3), mercantile occupancies of less than 250 m2 floor area shall be assumed to be 250 m2 in area. ",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.5.2.(5),Maximum Quantities ,Quantities of flammable liquids and combustible liquids in excess of those permitted in Sentences 4.2.5.2.(2) to 4.2.5.2.(4) shall be kept in a storage area conforming to Subsection 4.2.7. ,ofc2019_divb,Div B,4.2.5.1.(5),Maximum quantities,Quantities of flammable liquids and combustible liquids in excess of those permitted in Sentences (2) to (4) shall be kept in a storage area conforming to Subsection 4.2.7.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.5.3.(3),Containers ,Class I liquids in closed containers are permitted to be stored in basements of mercantile occupancies.,ofc2019_divb,Div B,4.1.5.9.(3),Basement storage,Class I liquids may be stored in mercantile occupancies in accordance with Subsection 4.2.5.,Common Sentence,Yes,"Flammable and combustible liquids, and flammable gases",,,,,,
2015,ON,NFC,Div B,4.2.5.4.(1),Transfer ,"Except as permitted in Sentence 4.2.5.4.(2), in mercantile occupancies, the transfer of flammable liquids or combustible liquids from or into containers shall only be permitted in a storage room conforming to Subsection 4.2.9. (See Note A-4.2.5.4.(1).)",ofc2019_divb,Div B,4.2.5.3.(1),Transfer,"Subject to Sentence (2), the transfer of flammable liquids or combustible liquids from or into containers shall take place in a storage room that complies with Subsection 4.2.9.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.5.4.(2),Transfer ,Tinting operations involving paint containers not exceeding 25 L in capacity may be carried out in mercantile occupancies outside of a storage room conforming toSubsection 4.2.9. ,ofc2019_divb,Div B,4.2.5.3.(2),Transfer,Sentence (1) does not apply to tinting operations for paints that involve containers of up to 25 L in capacity.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.6.1.(1),Application ,"This Subsection shall apply to the storage, handling and use of flammable liquids and combustible liquids in business and personal services, care, treatment or detention occupancies and shall include nonresidential schools, universities and colleges.",ofc2019_divb,Div B,4.2.6.1.(1),Application,"This Subsection applies to the storage, handling and use of flammable liquids and combustible liquids in business and personal services occupancies, care occupancies, care and treatment occupancies, detention occupancies, non-residential schools, universities and colleges. ",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.6.2.(1),Storage Cabinets and Storage Rooms ,"Except as permitted in Article 4.2.6.3., flammable liquids and combustible liquids shall be kept in closed containers and stored in cabinets conforming to Subsection 4.2.10. except that the total quantity of flammable liquids and combustible liquids stored in such cabinets shall not exceed the quantity permitted for one cabinet, or in a room having no openings communicating directly with the public portions of the building and conforming to Subsection 4.2.9.",ofc2019_divb,Div B,4.2.6.2.(1),Storage cabinets and storage rooms,"Except as permitted in Article 4.2.6.3., flammable liquids and combustible liquids shall be kept in closed containers and stored 
(a) in cabinets conforming to Subsection 4.2.10., except that the total quantity of flammable liquids and combustible liquids stored in such cabinets shall not exceed the quantity permitted for one cabinet, or
(b) in a room having no openings communicating directly with the public portions of the building and conforming to Subsection 4.2.9.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.6.3.(1),Maximum Quantities ,"Except as provided in Sentence 4.2.6.3.(2), the storage of flammable liquids and combustible liquids outside of a cabinet or storage room required in Article 4.2.6.2. is permitted, provided such storage does not exceed 10 L, including not more than 5 L of Class I liquids, in a single room, or 250 L, including not more than 60 L of Class II liquids, or 10 L of Class I liquids, in a single fire compartment with a fire-resistance rating of at least 45 min.",ofc2019_divb,Div B,4.2.6.3.(1),Maximum quantities,"Except as provided in Sentence (2), the storage of flammable liquids and combustible liquids outside of a cabinet or room required in Article 4.2.6.2. is permitted, provided such storage does not exceed 
(a) 10 L, including not more than 5 L of Class I liquid, in a single room, or
(b) 250 L, including no more than 60 L of Class II liquid, or 10 L of Class I liquid, in a single fire compartment having a fire-resistance rating not less than 45 min.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.6.3.(2),Maximum Quantities ,"In the automotive shops or industrial arts area of an educational facility, storage of up to 75 L of flammable liquids and combustible liquids, including not more than 25 L of Class I liquids, shall be permitted outside of a cabinet or storage room as required in Article 4.2.6.2. ",ofc2019_divb,Div B,4.2.6.3.(2),Maximum quantities,"In automotive shop or industrial arts areas of an educational facility, storage of up to 75 L of flammable liquids and combustible liquids, including not more than 25 L of Class I liquid, shall be permitted outside of a cabinet or room as specified in Article 4.2.6.2. ",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.6.4.(1),Containers ,"Where individual containers with a capacity of more than 5 L are required for storage of flammable liquids or combustible liquids in a building, safety containers of not more than 25 L capacity conforming to ULC ULC/ORD-C30-1995 Safety Containers shall be used.",ofc2019_divb,Div B,4.2.6.4.(1),Containers,"Where individual containers with a capacity of more than 5 L are required for storage of flammable liquids or combustible liquids in a building, safety containers conforming to ULC/ORD-C30, ""Safety Containers"", and of not more than 25 L capacity, shall be used.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.6.5.(1),Separation of Dangerous Goods ,Flammable liquids or combustible liquids stored in cabinets or storage rooms shall be separated from other dangerous goods in conformance with Article 4.2.2.3. ,ofc2019_divb,Div B,4.2.6.5.(1),Separation of dangerous goods,Flammable liquids or combustible liquids stored in cabinets or rooms shall be separated from other dangerous goods in conformance with Article 4.2.2.3.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.7.1.(1),Application ,"Except as provided in Subsection 4.2.12. regarding self-service storage buildings, this Subsection applies to the storage of flammable liquids and combustible liquids in closed containers in industrial occupancies.",ofc2019_divb,Div B,4.2.7.1.(1),Application,"This Subsection applies to the storage, handling and use of flammable liquids and combustible liquids in industrial occupancies, where storage in closed containers is the principal activity.",Common Sentence,Yes,"Flammable and combustible liquids, and flammable gases",,,,,,
2015,ON,NFC,Div B,4.2.7.10.(1),Separation from Combustible Products ,"Except for Class I commodities, flammable liquids and combustible liquids shall not be stored in the same individual storage area with other products listed in Sentence 3.2.1.1.(1).",ofc2019_divb,Div B,4.2.7.11.(1),Separation from combustible products,"Combustible materials, other than those used for the packaging of flammable liquids or combustible liquids, shall not be stored in the same individual storage area with such liquids.",Common Sentence,Yes,"Flammable and combustible liquids, and flammable gases",,,,,,
2015,ON,NFC,Div B,4.2.7.2.(1),Storage Facilities ,"In industrial occupancies, flammable liquids and combustible liquids shall be stored in conformance with Subsection 4.2.8., in cabinets conforming to Subsection 4.2.10.,  in rooms conforming to Subsection 4.2.9.,  or in storage areas conforming to Article 4.2.7.5. ",ofc2019_divb,Div B,4.2.7.2.(1),Storage facilities,"Flammable liquids and combustible liquids shall be stored 
(a) in accordance with Subsection 4.2.8., 
(b) in cabinets that comply with Subsection 4.2.10., 
(c) in rooms that comply with Subsection 4.2.9., or 
(d) in storage areas that comply with Article 4.2.7.5.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.7.3.(1),Fire Compartments ,Fire compartments regulated by this Subsection shall be separated from the remainder of the building by a fire separation having a fire-resistance rating of at least 2 h.,ofc2019_divb,Div B,4.2.7.3.(1),Fire compartments,Fire compartments regulated by this Subsection shall have a fire-resistance rating not less than 2 h. ,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.7.5.(1),Maximum Quantities ,"Except as provided in Sentence 4.2.7.5.(2), the storage of flammable liquids and combustible liquids in storage areas specified in Sentence 4.2.7.2.(1) shall conform to Table 4.2.7.5.-A where it consists of palletized or solid piled storage, or where stored in racks in buildings not protected in conformance with Article 4.2.7.6., or conform to Table 4.2.7.5.-B where stored in racks in buildings protected in conformance with Article 4.2.7.6. ",ofc2019_divb,Div B,4.2.7.5.(1),Maximum quantities,"Except as provided in Sentence (2), the storage of flammable liquids and combustible liquids in storage areas specified in Clause 4.2.7.2.(1)(d) shall 
(a) conform to Table 4.2.7.A.  
 (i) where it consists of palletized or solid piled storage, or 
 (ii) where stored in racks in buildings not protected in conformance with Article 4.2.7.7., or 
(b) conform to Table 4.2.7.B. where stored in racks in buildings protected in conformance with Article 4.2.7.7.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.7.5.(2),Maximum Quantities ,"Where a building or part of building is designed for the storage of flammable liquids or combustible liquids, there is no limit on the total quantity of storage per fire compartment provided the building or part of building is separated from adjacent buildings or parts of buildings by a firewall having a fire-resistance rating of at least 4 h, or spatial separation in conformance with the NBC.",ofc2019_divb,Div B,4.2.7.5.(2),Maximum quantities,"Where a building is designed for the storage of flammable liquids or combustible liquids, there is no limit on the total quantity of storage per fire compartment provided
(a) the building is separated from adjacent buildings by 
 (i) a firewall having a fire-resistance rating of at least 4 h, or
 (ii) spatial separation in conformance with the Building Code, and
(b) in protected rack storage, the quantities in each individual storage area do not exceed those specified in Table 4.2.7.B.
",Common Sentence,Yes,"Flammable and combustible liquids, and flammable gases",,,,,,
2015,ON,NFC,Div B,4.2.7.5.(3),Maximum Quantities ,"Where containers for 2 or more liquids having different flash points are stored together in a single individual storage area, the maximum quantity permitted in the individual storage area shall equal that permitted for the liquid with the lowest flash point.",ofc2019_divb,Div B,4.2.7.5.(3),Maximum quantities,"Where containers for two or more liquids having different flash points are stored together in a single individual storage area, the maximum quantity permitted in the individual storage area shall equal that permitted for the liquid with the lowest flash point. ",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.7.5.(4),Maximum Quantities ,"When flammable liquids or combustible liquids are stored in solid pile or rack storage configurations or a combination of both in a single fire compartment, the maximum quantity permitted for each class of liquid shall be calculated as follows: qIAQ IA+qIBQIB +qICQIC+qII QII+qIIIA QIIIARack +qIAQIA+qIBQIB +qICQIC+ qIIQII+qIII AQIIIASolidPile?1where qIA, IB or IC = the actual quantity of Class IA, IB or IC liquids present in a rack or solid pile, qII = the actual quantity of Class II liquids present in a rack or solid pile, qIIIA = the actual quantity of Class IIIA liquids present in a rack or solid pile, QIA, IB, IC = the maximum quantity of Class IA, IB or IC liquids permitted in Table 4.2.7.5.-A or Table 4.2.7.5.-B for the arrangement, QII = the maximum quantity of Class II liquids permitted in Table 4.2.7.5.-A or Table 4.2.7.5.-B for the arrangement, QIIIA = the maximum quantity of Class IIIA liquids permitted in Table 4.2.7.5.-A or Table 4.2.7.5.-B for the arrangement. ",ofc2019_divb,Div B,4.2.7.5.(4),Maximum quantities,"If two or more classes of liquids are stored in a single fire compartment, the total quantities of stored liquids shall meet the requirements of the following equation:
[qIA/QIA + qIB/QIB + qIC/QIC + qII/QII + qIIIA/QIIIA]rack + [qIA/QIA + qIB/QIB + qIC/QIC + qII/QII + qIIIA/QIIIA]solid pile or pallet ? 1
where
qIA, IB or IC = the actual quantity of Class IA, IB or IC liquid present in a rack, solid pile or on pallets,
qII = the actual quantity of Class II liquid present in a rack, solid pile or on pallets,
qIIIA = the actual quantity of Class IIIA liquid present in a rack, solid pile or on pallets,
QIA, IB or IC = the maximum quantity of Class IA, IB or IC liquid permitted in Table 4.2.7.A. or 4.2.7.B. for the arrangement,
QII = the maximum quantity of Class II liquid permitted in Table 4.2.7.A. or 4.2.7.B. for the arrangement, and
QIIIA = the maximum quantity of Class IIIA liquid permitted in Table 4.2.7.A. or 4.2.7.B. for the arrangement.",Common Sentence,Yes,"Flammable and combustible liquids, and flammable gases",,,,,,
2015,ON,NFC,Div B,4.2.7.6.(1),Fire Suppression Systems ,"Where protection is required by this Code, storage areas for flammable liquids and combustible liquids shall be sprinklered in conformance with NFPA 30-2012 Flammable and Combustible Liquids Code or protected by an automatic fire suppression system.",ofc2019_divb,Div B,4.2.7.7.(1),Fire suppression systems,"Where protection is required by this Part, storage areas for flammable liquids and combustible liquids shall be 
(a) sprinklered in conformance with NFPA 30, ""Flammable and Combustible Liquids Code"", or 
(b) protected by an automatic special fire suppression system in conformance with an applicable standard set out in Article 6.8.1.1.",Common Sentence,Yes,"Flammable and combustible liquids, and flammable gases",,,,,,
2015,ON,NFC,Div B,4.2.7.7.(1),Clearances ,The clearance between the top of storage and the lowest structural members shall not be less than 450 mm.                                                                                                            The clearance between the top of storage and the ceiling sprinkler deflectors or other overhead fire protection systems shall be in accordance with the standard used for the design of the respective system.,ofc2019_divb,Div B,4.2.7.8.(1),Clearances,"The clearance between the top of storage and the lowest structural members, sprinkler head deflectors or other overhead fire protection system components shall be not less than 450 mm. ",Common Sentence,Yes,"Flammable and combustible liquids, and flammable gases",,,,,,
2015,ON,NFC,Div B,4.2.7.7.(3),Clearances ,"A clearance of not less than 400 mm shall be maintained between stored flammable liquids and combustible liquids and walls, except that where the width of storage adjacent to the wall is not more than 1.5 m, such wall clearance is not required. (See Note A-4.2.7.7.(3).)",ofc2019_divb,Div B,4.2.7.8.(2),Clearances,"A clearance of not less than 400 mm shall be maintained between stored flammable liquids and combustible liquids and walls, except that where the width of storage adjacent to the wall is not more than 1.5 m, such wall clearance is not required.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.7.8.(1),Aisles ,"Except as provided in Article 4.2.7.9., main aisles, access aisles and aisles defining individual storage areas shall be in conformance with Article 3.2.2.2. ",ofc2019_divb,Div B,4.2.7.9.(1),Aisles,"Except as provided in Article 4.2.7.10., main aisles, access aisles and aisles defining individual storage areas shall be in conformance with Articles 3.3.2.5. and 3.3.2.6.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.8.1.(1),Application ,"Except as otherwise noted in this Part, this Subsection applies to industrial occupancies where the use, storage and handling of flammable liquids or combustible liquids is secondary to the principal activity. (See Note A-4.2.8.1.(1).) ",ofc2019_divb,Div B,4.2.8.1.(1),Application,"Except as otherwise noted in this Part, this Subsection applies to industrial occupancies where the use, storage and handling of flammable liquids or combustible liquids is secondary to the principal activity.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.8.2.(1),Maximum Quantities ,"Except as provided in Sentences 4.2.8.2.(2) and 4.2.8.2.(3) and in Article 4.2.8.4., the quantity of flammable liquids and combustible liquids permitted to be located outside of storage rooms conforming to Subsection 4.2.7., 4.2.9. or 4.3.14. or storage cabinets conforming to Subsection 4.2.10.  in any one fire compartment of a building, shall not be more than 600 L of flammable liquids and combustible liquids in closed containers, of which not more than 100 L shall be Class IA liquids, and 5?000 L of Class IB, IC, II and IIIA liquids in storage tanks or portable tanks.",ofc2019_divb,Div B,4.2.8.2.(1),Maximum quantities,"Except as provided in Sentences (2) and (3) and in Article 4.2.8.4., the quantity of flammable liquids and combustible liquids permitted to be located outside of storage rooms conforming to Subsection 4.2.7., 4.2.9. or 4.3.13. or cabinets conforming to Subsection 4.2.10. in any one fire compartment of a building shall not be more than
(a) 600 L of flammable liquids and combustible liquids in closed containers, of which not more than 100 L shall be Class IA liquids, and 
(b) 5000 L of Class IB, IC, II and IIIA liquids in storage tanks or portable tanks.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.8.2.(2),Maximum Quantities ,"Where required for normal plant activity, quantities of flammable liquids and combustible liquids are permitted to exceed those specified in Sentence 4.2.8.2.(1), but shall not be greater than the supply for one day of normal operation.",ofc2019_divb,Div B,4.2.8.2.(2),Maximum quantities,"Where required for normal plant activity, quantities of flammable liquids and combustible liquids are permitted to exceed those specified in Sentence (1), but shall not be greater than the supply for one day of normal operation. ",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.8.2.(3),Maximum Quantities ,"Where larger quantities than those permitted by Sentence 4.2.8.2.(2) are required, such quantities shall be in storage tanks installed in conformance with Sentence 4.3.13.4.(2). ",ofc2019_divb,Div B,4.2.8.2.(3),Maximum quantities,"Where larger quantities than are permitted by Sentence (1) are required, such quantities shall be in storage tanks installed in conformance with Sentence 4.3.12.4.(2).",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.8.3.(1),Handling ,"Areas in which flammable liquids or combustible liquids are transferred from one container or storage tank to another, or where they are used in such a way as to release potentially explosive concentrations of flammable vapours, shall be separated from possible sources of ignition by a spatial separation of not less than 6 m, or by a fire separation. (See Note A-4.2.8.3.(1).) (See also Note A-4.1.5.2.(1).)",ofc2019_divb,Div B,4.2.8.3.(1),Handling,"Areas in which flammable liquids or combustible liquids are transferred from one container or storage tank to another, or are used in such a way as to release potentially explosive concentrations of flammable vapours, shall be
(a) separated from possible sources of ignition by a spatial separation of not less than 6 m, or by a fire separation, 
(b) provided with a drainage system to control spills in conformance with Subsection 4.1.6., 
(c) provided with absorbent materials to assist in clean-up of small liquid spills in conformance with Article 4.1.6.3., 
(d) provided with either natural or mechanical ventilation in conformance with Subsection 4.1.7., and 
(e) separated from other dangerous goods in conformance with Article 4.2.2.3.",Common Sentence,Yes,"Flammable and combustible liquids, and flammable gases",,,,,,
2015,ON,NFC,Div B,4.2.8.4.(1),General Storage Areas ,"In a general storage area covered in Subsection 3.2.3., quantities of flammable liquids and combustible liquids are permitted to exceed those in Sentence 4.2.8.2.(1) provided the storage area is in conformance with Sentences (2) to (6). ",ofc2019_divb,Div B,4.2.8.4.(1),General storage areas,"In a general storage area covered in Subsection 3.2.3. of Division B of NRC, ""National Fire Code of Canada"", quantities of flammable liquids and combustible liquids may exceed those in Sentence 4.2.8.2.(1) if the storage area complies with Sentences (2) to (6). ",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.8.4.(2),General Storage Areas ,"The storage area referred to in Sentence 4.2.8.4.(1) shall be sprinklered in conformance with Article 3.2.3.3., providing a level of protection not less than that required for Class IV commodities stored up to a height of 6 m.",ofc2019_divb,Div B,4.2.8.4.(2),General storage areas,"The storage area referred to in Sentence (1) shall be sprinklered in conformance with Article 3.2.3.3. of Division B of NRC, ""National Fire Code of Canada"", providing a level of protection not less than that required for Class IV commodities stored up to a height of 6 m.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.8.4.(3),General Storage Areas ,The height of storage of flammable liquids and combustible liquids shall be not more than that permitted for unprotected storage in Table 4.2.7.5.-A.,ofc2019_divb,Div B,4.2.8.4.(3),General storage areas,The height of storage of flammable liquids and combustible liquids shall be not more than those permitted for unprotected storage in Table 4.2.7.A.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.8.4.(4),General Storage Areas ,"When a single class of liquid is stored, the total quantity in a single fire compartment shall be not more than 2?500 L of Class IB and IC liquids, 5?000 L of Class II liquids, or 10?000 L of Class IIIA liquids.",ofc2019_divb,Div B,4.2.8.4.(4),General storage areas,"When a single class of liquid is stored, the total quantity in a single fire compartment shall be not more than
(a) 2500 L of Class IB and IC liquid,
(b) 5000 L of Class II liquid, or 
(c) 10000 L of Class IIIA liquid.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.8.4.(5),General Storage Areas ,"When 2 or more classes of liquid are stored in the same fire compartment, the total quantity permitted for each class of liquid shall be calculated as follows: qI2500+qII5000+qIIIA10,000?1where qI = the actual quantity of Class IB and IC liquids present, qII = the actual quantity of Class II liquids present, qIIIA = the actual quantity of Class IIIA liquids present. ",ofc2019_divb,Div B,4.2.8.4.(5),General storage areas,"When two or more classes of liquid are stored in the same fire compartment, the total quantities of stored liquids shall meet the requirements of the following equation: 
qI/2500 + qII/5000 + qIIIA/10000 ? 1

where

qI = the actual quantity of Class IB and IC liquid present,

qII = the actual quantity of Class II liquid present, and

qIIIA  = the actual quantity of Class IIIA liquid present.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.8.4.(6),General Storage Areas ,"When 2 or more classes of liquid are stored in the same individual storage area, the maximum quantity permitted in the individual storage area shall be that permitted for the liquid with the lowest limit listed in Sentence 4.2.8.4.(4).",ofc2019_divb,Div B,4.2.8.4.(6),General storage areas,"When two or more classes of liquid are stored in the same individual storage area, the maximum quantity permitted in the individual storage area shall be that permitted for the liquid with the lowest limit set out in Sentence (4).",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.9.1.(1),Maximum Quantities ,"Except as provided in Sentences 4.2.9.1.(2) and 4.2.9.1.(3), where flammable liquids and combustible liquids are stored in a room required in this Part, the storage densities averaged over the total room area and the total quantities of such liquids shall conform to Table 4.2.9.1. ",ofc2019_divb,Div B,4.2.9.1.(1),Maximum quantities,"Except as provided in Sentences (2) and (3), where flammable liquids and combustible liquids are stored in a room required in this Part, the storage densities averaged over the total room area and the total quantities of such liquids shall conform to Table 4.2.9.A.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.9.1.(2),Maximum Quantities ,The maximum quantities and densities of flammable liquids and combustible liquids shown in Table 4.2.9.1. are permitted to be doubled provided the storage room is protected by an automatic fire suppression system conforming to Article 4.2.7.6. ,ofc2019_divb,Div B,4.2.9.1.(2),Maximum quantities,The maximum quantities and densities of flammable liquids and combustible liquids shown in Table 4.2.9.A. are permitted to be doubled provided the storage room is protected by an automatic fire suppression system conforming to Article 4.2.7.7.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.9.1.(3),Maximum Quantities ,"The maximum quantities of Class I liquids in an unprotected storage room with a fire separation having a fire-resistance rating of not less than 2 h shall not exceed those specified for unprotected storage in Table 4.2.7.5.-A, and comply with Sentences 4.2.7.5.(3) and 4.2.7.5.(4).",ofc2019_divb,Div B,4.2.9.1.(3),Maximum quantities,"The maximum quantities of Class I liquids in an unprotected storage room with a fire separation having a fire-resistance rating of not less than 2 h shall

(a) not exceed those specified for unprotected storage in Table 4.2.7.A., and

(b) comply with Sentences 4.2.7.5.(3) and (4).",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.9.2.(1),Spill Control ,Storage rooms referred to in Article 4.2.9.1. shall be liquid-tight where the walls join the floor.,ofc2019_divb,Div B,4.2.9.2.(1),Spill control,"Storage rooms referred to in Article 4.2.9.1. shall be equipped with

(a) liquid-tight seals between interior walls and the floor and a liquid-tight ramped sill at any door opening in an interior wall, and

(b) a drain connected to a dry sump or holding tank for those occupancies that regulated under by Regulation 851 of the Revised Regulations of Ontario, 1990 (Industrial Establishments) made under the Occupational Health and Safety Act or Ontario Regulation 67/93 (Health Care and Residential Facilities) made under the Occupational Health and Safety Act.
",Common Sentence,Yes,"Flammable and combustible liquids, and flammable gases",,,,,,
2015,ON,NFC,Div B,4.2.9.3.(1),Aisles ,The contents of flammable liquid and combustible liquid storage rooms referred to in Article 4.2.9.1. shall be arranged to provide aisle widths of not less than 1 m.,ofc2019_divb,Div B,4.2.9.4.(1),Aisles,The contents of flammable liquids and combustible liquids storage rooms referred to in Article 4.2.9.1. shall be arranged to provide aisle widths of not less than 1 m.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.9.4.(1),Dispensing ,"Dispensing of flammable liquids or combustible liquids from containers having a capacity of more than 30 L shall be by pumps or through self-closing valves, designed in conformance with good engineering practice. (See Note A-4.1.8.3.(1).)",ofc2019_divb,Div B,4.2.9.5.(1),Dispensing,"Dispensing of flammable liquids or combustible liquids from containers having a capacity of more than 30 L shall be by pumps or through self-closing valves, designed in conformance with good engineering practice.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.2.9.5.(1),Explosion Venting ,"Except for the storage of distilled beverage alcohol, where Class IA or IB liquids are used, dispensed or stored in open containers within a storage room, or where Class IA liquids are stored in containers exceeding 4 L in capacity, the room shall be designed to prevent critical structural and mechanical damage from an internal explosion in conformance with Sentence 3.3.6.4.(2) of Division B of the NBC. (See Note A-3.2.8.2.(1)(d).)",ofc2019_divb,Div B,4.2.9.6.(2),Explosion venting,"Despite Sentence (1), if Class IA liquids are stored in closed containers or Class I liquids are dispensed or stored in open containers for those occupancies or facilities that are regulated under Regulation 851 of the Revised Regulations of Ontario, 1990 (Industrial Establishments) made under the Occupational Health and Safety Act or Ontario Regulation 67/93 (Health Care and Residential Facilities) made under the Occupational Health and Safety Act, the room shall be designed to prevent critical structural and mechanical damage from an internal explosion in accordance with NFPA 68, ""Standard on Explosion Protection by Deflagration Venting"".",Common Sentence,Yes,"Flammable and combustible liquids, and flammable gases",,,,,,
2015,ON,NFC,Div B,4.2.9.5.(1),Explosion Venting ,"Except for the storage of distilled beverage alcohol, where Class IA or IB liquids are used, dispensed or stored in open containers within a storage room, or where Class IA liquids are stored in containers exceeding 4 L in capacity, the room shall be designed to prevent critical structural and mechanical damage from an internal explosion in conformance with Sentence 3.3.6.4.(2) of Division B of the NBC. (See Note A-3.2.8.2.(1)(d).)",ofc2019_divb,Div B,4.2.9.6.(3),Explosion venting,Sentence (1) does not apply to the storage of distilled beverage alcohol.,Common Sentence,Yes,"Flammable and combustible liquids, and flammable gases",,,,,,
2015,ON,NFC,Div B,4.3.1.10.(1),Reuse ,"A storage tank that has been taken out of service shall not be reused for the storage of flammable liquids or combustible liquids unless it has been refurbished so as to conform to one of the standards listed in Sentence 4.3.1.2.(1), or refurbished in conformance with Sentence 4.3.1.10.(2) or 4.3.1.10.(3).",ofc2019_divb,Div B,4.3.1.10.(1),Reuse,"A storage tank that has been taken out of service shall not be reused for the storage of flammable liquids or combustible liquids unless it has been

(a) refurbished so as to conform to one of the standards set out in Sentence 4.3.1.2.(1), or

(b) refurbished in conformance with Sentence (2) or (3).",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,4.3.1.10.(2),Reuse ,"A storage tank is permitted to be refurbished for aboveground use in conformance with good engineering practice such as that described in API 653-2009 Tank Inspection, Repair, Alteration, and Reconstruction and STI SP031-2008 Repair of Shop Fabricated Aboveground Tanks for Storage of Flammable and Combustible Liquids",ofc2019_divb,Div B,4.3.1.10.(2),Reuse,"A storage tank is permitted to be refurbished for aboveground use in conformance with one of the following standards:

(a) ULC-S601(A), “Refurbishing of Steel Aboveground Horizontal Tanks for Flammable and Combustible Liquids”,

(b) ULC-S630(A), “Refurbishing of Steel Aboveground Vertical Tanks for Flammable and Combustible Liquids”.",Common Sentence,Yes,"Flammable and combustible liquids, and flammable gases",,,,,,
2015,ON,NFC,Div B,4.3.1.10.(3),Reuse ,A storage tank is permitted to be refurbished for underground use in conformance with good engineering practice such as that described in ULC CAN/ULC-S669-14 Internal Retrofit Systems for Underground Tanks for Flammable and Combustible Liquids (See Note A-4.3.1.10.(3).),ofc2019_divb,Div B,4.3.1.10.(3),Reuse,"A storage tank is permitted to be refurbished for underground use in conformance with one of the following standards:

(a) ULC-S603(A), “Refurbishing of Steel Underground Tanks for Flammable and Combustible Liquids”,

(b) ULC-S615(A), “Refurbishing of Reinforced Plastic Underground Tanks for Flammable and Combustible Liquids”.",Common Sentence,Yes,"Flammable and combustible liquids, and flammable gases",,,,,,
2015,ON,NFC,Div B,4.3.1.10.(4),Reuse ,A riveted storage tank shall not be relocated.,ofc2019_divb,Div B,4.3.1.10.(4),Reuse,A riveted storage tank shall not be relocated. ,Common Sentence,No,,,,,,,
