Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,P/T Document,P/T Division,P/T Sentence Number,P/T Article Title,P/T Sentence Text,Difference Type,Variation,Variation Label,Text Difference Tracked,Exception,Comments,Difference Type Updated,Exception Updated,Variation Updated
2015,QC,NECB,Div B,4.3.3.1.(2),Determination of Interior Lighting Energy Allowance,"The annual energy consumption for lighting in each space, Ei,prescriptive, in (W·h)/a, shall be calculated using the following equation:where- LPDi = lighting power density for the space, in W/m2, determined in accordance with Article 4.3.3.2., - ADL,i = daylighted area, in m2, determined in accordance with Article 4.3.3.3., - ANDL,i = non-daylighted area, in m2, determined in accordance with Article 4.3.3.4., - teff,day,DL,i = effective annual daytime operational time in daylighted area, in h/a, determined in accordance with Article 4.3.3.5., - teff,day,NDL,i = effective annual daytime operational time in non-daylighted area, in h/a, determined in accordance with Article 4.3.3.5., and - teff,night,i = effective annual nighttime operational time, in h/a, determined in accordance with Article 4.3.3.5.",QECB2015,Div B,,Determination of Interior Lighting Energy Allowance,"The annual energy consumption for lighting in a space, Ei,reference, in kW·h/a, shall be calculated using the following equation:where- LPDi,reference = reference LPD of space i, in W/m2, determined in accordance with Article 4.2.1.6., - Si = floor surface area of space i, in m2, and - ti = annual operational time in space i, in h/a, determined in accordance with Article 4.3.2.3.",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,4.4.1.1.(1),Scope,"Where the lighting system does not comply with the requirements of Section 4.2. or 4.3., it shall comply with Part 8.",QECB2015,Div B,,Scope,"Where the lighting system does not comply with the requirements of Section 4.2. or 4.3., it shall comply with Part 8.",Common Sentence,No,,,,,,,
2015,QC,NECB,Div B,4.5.1.1.(1),Attributions to Acceptable Solutions,"For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b) of Division A, the objective and functional statements attributed to the acceptable solutions in this Part shall be the objective and functional statements listed in Table 4.5.1.1. (See Note A-1.1.3.1.(1).)",QECB2015,Div B,,Attributions to Acceptable Solutions,"For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b) of Division A, the objective and functional statements attributed to the acceptable solutions in this Part shall be the objective and functional statements listed in Table 4.5.1.1. (See Note A-1.1.3.1.(1).)",Common Sentence,No,,,,,,,
2015,QC,NECB,Div B,5.1.1.1.(1),Scope,"This Part is concerned with the systems used for heating, ventilating and air-conditioning of buildings covered by this Code.",QECB2015,Div B,,Scope,This Part is concerned with the HVAC systems of buildings covered by this Code.,Common Sentence,No,,,,,,,
2015,QC,NECB,Div B,5.1.1.2.(1),Application,"Except as permitted in Sentences 5.1.1.2.(2) and 5.1.1.2.(3), and except for systems and equipment used exclusively for the control of smoke in the event of a fire, this Part applies to heating, ventilating and air-conditioning systems and equipment.",QECB2015,Div B,,Application,"Except as permitted in Sentences 5.1.1.2.(2) and 5.1.1.2.(3), and except for systems and equipment used exclusively for the control of smoke in the event of a fire, this Part applies to HVAC systems.",Common Sentence,No,,,,,,,
2015,QC,NECB,Div B,5.1.1.2.(2),Application,"A heating, ventilating or air-conditioning system or part thereof may be exempted from some or all of the requirements in this Part where it can be shown that the nature of the occupancy or the type of heating, ventilating or air-conditioning equipment used makes it impractical to apply these requirements. (See Note A-5.1.1.2.(2).)",QECB2015,Div B,,Application,"Unless otherwise provided in this Part and subject to Sentence 5.1.1.2.(4), this Part does not apply to HVAC systems (See Note A-5.1.1.2.(2) and (4).)) serving rooms in which the processes or activities call for temperatures, airflow rates or humidity levels outside the normal range required for comfort, or dedicated entirely to a process or activity calling for temperatures, airflow rates or humidity levels outside the normal range required for comfort.",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,5.1.1.2.(3),Application,This Part does not apply to the existing components of systems that are extended to serve additions.,QECB2015,Div B,,Application,This Part does not apply to the existing components of HVAC systems that are extended to serve additions.,Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,5.1.1.3.(1),Compliance,"Except as provided in Sentence 5.1.1.3.(2), compliance with this Part shall be achieved by following (See Note A-5.1.1.3.(1).)) the prescriptive path described in Section 5.2., the trade-off path described in Section 5.3., or the performance path described in Section 5.4. (see Note A-3.1.1.3.(1)(c)).",QECB2015,Div B,,Compliance,"Except as provided in Sentence 5.1.1.3.(2), compliance with this Part shall be achieved by following (See Note A-5.1.1.3.(1).)) the prescriptive path described in Section 5.2., or the performance path described in Section 5.4. (see Note A-3.1.1.3.(1)(c)).",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,5.1.1.3.(2),Compliance,Back-up systems shall comply with the prescriptive requirements stated in Section 5.2. (See Note A-5.1.1.3.(2).),QECB2015,Div B,,Compliance,Back-up systems shall comply with the prescriptive requirements stated in Section 5.2. (See Note A-5.1.1.3.(2).),Common Sentence,No,,,,,,,
2015,QC,NECB,Div B,5.1.1.4.(1),Definitions,Words that appear in italics are defined in Article 1.4.1.2. of Division A.,QECB2015,Div B,,Definitions,Words that appear in italics are defined in Article 1.4.1.2. of Division A.,Common Sentence,No,,,,,,,
2015,QC,NECB,Div B,5.2.1.1.(1),Load Calculations,"Heating, ventilating and air-conditioning systems shall be sized in accordance with good engineering practice such as that prescribed in the NBC. (See Note A-5.2.1.1.(1).)",QECB2015,Div B,,Load Calculations,HVAC systems shall be sized in accordance with the NBC. (See Note A-5.2.1.1.(1).),Common Sentence,Yes,,,,,,,
2015,ON,NECB,Div B,5.2.10.1.(1),5.2.10.1. Energy Recovery Systems,"Except as provided in Sentence (3), where an exhaust air system’s design supply fan airflow rate meets or exceeds the applicable values listed in Table 5.2.10.1.-A or 5.2.10.1.-B, which depend on the ventilation system’s continuous or non-continuous operation and the percentage of outdoor air it uses at design airflow conditions, as well as the climate zone of the building location, it shall be equipped with an energy recovery system. (See Note A-5.2.10.1.(1).)

Heat recovered in accordance with Sentence (1) shall be used in building systems.

Specialized exhaust systems, such as those used to exhaust smoke, grease-laden vapours, or toxic, flammable, paint, or corrosive fumes or dust, need not comply with Sentence (1).

Energy recovery systems required by Sentence (1) shall have at least 50% energy recovery effectiveness, E, determined as a change in the enthalpy of the outdoor air supply equal to 50% of the difference between the outdoor air and return air enthalpies at design conditions: where hOAentering = enthalpy of the outdoor air entering the energy recovery system, kJ/kg dry air (Btu/lb. dry air), hOAleaving = enthalpy of the outdoor air leaving the energy recovery system, kJ/kg dry air (Btu/lb. dry air), and hRA = enthalpy of the return air entering the energy recovery system, kJ/kg dry air (Btu/lb. dry air). (See Note A-5.2.10.1.(4).)

At airflow rates not less than the system design capacity, the energy recovery effectiveness of an energy recovery apparatus referred to in Sentence (1) shall be determined in conformance with the test method described in a) AHRI 1061 (SI), “Performance Rating of Air-to-Air Exchangers for Energy Recovery Ventilation Equipment,” b) CAN/CSA-C439, “Rating the Performance of Heat/Energy-Recovery Ventilators,” or c) ANSI/ASHRAE 84, “Air-to-Air Heat/Energy Exchangers.”

Energy recovery systems shall include bypass or control measures so their operation does not cause the HVAC system’s supply air temperature to overshoot the set-point. (See Note A-5.2.10.1.(6).)",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,1.1.1.8.(1),"1.1.1.8. Enhancements to Division B, Part 5 “Heating, Ventilating and AirConditioning Systems” of the 2015 NECB","Article 5.2.10.1. in Division B of the 2015 NECB shall be replaced with the following: 

5.2.10.1. Heat-Recovery Systems 

(1) Except as provided in Sentences (3) and (4), each exhaust air system shall have an energy recovery system when the system's supply airflow rate exceeds the value listed in Tables SB 5.2.10.1.A–2017 and SB 5.2.10.1.B–2017, based on the operation, climate zone and percentage of outdoor airflow rate at design conditions. 

(2) Heat recovered in accordance with Sentence (1) shall be used in building systems. 

(3) The systems need not comply with Sentence (1), where the system (a) is a specialized exhaust system, such as one that is used to exhaust smoke, grease-laden vapours, or toxic, flammable, paint, or corrosive fumes or dust, (b) serves spaces that are not cooled and are heated to less than 16ºC, (c) is designed in such a way that the largest source of air exhausted at a single location at the building exterior is less than 75% of the design outdoor airflow rate. 

(4) Dwelling units shall be equipped with heat recovery systems in accordance with Article 5.2.10.4. of the 2015 NECB. 

(5) Energy recovery systems required by Sentence (1) shall have at least 55% energy recovery effectiveness determined as a change in enthalpy of the outdoor air supply equal to 55% of the difference between the outdoor air and return air enthalpies at design conditions. 

(6) At airflow rates not less than the system design capacity, the energy recovery effectiveness of an energy recovery apparatus referred to in Sentence (1) shall be determined in conformance with (a) the test method described in ANSI/AHRI 1060-2009, “Performance Rating of Air-to-Air Exchangers for Energy Recovery Ventilation”, (b) the test method described in CSA C439-09 “Standard Laboratory Methods of Test for Rating the performance of Heat/Energy-Recovery Ventilators”, or (c) the test method described in ASHRAE 84-2008, “Method of Testing Air-to-Air Heat/Energy Exchangers”. 

(7) Provisions shall be made to bypass or control the energy recovery system to permit air economizer operation as required by Article 5.2.2.8.",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,5.2.10.1.(1),Energy Recovery Systems,"Except as provided in Sentence 5.2.10.1.(3), where an exhaust air system’s design supply fan airflow rate meets or exceeds the applicable values listed in Table 5.2.10.1.A or 5.2.10.1.B, which depend on the ventilation system’s continuous or non-continuous operation and the percentage of outdoor air it uses at design airflow conditions, as well as the climate zone of the building location, it shall be equipped with an energy recovery system. (See Note A-5.2.10.1.(1).)",QECB2015,Div B,,Heat or Energy Recovery,"Except as provided in Sentence 5.2.10.1.(3) and Articles 5.2.10.2. and 5.2.10.4., when the quantity of sensible heat of each exhaust air equipment as calculated in accordance with Sentence 5.2.10.1.(4) exceeds 50 kW, the HVAC system shall be equipped with heat- or energy-recovery equipment compliant with Sentence 5.2.10.1.(5). (See Note A-5.2.10.1.(1).)",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,5.2.10.1.(2),Energy Recovery Systems,Heat recovered in accordance with Sentence 5.2.10.1.(1) shall be used in building systems.,QECB2015,Div B,,Heat or Energy Recovery,Heat recovered in accordance with Sentence 5.2.10.1.(1) shall be used in building systems.,Common Sentence,No,,,,,,,
2015,QC,NECB,Div B,5.2.10.1.(3),Energy Recovery Systems,"Specialized exhaust systems, such as those used to exhaust smoke, grease-laden vapours, toxic flammable paint or corrosive fumes or dust, need not comply with Sentence 5.2.10.1.(1).",QECB2015,Div B,,Heat or Energy Recovery,"The following equipment need not comply with Sentence 5.2.10.1.(1): specialized exhaust equipment, such as those used to exhaust smoke, grease- laden vapours, or toxic, flammable, paint, or corrosive fumes or dust, exhaust equipment operated less than 20 h per week, and exhaust equipment serving conditioned spaces with a temperature maintained at less than 16°C.",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,5.2.10.1.(4),Energy Recovery Systems,"Energy recovery systems required by Sentence 5.2.10.1.(1) shall have at least 50% energy recovery effectiveness, E, determined as a change in the enthalpy of the outdoor air supply equal to 50% of the difference between the outdoor air and return air enthalpies at design conditions: where- hOA entering = enthalpy of the outdoor air entering the energy recovery system, kJ/kg dry air (Btu/lb. dry air), - hOA leaving = enthalpy of the outdoor air leaving the energy recovery system, kJ/kg dry air (Btu/lb. dry air), and - hRA = enthalpy of the return air entering the energy recovery system, kJ/kg dry air (Btu/lb. dry air). (See Note A-5.2.10.1.(4).)",QECB2015,Div B,,Heat or Energy Recovery,"The sensible heat, in kW, referred to in Sentence 5.2.10.1.(1), which is the sensible heat content of the total quantity of exhaust, shall be calculated as follows:where- Q = rated capacity of exhaust system at normal exhaust air temperature, in L/s, - Te = temperature of exhaust air before heat recovery, in °C, and - To = outdoor 2.5% January design temperature, in °C (see Note A-5.2.10.1.(4)).",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,5.2.10.1.(5),Energy Recovery Systems,"At airflow rates not less than the system design capacity, the energy recovery effectiveness of an energy recovery apparatus referred to in Sentence 5.2.10.1.(1) shall be determined in conformance with the test method described in AHRI 1061 (SI)-2013 Performance Rating of Air-to-Air Exchangers for Energy Recovery Ventilation Equipment CSA CAN/CSA-C439-09 Rating the Performance of Heat/Energy-Recovery Ventilators or ASHRAE ANSI/ASHRAE 84-2013 Air-to-Air Heat/Energy Exchangers",QECB2015,Div B,,Heat or Energy Recovery,"Heat- or energy-recovery equipment shall have a net sensible efficiency of at least 60% where the efficiency is established at 100% of the heating test flow, measured according to AHRI 1061(SI)-2013 Performance Rating of Air-to-Air Exchangers for Energy Recovery Ventilation Equipment and certified by AHRI, by Intertek Testing Services NA Ltd. or by Element Materials Technology Canada Inc., or a sensible heat-recovery capacity of at least 55% where the recovery capacity is established at a flow of at least 22 L/s for a temperature at the supply air inlet of ?25°C, measured according to CSA CAN/CSA-C439-09 Rating the Performance of Heat/Energy-Recovery Ventilators and certified by HVI or other certification body that is accredited by the Standards Council of Canada.",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,5.2.10.2.(1),Heat Recovery from Dehumidification in Swimming Pools,"Except for pools with a water surface area of less than 10 m2 and except as provided in Sentence 5.2.10.2.(2), systems that exhaust air from swimming pools within conditioned spaces shall be capable of recovering at least 40% of the sensible heat from exhaust air at design conditions, as calculated in accordance with Sentence 5.2.10.1.(4). (See Note A-5.2.10.2.(1).)",QECB2015,Div B,,Swimming Pools,HVAC systems for swimming pools with a surface area of at least 10 m2 located within conditioned spaces shall comply with Sentences 5.2.10.2.(2) and 5.2.10.2.(3).,Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,5.2.10.2.(2),Heat Recovery from Dehumidification in Swimming Pools,"Indoor swimming pools need not comply with Sentence 5.2.10.2.(1), provided a stationary mechanical or desiccant dehumidification system is installed that provides at least 80% of the dehumidification that would result from compliance with Sentence 5.2.10.2.(1).",QECB2015,Div B,,Swimming Pools,"Exhaust air equipment of the swimming pool referred to in Sentence 5.2.10.2.(1) shall (See Note A-5.2.10.2.(2).)) have an exhaust airflow limited to the outdoor air required by the NBC to maintain acceptable indoor air quality, and recover at least 60% of the sensible heat of the exhaust air at the design conditions in compliance with Sentence 5.2.10.1.(5).",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,5.2.10.3.(1),Heat Recovery from Ice-making Machines in Ice Arenas and Curling Rinks,"Where an ice arena or a curling rink has a heating requirement, the refrigeration system shall incorporate a means of recovering the heat rejected by the system to satisfy some or all of the building's space-heating or service water heating requirements. (See Note A-5.2.10.3.(1).)",QECB2015,Div B,,Refrigeration Systems,"The following systems shall comply with Sentences 5.2.10.3.(2) and 5.2.10.3.(3): refrigeration systems for creating or maintaining an ice sheet in heated buildings, such as an ice arena or a curling rink, and refrigeration systems for food conservation, installed in heated buildings with a building area of more than 2500 m2, and composed of several equipment connected to a centralized refrigeration system (see Note A-5.2.10.3.(1)(b)).",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,5.2.10.4.(1),Heat Recovery in Dwelling Units,"Except for climate zones 4, 5 and 6, where a self-contained mechanical ventilation system serves a single dwelling unit, the principal exhaust component of the ventilation system shall be equipped with heat-recovery capability. (See Note A-5.2.10.4.(1).)",QECB2015,Div B,,Dwelling Units,The principal mechanical ventilation system of a dwelling unit shall be equipped with heat- or energy-recovery equipment. (See Note A-5.2.10.4.(1).),Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,5.2.10.4.(2),Heat Recovery in Dwelling Units,"Heat-recovery ventilators used to meet the requirements of Sentence 5.2.10.4.(1) shall have a sensible-heat-recovery efficiency, when tested in conformance with the low-temperature thermal and ventilation test methods described in CSA CAN/CSA-C439-09 Rating the Performance of Heat/Energy-Recovery Ventilators of (See Note A-5.2.10.4.(2).)) at least 65% at an outside air test temperature of 0°C, and not less than that required by Table 5.2.10.4. for the 2.5% January design temperature for the building's location, as listed in Table C-.",QECB2015,Div B,,Dwelling Units,"The heat- or energy-recovery equipment referred to in Sentence 5.2.10.4.(1) shall have for equipment serving only one dwelling unit, a sensible heat-recovery capacity of at least 55% in the case of a building located in a municipality whose number of degree-days under 18°C is less than 6000 and of at least 60% in the case of a building located in another municipality where the recovery capacity is established at a flow of at least 22 L/s for a supply air inlet temperature of ?25°C, measured according to CSA CAN/CSA-C439-09 Rating the Performance of Heat/Energy-Recovery Ventilators and certified by HVI or other cetification body that is accredited by the Standards Council of Canada (see Note A-5.2.10.4.(2)(a)), or in other cases, a net sensible efficiency of at least 60% in the case of a building located in a municipality whose number of degree-days under 18°C is less than 6000 and of at least 65% in the case of a building located in another municipality where the efficiency is established at 100% of the heating test flow, measured according to AHRI 1061(SI)-2013 Performance Rating of Air-to-Air Exchangers for Energy Recovery Ventilation Equipment and certified by AHRI, by Intertek Testing Services NA Ltd. or by Element Materials Technology Canada Inc.",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,5.2.11.1.(1),Off-hours Controls,"Except as provided in Sentence 5.2.11.1.(3), systems serving dwelling units or other areas that are not intended to operate continuously and whose zone-heating or -cooling capacity requirement is 5 kW or more shall be equipped with automatic controls capable of setting back or shutting down the systems during periods of non-use of the zones served. (See Note A-5.2.11.1.(1).)",QECB2015,Div B,,Off-hours Controls,"The following HVAC systems shall be equipped with automatic controls complying with Sentences 5.2.11.1.(2) and 5.2.11.1.(4): (See Note A-5.2.11.1.(1).)) HVAC systems that are not intended to operate continuously, HVAC systems serving dwelling units, HVAC systems whose heating or cooling capacity is more than 5 kW, or HVAC systems whose heating or cooling capacity is 5 kW or less, and serving temperature-control zones that are not equipped with readily accessible manual controls.",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,5.2.11.1.(2),Off-hours Controls,"Controls required by Sentence 5.2.11.1.(1) shall be capable of shutting down fan systems and/or heating and cooling equipment and auxiliaries, where appropriate, when conditioning is not required by the space, setting back the space-heating temperature setpoint, setting up the space-cooling temperature setpoint if the cooling system is required to operate during periods when the space is not in use, reducing or shutting off outdoor air intake during heating or cooling system operation when the space is not in use (see Note A-5.2.11.1.(2)(d)), and in the case of heat pumps, temporarily suppressing electrical back-up or adaptive anticipation of the recovery point in order to prevent the unit from resorting to supplementary heat at the time of recovery (see Notes5.2.11.1.(2)(e) and5.2.8.5.(1)).",QECB2015,Div B,,Off-hours Controls,"Controls required by Sentence 5.2.11.1.(1) shall be capable of shutting down fan systems and/or heating and cooling equipment and auxiliaries, where appropriate, when heating, cooling or ventilation is not required by the conditioned space served, setting back the conditioned space heating temperature setpoint, increasing the setpoint of cooling equipment if the equipment is required to operate during periods when the conditioned space served is not in use, reducing or shutting off outdoor air intake during heating or cooling system operation when the conditioned space is not in use (see Note A-5.2.11.1.(2)(d)), and in the case of heat pumps, temporarily suppressing supplementary heating elements or anticipation of the reaching of the setpoint established during periods of occupancy (see Notes5.2.11.1.(2)(e) and5.2.8.4.(1)).",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,5.2.11.1.(4),Off-hours Controls,Controls required by Sentence 5.2.11.1.(1) shall be designed so that lowering a heating thermostat setpoint will not cause energy for cooling to be expended to reach the lowered setting and raising a cooling thermostat setpoint will not cause energy for heating to be expended to reach the raised setting.,QECB2015,Div B,,Off-hours Controls,Controls required by Sentence 5.2.11.1.(1) shall be designed so that lowering a heating thermostat setpoint will not cause energy for cooling to be expended to reach the lowered setting and raising a cooling thermostat setpoint will not cause energy for heating to be expended to reach the raised setting.,Common Sentence,No,,,,,,,
2015,QC,NECB,Div B,5.2.11.2.(1),Airflow Control Areas,"Except as provided in Sentences 5.2.11.2.(2) and 5.2.11.2.(8), each air distribution system serving multiple temperature-control zones having a combined floor surface area of conditioned space of more than 2 500 m2 shall be divided into airflow control areas so that the supply and exhaust of air to individual airflow control areas can be reduced or stopped independently of other airflow control areas served by the system.",QECB2015,Div B,,Airflow Control Areas,"Except as provided in Sentences 5.2.11.2.(7) and 5.2.11.2.(8), each air distribution system serving multiple temperature-control zones shall be divided into airflow control areas. (See Note A-5.2.11.2.(1) and (2).)",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,5.2.11.2.(2),Airflow Control Areas,"Where it is impractical to control air distribution as described in Sentence 5.2.11.2.(1), individual air distribution systems shall serve airflow control areas no greater than 2 500 m2.",QECB2015,Div B,,Airflow Control Areas,Each airflow control area required by Sentence 5.2.11.2.(1) shall serve a floor surface area of not more than 2300 m2. (See Note A-5.2.11.2.(1) and (2).),Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,5.2.11.2.(3),Airflow Control Areas,Each airflow control area required by Sentences 5.2.11.2.(1) and 5.2.11.2.(2) shall include only temperature-control zones intended to be operated simultaneously. (See Note A-5.2.11.2.(3).),QECB2015,Div B,,Airflow Control Areas,Each airflow control area required by Sentence 5.2.11.2.(1) shall include only the temperature-control zones to be operated simultaneously.,Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,5.2.11.2.(4),Airflow Control Areas,Each airflow control area required by Sentences 5.2.11.2.(1) and 5.2.11.2.(2) shall not span more than one storey.,QECB2015,Div B,,Airflow Control Areas,Each airflow control area required by Sentence 5.2.11.2.(1) shall not span more than one storey.,Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,5.2.11.2.(5),Airflow Control Areas,Each airflow control area required by Sentence 5.2.11.2.(1) shall be equipped with controls meeting the requirements of Article 5.2.11.1.,QECB2015,Div B,,Airflow Control Areas,Each airflow control area required by Sentence 5.2.11.2.(1) shall be equipped with controls meeting the requirements of Article 5.2.11.1. (See Note A-5.2.11.2.(5).),Common Sentence,No,,,,,,,
2015,QC,NECB,Div B,5.2.11.2.(6),Airflow Control Areas,The air distribution system shall be designed such that a reduction in air delivery of up to 50% of design flow results in at least a proportional reduction in fan power.,QECB2015,Div B,,Airflow Control Areas,The air distribution system shall be designed such that a reduction in air delivery of up to 50% of design flow results in at least a proportional reduction in fan power.,Common Sentence,No,,,,,,,
2015,QC,NECB,Div B,5.2.11.2.(7),Airflow Control Areas,Controls and devices such as direct digital control and variable-air-volume systems shall be provided to allow stable operation of all fan systems and associated primary systems for any length of time while they are serving a single airflow control area.,QECB2015,Div B,,Airflow Control Areas,Means shall be provided to allow stable operation of all fan systems and associated HVAC systems for any length of time while they are serving a single airflow control area. (See Note A-5.2.11.2.(7).),Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,5.2.11.2.(8),Airflow Control Areas,Temperature-control zones in which outdoor air and exhaust requirements prevent the reduction or stopping of the air supply need not be incorporated into airflow control areas.,QECB2015,Div B,,Airflow Control Areas,"The following need not be incorporated into airflow control areas: temperature-control zones in which outdoor air and exhaust requirements prevent the reduction or stopping of the air supply, or dwelling units.",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,5.2.11.3.(1),Seasonal Shutdown,"HVAC pumping systems that are used on a seasonal basis shall be equipped with automatic controls, or readily accessible and clearly labeled manual controls that allow them to be shut down when not required.",QECB2015,Div B,,Seasonal Shutdown,"HVAC systems that are used on a seasonal basis shall be equipped with automatic controls, or readily accessible and clearly labeled manual controls that allow them to be stopped when not required.",Common Sentence,No,,,,,,,
2015,QC,NECB,Div B,5.2.11.4.(1),Multiple Boilers,"HVAC systems with multiple boilers shall incorporate a means for preventing heat loss through the boilers when they are not operating, such as a device that prevents the flow of heat-carrying fluid through the boilers or dampers installed in the flues.",QECB2015,Div B,,Boilers,HVAC systems with multiple boilers shall incorporate a means for preventing heat loss through a boiler when it is not operating. (See Note A-5.2.11.4.(1).),Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,5.2.11.4.(2),Multiple Boilers,"Except as provided in Sentence 5.2.11.4.(3), where the heating load exceeds 176 kW, the boiler plant shall consist of more than one boiler, a two-stage single boiler, or a multi-stage boiler.",QECB2015,Div B,,Boilers,"Except as provided in Sentence 5.2.11.4.(3), where the heating load of boilers of an HVAC system exceeds 176 kW, the HVAC system shall consist of more than one boiler, a multi-stage boiler, or. a fully modulating boiler.",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,5.2.11.4.(3),Multiple Boilers,"Where the heating load exceeds 352 kW, the boiler plant shall be fully modulating.",QECB2015,Div B,,Boilers,"Where the heating load of the boilers of an HVAC system exceeds 352 kW, those boilers shall be fully modulating.",Common Sentence,Yes,,,,,,,
2015,ON,NECB,Div B,5.2.11.5.(1),5.2.11.5. Loop Temperature Reset for Chilled- and Hot-Water Systems,"Except as provided in Sentences (2) and (3), chilled- or hot-water systems with a design capacity greater than 88 kW supplying chilled or heated water to comfort-conditioning systems shall be equipped with automatic controls that reset the supply water loop temperatures a) in relation to the outdoor temperature using an indoor/outdoor controller, or b) in relation to representative building heating and cooling loads using the return water temperature in the system.

Chilled- and hot-water systems described in Sentence (1) that are designed with variable-flow pumping complying with Sentence 5.2.6.2.(1) need not be equipped with loop temperature reset controls.",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,1.1.1.8.(2),"1.1.1.8. Enhancements to Division B, Part 5 “Heating, Ventilating and AirConditioning Systems” of the 2015 NECB",Sentence 5.2.11.5.(3) and its reference in Sentence 5.2.11.5.(1) in Division B of the 2015 NECB shall be deleted.,Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,5.2.11.5.(1),Loop Temperature Reset for Chilled- and Hot-Water Systems,"Except as provided in Sentences 5.2.11.5.(2) and 5.2.11.5.(3), chilled- or hot-water systems with a design capacity greater than 88 kW supplying chilled or heated water to comfort-conditioning systems shall be equipped with automatic controls that reset the supply water loop temperatures in relation to the outdoor temperature using an indoor/outdoor controller, or in relation to representative building heating and cooling loads using the return water temperature in the system.",QECB2015,Div B,,Loop Temperature Reset for Chilled- and Hot-Water Systems,"Except as provided in Sentences 5.2.11.5.(2) and 5.2.11.5.(3), a system with a design capacity of more than 88 kW that provides chilled or hot water to an HVAC system used for comfort purposes shall be equipped with automatic controls that reset the temperature of each supply water loop in relation to outdoor temperature, or in relation to the building heating and cooling loads. (See Note A-5.2.11.5.(1).))",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,5.2.11.5.(2),Loop Temperature Reset for Chilled- and Hot-Water Systems,"Chilled- and hot-water systems described in Sentence 5.2.11.5.(1) need not be equipped with loop temperature reset controls where such controls would cause the improper operation of heating, cooling, humidifying, or dehumidifying equipment or systems.",QECB2015,Div B,,Loop Temperature Reset for Chilled- and Hot-Water Systems,"Chilled- and hot-water systems described in Sentence 5.2.11.5.(1) need not be equipped with loop temperature reset controls where such controls would cause the improper operation of heating, cooling, humidifying, or dehumidifying equipment or systems. (See Note A-5.2.11.5.(2).)",Common Sentence,No,,,,,,,
2015,QC,NECB,Div B,5.2.11.5.(3),Loop Temperature Reset for Chilled- and Hot-Water Systems,Chilled- and hot-water systems described in Sentence 5.2.11.5.(1) that are designed with variable-flow pumping complying with Sentence 5.2.6.2.(1) need not be equipped with loop temperature reset controls.,QECB2015,Div B,,Loop Temperature Reset for Chilled- and Hot-Water Systems,Chilled- and hot-water systems described in Sentence 5.2.11.5.(1) that are designed with variable-flow pumping complying with Sentence 5.2.6.2.(1) need not be equipped with loop temperature reset controls.,Common Sentence,No,,,,,,,
2015,ON,NECB,Div B,5.2.12.1.(1),5.2.12.1. Unitary and Packaged HVAC Equipment,Unitary and packaged HVAC equipment and components with the capacities listed in Table 5.2.12.1. shall comply with the performance requirements stated therein. (See Notes A-5.2.12.1.(1) and A-5.2.12.1.(1) and 6.2.2.1.(1).) (See also Article 6.2.2.4.),obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,1.1.1.8.(3),"1.1.1.8. Enhancements to Division B, Part 5 “Heating, Ventilating and AirConditioning Systems” of the 2015 NECB","In addition to Table 5.2.12.1. in the 2015 NECB, the minimum equipment efficiency of a gas-fired boiler shall comply with the value required in Table SB 5.2.12.1.A–2017.",Common Sentence,Yes,,,,,,,
