Code Year,Province/Territory,Code Book,National Division,NationalSentenceNumber,National Article Title,National Sentence Text,P/T Document,P/T Division,P/TSentenceNumber,P/T Article Title,P/T Sentence Text,Difference Type,Variation,Variation Label,Text Difference Tracked,Exception,Comments,Difference Type Updated,Exception Updated,Variation Updated
2015,ON,NBC,Div B,4.1.8.13.(3),Deflections and Drift Limits ,"Based on the lateral deflections calculated in Sentences (2), (5) and (6), the largest interstorey deflection at any level shall be limited to 0.01 hs for post-disaster buildings, 0.02 hs for High Importance Category buildings, and 0.025 hs for all other buildings.",obc2019_divb,Div B,4.1.8.13.(3),4.1.8.13. Deflections and Drift Limits ,"Based on the lateral deflections calculated in Sentences (2), (5) and (6), the largest interstorey deflection at any level shall be limited to 0.01 hs for post-disaster buildings, 0.02 hs for High Importance Category buildings, and 0.025 hs for all other buildings.",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.13.(4),Deflections and Drift Limits ,The deflections calculated in Sentence (2) shall be used to account for sway effects as required by Sentence 4.1.3.2.(12). (See Note A-4.1.8.13.(4).),obc2019_divb,Div B,4.1.8.13.(4),4.1.8.13. Deflections and Drift Limits ,The deflections calculated in Sentence (2) shall be used to account for sway effects as required by Sentence 4.1.3.2.(12). (See Appendix A.),Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.13.(5),Deflections and Drift Limits , The lateral deflections of a seismically isolated structure shall be calculated in accordance with Article 4.1.8.20. ,obc2019_divb,Div B,4.1.8.13.(5),4.1.8.13. Deflections and Drift Limits , The lateral deflections of a seismically isolated structure shall be calculated in accordance with Article 4.1.8.20. ,Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.13.(6),Deflections and Drift Limits ,The lateral deflections of a structure with supplemental energy dissipation shall be calculated in accordance with Article 4.1.8.22. ,obc2019_divb,Div B,4.1.8.13.(6),4.1.8.13. Deflections and Drift Limits ,The lateral deflections of a structure with supplemental energy dissipation shall be calculated in accordance with Article 4.1.8.22. ,Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.14.(1),Structural Separation ,"Adjacent structures shall be separated by a distance equal to at least the square root of the sum of the squares of their individual deflections calculated in Sentence 4.1.8.13.(2), or connected to each other.",obc2019_divb,Div B,4.1.8.14.(1),4.1.8.14. Structural Separation ,"Adjacent structures shall be, (a) separated by a distance equal to at least the square root of the sum of the squares of their individual deflections calculated in Sentence 4.1.8.13.(2), or (b) connected to each other. ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.14.(2),Structural Separation ,"The method of connection required in Sentence (1) shall take into account the mass, stiffness, strength, ductility and anticipated motion of the connected buildings and the character of the connection.",obc2019_divb,Div B,4.1.8.14.(2),4.1.8.14. Structural Separation ,"The method of connection required in Sentence (1) shall take into account the mass, stiffness, strength, ductility and anticipated motion of the connected buildings and the character of the connection.",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.14.(3),Structural Separation,Rigidly connected buildings shall be assumed to have the lowest RdRo value of the buildings connected. ,obc2019_divb,Div B,4.1.8.14.(3),4.1.8.14. Structural Separation,Rigidly connected buildings shall be assumed to have the lowest RdRo value of the buildings connected. ,Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.14.(4),Structural Separation,Buildings with non-rigid or energy-dissipating connections require special studies. ,obc2019_divb,Div B,4.1.8.14.(4),4.1.8.14. Structural Separation,Buildings with non-rigid or energy-dissipating connections require special studies. ,Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.15.(1),Design Provisions ,"Except as provided in Sentences 4.1.8.15.(2) and 4.1.8.15.(3), diaphragms, collectors, chords, struts and connections shall be designed so as not to yield, and the design shall account for the shape of the diaphragm, including openings, and for the forces generated in the diaphragm due to the following cases, whichever one governs (see Note A-4.1.8.15.(1)): forces due to loads determined in Article 4.1.8.11. or 4.1.8.12. applied to the diaphragm are increased to reflect the lateral load capacity of the SFRS, plus forces in the diaphragm due to the transfer of forces between elements of the SFRS associated with the lateral load capacity of such elements and accounting for discontinuities and changes in stiffness in these elements, or a minimum force corresponding to the design-based shear divided by N for the diaphragm at level x.",obc2019_divb,Div B,4.1.8.15.(1),4.1.8.15. Design Provisions ,"Except as provided in Sentences (2) and (3), diaphragms, collectors, chords, struts and connections shall be designed so as not to yield, and the design shall account for the shape of the diaphragm, including openings, and for the forces generated in the diaphragm due to the following cases, whichever one governs: (See Appendix A.) (a) forces due to loads determined in Article 4.1.8.11. or 4.1.8.12. applied to the diaphragm are increased to reflect the lateral load capacity of the SFRS, plus forces in the diaphragm due to the transfer of forces between elements of the SFRS associated with the lateral load capacity of such elements and accounting for discontinuities and changes in stiffness in these elements, or (b) a minimum force corresponding to the design-based shear divided by N for the diaphragm at level x. ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.15.(10),Design Provisions ,Foundation displacements and rotations shall be considered as required by Sentence 4.1.8.16.(1). ,obc2019_divb,Div B,4.1.8.15.(10),4.1.8.15. Design Provisions,Foundation displacements and rotations shall be considered as required by Sentence 4.1.8.16.(1). ,Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.15.(2),Design Provisions ,"Steel deck roof diaphragms in buildings of less than 4 storeys or wood diaphragms that are designed and detailed according to the applicable referenced design standards to exhibit ductile behaviour shall meet the requirements of Sentence 4.1.8.15.(1), except that they may yield and the forces shall be for wood diaphragms acting in combination with vertical wood shear walls, equal to the lateral earthquake design force, for wood diaphragms acting in combination with other SFRS, not less than the force corresponding to RdRo = 2.0, and for steel deck roof diaphragms, not less than the force corresponding to RdRo = 2.0.",obc2019_divb,Div B,4.1.8.15.(2),4.1.8.15. Design Provisions ,"Steel deck roof diaphragms in buildings of less than 4 storeys or wood diaphragms that are designed and detailed according to the applicable referenced design standards to exhibit ductile behaviour shall meet the requirements of Sentence (1), except that they may yield and the forces shall be, (a) for wood diaphragms acting in combination with vertical wood shear walls, equal to the lateral earthquake design force, (b) for wood diaphragms acting in combination with other SFRS, not less than the force corresponding to RdRo = 2.0, and (c) for steel deck roof diaphragms, not less than the force corresponding to RdRo = 2.0. ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.15.(3),Design Provisions ,"Where diaphragms are designed in accordance with Sentence (2), the struts shall be designed in accordance with Clause 4.1.8.15.(1)(a) and the collectors, chords and connections between the diaphragms and the vertical elements of the SFRS shall be designed for forces corresponding to the capacity of the diaphragms in accordance with the applicable CSA standards. (SeeNote A-4.1.8.15.(3).)",obc2019_divb,Div B,4.1.8.15.(3),4.1.8.15. Design Provisions ,"Where diaphragms are designed in accordance with Sentence (2), the struts shall be designed in accordance with Clause (1)(a) and the collectors, chords and connections between the diaphragms and the vertical elements of the SFRS shall be designed for forces corresponding to the capacity of the diaphragms in accordance with the applicable CSA standards. (See Appendix A.)",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.15.(4),Design Provisions ,"For single-storey buildings with steel deck or wood roof diaphragms designed with a value of Rd greater than 1.5 and where the calculated maximum relative deflection, ?D, of the diaphragm under lateral loads exceeds 50% of the average storey drift, ?B, of the adjoining vertical elements of the SFRS, dynamic magnification of the inelastic response due to the in-plane diaphragm deformations shall be accounted for in the design as follows: the vertical elements of the SFRS shall be designed and detailed to any one of the following: to accommodate the anticipated magnified lateral deformations taken as RoRd (?B +?D) - Ro?D, to resist the forces magnified by Rd(1 + ?D/?B)/(Rd + ?D/?B), or by a special study, and the roof diaphragm and chords shall be designed for in-plane shears and moments determined while taking into consideration the inelastic higher mode response of the structure.",obc2019_divb,Div B,4.1.8.15.(4),4.1.8.15. Design Provisions ,"For single-storey buildings with steel deck or wood roof diaphragms designed with a value of Rd greater than 1.5 and where the calculated maximum relative deflection, ÃŽ""D, of the diaphragm under lateral loads exceeds 50% of the average storey drift, ÃŽ""B, of the adjoining vertical elements of the SFRS, dynamic magnification of the inelastic response due to the in-plane diaphragm deformations shall be accounted for in the design as follows: (a) the vertical elements of the SFRS shall be designed and detailed to any one of the following: (i) to accommodate the anticipated magnified lateral deformations taken as RoRd (ÃŽ""B+ ÃŽ""D) - RoÃŽ""D, (ii) to resist the forces magnified by Rd(1 + ÃŽ""D/ÃŽ""B)/( Rd + ÃŽ""D/ÃŽ""B), or (iii) by a special study, and (b) the roof diaphragm and chords shall be designed for in-plane shears and moments determined while taking into consideration the inelastic higher mode response of the structure. (See Appendix A.) ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.15.(5),Design Provisions ,"In cases where IEFaSa(0.2) is equal to or greater than 0.35, the elements supporting any discontinuous wall, column or braced frame shall be designed for the lateral load capacity of the components of the SFRS they support. (See Note A-4.1.8.15.(5).)",obc2019_divb,Div B,4.1.8.15.(5),4.1.8.15. Design Provisions ,"In cases where IEFaSa(0.2) is equal to or greater than 0.35, the elements supporting any discontinuous wall, column or braced frame shall be designed for the lateral load capacity of the components of the SFRS they support. (See Appendix A.)",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.15.(6),Design Provisions ,"Where structures have vertical variations of RdRo satisfying Sentence 4.1.8.9.(4), the elements of the SFRS below the level where the change in RdRo occurs shall be designed for the forces associated with the lateral load capacity of the SFRS above that level. (See Note A-4.1.8.15.(6).)",obc2019_divb,Div B,4.1.8.15.(6),4.1.8.15. Design Provisions ,"Where structures have vertical variations of RdRo satisfying Sentence 4.1.8.9.(4), the elements of the SFRS below the level where the change in RdRo occurs shall be designed for the forces associated with the lateral load capacity of the SFRS above that level. (See Appendix A.)",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.15.(7),Design Provisions ,"Where earthquake effects can produce forces in a column or wall due to lateral loading along both orthogonal axes, account shall be taken of the effects of potential concurrent yielding of other elements framing into the column or wall from all directions at the level under consideration and as appropriate at other levels. (See Note A-4.1.8.15.(7).)",obc2019_divb,Div B,4.1.8.15.(7),4.1.8.15. Design Provisions ,"Where earthquake effects can produce forces in a column or wall due to lateral loading along both orthogonal axes, account shall be taken of the effects of potential concurrent yielding of other elements framing into the column or wall from all directions at the level under consideration and as appropriate at other levels. (See Appendix A.)",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.15.(8),Design Provisions ,"The design forces associated with the lateral capacity of the SFRS need not exceed the forces determined in accordance with Sentence 4.1.8.7.(1) with RdRo taken as 1.0, unless otherwise provided by the applicable referenced design standards for elements, in which case the design forces associated with the lateral capacity of the SFRS need not exceed the forces determined in accordance with Sentence 4.1.8.7.(1) with RdRo taken as less than or equal to 1.3. (See Note A-4.1.8.15.(8).)",obc2019_divb,Div B,4.1.8.15.(8),4.1.8.15. Design Provisions ,"The design forces associated with the lateral capacity of the SFRS need not exceed the forces determined in accordance with Sentence 4.1.8.7.(1) with RdRo taken as 1.0, unless otherwise provided by the applicable referenced design standards for elements, in which case the design forces associated with the lateral capacity of the SFRS need not exceed the forces determined in accordance with Sentence 4.1.8.7.(1) with RdRo taken as less than or equal to 1.3. (See Appendix A.)",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.15.(9),Design Provisions ,"Foundations need not be designed to resist the lateral load overturning capacity of the SFRS, provided the design and the Rd and Ro for the type of SFRS used conform to Table 4.1.8.9. and that the foundation is designed in accordance with Sentence 4.1.8.16.(4). ",obc2019_divb,Div B,4.1.8.15.(9),4.1.8.15. Design Provisions ,"Foundations need not be designed to resist the lateral load overturning capacity of the SFRS, provided the design and the Rd and Ro for the type of SFRS used conform to Table 4.1.8.9. and the foundation is designed in accordance with Sentence 4.1.8.16.(4).",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.16.(1),Foundation Provisions ,The increased displacements of the structure resulting from foundation movement shall be shown to be within acceptable limits for both the SFRS and the structural framing elements not considered to be part of the SFRS. (See Note A-4.1.8.16.(1).),obc2019_divb,Div B,4.1.8.16.(1),4.1.8.16. Foundation Provisions ,The increased displacements of the structure resulting from foundation movement shall be shown to be within acceptable limits for both the SFRS and the structural framing elements not considered to be part of the SFRS. (See Appendix A.),Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.16.(10),Foundation Provisions ,"The potential for liquefaction of the soil and its consequences, such as significant ground displacement and loss of soil strength and stiffness, shall be evaluated based on the ground motion parameters referenced in Subsection 1.1.3., as modified by Article 4.1.8.4., and shall be taken into account in the design of the structure and its foundations. (See Note A-4.1.8.16.(10).)",obc2019_divb,Div B,4.1.8.16.(10),4.1.8.16. Foundation Provisions ,"The potential for liquefaction of the soil and its consequences, such as significant ground displacement and loss of soil strength and stiffness, shall be evaluated based on the ground motion parameters referenced in Subsection 1.1.2., as modified by Article 4.1.8.4., and shall be taken into account in the design of the structure and its foundations. (See Appendix A.)",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.16.(2),Foundation Provisions ,"Except as provided in Sentences (3) and (4), foundations shall be designed to have factored shear and overturning resistances greater than the lateral load capacity of the SFRS. (See Note A-4.1.8.16.(2).)",obc2019_divb,Div B,4.1.8.16.(2),4.1.8.16. Foundation Provisions ,"Except as provided in Sentences (3) and (4), foundations shall be designed to have factored shear and overturning resistances greater than the lateral load capacity of the SFRS. (See Appendix A.)",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.16.(3),Foundation Provisions ,"The shear and overturning resistances of the foundation determined using a bearing stress equal to 1.5 times the 
factored bearing strength of the soil or rock and all other resistances equal to 1.3 times the factored resistances need not exceed the design forces determined in Sentence 4.1.8.7.(1) using RdRo = 1.0 except that the factor of 1.3 shall not apply to the portion of the resistance to uplift or overturning resulting from gravity loads. ",obc2019_divb,Div B,4.1.8.16.(3),4.1.8.16. Foundation Provisions ,"The shear and overturning resistances of the foundation determined using a bearing stress equal to 1.5 times the 
factored bearing strength of the soil or rock and all other resistances equal to 1.3 times the factored resistances need not 
exceed the design forces determined in Sentence 4.1.8.7.(1) using RdRo = 1.0 except that the factor of 1.3 shall not apply to 
the portion of the resistance to uplift or overturning resulting from gravity loads. ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.16.(4),Foundation Provisions ,"A foundation is permitted to have a factored overturning resistance less than the lateral load overturning capacity of the supported SFRS, provided the following requirements are met: neither the foundation nor the supported SFRS are constrained against rotation, and the design overturning moment of the foundation is not less than 75% of the overturning capacity of the supported SFRS, and not less than that determined in Sentence 4.1.8.7.(1) using RdRo = 2.0.",obc2019_divb,Div B,4.1.8.16.(4),4.1.8.16. Foundation Provisions ,"A foundation is permitted to have a factored overturning resistance less than the lateral load overturning capacity of the supported SFRS, provided the following requirements are met: (a) neither the foundation nor the supported SFRS are constrained against rotation, and (b) the design overturning moment of the foundation is, (i) not less than 75% of the overturning capacity of the supported SFRS, and (ii) not less than that determined in Sentence 4.1.8.7.(1) using RdRo = 2.0. (See Appendix A.) ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.16.(5),Foundation Provisions ,The design of foundations shall be such that they are capable of transferring earthquake loads and effects between the building and the ground without exceeding the capacities of the soil and rock,obc2019_divb,Div B,4.1.8.16.(5),4.1.8.16. Foundation Provisions ,The design of foundations shall be such that they are capable of transferring earthquake loads and effects between the building and the ground without exceeding the capacities of the soil and rock,Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.16.(6),Foundation Provisions ,"In cases where IEFaSa(0.2) is equal to or greater than 0.35, the following requirements shall be satisfied: piles or pile caps, drilled piers, and caissons shall be interconnected by continuous ties in not less than two directions (see Note A-4.1.8.16.(6)(a)), piles, drilled piers, and caissons shall be embedded a minimum of 100 mm into the pile cap or structure, and piles, drilled piers, and caissons, other than wood piles, shall be connected to the pile cap or structure for a minimum tension force equal to 0.15 times the factored compression load on the pile.",obc2019_divb,Div B,4.1.8.16.(6),4.1.8.16. Foundation Provisions ,"In cases where IEFaSa(0.2) is equal to or greater than 0.35, the following requirements shall be satisfied: (a) piles or pile caps, drilled piers, and caissons shall be interconnected by continuous ties in no fewer than two directions, (See Appendix A.) (b) piles, drilled piers, and caissons shall be embedded a minimum of 100 mm into the pile cap or structure, and (c) piles, drilled piers, and caissons, other than wood piles, shall be connected to the pile cap or structure for a minimum tension force equal to 0.15 times the factored compression load on the pile. ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.16.(7),Foundation Provisions ,"At sites where IEFaSa(0.2) is equal to or greater than 0.35, basement walls shall be designed to resist earthquake lateral pressures from backfill or natural ground. (See Note A-4.1.8.16.(7).)",obc2019_divb,Div B,4.1.8.16.(7),4.1.8.16. Foundation Provisions ,"At sites where IEFaSa(0.2) is equal to or greater than 0.35, basement walls shall be designed to resist earthquake lateral pressures from backfill or natural ground. (See Appendix A.)",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.16.(8),Foundation Provisions ,"At sites where IEFaSa(0.2) is greater than 0.75, the following requirements shall be satisfied: piles, drilled piers, or caissons shall be designed and detailed to accommodate cyclic inelastic behaviour when the design moment in the element due to earthquake effects is greater than 75% of its moment capacity (see Note A-4.1.8.16.(8)(a)), and spread footings founded on soil defined as Site Class E or F shall be interconnected by continuous ties in not less than two directions.",obc2019_divb,Div B,4.1.8.16.(8),4.1.8.16. Foundation Provisions ,"At sites where IEFaSa(0.2) is greater than 0.75, the following requirements shall be satisfied: (a) piles, drilled piers, or caissons shall be designed and detailed to accommodate cyclic inelastic behaviour when the design moment in the element due to earthquake effects is greater than 75% of its moment capacity, and (See Appendix A.) (b) spread footings founded on soil defined as Site Class E or F shall be interconnected by continuous ties in no fewer than two directions. ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.16.(9),Foundation Provisions ,"Each segment of a tie between elements that is required by Clause (6)(a) or (8)(b) shall be designed to carry by tension or compression a horizontal force at least equal to the greatest factored pile cap or column vertical load in the elements it connects, multiplied by a factor of 0.10 IEFaSa(0.2), unless it can be demonstrated that equivalent restraints can be provided by other means. (See Note A-4.1.8.16.(9).)",obc2019_divb,Div B,4.1.8.16.(9),4.1.8.16. Foundation Provisions ,"Each segment of a tie between elements that is required by Clause (6)(a) or (8)(b) shall be designed to carry by tension or compression a horizontal force at least equal to the greatest factored pile cap or column vertical load in the elements it connects, multiplied by a factor of 0.10 IEFaSa(0.2), unless it can be demonstrated that equivalent restraints can be provided by other means. (See Appendix A.)",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.17.(1),Site Stability ,"The potential for slope instability and its consequences, such as slope displacement, shall be evaluated based on site-specific material properties and ground motion parameters referenced in Subsection 1.1.3., as modified by Article 4.1.8.4., and shall be taken into account in the design of the structure and its foundations. (See Note A-4.1.8.17.(1).)",obc2019_divb,Div B,4.1.8.17.(1),4.1.8.17. Site Stability ,"The potential for slope instability and its consequences, such as slope displacement, shall be evaluated based on site-specific material properties and ground motion parameters referenced in Subsection 1.1.2., as modified by Article 4.1.8.4., and shall be taken into account in the design of the structure and its foundations. (See Appendix A.)",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.18.(1),"Elements of Structures, Non-structural Components and Equipment ","Exceptas providedin Sentences (2), (7) and (16), elementsand components of buildings described in Table 4.1.8.18. and their connections to the structure shall be designed to accommodate the building deflections calculated in accordance with Article 4.1.8.13. and the element orcomponent deflections calculated in accordance with Sentence (9), and shall be designed for a lateral force,Vp,distributed according to the distribution of mass:  Vp= 0.3FaSa(0.2) IESpWp where, Fa = as defined in Sentence 4.1.8.4.(7), Sa(0.2) = spectral response acceleration value at 0.2 s, as defined in Sentence 4.1.8.4.(1), IE = importance factor for the building, as defined in Article 4.1.8.5., Sp = CpArAx/Rp (the maximum value of Sp shall be taken as 4.0 and the minimum value of Sp shall be taken as 0.7), where, Cp = element or component factor from Table 4.1.8.18., Ar = element or component force amplification factor from Table 4.1.8.18., Ax = height factor (1 + 2 hx / hn), Rp = element or component response modification factor from Table 4.1.8.18., and Wp = weight of the component or element. ",obc2019_divb,Div B,4.1.8.18.(1),"4.1.8.18. Elements of Structures, Non-Structural Components ","Except as provided in Sentences (2), (7) and (16), elements and components of buildings described in Table 4.1.8.18. and their connections to the structure shall be designed to accommodate the building deflections calculated in accordance with Article 4.1.8.13. and the element or component deflections calculated in accordance with Sentence (9), and shall be designed for a lateral force, VP, applied through the centre of mass of the element or component that is equal to:Vp= 0.3FaSa(0.2) IESpWp where, Fa = as defined in Sentence 4.1.8.4.(7), Sa(0.2) = spectral response acceleration value at 0.2 s, as defined in Sentence 4.1.8.4.(1), IE = importance factor for the building, as defined in Article 4.1.8.5., Sp = CpArAx/Rp (the maximum value of Sp shall be taken as 4.0 and the minimum value of Sp shall be taken as 0.7), where, Cp = element or component factor from Table 4.1.8.18., Ar = element or component force amplification factor from Table 4.1.8.18., Ax = height factor (1 + 2 hx / hn), Rp = element or component response modification factor from Table 4.1.8.18., and Wp = weight of the component or element. ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.18.(10),"Elements of Structures, Non-structural Components and Equipment ","The elements or components shall be designed so as not to transfer to the structure any forces unaccounted for in the design, and rigid elements such as walls or panels shall satisfy the requirements of Sentence 4.1.8.3.(6). ",obc2019_divb,Div B,4.1.8.18.(10),"4.1.8.18. Elements of Structures, Non-Structural Components ","The elements or components shall be designed so as not to transfer to the structure any forces unaccounted for in the design, and rigid elements such as walls or panels shall satisfy the requirements of Sentence 4.1.8.3.(6). ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.18.(11),"Elements of Structures, Non-structural Components and Equipment ","Seismic restraint for suspended equipment, pipes, ducts, electrical cable trays, etc. shall be designed to meet the force and displacement requirements of this Article and be constructed in a manner that will not subject hanger rods to bending.",obc2019_divb,Div B,4.1.8.18.(11),"4.1.8.18. Elements of Structures, Non-Structural Components ","Seismic restraint for suspended equipment, pipes, ducts, electrical cable trays, etc. shall be designed to meet the force and displacement requirements of this Article and be constructed in a manner that will not subject hanger rods to bending.",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.18.(12),"Elements of Structures, Non-structural Components and Equipment ","Isolated suspended equipment and components, such as pendent lights, may be designed as a pendulum system provided that adequate chains or cables capable of supporting 2.0 times the weight of the suspended component are provided and the deflection requirements of Sentence (10) are satisfied.",obc2019_divb,Div B,4.1.8.18.(12),"4.1.8.18. Elements of Structures, Non-Structural Components ","Isolated suspended equipment and components, such as pendant lights, may be designed as a pendulum system provided that adequate chains or cables capable of supporting 2.0 times the weight of the suspended component are provided and the deflection requirements of Sentence (11) are satisfied. ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.18.(13),"Elements of Structures, Non-structural Components and Equipment ","Free-standing steel pallet storage racks are permitted to be designed to resist earthquake effects using rational analysis, provided the design achieves the minimum performance level required by Subsection 4.1.8.(See Note A-4.1.8.18.(13).)",obc2019_divb,Div B,4.1.8.18.(13),"4.1.8.18. Elements of Structures, Non-Structural Components ","Free-standing steel pallet storage racks are permitted to be designed to resist earthquake effects using rational analysis, provided the design achieves the minimum performance level required by this Subsection. (See Appendix A.)",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.18.(14),"Elements of Structures, Non-structural Components and Equipment ","Except as provided in Sentence 4.1.8.18.(15), the relative displacement of glass in glazing systems, (a) Dfallout, shall be equal to the greater of Dfallout?1.25I EDP, whereDfallout ..........= relative displacement at which glass fallout occurs, and Dp ..........= relative earthquake displacement that the component must be designed to accommodate, calculated in accordance with Article 4.1.8.13. and applied over the height of the glass component, or (b) 13 mm.",obc2019_divb,Div B,4.1.8.18.(14),"4.1.8.18. Elements of Structures, Non-Structural Components ","Except as provided in Sentence (15), the relative displacement of glass in glazing systems, Dfallout , shall be equal to the greater of, (a) 13 mm, or (b) Dfallout Ã¢â€°Â¥ 1.25IEDp , where, Dfallout = relative displacement at which glass fallout occurs, and Dp = relative earthquake displacement that the component must be designed to accommodate, calculated in accordance with Article 4.1.8.13. and applied over the height of the glass component. (See Appendix A.) ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.18.(15),"Elements of Structures, Non-structural Components and Equipment ","Glass need not comply with Sentence 4.1.8.18.(14), provided at least one of the following conditions is met: (a)  IEFaSa(0.2) &lt; 0.35, (b) the glass has sufficient clearance from its frame such that Dclear ? 1.25 Dp calculated as follows: Dclear=2C11+hpC2/bpC 1where Dclear = relative horizontal displacement measured over the height of the glass panel, which causes initial glass-to-frame contact, C1 = average of the clearances on both sides between the vertical glass edges and the frame, hp = height of the rectangular glass panel, C2 = averages of the top and bottom clearances between the horizontal glass edges and the frame, and bp = width of the rectangular glass panel, (c) the glass is fully tempered, monolithic, installed in a non-post-disaster building, and no part of the glass is located more than 3 m above a walking surface, or (d) the glass is annealed or heat-strengthened laminated glass in a single thickness with an interlayer no less than 0.76 mm and captured mechanically in a wall system glazing pocket with the perimeter secured to the frame by a wet, glazed, gunable, curing, elastomeric sealant perimeter bead of 13 mm minimum glass contact width.",obc2019_divb,Div B,4.1.8.18.(15),"4.1.8.18. Elements of Structures, Non-Structural Components ","Glass need not comply with Sentence (14), provided at least one of the following conditions is met: (a) IEFaSa(0.2) &lt; 0.35, (b) the glass has sufficient clearance from its frame such that Dclear Ã¢â€°Â¥ 1.25 Dp calculated as follows: Dclear= 2C1(1 + hpC2/(bpC1)) where, Dclear = relative horizontal displacement measured over the height of the glass panel, which causes initial glass-to-frame contact, C1 = average of the clearances on both sides between the vertical glass edges and the frame, hp = height of the rectangular glass panel, C2 = average of the top and bottom clearances between the horizontal glass edges and the frame, and bp = width of the rectangular glass panel, (c) the glass is fully tempered, monolithic, installed in a building that is not a post-disaster building, and no part of the glass is located more than 3 m above a walking surface, or (d) the glass is annealed or heat-strengthened laminated glass in a single thickness with an interlayer no less than 0.76 mm and captured mechanically in a wall system glazing pocket with the perimeter secured to the frame by a wet, glazed, gunable, curing, elastomeric sealant perimeter bead of 13 mm minimum glass contact width. (See Appendix Note A-4.1.8.18.(14)) ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.18.(16),"Elements of Structures, Non-structural Components and Equipment ","For a structure with supplemental energy dissipation, the following criteria shall apply: (a) the value of Sa(0.2) used in Sentence (1) shall be determined from the mean 5% damped floor spectral acceleration values at 0.2 s by averaging the individual 5% damped floor spectra at the base of the structure determined using Non-Linear Dynamic Analysis, and (b) the value of Fa used in Sentence (1) shall be 1. ",obc2019_divb,Div B,4.1.8.18.(16),"4.1.8.18. Elements of Structures, Non-Structural Components ","For a structure with supplemental energy dissipation, the following criteria shall apply: (a) the value of Sa(0.2) used in Sentence (1) shall be determined from the mean 5% damped floor spectral acceleration values at 0.2 s by averaging the individual 5% damped floor spectra at the base of the structure determined using Non-Linear Dynamic Analysis, and (b) the value of Fa used in Sentence (1) shall be 1. ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.8.18.(2),"Elements of Structures, Non-structural Components and Equipment ","For buildings other than post-disaster buildings, seismically isolated buildings and buildings with supplemental energy dissipation systems, where IEFaSa(0.2) is less than 0.35, the requirements of Sentence (1) need not apply to Categories 6 through 22 of Table 4.1.8.18.",obc2019_divb,Div B,4.1.8.18.(2),"4.1.8.18. Elements of Structures, Non-Structural Components ","For buildings other than post-disaster buildings, seismically isolated buildings and buildings with supplemental energy dissipation systems, where IEFaSa(0.2) is less than 0.35, the requirements of Sentence (1) need not apply to Categories 6 through 22 of Table 4.1.8.18.",Common Sentence,No,,,,,,,
