Code Year,Province/Territory,Code Book,National Division,P/T Document,P/T Division,National Sentence Number,National Article Title,National Sentence Text,P/T Sentence Number,P/T Article Title,P/T Sentence Text,Text Difference Tracked,Difference Type,Variation,Variation Label,Exception,Comments,National Article Title (FR),National Sentence Text (FR),P/T Article Title (FR),P/T Sentence Text (FR),Text Difference Tracked (FR),Difference Type Updated,Exception Updated,Variation Updated
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.2.3.(3),8.2.2.3. Septic Tanks ,"The working capacity of the compartments required in Sentence (2) shall be sized such that, (a) the first compartment is at least 1.3 times the daily design sanitary sewage flow but in no case less than 2 400 L, and (b) each subsequent compartment shall be at least 50% of the first compartment. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.2.3.(4),8.2.2.3. Septic Tanks ,"Where multiple tanks are to be used to meet the requirements of Sentences (2) and (3), the tanks shall be connected in series such that,(a) the first tank in the series shall have at least a capacity as calculated in Clause (3)(a), however at no time shall a tank having a working capacity of less than 3 600 L be used, (b) all additional tanks after the first tank, excluding pump or dosing tanks shall have at least a working capacity equal to the volume required by Clause (3)(b), (c) the pipe between the outlet of one tank and the inlet of the next tank in the series shall have a minimum slope of 2 percent, (d) there shall be no partitions in the tank except where a partition is required to maintain the structural integrity of the tank, in which case openings within the partition shall be provided to allow the free movement of sanitary sewage throughout the tank, and (e) all piping between tanks shall be continuous and shall be connected to the tank through the use of flexible watertight seals that will permit differential movement between the tanks. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.2.3.(5),8.2.2.3. Septic Tanks ,"Partitions separating the septic tank into compartments shall extend at least 150 mm above the liquid level at the outlet, and there shall be one or more openings through or above the partition.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.2.3.(6),8.2.2.3. Septic Tanks ,The openings required between compartments referred to in Sentence (2) shall have a total cross-sectional area of at least three times the area of the inlet pipe and be located between the top and a level 150 mm above the liquid level at the outlet to provide for the free flow of air between compartments. ,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.2.3.(7),8.2.2.3. Septic Tanks ,"Sanitary sewage shall pass from one compartment to another of the septic tank as follows:(a) by means of a device similar to that described in CSA B66, ""Design, Material, and Manufacturing Requirements for Prefabricated Septic Tanks and Sewage Holding Tanks"" for outlet devices, or (b) through two or more openings through the partition located in a horizontal line, and evenly spaced across the width of the partition, centred at approximately 40% of the liquid depth below the surface of the liquid, and having a total area of between three and five times that of the cross-sectional area of the inlet pipe. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.2.3.(8),8.2.2.3. Septic Tanks ,"A septic tank shall be of such design and construction as will permit the collection and holding of sanitary sewage in it to a depth of not less than 1 000 mm, except that a depth of not less than 900 mm is permitted where the excavation is in rock, or to avoid rupture or displacement of the tank due to ground water pressure.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.2.3.(9),8.2.2.3. Septic Tanks ,"Except as provided in Sentences (10) and (11), every septic tank shall be installed in such a manner that the access openings are located not more than 300 mm below the ground surface. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.2.3.(10),8.2.2.3. Septic Tanks ,"Where the top of the septic tank is located more than 300 mm below the ground surface, it shall be equipped with risers that extend from the access opening of the septic tank to within 300 mm of the ground surface.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.2.3.(11),8.2.2.3. Septic Tanks ,"Where risers are used they shall conform to the requirements of CSA B66, ""Design, Material, and Manufacturing Requirements for Prefabricated Septic Tanks and Sewage Holding Tanks"", and shall have adequate access openings to allow for regular maintenance of the septic tank. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.2.4.(1),8.2.2.4. Holding Tanks ,All holding tanks shall be of such design and construction as will allow the complete removal of solid matter that can be expected to settle in the holding tank through an apparatus or device suitable for allowing the contents of the holding tank to be removed from the holding tank.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.2.4.(2),8.2.2.4. Holding Tanks ,A holding tank shall have a working capacity of not less than 9 000 L.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.2.4.(3),8.2.2.4. Holding Tanks ,"Where two or more tanks are used to meet the requirement of Sentence (2), they shall be deemed to be one holding tank provided they are connected in such a manner as will allow the sanitary sewage contained in them to flow between the tanks. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.2.4.(4),8.2.2.4. Holding Tanks ,The working capacity of the tanks described in Sentence (3) shall not include any portion of any tank that cannot be completely drained due to the manner in which the connections are made.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.3.1.1.(1),8.3.1.1. Scope ,This Section applies to the construction of a Class 1 sewage system.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.3.1.2.(1),8.3.1.2. Application ,"Except as provided in Sentence (2), a Class 1 sewage system shall be designed to receive only human body waste for disposal.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.3.1.2.(2),8.3.1.2. Application ,"Where the sewage system is specifically designed for the biological decomposition of non-waterborne biodegradable kitchen wastes or requires the addition of small quantities of plant matter to improve the decomposition of human body waste, it may receive such wastes in addition to human body waste.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.3.1.2.(3),8.3.1.2. Application ,"Where the sewage system is designed with a drain for the removal of excess liquid, then the sewage system shall drain to a Class 3, 4, or 5 sewage system. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.3.2.1.(1),8.3.2.1. Construction Requirements ,"A privy as described in Subsections 8.3.3. to 8.3.5. shall be enclosed with a superstructure that,(a) is constructed of strong durable weatherproof materials, (b) has a solid floor supported by a sill constructed of treated timber, masonry or other material of at least equal strength and durability, (c) is easily sanitized, (d) unless it is equipped solely as a urinal, is equipped with one or more seats each having a cover and being supported by an enclosed bench or riser that is lined with an impervious material on all interior vertical surfaces, (e) is equipped with a self-closing door, (f) has one or more openings for purposes of ventilation, all of which are screened, (g) has a ventilation duct that is screened at the top end and that extends from the underside of the bench or riser to a point above the roof of the superstructure, and (h) shall not have any openings for the reception of human body waste, other than urinals and those constructed in accordance with Clause (1)(d). ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.3.3.1.(1),8.3.3.1. Construction Requirements ,"An earth pit privy shall be constructed in the following manner:(a) the bottom of the pit shall be at least 900 mm above the high ground water table, (b) the sides of the pit shall be reinforced so as to prevent their collapse, (c) the pit shall be surrounded on all sides and on its bottom by not less than 600 mm of soil or leaching bed fill, and (d) the soil or leaching bed fill around the base of the sides of the superstructure of the earth pit privy shall be raised or mounded to a height of at least 150 mm above ground level. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.3.4.1.(1),8.3.4.1. Construction Requirements ,"A privy vault or a pail privy shall be constructed in the following manner:(a) the container or structure that is to be used for the holding or storage of sanitary sewage shall be watertight and made of a material that can be easily cleaned, (b) the soil or leaching bed fill around the base of the sides of the superstructure shall be raised or mounded to a height of at least 150 mm above ground level, and (c) the surface of the ground in the area of the privy vault or pail privy shall be so graded that surface drainage will be diverted away from the privy. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.3.5.1.(1),8.3.5.1. Construction Requirements ,"A portable privy shall be constructed in the following manner: (a) the portable privy shall have a watertight receptacle that shall be suitable for the holding and storage of any sanitary sewage deposited in it, (b) the receptacle for the holding and storage of sewage shall be designed and constructed in such a manner as to allow it to be easily emptied and cleaned, and (c) the portable privy shall be constructed of such material and in such a manner that it can withstand the stresses to which it will be subjected during its transportation to and from sites where it is to be used and during loading and unloading from vehicles used for the transportation of the portable privy to and from sites where it is to be used. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.4.1.1.(1),8.4.1.1. Scope ,This Section applies to the construction of a Class 2 sewage system.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.4.1.2.(1),8.4.1.2. Application ,A Class 2 sewage system shall be designed only for the treatment and disposal of greywater.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.4.1.2.(2),8.4.1.2. Application ,"The total daily design flow for a Class 2 sewage system shall be calculated based on the fixtures discharging to the system as follows:(a) 200 L per fixture unit where there is a supply of pressurized water, and (b) 125 L per fixture unit where there is no supply of pressurized water. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.4.2.1.(1),8.4.2.1. Construction Requirements ,The bottom of the pit shall be at least 900 mm above the high ground water table.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.4.2.1.(2),8.4.2.1. Construction Requirements ,The pit shall be constructed in such a manner as to prevent the collapse of its sidewalls.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.4.2.1.(3),8.4.2.1. Construction Requirements ,Any material used to support or form the sidewalls of the pit shall be an open jointed material of a type that will permit leaching from the pit. ,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.4.2.1.(4),8.4.2.1. Construction Requirements ,"The pit shall be provided with a tight, strong cover that shall remain over the pit except when it is necessary to remove it for purposes of adding greywater to or removing greywater from the pit or for purposes of maintenance of the pit.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.4.2.1.(5),8.4.2.1. Construction Requirements ,The earth around the perimeter of the pit shall be raised or mounded to a height of at least 150 mm above ground level. ,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.4.2.1.(6),8.4.2.1. Construction Requirements ,The surface of the ground in the area of the pit shall be so graded that surface drainage in the area will be diverted away from the pit.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.4.2.1.(7),8.4.2.1. Construction Requirements ,The pit shall be surrounded on all sides and on its bottom by at least 600 mm of soil having a percolation time of less than 50 minutes. ,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.4.2.2.(1),8.4.2.2. Maximum Sewage Flow ,A Class 2 sewage system shall not be constructed where the daily design greywater flow to the system exceeds 1 000 L/day.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.4.2.3.(1),8.4.2.3. Sizing ,"A Class 2 sewage system shall be designed and constructed so that the loading rate to the side walls shall be not more than the value calculated using the formula, where, LR = loading rate of the sidewalls in litres per day/m2, and T = percolation time. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.5.1.1.(1),8.5.1.1. Scope ,This Section applies to the construction of a Class 3 sewage system.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.5.1.2.(1),8.5.1.2. Application ,A Class 3 sewage system shall not be constructed where the daily design sanitary sewage flow to the system exceeds 1 000 L/day.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.5.1.2.(2),8.5.1.2. Application ,A Class 3 sewage system shall be designed to receive only the contents of a Class 1 sewage system or effluent from a Class 1 sewage system for disposal.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.5.2.1.(1),8.5.2.1. Construction Requirements ,The bottom of the cesspool shall be at least 900 mm above the high ground water table.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.5.2.1.(2),8.5.2.1. Construction Requirements ,The cesspool shall be constructed in such a manner as to prevent the collapse of its sidewalls.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.5.2.1.(3),8.5.2.1. Construction Requirements ,Any material used to support or form the sidewalls of the cesspool shall be an open jointed material of a type that will permit leaching from the cesspool. ,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.5.2.1.(4),8.5.2.1. Construction Requirements ,The cesspool shall be provided with a tight strong cover that shall remain over the cesspool except when it is necessary to remove it for the purposes of adding sanitary sewage to or removing sanitary sewage from the cesspool or for purposes of maintenance of the cesspool.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.5.2.1.(5),8.5.2.1. Construction Requirements ,"Where the cesspool extends to the ground surface, the cover required in Sentence (4) shall be lockable. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.5.2.1.(6),8.5.2.1. Construction Requirements ,The soil or leaching bed fill around the perimeter of the cesspool shall be raised or mounded to a height of at least 150 mm above ground level.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.5.2.1.(7),8.5.2.1. Construction Requirements ,The surface of the ground in the area of the cesspool shall be graded such that surface drainage in the area will be diverted away from the cesspool. ,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.5.2.1.(8),8.5.2.1. Construction Requirements ,"The cesspool shall be surrounded on all sides and on its bottom by at least 600 mm of soil or leaching bed fill, except the top where the cesspool extends to the surface of the ground.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.6.1.1.(1),8.6.1.1. Scope ,This Section applies to the construction of a Class 4 sewage system.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.6.1.2.(1),8.6.1.2. General Requirements ,The treatment unit shall be connected to a leaching bed constructed in accordance with the requirements of Section 8.7.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.6.1.3.(1),8.6.1.3. Pumps and Siphons ,"Where the total length of distribution pipe or leaching chamber required is 150 m or more, the sewage system shall have at least one pump or a siphon contained in a dosing tank that may be a separate compartment within the tank structure, for distribution of the effluent. (1.1) Where the total length of leaching chamber is 150 m or more, a distribution pipe shall be installed at the centreline of the leaching chamber and extend the total length of leaching chamber to allow for dosing of the effluent. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.6.1.3.(2),8.6.1.3. Pumps and Siphons ,Alternating siphons shall not be installed in a sewage system.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.6.1.3.(3),8.6.1.3. Pumps and Siphons ,"Where 2 or more pumps are employed within a dosing tank, the pumps shall be designed such that the pumps alternate dosing, and dosing shall continue in the event that one pump fails. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.6.1.3.(4),8.6.1.3. Pumps and Siphons ,"Where a pump or siphon is required, the pump or siphon shall be designed to discharge a dose of at least 75% of the internal volume of the distribution pipe within a time period not exceeding fifteen minutes.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.6.1.3.(5),8.6.1.3. Pumps and Siphons ,"Where a pump or siphon is required, the pump or siphon shall be equipped with a device that shall produce an audible and visual alarm signal that indicates a high water level in the pump or siphon chamber. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.6.2.1.(1),8.6.2.1. Septic Tank Systems ,An effluent filter shall be installed in the outlet flow path of every septic tank that discharges effluent to a leaching bed.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.6.2.1.(2),8.6.2.1. Septic Tank Systems ,"The septic tank effluent filter required by Sentence (1) shall,(a) conform to the requirements of NSF/ANSI 46, ""Evaluation of Components and Devices Used in Wastewater Treatment Systems"", (b) be sized to filter particles of 1.6 mm, (c) have a minimum area of 550 cm2, and (d) be installed in accordance with the manufacturer’s recommendations. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.6.2.1.(3),8.6.2.1. Septic Tank Systems ,A secured access opening to allow for regular maintenance of the effluent filter shall be provided at the ground surface.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.6.2.2.(1),8.6.2.2. Other Treatment Units (See Appendix A.) ,"Except as provided in Sentence (2), a treatment unit, other than a septic tank, shall be designed such that the effluent does not exceed, for the level of the treatment unit set out in Column 1 of Table 8.6.2.2., the maximum concentrations set out opposite it in Columns 2 and 3 of Table 8.6.2.2.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.6.2.2.(2),8.6.2.2. Other Treatment Units (See Appendix A.) ,"A treatment unit that is used in conjunction with a leaching bed constructed as a shallow buried trench, Type A dispersal bed or Type B dispersal bed shall be designed such that the effluent does not exceed the maximum concentrations set out opposite a Level IV treatment unit in Columns 2 and 3 of Table 8.6.2.2.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.6.2.2.(3),8.6.2.2. Other Treatment Units (See Appendix A.) ,All treatment units referred to in Sentences (1) and (2) that contain mechanical components shall be equipped with an audible and visual warning alarm so located to warn the occupants of the building served or the operator of the treatment unit of a malfunction in the operation of the treatment unit. ,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.6.2.2.(4),8.6.2.2. Other Treatment Units (See Appendix A.) ,All treatment units referred to in Sentences (1) and (2) shall permit the sampling of the effluent.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.6.2.2.(5),8.6.2.2. Other Treatment Units (See Appendix A.) ,"A treatment unit is deemed to comply with Sentences (1) and (2) if it has been certified to CAN/BNQ 3680-600, ""Onsite Residential Wastewater Treatment Technologies"" using a temperature condition listed under option a) or b) of Clause 8.2.2. of that standard. (See Appendix A.) ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.6.2.2.(6),8.6.2.2. Other Treatment Units (See Appendix A.) ,"Every operator of a treatment unit shall obtain, from the manufacturer or distributor of the treatment unit, literature that describes the unit in detail and provides complete instructions regarding the operation, servicing, and maintenance requirements of the unit and its related components necessary to ensure the continued proper operation in accordance with the original design and specifications.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.1.1.(1),8.7.1.1. Scope ,This Section applies to the construction of leaching beds.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.1.2.(1),8.7.1.2. Limitation on Installation ,"The design and installation of a shallow buried trench, Type A dispersal bed or Type B dispersal bed shall be carried out by a person competent in this field of work.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.2.1.(1),8.7.2.1. General Requirements ,"A leaching bed shall not be located,(a) in an area that has an average slope that exceeds one unit vertically to four units horizontally, (b) in soil or leaching bed fill having a percolation time of, (i) less than one minute, or greater than 125 minutes if constructed as a shallow buried trench, or (ii) less than one minute, or greater than 50 minutes for all other leaching beds, or (c) in or on an area that is subject to flooding that may be expected to cause damage to the leaching bed or impair the operation of the leaching bed. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.2.1.(2),8.7.2.1. General Requirements ,A leaching bed shall not be covered with any material having a hydraulic conductivity less than 0.01 m/day.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.2.1.(3),8.7.2.1. General Requirements ,"The surface of the leaching bed shall be shaped to shed water and together with the side slopes of any raised portion, shall be protected against erosion in such a manner as to not inhibit the evaporation and transpiration of waters from the soil or leaching bed fill, and to not cause plugging of the distribution pipe. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.2.1.(4),8.7.2.1. General Requirements ,No part of a leaching bed shall be sloped steeper than 1 unit vertically to 4 units horizontally.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.2.1.(5),8.7.2.1. General Requirements ,"A leaching bed shall be designed to be protected from compaction or any stress or pressure that may result in, (a) the impairment or destruction of any pipe in the leaching bed, or (b) the smearing of the soil or leaching bed fill. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.2.2.(1),8.7.2.2. Distribution Pipes within Leaching Beds ,Sentence (2) applies to the design and construction of a leaching bed with distribution pipes used within the leaching bed.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.2.2.(2),8.7.2.2. Distribution Pipes within Leaching Beds ,"The header line and distribution pipes within a leaching bed shall be designed and constructed so that they can be detected by,(a) magnetic means, (b) means of a 14 gauge TW solid copper light coloured plastic coated tracer wire, or (c) other means of subsurface detection. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.2.3.(1),8.7.2.3. Leaching Chambers within Leaching Beds ,"Leaching chambers are permitted for use in conjunction with an absorption trench, shallow buried trench, filter bed or Type A dispersal bed.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.2.3.(2),8.7.2.3. Leaching Chambers within Leaching Beds ,Leaching chambers shall comply with the dimension requirements for either a Type I or Type II leaching chamber listed in Table 8.7.2.3.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.2.3.(3),8.7.2.3. Leaching Chambers within Leaching Beds ,"Leaching chambers shall conform to the requirements of IAPMO PS 63, ""Plastic Leaching Chambers"". ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.2.3.(4),8.7.2.3. Leaching Chambers within Leaching Beds ,"The header line and leaching chambers within a leaching bed shall be designed and constructed so that they can be detected by,(a) magnetic means, (b) means of a 14 gauge TW solid copper light coloured plastic coated tracer wire, or (c) other means of subsurface detection. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.3.1.(1),8.7.3.1. Length of Distribution Pipe ,"The total length of distribution pipe shall,(a) not be less than 30 m when constructed as a shallow buried trench, or (b) not be less than 40 m for any other absorption trench. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.3.1.(2),8.7.3.1. Length of Distribution Pipe ,"Except as provided in Sentences (1), (3), and (4) every leaching bed constructed by means of absorption trenches shall have a total length of distribution pipe not less than the value determined by the formula,where, L = total length of distribution pipe in metres, Q = the total daily design sanitary sewage flow in litres, and T = the design percolation time. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.3.1.(3),8.7.3.1. Length of Distribution Pipe ,"Except as provided in Sentence (1), where a leaching bed receives effluent from a Level II, Level III or Level IV treatment unit as described in Table 8.6.2.2., the leaching bed may have a total length of distribution pipe not less than the value determined by the formula,where, L = total length of distribution pipe in metres, Q = the total daily design sanitary sewage flow in litres, and T = the design percolation time. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.3.1.(4),8.7.3.1. Length of Distribution Pipe ,"Except as provided in Sentence (1), where the leaching bed is constructed as a shallow buried trench, the total length of the distribution pipe shall not be less than the value determined by Table 8.7.3.1.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.3.2.(1),8.7.3.1A. Length of Leaching Chamber ,"The total length of leaching chamber shall,(a) not be less than 30 m when constructed as a shallow buried trench, or (b) not be less than 40 m for any other absorption trench. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.3.2.(2),8.7.3.1A. Length of Leaching Chamber ,"Except as provided in Sentences (1) and (3), the total length of leaching chamber shall not be less than the value determined by the formula,L = QT/200, for a Type I leaching chamber, or L = QT/300, for a Type II leaching chamber, where, L = total length of leaching chamber in metres, Q = the total daily design sanitary sewage flow in litres, and T = the design percolation time. L = QT/300 where, L = total length of leaching chamber in metres, Q = the total daily design sanitary sewage flow in litres, and T = the design percolation time. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.3.2.(3),8.7.3.1A. Length of Leaching Chamber ,"When a treatment unit described in Article 8.6.2.2. is used in conjunction with a leaching chamber, the total length of leaching chamber shall not be less than the value determined by the formula,",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.3.2.(4),8.7.3.1A. Length of Leaching Chamber ,"Except as provided in Sentence (1), where the leaching bed is constructed as a shallow buried trench, the total length of leaching chamber shall not be less than the value determined by Table 8.7.3.1A.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.3.3.(1),8.7.3.2. Absorption Trenches ,"Except as provided in Sentence (2), absorption trenches shall be,(a) approximately the same length and not more than 30 m in length, (b) not less than 500 mm and not more than 1 000 mm in width, (c) not less than 600 mm and not more than 900 mm in depth, (d) centred not less than, (i) 1 600 mm apart where used in conjunction with, (A) a distribution pipe, (B) a Type I leaching chamber, or (C) a Type II leaching chamber constructed in leaching bed fill, or (ii) 2 400 mm apart where used in conjunction with a Type II leaching chamber, other than a Type II leaching chamber constructed in leaching bed fill, (e) located so that the bottom of the absorption trench is not less than 900 mm above the high ground water table, rock or soil with a percolation time of more than 50 minutes, and (f) backfilled, after the installation of the distribution pipe or leaching chamber with leaching bed fill, so as to ensure that after the leaching bed fill settles, the surface of the leaching bed will not form any depressions. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.3.3.(2),8.7.3.2. Absorption Trenches ,"Absorption trenches constructed as a shallow buried trench shall be,(a) approximately the same length and not more than 30 m in length, (b) not less than 300 mm and not more than 600 mm in width, (c) not less than 300 mm and not more than 600 mm in depth, (d) centred not less than 2 000 mm apart, (e) not less than 900 mm at all points on the bottom of the absorption trench above the high ground water table or rock, and (f) backfilled, after the installation of the distribution pipe with leaching bed fill, so as to ensure that after the leaching bed fill settles, the surface of the leaching bed will not form any depressions. ",,P/T Only,Yes,,,,,,,,,,,
