Full Index,ID,SEQ,DOCTYPE,DOCID,IDWITHINDOC,DIVISION,PROVISION,ARTICLE_TITLE,FRAG_DOCUMENT,FRAG_DOCUMENT_NOWHITESPACE,WORDCOUNT,PARTNUM,SECTIONNUM,SUBSECTIONNUM,ARTICLENUM,SENTENCENUM
13684,1379567,310145.0,P,npc2015_divb,464.0,B,2.6.1.6.(1),Flushing Devices,Flushing devices that serve water closets or urinals shall have sufficient capacity and be adjusted to deliver at each operation a volume of water that will thoroughly flush the fixture or fixtures they serve.,flushingdevicesthatservewaterclosetsorurinalsshallhavesufficientcapacityandbeadjustedtodeliverateachoperationavolumeofwaterthatwillthoroughlyflushthefixtureorfixturestheyserve.,34.0,2.0,6,1,6,1
13685,1379573,309867.0,P,npc2015_divb,186.0,B,2.3.2.8.(2),Stainless Steel Welded Joints,Butt weld pipe fittings shall be at least as thick as the wall of the pipe used.,buttweldpipefittingsshallbeatleastasthickasthewallofthepipeused.,17.0,2.0,3,2,8,2
13686,1379585,309812.0,P,npc2015_divb,131.0,B,2.2.8.1.(1),Pipes and Fittings,"Pipes and fittings to be used for drainage and venting of acid and corrosive wastes shall conform to ASTM A 518/A 518M-99 Corrosion-Resistant High-Silicon Iron Castings ASTM C 1053-00 Borosilicate Glass Pipe and Fittings for Drain, Waste, and Vent (DWV) Applications or CSA CAN/CSA-B181.3-15 Polyolefin and Polyvinylidene Fluoride (PVDF) Laboratory Drainage Systems","pipesandfittingstobeusedfordrainageandventingofacidandcorrosivewastesshallconformtoastma518/a518m-99corrosion-resistanthigh-siliconironcastingsastmc1053-00borosilicateglasspipeandfittingsfordrain,waste,andvent(dwv)applicationsorcsacan/csa-b181.3-15polyolefinandpolyvinylidenefluoride(pvdf)laboratorydrainagesystems",52.0,2.0,2,8,1,1
13687,1379595,309840.0,P,npc2015_divb,159.0,B,2.2.10.10.(2),Back-Siphonage Preventers and Backflow Preventers,Back-siphonage preventers for tank-type water closets (anti-siphon fill shall conform to CSA B125.3-12 Plumbing Fittings,back-siphonagepreventersfortank-typewaterclosets(anti-siphonfillvalves)shallconformtocsab125.3-12plumbingfittings,16.0,2.0,2,10,10,2
13688,1379617,310151.0,P,npc2015_divb,470.0,B,2.6.1.7.(2),Relief Valves,"The hot water tank of a storage-type service water heater shall be equipped with a temperature-relief valve with a temperature-sensing element located within the top 150 mm of the tank, and designed to open and discharge sufficient water from the tank to keep the temperature of the water in the tank from exceeding 99°C under all operating conditions.","thehotwatertankofastorage-typeservicewaterheatershallbeequippedwithatemperature-reliefvalvewithatemperature-sensingelementlocatedwithinthetop150mmofthetank,anddesignedtoopenanddischargesufficientwaterfromthetanktokeepthetemperatureofthewaterinthetankfromexceeding99°cunderalloperatingconditions.",58.0,2.0,6,1,7,2
13691,1380220,310007.0,P,npc2015_divb,326.0,B,2.4.7.3.(2),Manholes,"A manhole shall be provided with a cover that provides an airtight seal if located within a building, a rigid ladder of a corrosion-resistant material where the depth exceeds 1 m, and a vent to the exterior if the manhole is located within a building.","amanholeshallbeprovidedwithacoverthatprovidesanairtightsealiflocatedwithinabuilding,arigidladderofacorrosion-resistantmaterialwherethedepthexceeds1m,andaventtotheexteriorifthemanholeislocatedwithinabuilding.",45.0,2.0,4,7,3,2
13695,1381482,309801.0,P,npc2015_divb,120.0,B,2.2.7.4.(1),Copper Tube,Copper tube shall conform to ASTM B 88-16 Seamless Copper Water Tube or ASTM B 306-13 Copper Drainage Tube (DWV),coppertubeshallconformtoastmb88-16seamlesscopperwatertubeorastmb306-13copperdrainagetube(dwv),20.0,2.0,2,7,4,1
13696,1381504,310019.0,P,npc2015_divb,338.0,B,2.4.9.2.(2),Serving Water Closets,Branch and building drains downstream of the third water closet fixture drain connection shall be not less than 4 inches in size.,branchandbuildingdrainsdownstreamofthethirdwaterclosetfixturedrainconnectionshallbenotlessthan4inchesinsize.,22.0,2.0,4,9,2,2
13697,1382013,309728.0,P,npc2015_divb,47.0,B,2.2.4.2.(2),Sanitary T Fittings,"A double sanitary T fitting shall not be used to connect the trap arms of back outlet water closets installed back-to-back, or 2 urinals where no cleanout fitting is provided above the connection.","adoublesanitarytfittingshallnotbeusedtoconnectthetraparmsofbackoutletwaterclosetsinstalledback-to-back,or2urinalswherenocleanoutfittingisprovidedabovetheconnection.",33.0,2.0,2,4,2,2
13699,1382132,309685.0,P,npc2015_divb,4.0,B,1.2.1.1.(2),Non-defined Terms,"Where objectives and functional statements are referred to in Division B, they shall be the objectives and functional statements described in Parts 2 and 3 of Division A.","whereobjectivesandfunctionalstatementsarereferredtoindivisionb,theyshallbetheobjectivesandfunctionalstatementsdescribedinparts2and3ofdivisiona.",28.0,1.0,2,1,1,2
13703,1382667,309935.0,P,npc2015_divb,254.0,B,2.4.2.1.(1),Connections to Sanitary Drainage Systems,"Fixtures shall be directly connected to a sanitary drainage system, except that drinking fountains are permitted to be indirectly connected to a sanitary drainage system, or connected to a storm drainage system provided that where the system is subject to backflow, a backwater valve is installed in the fountain waste pipe (see Note A-2.4.2.1.(1)(a)(ii) and (e)(vi)), drainage pans on heating/cooling units are permitted to be connected to a storm drainage system, provided that where the system is subject to backflow, a backwater valve is installed, a floor drain is permitted to be connected to a storm drainage system, provided it is located where it can receive only clear-water waste or storm water, fixtures or appliances that discharge only clear-water waste are permitted to be connected to a storm drainage system or be drained onto a roof, and the following devices shall be indirectly connected to a drainage system: a device for the display, storage, preparation or processing of food or drink, a sterilizer, a device that uses water as a cooling or heating medium, a water operated device, a water treatment device, or a drain or overflow from a water system or a heating system (see Note A-2.4.2.1.(1)(a)(ii) and (e)(vi)).","fixturesshallbedirectlyconnectedtoasanitarydrainagesystem,exceptthatdrinkingfountainsarepermittedtobeindirectlyconnectedtoasanitarydrainagesystem,orconnectedtoastormdrainagesystemprovidedthatwherethesystemissubjecttobackflow,abackwatervalveisinstalledinthefountainwastepipe(seenotea-2.4.2.1.(1)(a)(ii)and(e)(vi)),drainagepansonheating/coolingunitsarepermittedtobeconnectedtoastormdrainagesystem,providedthatwherethesystemissubjecttobackflow,abackwatervalveisinstalled,afloordrainispermittedtobeconnectedtoastormdrainagesystem,provideditislocatedwhereitcanreceiveonlyclear-waterwasteorstormwater,fixturesorappliancesthatdischargeonlyclear-waterwastearepermittedtobeconnectedtoastormdrainagesystemorbedrainedontoaroof,andthefollowingdevicesshallbeindirectlyconnectedtoadrainagesystem:adeviceforthedisplay,storage,preparationorprocessingoffoodordrink,asterilizer,adevicethatuseswaterasacoolingorheatingmedium,awateroperateddevice,awatertreatmentdevice,oradrainoroverflowfromawatersystemoraheatingsystem(seenotea-2.4.2.1.(1)(a)(ii)and(e)(vi)).",200.0,2.0,4,2,1,1
13704,1382782,309829.0,P,npc2015_divb,148.0,B,2.2.10.6.(5),Supply and Waste Fittings,Each lavatory in a public washroom shall be equipped with a device capable of automatically shutting off the flow of water when the lavatory is not in use. (See Note A-2.2.10.6.(4) and (5).),eachlavatoryinapublicwashroomshallbeequippedwithadevicecapableofautomaticallyshuttingofftheflowofwaterwhenthelavatoryisnotinuse.(seenotea-2.2.10.6.(4)and(5).),33.0,2.0,2,10,6,5
13706,1383402,310018.0,P,npc2015_divb,337.0,B,2.4.9.2.(1),Serving Water Closets,Drainage pipes that serve a water closet shall be not less than 3 inches in size.,drainagepipesthatserveawaterclosetshallbenotlessthan3inchesinsize.,16.0,2.0,4,9,2,1
13707,1383412,309902.0,P,npc2015_divb,221.0,B,2.3.4.5.(6),Support for Horizontal Piping,"Where a hanger is attached to concrete or masonry, it shall be fastened by metal or expansion-type plugs that are inserted or built into the concrete or masonry.","whereahangerisattachedtoconcreteormasonry,itshallbefastenedbymetalorexpansion-typeplugsthatareinsertedorbuiltintotheconcreteormasonry.",28.0,2.0,3,4,5,6
13710,1384089,309781.0,P,npc2015_divb,100.0,B,2.2.6.8.(1),Corrugated Steel Pipe and Couplings,Corrugated steel pipe and couplings shall conform to CSA G401-14 Corrugated Steel Pipe Products,corrugatedsteelpipeandcouplingsshallconformtocsag401-14corrugatedsteelpipeproducts,14.0,2.0,2,6,8,1
13711,1384091,309836.0,P,npc2015_divb,155.0,B,2.2.10.9.(1),Drinking Fountain Bubblers,"The orifice of drinking fountain bubblers shall be of the shielded type, and direct the water upward at an angle of approximately 45°.","theorificeofdrinkingfountainbubblersshallbeoftheshieldedtype,anddirectthewaterupwardatanangleofapproximately45°.",23.0,2.0,2,10,9,1
13712,1384107,310001.0,P,npc2015_divb,320.0,B,2.4.7.2.(2),Size and Spacing of Cleanouts,Cleanout fittings for building drains shall be at least 4 inches in size.,cleanoutfittingsforbuildingdrainsshallbeatleast4inchesinsize.,13.0,2.0,4,7,2,2
13713,1384622,309717.0,P,npc2015_divb,36.0,B,2.2.3.1.(2),Traps,The trap seal depth on fixtures draining to an acid waste system shall be a minimum of 50 mm.,thetrapsealdepthonfixturesdrainingtoanacidwastesystemshallbeaminimumof50mm.,19.0,2.0,2,3,1,2
13714,1384772,309833.0,P,npc2015_divb,152.0,B,2.2.10.7.(3),Water Temperature Control,"Mixing valves that supply shower heads shall be of the pressure-balanced, thermostatic, or combination pressure-balanced/thermostatic type capable of maintaining a water outlet temperature that does not exceed 49°C, and limiting thermal shock.","mixingvalvesthatsupplyshowerheadsshallbeofthepressure-balanced,thermostatic,orcombinationpressure-balanced/thermostatictypecapableofmaintainingawateroutlettemperaturethatdoesnotexceed49°c,andlimitingthermalshock.",32.0,2.0,2,10,7,3
13715,1385344,309850.0,P,npc2015_divb,169.0,B,2.3.2.1.(1),Caulked Lead Drainage Joints,"Caulked lead drainage joints shall not be used except for cast-iron pipe in a drainage system or venting system, or between such pipe and other ferrous pipe, brass and copper pipe, a caulking ferrule, or a trap standard.","caulkedleaddrainagejointsshallnotbeusedexceptforcast-ironpipeinadrainagesystemorventingsystem,orbetweensuchpipeandotherferrouspipe,brassandcopperpipe,acaulkingferrule,oratrapstandard.",38.0,2.0,3,2,1,1
13716,1385364,309998.0,P,npc2015_divb,317.0,B,2.4.7.1.(10),Cleanouts for Drainage Systems,"A fixture outlet pipe, a trap with a removable trap dip, or a separate cleanout shall be used as a cleanout for a fixture drain. (See Note A-2.4.7.1.(10).)","afixtureoutletpipe,atrapwitharemovabletrapdip,oraseparatecleanoutshallbeusedasacleanoutforafixturedrain.(seenotea-2.4.7.1.(10).)",28.0,2.0,4,7,1,10
13717,1385414,309747.0,P,npc2015_divb,66.0,B,2.2.5.6.(4),PVC Pipe and Fittings,"PVC water pipe and fittings referred to in Sentences 2.2.5.6.(1), 2.2.5.6.(2) and 2.2.5.6.(3) shall not be used in a hot water system.","pvcwaterpipeandfittingsreferredtoinsentences2.2.5.6.(1),2.2.5.6.(2)and2.2.5.6.(3)shallnotbeusedinahotwatersystem.",22.0,2.0,2,5,6,4
13721,1386002,309849.0,P,npc2015_divb,168.0,B,2.3.1.1.(1),General,"This Section applies to the construction and use of joints and connections, and the arrangement, protection, support and testing of piping.","thissectionappliestotheconstructionanduseofjointsandconnections,andthearrangement,protection,supportandtestingofpiping.",21.0,2.0,3,1,1,1
13722,1386308,309759.0,P,npc2015_divb,78.0,B,2.2.5.11.(4),Polyethylene/Aluminum/Polyethylene Composite Pipe and Fittings,PE/AL/PE pipe with a pressure rating of 690 kPa or greater at 82°C shall be used with fittings that conform to CSA B137.10-17 Crosslinked Polyethylene/Aluminum/Crosslinked Polyethylene (PEX-AL-PEX) Composite Pressure-Pipe Systems in hot water systems.,pe/al/pepipewithapressureratingof690kpaorgreaterat82°cshallbeusedwithfittingsthatconformtocsab137.10-17crosslinkedpolyethylene/aluminum/crosslinkedpolyethylene(pex-al-pex)compositepressure-pipesystemsinhotwatersystems.,34.0,2.0,2,5,11,4
13724,1386683,310104.0,P,npc2015_divb,423.0,B,2.5.7.3.(2),Additional Circuit Vents and Relief Vents,"The size of the soil-or-waste pipe acting as a relief vent in accordance with Sentence 2.5.3.1.(4) shall be in conformance with Tables 2.4.10.6.A, 2.4.10.6.B or 2.5.8.1., and Article 2.5.7.1., whichever size is the largest considering the hydraulic load drained into the soil-or-waste pipe.","thesizeofthesoil-or-wastepipeactingasareliefventinaccordancewithsentence2.5.3.1.(4)shallbeinconformancewithtables2.4.10.6.a,2.4.10.6.bor2.5.8.1.,andarticle2.5.7.1.,whicheversizeisthelargestconsideringthehydraulicloaddrainedintothesoil-or-wastepipe.",43.0,2.0,5,7,3,2
13725,1386686,309790.0,P,npc2015_divb,109.0,B,2.2.6.12.(2),Stainless Steel Pipe Flanges,Stainless steel pipe flanges shall be made of a material that matches the grade of the pipe material used.,stainlesssteelpipeflangesshallbemadeofamaterialthatmatchesthegradeofthepipematerialused.,19.0,2.0,2,6,12,2
13727,1387954,309804.0,P,npc2015_divb,123.0,B,2.2.7.5.(1),Solder-Joint Drainage Fittings,Solder-joint fittings for drainage systems shall conform to ASME B16.23-2016 Cast Copper Alloy Solder Joint Drainage Fittings: DWV or ASME B16.29-2012 Wrought Copper and Wrought Copper Alloy Solder-Joint Drainage Fittings – DWV,solder-jointfittingsfordrainagesystemsshallconformtoasmeb16.23-2016castcopperalloysolderjointdrainagefittings:dwvorasmeb16.29-2012wroughtcopperandwroughtcopperalloysolder-jointdrainagefittings–dwv,32.0,2.0,2,7,5,1
13728,1387968,309996.0,P,npc2015_divb,315.0,B,2.4.7.1.(8),Cleanouts for Drainage Systems,A cleanout shall be provided to permit the cleaning of the piping downstream of an interceptor.,acleanoutshallbeprovidedtopermitthecleaningofthepipingdownstreamofaninterceptor.,16.0,2.0,4,7,1,8
13729,1387972,310051.0,P,npc2015_divb,370.0,B,2.5.2.1.(1),Wet Venting,"A soil-or-waste pipe is permitted to serve as a wet vent, provided the hydraulic load is in accordance with Table 2.5.8.1., the number of wet-vented water closets does not exceed 2, where 2 water closets are installed, they are connected at the same level by means of a double sanitary T fitting if the vent pipe is vertical and by means of a double Y fitting if the vent pipe is horizontal, the water closets are installed downstream of all other fixtures, trap arms and fixture drains connected to the wet vent do not exceed 2 inches in size, except for connections from emergency floor drains in accordance with Sentence 2.5.1.1.(3), the total hydraulic load on the wet vent does not exceed the limits stated in Table 2.5.8.1. when separately vented branches or fixture drains in the same storey, having a total hydraulic load not greater than 2 fixture units, are connected to the wet vent or a wet-vented water closet trap arm, the hydraulic load of separately vented fixtures that drain into the wet vent are not included when sizing the continuous vent that serves the wet vent, where a wet vent extends through more than one storey, the total discharge from any one storey above the first storey does not exceed 4 fixture units, there is not more than one nominally horizontal offset in the wet vent, and the offset does not exceed 1.2 m for pipes 2 inches or less in size, or the offset does not exceed 2.5 m for pipes larger than 2 inches in size, the wet-vented portion is not reduced in size except for the portion that is upstream of emergency floor drains in accordance with Sentence 2.5.1.1.(3), and the length of the wet vent is not limited.","asoil-or-wastepipeispermittedtoserveasawetvent,providedthehydraulicloadisinaccordancewithtable2.5.8.1.,thenumberofwet-ventedwaterclosetsdoesnotexceed2,where2waterclosetsareinstalled,theyareconnectedatthesamelevelbymeansofadoublesanitarytfittingiftheventpipeisverticalandbymeansofadoubleyfittingiftheventpipeishorizontal,thewaterclosetsareinstalleddownstreamofallotherfixtures,traparmsandfixturedrainsconnectedtothewetventdonotexceed2inchesinsize,exceptforconnectionsfromemergencyfloordrainsinaccordancewithsentence2.5.1.1.(3),thetotalhydraulicloadonthewetventdoesnotexceedthelimitsstatedintable2.5.8.1.whenseparatelyventedbranchesorfixturedrainsinthesamestorey,havingatotalhydraulicloadnotgreaterthan2fixtureunits,areconnectedtothewetventorawet-ventedwaterclosettraparm,thehydraulicloadofseparatelyventedfixturesthatdrainintothewetventarenotincludedwhensizingthecontinuousventthatservesthewetvent,whereawetventextendsthroughmorethanonestorey,thetotaldischargefromanyonestoreyabovethefirststoreydoesnotexceed4fixtureunits,thereisnotmorethanonenominallyhorizontaloffsetinthewetvent,andtheoffsetdoesnotexceed1.2mforpipes2inchesorlessinsize,ortheoffsetdoesnotexceed2.5mforpipeslargerthan2inchesinsize,thewet-ventedportionisnotreducedinsizeexceptfortheportionthatisupstreamofemergencyfloordrainsinaccordancewithsentence2.5.1.1.(3),andthelengthofthewetventisnotlimited.",295.0,2.0,5,2,1,1
13732,1388637,310048.0,P,npc2015_divb,367.0,B,2.5.1.1.(2),Venting for Traps,"Drainage systems may require additional protection as provided in Subsections 2.5.4. and 2.5.5. by the installation of branch vents, vent stacks, stack vents, vent headers, fresh air inlets, relief vents, circuit vents, yoke vents, offset relief vents, additional circuit vents, wet vents, individual vents, dual vents, or continuous vents.","drainagesystemsmayrequireadditionalprotectionasprovidedinsubsections2.5.4.and2.5.5.bytheinstallationofbranchvents,ventstacks,stackvents,ventheaders,freshairinlets,reliefvents,circuitvents,yokevents,offsetreliefvents,additionalcircuitvents,wetvents,individualvents,dualvents,orcontinuousvents.",49.0,2.0,5,1,1,2
13733,1388644,310009.0,P,npc2015_divb,328.0,B,2.4.7.3.(4),Manholes,A manhole in a sanitary drainage system shall be channeled to direct the flow of effluent.,amanholeinasanitarydrainagesystemshallbechanneledtodirecttheflowofeffluent.,16.0,2.0,4,7,3,4
13734,1389270,310133.0,P,npc2015_divb,452.0,B,2.6.1.1.(1),Design,Fixtures supplied with separate hot and cold water controls shall have the hot water control on the left and the cold on the right.,fixturessuppliedwithseparatehotandcoldwatercontrolsshallhavethehotwatercontrolontheleftandthecoldontheright.,24.0,2.0,6,1,1,1
13737,1390460,310185.0,P,npc2015_divb,504.0,B,2.6.2.10.(3),Vacuum Breakers,"An atmospheric vacuum breaker shall be installed so that the critical level is at least the distance specified by the manufacturer at which the device will operate safely but not less than 25 mm above the flood level rim of a fixture or tank, or the highest point open to atmosphere in an irrigation system.","anatmosphericvacuumbreakershallbeinstalledsothatthecriticallevelisatleastthedistancespecifiedbythemanufactureratwhichthedevicewilloperatesafelybutnotlessthan25mmabovethefloodlevelrimofafixtureortank,orthehighestpointopentoatmosphereinanirrigationsystem.",55.0,2.0,6,2,10,3
13738,1390481,309920.0,P,npc2015_divb,239.0,B,2.3.6.4.(2),Water Pressure Tests,"In making a water pressure test, every opening except the highest shall be tightly closed with a testing plug or a screw cap, and the system or the section shall be kept filled with water for 15 min.","inmakingawaterpressuretest,everyopeningexceptthehighestshallbetightlyclosedwithatestingplugorascrewcap,andthesystemorthesectionshallbekeptfilledwithwaterfor15min.",38.0,2.0,3,6,4,2
13739,1390555,309793.0,P,npc2015_divb,112.0,B,2.2.6.14.(1),Stainless Steel Tube,Stainless steel tube shall conform to ASME B16.9-2012 Factory Made Wrought Buttwelding Fittings and ASTM A 269-15a Seamless and Welded Austenitic Stainless Steel Tubing for General Service,stainlesssteeltubeshallconformtoasmeb16.9-2012factorymadewroughtbuttweldingfittingsandastma269-15aseamlessandweldedausteniticstainlesssteeltubingforgeneralservice,27.0,2.0,2,6,14,1
13740,1391115,309727.0,P,npc2015_divb,46.0,B,2.2.4.2.(1),Sanitary T Fittings,"A single or double sanitary T fitting shall not be used in a nominally horizontal soil-or-waste pipe, except that a single sanitary T fitting may be used to connect a vent pipe.","asingleordoublesanitarytfittingshallnotbeusedinanominallyhorizontalsoil-or-wastepipe,exceptthatasinglesanitarytfittingmaybeusedtoconnectaventpipe.",32.0,2.0,2,4,2,1
13741,1391752,309716.0,P,npc2015_divb,35.0,B,2.2.3.1.(1),Traps,"Except as provided for in Sentence 2.2.3.1.(2), traps shall (See Note A-2.2.3.1.(1) and (3).)) have a trap seal depth of not less than 38 mm, be so designed that failure of the seal walls will cause exterior leakage, and have a water seal that does not depend on the action of moving parts.","exceptasprovidedforinsentence2.2.3.1.(2),trapsshall(seenotea-2.2.3.1.(1)and(3).))haveatrapsealdepthofnotlessthan38mm,besodesignedthatfailureofthesealwallswillcauseexteriorleakage,andhaveawatersealthatdoesnotdependontheactionofmovingparts.",53.0,2.0,2,3,1,1
13742,1391782,309923.0,P,npc2015_divb,242.0,B,2.3.6.6.(2),Final Tests,"The smoke referred to in Clauses 2.3.6.6.(1)(c) and 2.3.6.6.(1)(d) is permitted to be omitted, provided the roof terminals are closed and the system is subjected to an air pressure equivalent to a 25 mm water column maintained for 15 min without the addition of more air.","thesmokereferredtoinclauses2.3.6.6.(1)(c)and2.3.6.6.(1)(d)ispermittedtobeomitted,providedtheroofterminalsareclosedandthesystemissubjectedtoanairpressureequivalenttoa25mmwatercolumnmaintainedfor15minwithouttheadditionofmoreair.",46.0,2.0,3,6,6,2
13743,1391899,310017.0,P,npc2015_divb,336.0,B,2.4.9.1.(1),No Reduction in Size,"A soil-or-waste pipe shall be of a size not less than the size of a vent pipe that is connected to it, or the largest soil-or-waste pipe that drains into it.","asoil-or-wastepipeshallbeofasizenotlessthanthesizeofaventpipethatisconnectedtoit,orthelargestsoil-or-wastepipethatdrainsintoit.",31.0,2.0,4,9,1,1
13744,1391901,309971.0,P,npc2015_divb,290.0,B,2.4.6.1.(1),Separate Systems,No vertical soil-or-waste pipe shall conduct both sewage and storm water.,noverticalsoil-or-wastepipeshallconductbothsewageandstormwater.,11.0,2.0,4,6,1,1
13746,1392518,310119.0,P,npc2015_divb,438.0,B,2.5.8.3.(5),"Branch Vents, Vent Headers, Continuous Vents and Circuit Vents","For the purposes of Table 2.5.8.3., the length of a continuous vent shall be its developed length from the vertical soil-or-waste pipe connection to a vent stack, stack vent, vent header or outside air.","forthepurposesoftable2.5.8.3.,thelengthofacontinuousventshallbeitsdevelopedlengthfromtheverticalsoil-or-wastepipeconnectiontoaventstack,stackvent,ventheaderoroutsideair.",34.0,2.0,5,8,3,5
13747,1392519,310123.0,P,npc2015_divb,442.0,B,2.5.8.4.(4),Vent Stacks or Stack Vents,A stack vent serving a wet vent stack that is over 4 storeys high shall extend the full size of the wet vent to outside air.,astackventservingawetventstackthatisover4storeyshighshallextendthefullsizeofthewetventtooutsideair.,26.0,2.0,5,8,4,4
13750,1393112,309918.0,P,npc2015_divb,237.0,B,2.3.6.3.(1),Tests of Venting Systems,"Venting systems shall be capable of withstanding without leakage a water pressure test, air pressure test and final test.","ventingsystemsshallbecapableofwithstandingwithoutleakageawaterpressuretest,airpressuretestandfinaltest.",19.0,2.0,3,6,3,1
13751,1393190,309789.0,P,npc2015_divb,108.0,B,2.2.6.12.(1),Stainless Steel Pipe Flanges,"Stainless steel pipe flanges shall conform to ASME B16.5-2017 Pipe Flanges and Flanged Fittings: NPS ½ Through NPS 24 Metric/Inch Standard and ASTM A 182/A 182M-16a Forged or Rolled Alloy and Stainless Steel Pipe Flanges, Forged Fittings, and Valves and Parts for High-Temperature Service or AWWA ANSI/AWWA C228-08 Stainless-Steel Pipe Flanges for Water Service – Sizes 2 in. through 72 in. (50 mm through 1,800 mm)","stainlesssteelpipeflangesshallconformtoasmeb16.5-2017pipeflangesandflangedfittings:nps½throughnps24metric/inchstandardandastma182/a182m-16aforgedorrolledalloyandstainlesssteelpipeflanges,forgedfittings,andvalvesandpartsforhigh-temperatureserviceorawwaansi/awwac228-08stainless-steelpipeflangesforwaterservice–sizes2in.through72in.(50mmthrough1,800mm)",66.0,2.0,2,6,12,1
13753,1393202,310020.0,P,npc2015_divb,339.0,B,2.4.9.2.(3),Serving Water Closets,Soil-or-waste stacks that serve more than 6 water closets shall be not less than 4 inches in size.,soil-or-wastestacksthatservemorethan6waterclosetsshallbenotlessthan4inchesinsize.,18.0,2.0,4,9,2,3
13754,1393212,310050.0,P,npc2015_divb,369.0,B,2.5.1.1.(4),Venting for Traps,"A trap need not be protected by a vent pipe (See Note A-2.5.1.1.(4).)) where it serves a subsoil drainage pipe, or a storm drainage system, or where it forms part of an indirect drainage system. (See also Clause 2.4.2.3.(2)(b).)","atrapneednotbeprotectedbyaventpipe(seenotea-2.5.1.1.(4).))whereitservesasubsoildrainagepipe,orastormdrainagesystem,orwhereitformspartofanindirectdrainagesystem.(seealsoclause2.4.2.3.(2)(b).)",39.0,2.0,5,1,1,4
13755,1393228,309683.0,P,npc2015_divb,2.0,B,1.1.2.1.(1),Attribution to Acceptable Solutions,"For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1)(b) of Division A, the objectives and functional statements attributed to the acceptable solutions in Division B shall be the objectives and functional statements identified in Section 2.8. (See Note A-1.1.2.1.(1).)","forthepurposesofcompliancewiththiscodeasrequiredinclause1.2.1.1.(1)(b)ofdivisiona,theobjectivesandfunctionalstatementsattributedtotheacceptablesolutionsindivisionbshallbetheobjectivesandfunctionalstatementsidentifiedinsection2.8.(seenotea-1.1.2.1.(1).)",43.0,1.0,1,2,1,1
13757,1393727,309912.0,P,npc2015_divb,231.0,B,2.3.6.1.(2),Tests and Inspection of Drainage or Venting Systems,"After every fixture is installed and before any part of the drainage system or venting system is placed in operation, a final test shall be carried out when requested.","aftereveryfixtureisinstalledandbeforeanypartofthedrainagesystemorventingsystemisplacedinoperation,afinaltestshallbecarriedoutwhenrequested.",29.0,2.0,3,6,1,2
13758,1393729,309916.0,P,npc2015_divb,235.0,B,2.3.6.2.(1),Tests of Pipes in Drainage Systems,"Pipes in a drainage system, except an external leader or fixture outlet pipe, shall be capable of withstanding without leakage a water pressure test, air pressure test and final test.","pipesinadrainagesystem,exceptanexternalleaderorfixtureoutletpipe,shallbecapableofwithstandingwithoutleakageawaterpressuretest,airpressuretestandfinaltest.",30.0,2.0,3,6,2,1
13759,1393814,310166.0,P,npc2015_divb,485.0,B,2.6.2.1.(2),Connection of Systems,A water treatment device or apparatus shall not be installed unless it can be demonstrated that the device or apparatus will not introduce substances into the system that may endanger health.,awatertreatmentdeviceorapparatusshallnotbeinstalledunlessitcanbedemonstratedthatthedeviceorapparatuswillnotintroducesubstancesintothesystemthatmayendangerhealth.,31.0,2.0,6,2,1,2
13760,1393817,310180.0,P,npc2015_divb,499.0,B,2.6.2.8.(1),Cleaning of Systems,A newly installed part of a potable water system shall be cleaned and then flushed with potable water before the system is put into operation.,anewlyinstalledpartofapotablewatersystemshallbecleanedandthenflushedwithpotablewaterbeforethesystemisputintooperation.,25.0,2.0,6,2,8,1
13762,1394387,309908.0,P,npc2015_divb,227.0,B,2.3.5.3.(1),Protection Against Freezing,"Where piping may be exposed to freezing conditions, it shall be protected from the effects of freezing.","wherepipingmaybeexposedtofreezingconditions,itshallbeprotectedfromtheeffectsoffreezing.",17.0,2.0,3,5,3,1
13764,1395127,310128.0,P,npc2015_divb,447.0,B,2.5.9.3.(1),Installation Conditions,"Air admittance valves shall not be installed in supply or return air plenums, or in locations where they may be exposed to freezing temperatures.","airadmittancevalvesshallnotbeinstalledinsupplyorreturnairplenums,orinlocationswheretheymaybeexposedtofreezingtemperatures.",24.0,2.0,5,9,3,1
13765,1395143,309692.0,P,npc2015_divb,11.0,B,2.1.1.1.(1),Application,This Part applies to all plumbing systems covered in this Code. (See Article 1.1.1.1. of Division A.),thispartappliestoallplumbingsystemscoveredinthiscode.(seearticle1.1.1.1.ofdivisiona.),17.0,2.0,1,1,1,1
13766,1395157,309883.0,P,npc2015_divb,202.0,B,2.3.3.9.(1),Expansion and Contraction,"The design and installation of every piping system shall include means to accommodate its expansion and contraction caused by temperature changes, movement of the soil, building shrinkage or structural settlement. (See Note A-2.3.3.9.(1).)","thedesignandinstallationofeverypipingsystemshallincludemeanstoaccommodateitsexpansionandcontractioncausedbytemperaturechanges,movementofthesoil,buildingshrinkageorstructuralsettlement.(seenotea-2.3.3.9.(1).)",33.0,2.0,3,3,9,1
13767,1395781,310109.0,P,npc2015_divb,428.0,B,2.5.7.7.(2),"Vents for Sewage Sumps, Dilution Tanks and Macerating Toilet","The size of every vent pipe for a sewage sump or dilution tank shall be not less than 2 inches, but need not be greater than 4 inches.","thesizeofeveryventpipeforasewagesumpordilutiontankshallbenotlessthan2inches,butneednotbegreaterthan4inches.",28.0,2.0,5,7,7,2
