DOCTYPE,PT,Code Year,Code Book,Division,Language,DOCID,DIVISION,PT Sentence Number,ARTICLE_TITLE,PT Sentence Text,PARTNUM,SECTIONNUM,SUBSECTIONNUM,ARTICLENUM,SENTENCENUM
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.3.1.1.(1),Application,This Section applies to storage tanks for flammable liquids and combustible liquids.,4.0,3,1,1,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,3.3.2.13.(1),Spill Control,"Provision shall be made for the safe drainage and containment of waste oils or dangerous goods emptied or escaping from stored products under normal storage conditions or in a fire situation, in conformance with part 4.",3.0,3,2,13,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.5.9.5.(4),Hydraulic Transfer Systems,Operating pressures shall be controlled by a constant-level float valve or a pressure-regulating valve on the water supply side of the hydraulic transfer system referred to in Sentence 4.5.9.5.(1).,4.0,5,9,5,4
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,2.6.1.3.(1),"Hoods, Ducts and Filters","Hoods, ducts and filters subject to accumulations of combustible deposits shall be inspected at intervals not greater than 7 days, and shall be cleaned if the accumulation of such deposits creates a fire hazard.",2.0,6,1,3,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,2.12.1.7.(1),Flammable and Combustible Liquids and Flammable Gases,"Flammable liquids, combustible liquids and dangerous goods classified as flammable gases shall not be used or displayed in a covered mall.",2.0,12,1,7,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,3.2.7.5.(7),Storage Arrangements,Reactive materials shall be separated from the remainder of the building in conformance with Sentence 3.3.6.2.(2) of Division B of the British Columbia Building Code.,3.0,2,7,5,7
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,2.1.3.5.(7),Special Fire Suppression Systems,"Operating and maintenance instructions for a special fire suppression system shall be posted in proximity to the equipment and, if manual controls are provided, shall be posted near the manual controls.",2.0,1,3,5,7
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.1.6.2.(2),Drainage Systems,Closed drainage systems shall be equipped with a trap. (See Note A-4.1.6.2.(2).),4.0,1,6,2,2
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.5.8.1.(1),Design,Heating equipment for piping systems containing flammable liquids or combustible liquids shall be designed not to overheat or create an ignition source for the liquids being heated.,4.0,5,8,1,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,5.4.6.1.(1),Application,"This Subsection applies to processes in which products or materials are immersed in a dip tank containing flammable liquids or combustible liquids, and the unatomized application of flammable liquids or combustible liquids, such as by flow coating or roll coating processes.",5.0,4,6,1,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.7.4.6.(1),Downspouts,"Except as provided in Sentence 4.1.8.2.(3), when tank vehicles or tank cars are filled with Class I or II liquids through the top of the tank, the fill pipe shall terminate within 150 mm of the bottom of the tank.",4.0,7,4,6,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.8.4.6.(1),Access Openings for Inspection,"Access openings for inspection purposes below deck shall be provided for valves required in Article 4.8.4.5. and for connections to pipelines, and suitable signs shall be posted indicating their locations.",4.0,8,4,6,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.8.8.2.(1),Maintenance and Testing,"Cargo hose shall be maintained in satisfactory operating condition and be pressure tested, at intervals not greater than 12 months, to 1.5 times the maximum working pressure but not less than 350 kPa (gauge).",4.0,8,8,2,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,5.2.2.4.(4),Compressed Gas Equipment,Cylinders of dangerous goods classified as compressed gases shall conform to part 3..,5.0,2,2,4,4
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,3.2.2.2.(7),Access Aisles,"Main access aisles shall extend the length of the storage area where only one main access aisle is provided, or the length or width of the storage area where 2 or more main access aisles are provided.",3.0,2,2,2,7
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.3.2.3.(1),Clearances from Liquefied Petroleum Gas Cylinders and Tanks,The minimum separation between a flammable liquid or combustible liquidstorage tank and a liquefied petroleum gas cylinder or tank shall be 6 m.,4.0,3,2,3,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.2.11.2.(1),Mixed Storage,"Where 2 or more liquids with different flash points are stored outdoors in containers that form a single pile, the maximum total quantity permitted in the pile shall be equal to that permitted for the liquid with the lowest flash point.",4.0,2,11,2,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,5.5.4.1.(1),General Ventilation,"A laboratory shall be provided with continuous mechanical ventilation that is designed in conformance with Article 6.3.4.2. of Division B of the British Columbia Building Code, and maintained to ensure it fulfills the function for which it was designed.",5.0,5,4,1,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,5.5.5.1.(1),Maximum Quantities,"The quantity of dangerous goods kept in a laboratory shall be minimized and shall not exceed the lesser of the supply necessary for normal operation, or when located in a Group A, Division 2 educational or a Group D major occupancy, 300 L of flammable liquids and combustible liquids, of which not more than 50 L shall be Class I liquids, or a Group B major occupancy, the quantities of flammable liquids and combustible liquids permitted in Sentence 4.2.6.3.(1).",5.0,5,5,1,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.6.2.1.(2),Outside Aboveground Storage Tanks,"Except as permitted in Sentence 4.6.2.1.(3), outside aboveground storage tanks at fuel-dispensing stations shall have an individual capacity of not more than 80 000 L, and their aggregate capacity shall not exceed 200 000 L.",4.0,6,2,1,2
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.3.6.2.(2),Materials,"Materials for valves and their connections to a storage tank shall be suitable for the pressures, stresses and temperatures that may be expected, including those of possible fire exposure.",4.0,3,6,2,2
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.3.14.2.(1),Clearances,A minimum clear space of 550 mm shall be maintained between the walls of a room described in Article 4.3.14.1. and the sides of any storage tanks within the room.,4.0,3,14,2,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.4.3.3.(6),Protocols for Pneumatic Leak Detection Testing of Piping Systems,Pipe volumes of 500 L or less shall be pressurized for at least 60 min after stabilization.,4.0,4,3,3,6
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,2.2.2.4.(3),Inspection and Maintenance,"Doors in fire separations shall be operated at intervals not greater than one month to ensure that they are properly maintained in accordance with Sentence 2.2.2.4.(1), as specified in the fire safety plan prepared in conformance with part 2.",2.0,2,2,4,3
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,3.2.7.18.(2),Storage of Oxidizers in Mercantile Occupancies,Dangerous goods classified as oxidizers that are located within mercantile occupancies in quantities not exceeding those permitted by Table 3.2.7.1. shall be separated from ordinary combustible material by a distance of at least 1 m.,3.0,2,7,18,2
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.8.4.2.(2),Pipe Supports,"Piping supports shall consist of wood having no dimension less than 150 mm, steel, or concrete.",4.0,8,4,2,2
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,2.7.2.1.(3),Exit Doors,Sliding doors that are required to swing on their vertical axes in the direction of egress when pressure is applied shall be tested at intervals not greater than 12 months.,2.0,7,2,1,3
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.3.13.1.(1),Occupancy,"Except as provided in Article 4.3.13.2., storage tanks inside buildings shall conform to Subsections 4.to 4., be permitted in industrial occupancies, and be permitted in all occupancies where combustible liquids are stored and used as fuel for oil-burning equipment, emergency generators and fire pumps.",4.0,3,13,1,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.1.8.4.(2),Fuel Tanks of Vehicles,Only enclosed pumping equipment designed in conformance with good engineering practice shall be used to transfer Class I liquids to or from the fuel tanks of vehicles inside buildings. (See Note A-4.1.8.3.(1).),4.0,1,8,4,2
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.3.1.6.(1),Floating Roofs,"Except for perimeter sealing material, floating roof assemblies or internal floating covers installed in storage tanks shall be constructed of metal or other materials and designed in conformance with one of the tank construction standards listed in this Subsection.",4.0,3,1,6,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,6.4.2.1.(2),Specifications,"All 2 1/2-inch fire-hose couplings shall be made with the higbee cut to aid quick coupling, the design of which requires the female swivel to have a distance from the face of the coupling swivel to the start of the first thread of 1/16 of an inch, and the male thread shall have a distance from the face of the nipple to the start of the first thread of 1/8 of an inch.",6.0,4,2,1,2
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,2.7.1.3.(2),Occupant Load,The number of occupants permitted to enter a room shall not exceed the maximum occupant load calculated in conformance with Sentence 2.7.1.3.(1).,2.0,7,1,3,2
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,2.10.3.1.(1),Combustible Materials Attached to Walls,"Combustible materials, such as artwork and teaching materials, that are attached to walls shall not cover more than 20% of the area of each wall.",2.0,10,3,1,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,3.1.2.3.(1),Packages and Containers,"Dangerous goods shall be stored in packages or containers made of materials that are compatible with the product they contain, and of durable construction and designed to resist damage from normal material handling activities.",3.0,1,2,3,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,3.3.3.2.(4),Individual Storage Areas and Clearance,It is permitted to waive the clearance required in Sentence 3.3.3.2.(2) if an individual storage area has a base area not greater than 5 m2.,3.0,3,3,2,4
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,2.3.1.5.(1),Combustible Materials Within Classrooms,"Combustible materials, such as artwork and teaching materials, that are attached to walls or ceilings in school classrooms shall not cover more than 20% of the area of each wall or ceiling.",2.0,3,1,5,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.5.7.1.(1),Design,"Except as provided in Sentences 4.5.7.1.(2)and 4.5.7.1.(3), valves in piping systems for flammable liquids or combustible liquids shall be designed to accommodate the temperatures and pressures of those systems and shall conform to ULC ULC/ORD-C842-84 Guide for the Investigation of Valves for Flammable and Combustible Liquids",4.0,5,7,1,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,2.15.1.1.(1),Fire Protection for Marinas and Boatyards,"Fire protection for marinas and boatyards shall conform to NFPA 303, ""Fire Protection Standard for Marinas and Boatyards.""",2.0,15,1,1,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,3.2.7.17.(1),Separation from Combustible Products,"Except for Class I commodities, dangerous goods shall not be stored in the same individual storage area with other products listed in Sentence 3.2.1.1.(1).",3.0,2,7,17,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.2.3.1.(1),Design and Construction,"Except as permitted in Article 4.2.3.3., containers and portable tanks for flammable liquids or combustible liquids shall be built in conformance with the following: TC SOR/2016-95 Transportation of Dangerous Goods Regulations (TDGR) CSA B376-M1980 Portable Containers for Gasoline and Other Petroleum Fuels CSA B306-M1977 Portable Fuel Tanks for Marine Use ULC ULC/ORD-C30-1995 Safety Containers or CSA B620-14 Highway Tanks and TC Portable Tanks for the Transportation of Dangerous Goods",4.0,2,3,1,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,5.5.4.3.(1),Enclosure Exhaust Ventilation,"Except as provided in Sentence 5.5.4.3.(2), the ventilation system for a power-ventilated enclosure required in Article 5.5.4.2. shall conform to Article 6.3.4.3. of Division B of the British Columbia Building Code.",5.0,5,4,3,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.7.4.3.(1),Check Valves,Systems through which tank cars or tank vehicles discharge into aboveground storage tanks by means of pumps shall be provided with check valves to prevent backflow and the inadvertent mixing of liquids.,4.0,7,4,3,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.11.3.3.(1),Static Electric Charges,"During loading and unloading of a tank vehicle, measures shall be taken against static electric charges in conformance with Articles 4.1.8.2.and 4.7.4.5.",4.0,11,3,3,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,2.6.1.4.(2),"Chimneys, Flues and Flue Pipes","Chimneys, flues and flue pipes shall be cleaned as often as necessary to keep them free from dangerous accumulations of combustible deposits. (See Note A-2.6.1.4.(2).)",2.0,6,1,4,2
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,3.1.3.2.(1),Fuel-Fired Industrial Trucks,"Fuel-fired industrial trucks shall be stored in detached buildings, in areas separated from the remainder of the storage area by a fire separation having a fire-resistance rating of not less that 1 h, or in areas where the vehicles will not create a fire hazard to the storage area.",3.0,1,3,2,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.1.1.1.(2),Application,"Areas in process plants, where conditions must be addressed by design and operational details specific to the hazard, need not conform to this Part, where alternative protection is provided in conformance with Article 1.2.1.1.. (See Note A-4.1.1.1.(2).)",4.0,1,1,1,2
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.2.4.6.(1),Attached Garages and Sheds,"Not more than 50 L of flammable liquids and combustible liquids, of which not more than 30 L shall be Class I liquids, are permitted to be stored in a garage or shed attached to a dwelling unit.",4.0,2,4,6,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,7.3.5.1.(1),Test Procedures,"Where Measure D is used to limit smoke movement as provided in Commentary C of the CCBFC NRCC 40383 User's Guide – NBC 1995 Fire Protection, Occupant Safety and Accessibility (Part 3), switches at the central alarm and control facility shall be tested at intervals conforming to Article 7.2.1.1. to ensure that closures in vent openings to the outdoors in vestibules, vertical service spaces and elevator shafts open automatically and remain open as provided in Sentences (6), (10), (12) and (13) of Measure D, and dampers in air-handling systems that serve more than 2 storeys close automatically and remain closed as provided in Sentence (16) of Measure D, switches at the central alarm and control facility shall be tested to ensure that the mechanical air supply to vestibules and below grade stairshafts is initiated as provided in Sentence (5) of Measure D, closures in vent openings to the outdoors in vertical service spaces or at the top of elevator shafts as required by Sentences (10), (12) and (13) of Measure D shall be tested at intervals conforming to Article 7.2.1.1. to ensure that they will operate as required, closures in vent openings to the outdoors in above grade stairshafts and at the street entrance floor of firefighters’ elevator shafts shall be tested to ensure that they can be opened manually and remain open as provided in Sentences (7) and (11) of Measure D, and closures in vent openings to the outdoors in below grade stairshafts shall be tested to ensure that they open automatically, if such means is provided, when air is being injected into the stairshafts as required by Sentence (8) of Measure D.",7.0,3,5,1,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.5.2.1.(4),Materials,"Metallic piping systems are permitted to be used for underground installations, provided they conform to ULC CAN/ULC-S667-11 Metallic Underground Piping for Flammable and Combustible Liquids",4.0,5,2,1,4
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.7.4.5.(1),Bonding and Grounding,"Bonding, grounding and isolation components for protection against static charges during the loading or unloading of tank vehicles or tank cars shall be provided when transferring flammable liquids or combustible liquids.",4.0,7,4,5,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.2.7.5.(4),Maximum Quantities,"When flammable liquids or combustible liquids are stored in solid pile or rack storage configurations or a combination of both in a single fire compartment, the maximum quantity permitted for each class of liquid shall be calculated as follows: qIAQ IA+qIBQIB +qICQIC+qII QII+qIIIA QIIIARack +qIAQIA+qIBQIB +qICQIC+ qIIQII+qIII AQIIIASolidPile 1where qIA, IB or IC= the actual quantity of Class IA, IB or IC liquids present in a rack or solid pile, qII= the actual quantity of Class II liquids present in a rack or solid pile, qIIIA= the actual quantity of Class IIIA liquids present in a rack or solid pile, QIA, IB, IC= the maximum quantity of Class IA, IB or IC liquids permitted in Table 4.2.7.5.-A or Table 4.2.7.5.-B for the arrangement, QII= the maximum quantity of Class II liquids permitted in Table 4.2.7.5.-A or Table 4.2.7.5.-B for the arrangement, QIIIA= the maximum quantity of Class IIIA liquids permitted in Table 4.2.7.5.-A or Table 4.2.7.5.-B for the arrangement.",4.0,2,7,5,4
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.2.7.9.(1),Separation from Other Dangerous Goods,Flammable liquids and combustible liquids shall not be stored with other dangerous goods unless in conformance with Article 4.2.2.3.,4.0,2,7,9,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,5.6.1.13.(2),Protection during Shutdown,"When any portion of a fire protection system is temporarily shut down during construction, alteration or demolition operations, protection during shutdown shall comply with Article 6.1.1.4.",5.0,6,1,13,2
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.7.2.6.(1),Fencing,"The outdoor area occupied by aboveground storage tanks, container storage, ancillary equipment and unloading facilities shall be fenced in conformance with Article 3.3.2.6.",4.0,7,2,6,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,5.3.3.4.(1),Fire Protection,Nozzles for standpipe and hose systems shall conform to Sentence 3.2.5.11.(7) of Division B of the British Columbia Building Code.,5.0,3,3,4,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,3.2.3.1.(1),Application,"This Subsection applies to the indoor storage of Class I to IV commodities, Group A, B or C plastics, and closed containers of distilled beverage alcohol, in solid piles, on pallets, on shelves or in bin boxes or racks.",3.0,2,3,1,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,3.2.7.6.(2),Separation from Other Dangerous Goods,The fire-resistance rating of the fire separations delimiting each fire compartment shall be determined in accordance with the applicable requirements of the Code. (See Note A-3.2.7.6.(2).),3.0,2,7,6,2
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,2.1.5.1.(3),Selection and Installation,"Notwithstanding the requirements of Sentence 2.1.5.1.(2), portable extinguishers used to comply with this Code shall conform to the following performance standards as applicable: ULC CAN/ULC-S503-05 Carbon-Dioxide Fire Extinguishers ULC CAN/ULC-S504-12 Dry Chemical Fire Extinguishers ULC CAN/ULC-S507-05 Water Fire Extinguishers ULC CAN/ULC-S512-M87 Halogenated Agent Hand and Wheeled Fire Extinguishers ULC CAN/ULC-S554-16 Water Based Agent Fire Extinguishers and ULC CAN/ULC-S566-17 Halocarbon Clean Agent Fire Extinguishers",2.0,1,5,1,3
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,6.1.1.1.(1),Application,"This Part includes requirements for the inspection, testing, maintenance, and operation of portable extinguishers, water-based fire protection systems, special extinguishing systems, fire alarm systems, emergency electrical power supply systems, emergency lighting, and exit signs.",6.0,1,1,1,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.5.5.1.(1),Threaded Joints,Threaded joints in piping systems for flammable liquids or combustible liquids shall be made using joint compound or polytetrafluoroethylene tape conforming to ULC CAN/ULC-S642-16 Compounds and Tapes for Threaded Pipe Joints,4.0,5,5,1,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,5.2.3.6.(1),Fire Extinguishing Equipment,At least one portable fire extinguisher shall be provided in the hot work area.,5.0,2,3,6,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,3.2.6.3.(3),Loose Combustible Fibres,Quantities of loose combustible fibres exceeding 15 m3 but not exceeding 30 m3 shall be stored in rooms separated from the remainder of the building by a fire separation having a fire-resistance rating of not less than 2 h.,3.0,2,6,3,3
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,5.6.3.3.(2),Site Identification,"A sign identifying the floor level, stair location and civic address shall be posted at each floor in a stairway required by Sentence 5.6.3.7.(1).",5.0,6,3,3,2
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,2.12.1.3.(1),Alternatives to Spatial Separation,"When a covered mall having a width of not less than 9 m has been provided for the purpose of considering each portion of the building separated by the mall as a separate building, merchandising or public activities are permitted within the required 9 m width provided alternative protection is installed in conformance with Article 1.2.1.1..",2.0,12,1,3,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,2.1.3.5.(8),Special Fire Suppression Systems,Valves and controls for a special fire suppression system shall be clearly marked to indicate their function and shall be accessible at all times.,2.0,1,3,5,8
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,3.3.4.7.(1),Safety Precautions,"When dangerous goods are stored outside of a building, safety precautions shall be taken to prevent undesirable reactions from the effects of atmospheric conditions.",3.0,3,4,7,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.1.8.2.(3),Control of Static Electric Charge,"Sentence 4.1.8.2.(2) shall not apply when the storage tank vapour space cannot exceed 25% of the lower explosive limit or is filled with an inert gas that prevents the ignition of the vapour mixture, or the liquid being transferred has a minimum conductivity that prevents the accumulation of static electricity (see Note A-4.1.8.2.(3)(b)).",4.0,1,8,2,3
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.2.10.6.(1),Ventilation,"When a storage cabinet required in this Part is provided with ventilation openings, the ventilation openings shall be sealed with materials providing a fire protection at least equivalent to that required for the construction of the cabinet, or the cabinet shall be vented outdoors using vent piping providing a fire protection at least equivalent to that required in Sentence 4.2.10.6.(1) for seals.",4.0,2,10,6,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,6.4.1.1.(1),"Inspection, Testing and Maintenance","Water-based fire protection systems shall be inspected, tested and maintained in conformance with NFPA 25-2017 Inspection, Testing, and Maintenance of Water-Based Fire Protection Systems (See Note A-6.4.1.1.(1).)",6.0,4,1,1,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,6.8.1.1.(1),Testing and Maintenance,Interconnections between fire protection and life safety systems shall be tested and maintained in conformance with ULC CAN/ULC-S1001-11 Integrated Systems Testing of Fire Protection and Life Safety Systems (See Note A-6.8.1.1.(1).),6.0,8,1,1,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.10.1.1.(3),Application,"Where there is a conflict between the requirements of this Section and other requirements in part 4., this Section shall govern.",4.0,10,1,1,3
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,5.4.3.6.(1),Access to Premises,No unauthorized person shall be permitted to enter a premise undergoing fumigation or thermal insecticidal fogging until the premise has been ventilated and is safe.,5.0,4,3,6,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.5.6.2.(4),Location,Vent piping and connections for filling and emptying storage tanks shall be located in conformance with part 4.,4.0,5,6,2,4
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.2.8.2.(1),Maximum Quantities,"Except as provided in Sentences 4.2.8.2.(2)and 4.2.8.2.(3) and in Article 4.2.8.4., the quantity of flammable liquids and combustible liquids permitted to be located outside of storage rooms conforming to Subsections 4., 4.or 4., or storage cabinets conforming to part 4., in any one fire compartment of a building, shall not be more than 600 L of flammable liquids and combustible liquids in closed containers, of which not more than 100 L shall be Class IA liquids, and 5 000 L of Class IB, IC, II and IIIA liquids in storage tanks or portable tanks.",4.0,2,8,2,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,5.4.5.2.(1),"Design, Operation and Maintenance","The design, operation and maintenance requirements relating to spray coating processes shall conform to NFPA 33-2016 Spray Application Using Flammable or Combustible Materials",5.0,4,5,2,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.5.2.2.(1),Special Materials,"Where problems of corrosion, contamination, or sanitation or standards of purity require special materials, it is permitted to use non-metallic materials for piping, valves and fittings in conformance with Sentence 1.2.1.1.(1).",4.0,5,2,2,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.5.9.3.(2),Pits,Pits provided in conformance with Sentence 4.5.9.3.(1) shall not be larger than necessary for inspection and maintenance and shall be provided with a cover.,4.0,5,9,3,2
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,5.4.1.2.(1),"Design, Operation and Maintenance","The design, operation and maintenance requirements relating to baking and drying processes shall conform to NFPA 86-2015 Ovens and Furnaces",5.0,4,1,2,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,2.4.3.2.(2),Flaming Meals and Drinks,"In assembly occupancies, flaming meals or drinks shall be ignited only at the location of serving.",2.0,4,3,2,2
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,3.2.3.2.(2),Individual Storage Areas,"In a sprinkleredbuilding, the height of storage in racks is permitted to exceed the limits shown in Table 3.2.3.2. (See Note A-3.2.3.2.(2).)",3.0,2,3,2,2
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,2.7.1.5.(1),Nonfixed Seating,"When nonfixed seats are provided in assembly occupancies, except as provided in Sentence 2.7.1.5.(3), the seats shall be arranged in rows having an unobstructed passage of not less than 400 mm between rows measured horizontally between plumb lines from the backs of the seats in one row and the edges of the furthest forward projection of the seats in the next row behind in the unoccupied position, except as provided in Sentence 2.7.1.5.(2), aisles shall be located so that there are not more than 7 seats between every seat and the nearest aisle, except as provided in Sentence 2.7.1.5.(2), the clear width of an aisle in millimetres shall be not less than the greater of 1 100 or the product of the number of seats served by that aisle and 6.1, the width of an aisle is permitted to be reduced to not less than 750 mm when serving 60 seats or fewer, dead-end aisles shall not be longer than 6 m, and except as provided in Sentence 2.7.1.5.(3), when the occupant load exceeds 200 persons, the seats in a row shall be fastened together in units of no fewer than 8 seats, or where there are 7 seats or fewer in a row, all the seats in the row shall be fastened together.",2.0,7,1,5,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,7.1.1.4.(2),Maintenance of Fire Emergency Systems,The keys required to recall elevators and to permit independent operation of each elevator shall be kept in the locations required by Subsection 3.2.6. of Division B of the British Columbia Building Code.,7.0,1,1,4,2
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.5.1.1.(2),Application,"Except where otherwise stated in this Part, this Section shall not apply to the following: tubing or casings and piping for oil or gas wells, transmission pipelines, piping for vehicles, aircraft, watercraft and portable or stationary engines, piping systems in fuel-dispensing stations and distilleries, and piping that falls within the scope of the applicable provincial or territorial codes regulating boilers and pressure vessels.",4.0,5,1,1,2
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,2.4.1.1.(5),Accumulation of Combustible Materials,"Abandoned optical fibre cables and electrical wires and cables with combustible insulation, jackets, or sheathes, and nonmetallic raceways shall be removed from a plenum unless they are permanently enclosed by the structure or finish of the building, their removal would disturb the structure or finish of the building, their removal could affect the performance of cables in use, or the plenum space is sprinklered.",2.0,4,1,1,5
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,3.3.4.4.(1),Separation from Combustible Products,Dangerous goods and other products described in Sentence 3.3.1.1.(1) shall not be stored in the same individual storage area.,3.0,3,4,4,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,2.2.2.5.(1),Fire Door Signs,"Every door used as a closure with a fire-protection rating shall have a permanent sign, clearly displaying the words ""FIRE DOOR KEEP CLOSED"", posted on the visible side of the door when it is in the open position, except where the door is located between a corridor and an adjacent sleeping room in a hospital or a nursing home, located between a corridor and an adjacent classroom, located between a public corridor and a suite of Group C or D occupancy (See Note A-2.2.2.5.(1)(c).), or fitted with an acceptable hold-open device designed to be released by a signal from a fire detector, fire alarm system or sprinkler system.",2.0,2,2,5,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.5.6.7.(1),Piping in Service Tunnels,Piping for flammable liquids or combustible liquids shall not be located in service tunnels that are used for pedestrian traffic other than maintenance personnel.,4.0,5,6,7,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.5.7.3.(1),Diaphragm Valves,Diaphragm valves shall have no direct connections between the liquid and air sections that might permit leakage of the liquid past the packing into the air lines.,4.0,5,7,3,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,3.2.2.5.(3),Fire Safety Plan,The storage method and maximum height of storage as described in Clauses 3.2.2.5.(2)and 3.2.2.5.(2) shall be posted in the storage area.,3.0,2,2,5,3
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,4.3.9.1.(1),Installation,"A dispenser sump shall be provided under a dispenser, unless the dispenser is located on top of an aboveground storage tank.",4.0,3,9,1,1
F,BC,2015,NBC,Div B,EN,bcfc2015_divb,B,5.6.1.1.(1),Application,"This Section applies to fire safety for buildings, parts of buildings, facilities, adjacent buildings or facilities, and associated areas undergoing construction, alteration or demolition operations.",5.0,6,1,1,1
