ID,SEQ,DOCTYPE,DOCID,IDWITHINDOC,DIVISION,PROVISION,ARTICLE_TITLE,FRAG_DOCUMENT,FRAG_DOCUMENT_NOWHITESPACE,WORDCOUNT,PARTNUM,SECTIONNUM,SUBSECTIONNUM,ARTICLENUM,SENTENCENUM
1368787,157660.0,E,necb2015_divb,494.0,B,8.4.3.1.(3),General,"The energy model calculations shall include all the energy use addressed in Sections 3.2., 4.2., 5.2., 6.2.and 7.2.","theenergymodelcalculationsshallincludealltheenergyuseaddressedinsections3.2.,4.2.,5.2.,6.2.and7.2.",18.0,8.0,4,3,1,3
1368793,157422.0,E,necb2015_divb,254.0,B,5.2.2.5.(5),Duct and Plenum Insulation,"Except for relief and outside air ducts and except as provided in Sentence 5.2.2.5.(6), all air-handling ducts and plenums forming part of a heating, ventilating, or air-conditioning system that are located outside the building envelope shall be insulated to the same level as required for walls in Subsection 3.2.2.","exceptforreliefandoutsideairductsandexceptasprovidedinsentence5.2.2.5.(6),allair-handlingductsandplenumsformingpartofaheating,ventilating,orair-conditioningsystemthatarelocatedoutsidethebuildingenvelopeshallbeinsulatedtothesamelevelasrequiredforwallsinsubsection3.2.2.",49.0,5.0,2,2,5,5
1368794,157443.0,E,necb2015_divb,275.0,B,5.2.3.4.(1),Demand Control Ventilation Systems,"Enclosed semi-heated spaces or conditioned spaces where fuel-powered vehicles or mobile fuel-powered equipment or appliances are intermittently used shall be provided with sensors and demand control ventilation systems capable of limiting the expected air contaminants to acceptable levels by staging the ventilation fans, or modulating the outdoor airflow rates. (See Note A-5.2.3.4.(1).)","enclosedsemi-heatedspacesorconditionedspaceswherefuel-poweredvehiclesormobilefuel-poweredequipmentorappliancesareintermittentlyusedshallbeprovidedwithsensorsanddemandcontrolventilationsystemscapableoflimitingtheexpectedaircontaminantstoacceptablelevelsbystagingtheventilationfans,ormodulatingtheoutdoorairflowrates.(seenotea-5.2.3.4.(1).)",52.0,5.0,2,3,4,1
1368804,157624.0,E,necb2015_divb,458.0,B,8.4.1.4.(3),Treatment of Additions,"When the addition is being considered together with the existing building, the characteristics of existing components shall be their actual characteristics determined in accordance with Sections 3.2., 4.2., 5.2., 6.2.and 7.2.","whentheadditionisbeingconsideredtogetherwiththeexistingbuilding,thecharacteristicsofexistingcomponentsshallbetheiractualcharacteristicsdeterminedinaccordancewithsections3.2.,4.2.,5.2.,6.2.and7.2.",31.0,8.0,4,1,4,3
1369478,157328.0,E,necb2015_divb,160.0,B,4.2.2.3.(9),Determination of Primary and Secondary Sidelighted Areas,"Where the adjacent primary sidelighted area ends at a vertical obstruction that is 1.5 m or higher or extends beyond the limit of an adjacent daylighted area under skylight or primary sidelighted area, then no secondary sidelighted area exists beyond such obstruction or the limit of such areas. (See Note A-4.2.2.4.)","wheretheadjacentprimarysidelightedareaendsataverticalobstructionthatis1.5morhigherorextendsbeyondthelimitofanadjacentdaylightedareaunderskylightorprimarysidelightedarea,thennosecondarysidelightedareaexistsbeyondsuchobstructionorthelimitofsuchareas.(seenotea-4.2.2.4.)",51.0,4.0,2,2,3,9
1369484,157625.0,E,necb2015_divb,459.0,B,8.4.2.1.(1),General,Compliance with this Part shall be assessed through modeling that conforms to specifications detailed in this Part.,compliancewiththispartshallbeassessedthroughmodelingthatconformstospecificationsdetailedinthispart.,17.0,8.0,4,2,1,1
1369485,157408.0,E,necb2015_divb,240.0,B,5.2.1.1.(1),Load Calculations,"Heating, ventilating and air-conditioning systems shall be sized in accordance with good engineering practice such as that prescribed in the NBC. (See Note A-5.2.1.1.(1).)","heating,ventilatingandair-conditioningsystemsshallbesizedinaccordancewithgoodengineeringpracticesuchasthatprescribedinthenbc.(seenotea-5.2.1.1.(1).)",24.0,5.0,2,1,1,1
1370113,157514.0,E,necb2015_divb,346.0,B,5.2.11.2.(8),Airflow Control Areas,Temperature-control zones in which outdoor air and exhaust requirements prevent the reduction or stopping of the air supply need not be incorporated into airflow control areas.,temperature-controlzonesinwhichoutdoorairandexhaustrequirementspreventthereductionorstoppingoftheairsupplyneednotbeincorporatedintoairflowcontrolareas.,26.0,5.0,2,11,2,8
1370807,157632.0,E,necb2015_divb,466.0,B,8.4.2.3.(2),Climatic Data,"For urban regions with several climatic data sets and for locations where weather data are not available, the energy model calculations shall be performed using available weather data that best represents the climate at the building site.","forurbanregionswithseveralclimaticdatasetsandforlocationswhereweatherdataarenotavailable,theenergymodelcalculationsshallbeperformedusingavailableweatherdatathatbestrepresentstheclimateatthebuildingsite.",37.0,8.0,4,2,3,2
1370813,157595.0,E,necb2015_divb,429.0,B,7.1.1.2.(1),Application,This Part applies to the electrical power systems and motors that are connected to the building’s electrical service. (See Note A-7.1.1.2.(1).),thispartappliestotheelectricalpowersystemsandmotorsthatareconnectedtothebuilding’selectricalservice.(seenotea-7.1.1.2.(1).),21.0,7.0,1,1,2,1
1370817,157409.0,E,necb2015_divb,241.0,B,5.2.2.1.(1),Design and Installation of Ducts,Ducts shall be designed and installed in accordance with the NBC. (See Note A-5.2.2.1.(1).),ductsshallbedesignedandinstalledinaccordancewiththenbc.(seenotea-5.2.2.1.(1).),14.0,5.0,2,2,1,1
1371455,157788.0,E,necb2015_divb,622.0,B,8.5.1.1.(1),Attributions to Acceptable Solutions,"For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objective and functional statements attributed to the acceptable solutions in this Part shall be the objective and functional statements listed in Table 8.5.1.1. (See Note A-1.1.3.1.(1).)","forthepurposeofcompliancewiththiscodeasrequiredinclause1.2.1.1.(1)(b),theobjectiveandfunctionalstatementsattributedtotheacceptablesolutionsinthispartshallbetheobjectiveandfunctionalstatementslistedintable8.5.1.1.(seenotea-1.1.3.1.(1).)",40.0,8.0,5,1,1,1
1371466,157539.0,E,necb2015_divb,373.0,B,5.4.1.1.(1),Scope,"Subject to the limitations stated in Article 5.4.1.2., where the heating, ventilating and air-conditioning system does not comply with the requirements of Section 5.2.or 5.3., it shall comply with Part 8.","subjecttothelimitationsstatedinarticle5.4.1.2.,wheretheheating,ventilatingandair-conditioningsystemdoesnotcomplywiththerequirementsofsection5.2.or5.3.,itshallcomplywithpart8.",31.0,5.0,4,1,1,1
1372121,157361.0,E,necb2015_divb,193.0,B,4.3.2.4.(1),Determination of Non-Daylighted Area,"The non-daylighted area of a space, ANDL,i,, in m2, shall be calculated using the following equation: ANDL,i=Ai-ADL,iwhereAi= gross interior floor area of the space, in m2, and ADL,i= daylighted area of that space, in m2.","thenon-daylightedareaofaspace,andl,i,,inm2,shallbecalculatedusingthefollowingequation:andl,i=ai-adl,iwhereai=grossinteriorfloorareaofthespace,inm2,andadl,i=daylightedareaofthatspace,inm2.",35.0,4.0,3,2,4,1
1373431,157659.0,E,necb2015_divb,493.0,B,8.4.3.1.(2),General,"Except as stated otherwise in this Subsection, the energy model shall be consistent with the proposed building’s specifications including proper accounting of fenestration, doors and opaque building assembly types and areas, lighting systems and controls, HVAC system types, capacities and controls, service water heating system types, capacities and controls, and electrical systems.","exceptasstatedotherwiseinthissubsection,theenergymodelshallbeconsistentwiththeproposedbuilding’sspecificationsincludingproperaccountingoffenestration,doorsandopaquebuildingassemblytypesandareas,lightingsystemsandcontrols,hvacsystemtypes,capacitiesandcontrols,servicewaterheatingsystemtypes,capacitiesandcontrols,andelectricalsystems.",52.0,8.0,4,3,1,2
1373438,157366.0,E,necb2015_divb,198.0,B,4.3.2.6.(2),Determination of Operational Times,"Except as provided in Sentence 4.3.2.6.(3), the annual operational time of each space during nighttime, tnight,i, shall be determined using Table 4.3.2.6.-B.","exceptasprovidedinsentence4.3.2.6.(3),theannualoperationaltimeofeachspaceduringnighttime,tnight,i,shallbedeterminedusingtable4.3.2.6.-b.",22.0,4.0,3,2,6,2
1373439,157474.0,E,necb2015_divb,306.0,B,5.2.8.3.(1),Installation of Thermostats,"Except as otherwise stated in the manufacturer’s instructions and as required in barrier-free installations and for stratified ventilation, sensors for wall-mounted thermostats shall be installed between 1 400 mm and 1 500 mm above the floor, on interior partitions or walls, or on exterior walls with a maximum overall thermal transmittance of 0.286 W/(m2·K), away from direct exposure to sunlight and heat-producing sources, and away from drafts and dead pockets of air. (See Note A-5.2.8.3.(1).)","exceptasotherwisestatedinthemanufacturer’sinstructionsandasrequiredinbarrier-freeinstallationsandforstratifiedventilation,sensorsforwall-mountedthermostatsshallbeinstalledbetween1400mmand1500mmabovethefloor,oninteriorpartitionsorwalls,oronexteriorwallswithamaximumoverallthermaltransmittanceof0.286w/(m2·k),awayfromdirectexposuretosunlightandheat-producingsources,andawayfromdraftsanddeadpocketsofair.(seenotea-5.2.8.3.(1).)",75.0,5.0,2,8,3,1
1374097,157776.0,E,necb2015_divb,610.0,B,8.4.4.19.(2),Heat-Recovery System,Heat recovered from an HVAC system’s exhaust air shall be used to preheat the outside air supplied by that system.,heatrecoveredfromanhvacsystem’sexhaustairshallbeusedtopreheattheoutsideairsuppliedbythatsystem.,20.0,8.0,4,4,19,2
1374100,157690.0,E,necb2015_divb,524.0,B,8.4.4.1.(5),General,The presence or absence of heating and/or cooling systems in each conditioned thermal block of the reference building shall be modeled as being identical to those in the proposed building.,thepresenceorabsenceofheatingand/orcoolingsystemsineachconditionedthermalblockofthereferencebuildingshallbemodeledasbeingidenticaltothoseintheproposedbuilding.,30.0,8.0,4,4,1,5
1374112,157538.0,E,necb2015_divb,372.0,B,5.3.2.8.(1),"Coefficient Values:  1i,  2i,  3i,  1i,  2i and  3i","The coefficient values of  1i,  2i,  3i,  1i,  2i and  3i to be used for weighting  i and  i in Article 5.3.2.5. shall be selected from Tables 5.3.2.8.-Ato 5.3.2.8.-AA for the given HVAC type and component. (See Note A-1.1.2.1.)","thecoefficientvaluesof?1i,?2i,?3i,?1i,?2iand?3itobeusedforweighting?iand?iinarticle5.3.2.5.shallbeselectedfromtables5.3.2.8.-ato5.3.2.8.-aaforthegivenhvactypeandcomponent.(seenotea-1.1.2.1.)",39.0,5.0,3,2,8,1
1375177,157233.0,E,necb2015_divb,65.0,B,3.2.3.1.(1),Thermal Characteristics of Walls in Contact with the Ground,"Except as provided in Sentences 3.2.3.1.(2)and 3.2.3.1.(4), the overall thermal transmittance of walls or portions thereof that are below the exterior ground level and are part of the building envelope shall be not greater than that shown in Table 3.2.3.1. for the applicable heating-degree-day category taken at 18°C.","exceptasprovidedinsentences3.2.3.1.(2)and3.2.3.1.(4),theoverallthermaltransmittanceofwallsorportionsthereofthatarebelowtheexteriorgroundlevelandarepartofthebuildingenvelopeshallbenotgreaterthanthatshownintable3.2.3.1.fortheapplicableheating-degree-daycategorytakenat18°c.",48.0,3.0,2,3,1,1
1376095,157351.0,E,necb2015_divb,183.0,B,4.3.1.3.(1),Compliance,"The total annual energy consumption of interior lighting in the proposed building shall be calculated in accordance with Subsection 4.3.2., or except as provided in Sentence 4.3.1.3.(4), CSA C873.4-14 Building Energy Estimation Methodology – Part 4 – Energy Consumption for Lighting","thetotalannualenergyconsumptionofinteriorlightingintheproposedbuildingshallbecalculatedinaccordancewithsubsection4.3.2.,orexceptasprovidedinsentence4.3.1.3.(4),csac873.4-14buildingenergyestimationmethodology–part4–energyconsumptionforlighting",41.0,4.0,3,1,3,1
1376097,157355.0,E,necb2015_divb,187.0,B,4.3.1.3.(5),Compliance,"Where the maximum allowed annual energy consumption of interior lighting in the reference building is calculated in accordance with CSA C873.4-14 Building Energy Estimation Methodology – Part 4 – Energy Consumption for Lighting the following qualifications shall apply: the lighting power density for each space shall be determined using Table 4.2.1.6., and NECB Sentences 4.3.3.7.(3) and 4.3.3.7.(4) and Article 4.3.3.10. shall be used instead of CSA Clauses 5.5.2, 5.5.3, 5.8.1 and 5.8.2.","wherethemaximumallowedannualenergyconsumptionofinteriorlightinginthereferencebuildingiscalculatedinaccordancewithcsac873.4-14buildingenergyestimationmethodology–part4–energyconsumptionforlightingthefollowingqualificationsshallapply:thelightingpowerdensityforeachspaceshallbedeterminedusingtable4.2.1.6.,andnecbsentences4.3.3.7.(3)and4.3.3.7.(4)andarticle4.3.3.10.shallbeusedinsteadofcsaclauses5.5.2,5.5.3,5.8.1and5.8.2.",72.0,4.0,3,1,3,5
1376098,157379.0,E,necb2015_divb,211.0,B,4.3.2.9.(3),Determination of the Daylight Supply Factor for Toplighting,"The room cavity ratio, RCR, shall be calculated using the following equation: RCR=5 H L+W L WwhereH= height of the space, in m, L= length of the space, in m, and W= width of the space, in m.","theroomcavityratio,rcr,shallbecalculatedusingthefollowingequation:rcr=5?h?l+wl?wwhereh=heightofthespace,inm,l=lengthofthespace,inm,andw=widthofthespace,inm.",35.0,4.0,3,2,9,3
1376500,157272.0,E,necb2015_divb,104.0,B,4.1.1.2.(2),Application,"This Part does not apply to the following lighting systems: emergency lighting that is automatically off during normal hours of building operation, lighting within dwelling units, and lighting in buildings or parts of buildings and in certain exterior spaces associated with the building where it can be shown that the nature of the occupancy makes it impractical to apply these requirements (see Note A-4.1.1.2.(2)(c)).","thispartdoesnotapplytothefollowinglightingsystems:emergencylightingthatisautomaticallyoffduringnormalhoursofbuildingoperation,lightingwithindwellingunits,andlightinginbuildingsorpartsofbuildingsandincertainexteriorspacesassociatedwiththebuildingwhereitcanbeshownthatthenatureoftheoccupancymakesitimpracticaltoapplytheserequirements(seenotea-4.1.1.2.(2)(c)).",64.0,4.0,1,1,2,2
1376734,157648.0,E,necb2015_divb,482.0,B,8.4.2.8.(7),Building Envelope,The insulated surface areas of above-ground exterior floor assemblies shall be calculated using dimensions measured to the exterior surface of perimeter walls.,theinsulatedsurfaceareasofabove-groundexteriorfloorassembliesshallbecalculatedusingdimensionsmeasuredtotheexteriorsurfaceofperimeterwalls.,22.0,8.0,4,2,8,7
1376740,157430.0,E,necb2015_divb,262.0,B,5.2.2.8.(2),Cooling by Direct Use of Outdoor Air (Air Economizer System),"Systems described in Sentence 5.2.2.8.(1) shall be designed to automatically revert to the minimum outdoor airflow required for acceptable indoor air quality as prescribed by the NBC, when either the return air temperature is less than the outdoor air temperature or the return air enthalpy is less than the outdoor air enthalpy. (See Note A-5.2.2.8.(2).)","systemsdescribedinsentence5.2.2.8.(1)shallbedesignedtoautomaticallyreverttotheminimumoutdoorairflowrequiredforacceptableindoorairqualityasprescribedbythenbc,wheneitherthereturnairtemperatureislessthantheoutdoorairtemperatureorthereturnairenthalpyislessthantheoutdoorairenthalpy.(seenotea-5.2.2.8.(2).)",55.0,5.0,2,2,8,2
1376742,157618.0,E,necb2015_divb,452.0,B,8.4.1.2.(3),Determination of Compliance,The number of hours during which the heating loads for each thermal block are not met shall not exceed 100 hours in a simulated year for both the proposed and reference buildings.,thenumberofhoursduringwhichtheheatingloadsforeachthermalblockarenotmetshallnotexceed100hoursinasimulatedyearforboththeproposedandreferencebuildings.,32.0,8.0,4,1,2,3
1376743,157497.0,E,necb2015_divb,329.0,B,5.2.10.3.(1),Heat Recovery from Ice-making Machines in Ice Arenas and Curling Rinks,"Where an ice arena or a curling rink has a heating requirement, the refrigeration system shall incorporate a means of recovering the heat rejected by the system to satisfy some or all of the building’s space-heating or service water heating requirements. (See Note A-5.2.10.3.(1).)","whereanicearenaoracurlingrinkhasaheatingrequirement,therefrigerationsystemshallincorporateameansofrecoveringtheheatrejectedbythesystemtosatisfysomeorallofthebuilding’sspace-heatingorservicewaterheatingrequirements.(seenotea-5.2.10.3.(1).)",44.0,5.0,2,10,3,1
1376744,157522.0,E,necb2015_divb,354.0,B,5.2.12.1.(1),Unitary and Packaged HVAC Equipment,Unitary and packaged HVAC equipment and components with the capacities listed in Table 5.2.12.1. shall comply with the performance requirements stated therein. (See Notes A-5.2.12.1.(1)and A-5.2.12.1.(1) and 6.2.2.1.(1).) (See also Article 6.2.2.4.),unitaryandpackagedhvacequipmentandcomponentswiththecapacitieslistedintable5.2.12.1.shallcomplywiththeperformancerequirementsstatedtherein.(seenotesa-5.2.12.1.(1)anda-5.2.12.1.(1)and6.2.2.1.(1).)(seealsoarticle6.2.2.4.),32.0,5.0,2,12,1,1
1377380,157700.0,E,necb2015_divb,534.0,B,8.4.4.3.(5),Building Envelope Components,"If the proposed building is modeled with exterior shading provided by a nearby structure or building, the reference building shall also be modeled as such.","iftheproposedbuildingismodeledwithexteriorshadingprovidedbyanearbystructureorbuilding,thereferencebuildingshallalsobemodeledassuch.",25.0,8.0,4,4,3,5
1377385,157350.0,E,necb2015_divb,182.0,B,4.3.1.2.(1),Limitation,"Notwithstanding the requirements of this Section, lighting and lighting controls shall comply with Articles 4.2.1.1.and 4.2.1.2. and Subsections 4.2.3.and 4.2.4.","notwithstandingtherequirementsofthissection,lightingandlightingcontrolsshallcomplywitharticles4.2.1.1.and4.2.1.2.andsubsections4.2.3.and4.2.4.",20.0,4.0,3,1,2,1
1377796,157201.0,E,necb2015_divb,33.0,B,3.1.1.7.(5),Calculation of Overall Thermal Transmittance,"Where a component of the building envelope is protected by an enclosed unconditioned space, such as a sun porch, enclosed veranda or vestibule, the unconditioned enclosure may be considered to have an overall thermal transmittance of 6.25 W/(m2·K). (See Note A-3.1.1.7.(5).)","whereacomponentofthebuildingenvelopeisprotectedbyanenclosedunconditionedspace,suchasasunporch,enclosedverandaorvestibule,theunconditionedenclosuremaybeconsideredtohaveanoverallthermaltransmittanceof6.25w/(m2·k).(seenotea-3.1.1.7.(5).)",41.0,3.0,1,1,7,5
1377804,157270.0,E,necb2015_divb,102.0,B,4.1.1.1.(1),Scope,This Part is concerned with lighting components and systems for the applications listed in Article 4.1.1.2.,thispartisconcernedwithlightingcomponentsandsystemsfortheapplicationslistedinarticle4.1.1.2.,16.0,4.0,1,1,1,1
1378029,157417.0,E,necb2015_divb,249.0,B,5.2.2.4.(2),Leakage Testing of Ducts,"For ducts tested in accordance with Sentence 5.2.2.4.(1), the maximum permitted leakage shall be calculated as follows: Lmax=CL P2490 .65whereLmax= maximum permitted leakage, in L/s/m2 of duct surface area, CL= leakage class taken from Table 5.2.2.4., in L/s per m2, and P= maximum operating static pressure, in Pa.","forductstestedinaccordancewithsentence5.2.2.4.(1),themaximumpermittedleakageshallbecalculatedasfollows:lmax=cl?p2490.65wherelmax=maximumpermittedleakage,inl/s/m2ofductsurfacearea,cl=leakageclasstakenfromtable5.2.2.4.,inl/sperm2,andp=maximumoperatingstaticpressure,inpa.",47.0,5.0,2,2,4,2
1378705,157518.0,E,necb2015_divb,350.0,B,5.2.11.4.(3),Multiple Boilers,"Where the heating load exceeds 352 kW, the boiler plant shall be fully modulating.","wheretheheatingloadexceeds352kw,theboilerplantshallbefullymodulating.",14.0,5.0,2,11,4,3
1379342,157692.0,E,necb2015_divb,526.0,B,8.4.4.1.(7),General,The simulation shall account for the effect of part-load operation on equipment performance.,thesimulationshallaccountfortheeffectofpart-loadoperationonequipmentperformance.,13.0,8.0,4,4,1,7
1379352,157593.0,E,necb2015_divb,427.0,B,6.5.1.1.(1),Attributions to Acceptable Solutions,"For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objective and functional statements attributed to the acceptable solutions in this Part shall be the objective and functional statements listed in Table 6.5.1.1. (See Note A-1.1.3.1.(1).)","forthepurposeofcompliancewiththiscodeasrequiredinclause1.2.1.1.(1)(b),theobjectiveandfunctionalstatementsattributedtotheacceptablesolutionsinthispartshallbetheobjectiveandfunctionalstatementslistedintable6.5.1.1.(seenotea-1.1.3.1.(1).)",40.0,6.0,5,1,1,1
1379982,157391.0,E,necb2015_divb,223.0,B,4.3.3.6.(1),Determination of Operational Times,"Annual operational times, tday,i and tnight,i, shall be determined in accordance with Article 4.3.2.6.","annualoperationaltimes,tday,iandtnight,i,shallbedeterminedinaccordancewitharticle4.3.2.6.",14.0,4.0,3,3,6,1
1380569,157382.0,E,necb2015_divb,214.0,B,4.3.2.10.(3),Determination of Factors for Occupancy Control and Personal Control,"Where the lighting design does not include personal controls, the factor for personal control, Fpers,i, shall be set to 1.","wherethelightingdesigndoesnotincludepersonalcontrols,thefactorforpersonalcontrol,fpers,i,shallbesetto1.",20.0,4.0,3,2,10,3
1380573,157505.0,E,necb2015_divb,337.0,B,5.2.11.1.(3),Off-hours Controls,Zones with a total heating or cooling capacity requirement of less than 5 kW may be controlled by readily accessible manual controls.,zoneswithatotalheatingorcoolingcapacityrequirementoflessthan5kwmaybecontrolledbyreadilyaccessiblemanualcontrols.,22.0,5.0,2,11,1,3
1380576,157587.0,E,necb2015_divb,421.0,B,6.3.2.4.(1),Determination of Normalized Tank Diameter,"The normalized tank diameter, Dnorm, shall be calculated using the following equation: Dnorm=0.63384STS1/3whereSTS= storage tank size, in m3, as per specification.","thenormalizedtankdiameter,dnorm,shallbecalculatedusingthefollowingequation:dnorm=0.63384sts1/3wherests=storagetanksize,inm3,asperspecification.",21.0,6.0,3,2,4,1
1380995,157304.0,E,necb2015_divb,136.0,B,4.2.2.1.(13),Interior Lighting Controls,"Except as provided in Sentence 4.2.2.1.(15), the general lighting in daylighted areas under skylights and roof monitors in spaces requiring ""Automatic Daylight Responsive Controls for Toplighting"" in accordance with Table 4.2.1.6. shall be controlled by photocontrols that comply with Sentence 4.2.2.1.(14), where the combined input power of all the general lighting that is completely or partially within the daylighted areas under skylights and under roof monitors is 150 W or greater.","exceptasprovidedinsentence4.2.2.1.(15),thegenerallightingindaylightedareasunderskylightsandroofmonitorsinspacesrequiring""automaticdaylightresponsivecontrolsfortoplighting""inaccordancewithtable4.2.1.6.shallbecontrolledbyphotocontrolsthatcomplywithsentence4.2.2.1.(14),wherethecombinedinputpowerofallthegenerallightingthatiscompletelyorpartiallywithinthedaylightedareasunderskylightsandunderroofmonitorsis150worgreater.",71.0,4.0,2,2,1,13
1381256,157531.0,E,necb2015_divb,363.0,B,5.3.1.4.(1),Definition,"For the purposes of this Section, ""total degree-days"" (TDD) shall mean the sum of heating degree-days (HDD) below 18°C and cooling degree-days (CDD) above 13°C.","forthepurposesofthissection,""totaldegree-days""(tdd)shallmeanthesumofheatingdegree-days(hdd)below18°candcoolingdegree-days(cdd)above13°c.",25.0,5.0,3,1,4,1
1381869,157719.0,E,necb2015_divb,553.0,B,8.4.4.6.(2),Purchased Energy,"Where a primary cooling system of the proposed building uses purchased energy, the reference building’s corresponding system shall be modeled in accordance with the requirements of Article 8.4.4.10. adjusted as follows: one air-cooled electric chiller complying with Table 8.4.3.5. shall be used to represent the purchased energy equipment, and the total capacity of the chiller, relative to the reference building’s total cooling capacity, shall correspond to the ratio of the proposed building’s purchased energy capacity divided by its total cooling capacity.","whereaprimarycoolingsystemoftheproposedbuildingusespurchasedenergy,thereferencebuilding’scorrespondingsystemshallbemodeledinaccordancewiththerequirementsofarticle8.4.4.10.adjustedasfollows:oneair-cooledelectricchillercomplyingwithtable8.4.3.5.shallbeusedtorepresentthepurchasedenergyequipment,andthetotalcapacityofthechiller,relativetothereferencebuilding’stotalcoolingcapacity,shallcorrespondtotheratiooftheproposedbuilding’spurchasedenergycapacitydividedbyitstotalcoolingcapacity.",81.0,8.0,4,4,6,2
1381873,157496.0,E,necb2015_divb,328.0,B,5.2.10.2.(2),Heat Recovery from Dehumidification in Swimming Pools,"Indoor swimming pools need not comply with Sentence 5.2.10.2.(1), provided a stationary mechanical or desiccant dehumidification system is installed that provides at least 80% of the dehumidification that would result from compliance with Sentence 5.2.10.2.(1).","indoorswimmingpoolsneednotcomplywithsentence5.2.10.2.(1),providedastationarymechanicalordesiccantdehumidificationsystemisinstalledthatprovidesatleast80%ofthedehumidificationthatwouldresultfromcompliancewithsentence5.2.10.2.(1).",35.0,5.0,2,10,2,2
1382254,157291.0,E,necb2015_divb,123.0,B,4.2.1.6.(1),Calculation of Interior Lighting Power Allowance Using the Space-by-Space Method,"The interior lighting power allowance using the space-by-space method shall be determined as follows: the gross interior floor area of each enclosed space shall be determined based on the inside dimensions of the space, the allowed lighting power density (LPD) for each enclosed space shall be determined using Table 4.2.1.6. for the exact space type or a space type that most closely represents the proposed use of each space, the lighting power allowance for each enclosed space shall be calculated by multiplying the floor area determined in Clause 4.2.1.6.(1)(a) by the allowed LPD determined in Clause 4.2.1.6.(1)(b), and the interior lighting power allowance for the entire building shall be calculated by summing the lighting power allowances of all enclosed spaces determined in Clause 4.2.1.6.(1)(c). (See Note A-4.2.2.1.)","theinteriorlightingpowerallowanceusingthespace-by-spacemethodshallbedeterminedasfollows:thegrossinteriorfloorareaofeachenclosedspaceshallbedeterminedbasedontheinsidedimensionsofthespace,theallowedlightingpowerdensity(lpd)foreachenclosedspaceshallbedeterminedusingtable4.2.1.6.fortheexactspacetypeoraspacetypethatmostcloselyrepresentstheproposeduseofeachspace,thelightingpowerallowanceforeachenclosedspaceshallbecalculatedbymultiplyingthefloorareadeterminedinclause4.2.1.6.(1)(a)bytheallowedlpddeterminedinclause4.2.1.6.(1)(b),andtheinteriorlightingpowerallowancefortheentirebuildingshallbecalculatedbysummingthelightingpowerallowancesofallenclosedspacesdeterminedinclause4.2.1.6.(1)(c).(seenotea-4.2.2.1.)",127.0,4.0,2,1,6,1
1382486,157758.0,E,necb2015_divb,592.0,B,8.4.4.14.(5),Hydronic Pumps,Variable-flow pumps shall be modeled as a pump riding its curve.,variable-flowpumpsshallbemodeledasapumpridingitscurve.,11.0,8.0,4,4,14,5
1382505,157466.0,E,necb2015_divb,298.0,B,5.2.6.2.(1),Variable-Flow Pumping Systems,"Except as provided in Sentence 5.2.6.2.(2), HVAC pumping systems that serve control valves designed to modulate or to open and close in steps as a function of load shall be designed for variable fluid flow, and capable of reducing system flow to 50% or less of design flow. (See Note A-5.2.6.2.(1).)","exceptasprovidedinsentence5.2.6.2.(2),hvacpumpingsystemsthatservecontrolvalvesdesignedtomodulateortoopenandcloseinstepsasafunctionofloadshallbedesignedforvariablefluidflow,andcapableofreducingsystemflowto50%orlessofdesignflow.(seenotea-5.2.6.2.(1).)",51.0,5.0,2,6,2,1
1382890,157197.0,E,necb2015_divb,29.0,B,3.1.1.7.(1),Calculation of Overall Thermal Transmittance,"In calculating the overall thermal transmittance of assemblies for purposes of comparison with the provisions in Section 3.2., the thermal bridging effect of closely spaced repetitive structural members, such as studs and joists, and of ancillary members, such as lintels, sills and plates, shall be accounted for as described in Article 1.1.4.2.","incalculatingtheoverallthermaltransmittanceofassembliesforpurposesofcomparisonwiththeprovisionsinsection3.2.,thethermalbridgingeffectofcloselyspacedrepetitivestructuralmembers,suchasstudsandjoists,andofancillarymembers,suchaslintels,sillsandplates,shallbeaccountedforasdescribedinarticle1.1.4.2.",52.0,3.0,1,1,7,1
1383131,157452.0,E,necb2015_divb,284.0,B,5.2.5.1.(1),Design and Installation of Piping,HVAC piping shall be designed and installed in accordance with the NBC.,hvacpipingshallbedesignedandinstalledinaccordancewiththenbc.,12.0,5.0,2,5,1,1
1383133,157334.0,E,necb2015_divb,166.0,B,4.2.2.6.(2),Special Applications,"Except as provided in Sentence 4.2.2.6.(4) regarding bathroom lighting and except for switched receptacles used for lighting that are controlled by captive key systems, all lighting and all switched receptacles used for lighting in guest rooms and suites in commercial temporary lodgings shall be automatically controlled so that their power supply turns off within 20 min of the space being unoccupied. (See Note A-4.2.2.6.(2) and (4).)","exceptasprovidedinsentence4.2.2.6.(4)regardingbathroomlightingandexceptforswitchedreceptaclesusedforlightingthatarecontrolledbycaptivekeysystems,alllightingandallswitchedreceptaclesusedforlightinginguestroomsandsuitesincommercialtemporarylodgingsshallbeautomaticallycontrolledsothattheirpowersupplyturnsoffwithin20minofthespacebeingunoccupied.(seenotea-4.2.2.6.(2)and(4).)",66.0,4.0,2,2,6,2
