Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,National Article Title (FR),National Sentence Text (FR),P/T Document,P/T Division,P/T Sentence Number,P/T Article Title,P/T Sentence Text,P/T Sentence Text (FR),Difference Type,Variation,Variation Label,Text Difference Tracked,P/T Article Title (FR),Exception,Comments,Text Difference Tracked (FR),Difference Type Updated,Exception Updated,Variation Updated
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.2.10.1.(3),7.2.10.1. Floor Flanges,"PVC floor flanges shall be certified to CAN/CSA-B181.2, ""Polyvinylchloride (PVC) and Chlorinated Polyvinylchloride (CPVC) Drain, Waste, and Vent Pipe and Pipe Fittings"". ",,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.2.10.1.(4),7.2.10.1. Floor Flanges,"Cast iron, copper and aluminum floor flanges shall be suitable for the purpose.",,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.2.(1),"Screws, Bolts, Nuts and Washers ","Every screw, bolt, nut and washer shall be of corrosion-resistant materials when used to connect a water closet to a floor flange, to anchor the floor flange to the floor, or to anchor the water closet to the floor.",,,obc2019_divb,Div B,7.2.10.2.(1),"7.2.10.2. Screws, Bolts, Nuts and Washers","Every screw, bolt, nut and washer shall be of materials that are resistant to corrosion, when used,(a) to connect a water closet to a floor flange, (b) to anchor the floor flange to the floor, (c) to anchor the water closet to the floor, or (d) to hold cleanout covers or floor drain grates. ",,Common Sentence,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.3.(2),Cleanout Fittings ,"A cleanout fitting that, as a result of normal maintenance operations, cannot withstand the physical stresses of removal and reinstallation or cannot ensure a gas-tight seal shall not be installed.",,,obc2019_divb,Div B,7.2.10.3.(2),7.2.10.3. Cleanout Fittings,A cleanout fitting that as a result of normal maintenance operations cannot withstand the physical stresses of removal and reinstallation or cannot ensure a gas-tight seal shall not be installed.,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.2.10.3.(3),7.2.10.3. Cleanout Fittings,A screw cap or test cap shall not be used as a cleanout plug or cover. ,,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.4.(1),Mechanical Couplings ,Groove- and shoulder-type mechanical couplings for pressure applications shall conform to CSA B242 Groove- and Shoulder-Type Mechanical Pipe Couplings,,,obc2019_divb,Div B,7.2.10.4.(1),7.2.10.4. Mechanical Couplings,"Groove and shoulder type mechanical pipe couplings shall conform to CSA B242, ""Groove and Shoulder Type Mechanical Pipe Couplings"".",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.4.(2),Mechanical Couplings ,"Mechanical couplings for non-pressure applications shall conform to CSA B602 Mechanical Couplings for Drain, Waste, and Vent Pipe and Sewer Pipe",,,obc2019_divb,Div B,7.2.10.4.(2),7.2.10.4. Mechanical Couplings,"Mechanical Couplings for DWV and Sewer Pipe shall be certified to CSA B602, ""Mechanical Couplings for Drain, Waste, and Vent Pipe and Sewer Pipe"".",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.5.(1),Saddle Hubs ,"A saddle hub or fitting shall not be installed in drainage, venting or water systems. (See Note A-2.2.10.5.(1).)",,,obc2019_divb,Div B,7.2.10.5.(1),7.2.10.5. Saddle Hubs,"Except as provided in Sentence (2), a saddle hub or fitting shall not be installed in drainage systems, venting systems or water systems.",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.2.10.5.(2),7.2.10.5. Saddle Hubs,A saddle hub or saddle clamp may be installed in a building drain or building sewer of nominal diameter not less than 8 in. and that is in service provided that the connecting branch is at least two pipe sizes smaller than the run of the building drain or building sewer to which it is connected.,,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.6.(1),Supply and Waste Fittings ,"Supply fittings shall conform to ASME/CSA ASME A112.18.1/CSA B125.1, Plumbing Supply Fittings or CSA B125.3 Plumbing Fittings",,,obc2019_divb,Div B,7.2.10.6.(1),7.2.10.6. Supply and Waste Fittings,"Supply fittings shall conform to ASME A112.18.1 / CSA B125.1, ""Plumbing Supply Fittings"" or CSA B125.3, ""Plumbing Fittings"".",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.6.(2),Supply and Waste Fittings ,"Except for lavatories in health care facilities, emergency eye washes, and emergency showers, supply fittings and individual shower heads shall have an integral means of limiting the maximum water flow rate to that specified in Table 2.2.10.6. (See Note A-2.2.10.6.(2).)",,,obc2019_divb,Div B,,,,,National Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.6.(3),Supply and Waste Fittings ,An automatic compensating valve serving an individual shower head addressed in Sentence 2.2.10.6.(1) shall have a water flow rate equal to or less than the shower head it serves. (See Note A-2.2.10.6.(3).),,,obc2019_divb,Div B,,,,,National Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.6.(4),Supply and Waste Fittings ,"Where multiple shower heads installed in a public showering facility are served by one temperature control, each shower head shall be equipped with a device capable of automatically shutting off the flow of water when the shower head is not in use. (See Note A-2.2.10.6.(4).) ",,,obc2019_divb,Div B,,,,,National Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.6.(5),Supply and Waste Fittings ,Each lavatory in a public washroom shall be equipped with a device capable of automatically shutting off the flow of water when the lavatory is not in use. (See Note A-2.2.10.6.(4).),,,obc2019_divb,Div B,,,,,National Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.6.(6),Supply and Waste Fittings ,"Waste fittings shall conform to ASME/CSA ASME A112.18.2/CSA B125.2, Plumbing Waste Fittings",,,obc2019_divb,Div B,7.2.10.6.(2),7.2.10.6. Supply and Waste Fittings,"Waste fittings shall conform to ASME A112.18.2 / CSA B125.2, ""Plumbing Waste Fittings"".",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.2.10.7.(1),7.2.10.7. Linings and Coatings of Domestic Water Tanks,"Linings and coatings of domestic water tanks that come into contact with potable water shall be certified to NSF/ANSI 61, ""Drinking Water System Components - Health Effects"".",,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.7.(1),Water Temperature Control ,"Except as provided in Sentence 2.2.10.7.(2), valves supplying fixed-location shower heads shall be individual pressure-balanced or thermostatic-mixing valves conforming to ASME/CSA ASME A112.18.1-2012/CSA B125.1-12 Plumbing Supply Fittings",,,obc2019_divb,Div B,,,,,National Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.7.(2),Water Temperature Control ,Individual pressure-balanced or thermostatic-mixing valves shall not be required for shower heads having a single tempered water supply that is controlled by an automatic compensating valve conforming to CSA B125.3-12 Plumbing Fittings,,,obc2019_divb,Div B,,,,,National Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.7.(3),Water Temperature Control ,"Mixing valves that supply shower heads shall be of the pressure-balanced, thermostatic, or combination pressure-balanced/thermostatic type capable of maintaining a water outlet temperature that does not exceed 49°C, and limiting thermal shock.",,,obc2019_divb,Div B,,,,,National Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.7.(4),Water Temperature Control ,The temperature of water discharging into a bathtub shall not exceed 49°C.,,,obc2019_divb,Div B,,,,,National Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.8.(1),Direct Flush Valves ,"Direct flush valves shall open fully and close positively under service pressure, complete their cycle of operation automatically, be provided with a means of regulating the volume of water that they discharge, and be provided with a vacuum breaker unless the fixture is designed so that back-siphonage cannot occur.",,,obc2019_divb,Div B,7.2.10.8.(1),7.2.10.8. Direct Flush Valves,"Every direct flush valve shall,(a) open fully and close positively under service pressure, (b) complete its cycle of operation automatically, (c) be provided with a means of regulating the volume of water that it discharges, and (d) be provided with a vacuum breaker unless the fixture is designed so that back-siphonage cannot occur. ",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.9.(1),Drinking Fountain Bubblers ,"The orifice of drinking fountain bubblers shall be of the shielded type, and direct the water upward at an angle of approximately 45°.",,,obc2019_divb,Div B,7.2.10.9.(1),7.2.10.9. Drinking Fountain Bubblers,"The orifice of every drinking fountain bubbler shall,(a) be of the shielded type, and (b) direct the water upward to an angle of approximately 45°. ",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.9.(2),Drinking Fountain Bubblers ,Drinking fountain bubblers shall include a means of regulating the flow to the orifice.,,,obc2019_divb,Div B,7.2.10.9.(2),7.2.10.9. Drinking Fountain Bubblers,Every drinking fountain bubbler shall include a means of regulating the flow to the orifice.,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.9.(3),Drinking Fountain Bubblers ,Bubblers shall be installed only on drinking fountains. (See Note A-2.2.10.9.(3).),,,obc2019_divb,Div B,,,,,National Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.10.(1),Back-Siphonage Preventers and Backflow Preventers ,"Except as provided in Sentence 2.2.10.10.(2), back-siphonage preventers and backflow preventers shall conform to CSA B64.0 Definitions, General Requirements, and Test Methods for Vacuum Breakers and Backflow Preventers CSA B64.1.1 Atmospheric Vacuum Breakers (AVB) CSA B64.1.2 Pressure Vacuum Breakers (PVB) CSA B64.1.3 Spill-Resistant Pressure Vacuum Breakers (SRPVB) CSA B64.2 Hose Connection Vacuum Breakers (HCVB) CSA B64.2.1 Hose Connection Vacuum Breakers (HCVB) with Manual Draining Feature CSA B64.2.2 Hose Connection Vacuum Breakers (HCVB) with Automatic Draining Feature CSA B64.3 Dual Check Valve Backflow Preventers with Atmospheric Port (DCAP) CSA B64.4 Reduced Pressure Principle (RP) Backflow Preventers CSA B64.5 Double Check Valve (DCVA) Backflow Preventers CSA B64.6 Dual Check Valve (DuC) Backflow Preventers CSA B64.7 Laboratory Faucet Vacuum Breakers (LFVB) or CSA B64.8 Dual Check Valve Backflow Preventers with Intermediate Vent (DuCV)",,,obc2019_divb,Div B,7.2.10.10.(1),7.2.10.10. Back-Siphonage Preventers and Backflow Preventers,"Except as provided in Sentence (2), back-siphonage preventers and backflow preventers shall be certified to,(a) CSA B64.0, ""Definitions, General Requirements and Test Methods for Vacuum Breakers and Backflow Preventers"", (b) CSA B64.1.1, ""Atmospheric Vacuum Breakers (AVB)"", (c) CSA B64.1.2, ""Pressure Vacuum Breakers (PVB)"", (d) CSA B64.1.3, ""Spill-resistant Pressure Vacuum Breakers (SRPVB)"", (e) CSA B64.1.4, ""Vacuum Breaker, Air Space Type (ASVB)"", (f) CSA B64.2, ""Hose Connection Vacuum Breakers (HCVB)"", (g) CSA B64.2.1, ""Hose Connection Vacuum Breakers (HCVB) with Manual Draining Feature"", (h) CSA B64.2.1.1, ""Hose Connection Dual Check Vacuum Breakers (HCDVB)"", (i) CSA B64.2.2, ""Hose Connection Vacuum Breakers (HCVB) with Automatic Draining Feature"", (j) CSA B64.3, ""Dual Check Valve Backflow Preventers with Atmospheric Port (DCAP)"", (k) CSA B64.3.1, ""Dual Check Valve Backflow Preventers with Atmospheric Port for Carbonators (DCAPC)"", (l) CSA B64.4, ""Reduced Pressure Principle (RP) Backflow Preventers"", (m) CSA B64.5, ""Double Check Valve (DCVA) Backflow Preventers"", (n) CSA B64.6, ""Dual Check Valve (DuC) Backflow Preventers"", (o) CSA B64.7, ""Laboratory Faucet Vacuum Breakers (LFVB)"", (p) CSA B64.8, ""Dual Check Valve Backflow Preventers with Intermediate Vent (DuCV)"", or (q) CSA B64.10, ""Selection and Installation of Backflow Preventers"". ",,Common Sentence,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.10.(2),Back-Siphonage Preventers and Backflow Preventers ,Back-siphonage preventers for tank-type water closets (anti-siphon fill valves) shall conform to CSA B125.3 Plumbing Fittings,,,obc2019_divb,Div B,7.2.10.10.(2),7.2.10.10. Back-Siphonage Preventers and Backflow Preventers,"Back-siphonage preventers (anti-siphon fill valves) for tank type water closets shall be certified to CSA B125.3, ""Plumbing Fittings"".",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.11.(1),Relief Valves ,"Temperature-relief, pressure-relief, combined temperature- and pressure-relief, and vacuum-relief valves shall conform to ANSI/CSA ANSI Z21.22/CSA 4.4 Relief Valves for Hot Water Supply Systems",,,obc2019_divb,Div B,7.2.10.11.(1),7.2.10.11. Relief Valves,"Temperature relief, pressure relief, combined temperature and pressure relief and vacuum relief valves shall conform to ANSI Z21.22 / CSA 4.4, ""Relief Valves for Hot Water Supply Systems"".",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.12.(1),Reducing Valves ,Direct-acting water-pressure-reducing valves for domestic water supply systems shall conform to CSA CAN/CSA-B356 Water Pressure Reducing Valves for Domestic Water Supply Systems,,,obc2019_divb,Div B,7.2.10.12.(1),7.2.10.12. Reducing Valves,"Direct acting water pressure reducing valves for domestic water supply systems shall conform to CAN/CSA-B356, ""Water Pressure Reducing Valves for Domestic Water Supply Systems"".",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.13.(1),Solar Domestic Hot Water ,Equipment for solar heating of potable water shall conform to CSA CAN/CSA-F379 SERIES (excluding Supplement F379S1-11) Packaged Solar Domestic Hot Water Systems (Liquid-to-Liquid Heat Transfer),,,obc2019_divb,Div B,7.2.10.13.(1),7.2.10.13. Solar Domestic Hot Water,"Equipment forming part of a packaged system for solar heating of potable water, shall conform to CAN/CSA-F379.1, ""Packaged Solar Domestic Hot Water Systems (Liquid-to-Liquid Heat Transfer) for All-Season Use"".",,Common Sentence,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.14.(1),Vent Pipe Flashing ,"Flashing fabricated on-site for vent pipes shall be fabricated from copper sheet not less than 0.33 mm thick, aluminum sheet not less than 0.48 mm thick, alloyed zinc sheet not less than 0.35 mm thick, lead sheet not less than 1.73 mm thick, galvanized steel sheet not less than 0.33 mm thick, or polychloroprene (neoprene) not less than 2.89 mm thick.",,,obc2019_divb,Div B,7.2.10.14.(1),7.2.10.14. Vent Pipe Flashing,"Flashing fabricated on site for vent pipes shall be fabricated from,(a) copper sheet at least 0.33 mm thick, (b) aluminum sheet at least 0.48 mm thick, (c) alloyed zinc sheet at least 0.35 mm thick, (d) lead sheet at least 1.73 mm thick, (e) galvanized steel sheet at least 0.33 mm thick, or (f) polychloroprene (neoprene) at least 2.89 mm thick. ",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.14.(2),Vent Pipe Flashing ,"Prefabricated flashing for vent pipes shall conform to CSA B272, Prefabricated Self-Sealing Roof Vent Flashings (See Article 2.5.6.5. for location of vent pipe terminals.)",,,obc2019_divb,Div B,7.2.10.14.(2),7.2.10.14. Vent Pipe Flashing,"Prefabricated flashing for vent pipes shall be certified to CSA B272, ""Prefabricated Self-Sealing Roof Vent Flashings"".",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.15.(1),Water Hammer Arresters ,"Water hammer arresters shall conform to ASSE ANSI/ASSE 1010, Water Hammer Arresters",,,obc2019_divb,Div B,7.2.10.15.(1),7.2.10.15. Water Hammer Arresters,"Factory built water hammer arresters shall conform to ANSI/ASSE 1010, ""Water Hammer Arresters"".",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.16.(1),Air Admittance Valves ,Air admittance valves shall conform to ASSE 1051-2009G Individual and Branch Type Air Admittance Valves (AAVs) for Sanitary Drainage Systems (See Note A-2.2.10.16.(1).),,,obc2019_divb,Div B,7.2.10.16.(1),7.2.10.16. Air Admittance Valves,"Air admittance valves shall conform to ASSE 1051, ""Individual and Branch Type Air Admittance Valves for Sanitary Drainage Systems"". (See Appendix A.)",,Common Sentence,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.2.10.17.(1),Water Treatment Systems ,"Point-of-use devices, including their disposable parts, used in potable water treatment systems shall conform to CSA CAN/CSA-B483.1 Drinking Water Treatment Systems",,,obc2019_divb,Div B,7.2.10.17.(1),7.2.10.17. Drinking Water Treatment Systems,"A drinking water treatment system or device shall be certified to CAN/CSA-B483.1, ""Drinking Water Treatment Systems"".",,Common Sentence,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.2.11.1.(1),"7.2.11.1. Design, Construction, Installation and Testing","Except as provided in Articles 7.2.11.2. to 7.2.11.4., and 7.3.7.2, the design, construction, installation and testing of fire service mains and water service pipe combined with fire service mains shall be in conformance with NFPA 24, ""Installation of Private Fire Service Mains and Their Appurtenances"".",,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.2.11.2.(1),7.2.11.2. Certification or Conformance,Water service pipes and fire service mains shall be certified or conform to the standards for the materials listed in Table 7.2.11.2.,,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.2.11.3.(1),7.2.11.3. Tracer Wire,"Except as provided in Sentence (2), a 14 gauge TW solid copper light coloured plastic coated tracer wire shall be attached to every non-metallic water service pipe or fire service main.",,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.2.11.3.(2),7.2.11.3. Tracer Wire,"Where a water service pipe or fire service main is detectable without the tracer wire referenced in Sentence (1), the tracer wire may be omitted.",,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.2.11.4.(1),7.2.11.4. Required Check Valve,"Where a water service pipe is supplied with water by more than one drinking water system, a check valve shall be installed at each connection with a drinking water system.",,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.2.11.4.(2),7.2.11.4. Required Check Valve,"Where a fire service main is supplied with water by more than one source, a check valve shall be installed at each connection with a source of water.",,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.3.1.1.(1),Application,"This Section applies to the construction and use of joints and connections, and the arrangement, protection, support and testing of piping.",,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.3.2.1.(1),Caulked Lead Drainage Joints ,"Caulked lead drainage joints shall not be used except for cast-iron pipe in a drainage system or venting system, or between such pipe and other ferrous pipe, brass and copper pipe, a caulking ferrule, or a trap standard.",,,obc2019_divb,Div B,7.3.2.1.(3),Caulked Lead Drainage Joints,"Caulked lead drainage joints shall not be used except for cast iron pipe in a drainage system or venting system, or between such pipe and,
(a) other ferrous pipe, (b) brass and copper pipe,
(c)  a caulking ferrule, or (d) a trap standard.",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.3.2.1.(2),Caulked Lead Drainage Joints ,Every caulked lead drainage joint shall be firmly packed with oakum and tightly caulked with lead to a depth of not less than 25 mm.,,,obc2019_divb,Div B,7.3.2.1.(1),7.3.2.1. Caulked Lead Drainage Joints,Every caulked lead drainage joint shall be firmly packed with oakum and tightly caulked with lead to a depth of at least 25 mm.,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.3.2.1.(3),Caulked Lead Drainage Joints ,"No paint, varnish or other coating shall be applied on the lead until after the joint has been tested.",,,obc2019_divb,Div B,7.3.2.1.(2),7.3.2.1. Caulked Lead Drainage Joints,"No paint, varnish or other coating shall be applied on the lead until after the joint has been tested.",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.3.2.1.(1),,"Caulked lead drainage joints shall not be used except for cast iron pipe in a drainage system or venting system, or between such pipe and, a) other ferrous pipe, b) brass and copper pipe, c) a caulking ferrule, or d) a trap standard. ",,,obc2019_divb,Div B,7.3.2.1.(3),7.3.2.1. Caulked Lead Drainage Joints,"Caulked lead drainage joints shall not be used except for cast iron pipe in a drainage system or venting system, or between such pipe and, (a) other ferrous pipe, (b) brass and copper pipe, (c) a caulking ferrule, or (d) a trap standard. ",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.3.2.1.(4),Wiped Joints ,,,,obc2019_divb,Div B,7.3.2.1.(4),7.3.2.1. Caulked Lead Drainage Joints,,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.3.2.2.(1),Wiped Joints ,"Wiped joints shall not be used except for sheet lead or lead pipe, or between such pipe and copper pipe or a ferrule.",,,obc2019_divb,Div B,7.3.2.2.(1),7.3.2.2. Wiped Joints,"Wiped joints shall not be used except for sheet lead or lead pipe, or between such pipe and copper pipe or a ferrule.",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.3.2.2.(2),Wiped Joints ,"Wiped joints in straight pipe shall be made of solder, have an exposed surface on each side of the joint at least 19 mm wide, and be not less than 10 mm thick at the thickest part.",,,obc2019_divb,Div B,7.3.2.2.(2),7.3.2.2. Wiped Joints,"Every wiped joint in straight pipe shall,(a) be made of solder, (b) have an exposed surface on each side of the joint at least 19 mm wide, and (c) be at least 10 mm thick at the thickest part. ",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.3.2.2.(3),Wiped Joints ,Wiped flanged joints shall be reinforced with a lead flange that is not less than 19 mm wide.,,,obc2019_divb,Div B,7.3.2.2.(3),7.3.2.2. Wiped Joints,Every wiped flanged joint shall be reinforced with a lead flange that is at least 19 mm wide.,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.3.2.3.(1),Screwed Joints,_,,,obc2019_divb,Div B,7.3.2.3.(1),7.3.2.3 Screwed Joints,"In making a screwed joint, the ends of the pipe shall be reamed or filed out to the size of the bore and all chips and cuttings shall be removed.",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.3.2.3.(2),Screwed Joints,_,,,obc2019_divb,Div B,7.3.2.3.(2),7.3.2.3 Screwed Joints,No pipe-joint cement or paint shall be applied to the internal threads.,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.3.2.4.(1),Soldered Joints ,Soldered joints shall be made in accordance with ASTM B 828 Making Capillary Joints by Soldering of Copper and Copper Alloy Tube and Fittings,,,obc2019_divb,Div B,7.3.2.4.(1),7.3.2.4. Solder Joints,"Soldered joints shall be made in accordance with ASTM B828, ""Making Capillary Joints by Soldering of Copper and Copper Alloy Tube and Fittings"".",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.3.2.5.(1) ,Flared Joints,,,,obc2019_divb,Div B,7.3.2.5.(1),7.3.2.5 Flared Joints,,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.3.2.5.(2),Flared Joints,,,,obc2019_divb,Div B,7.3.2.5.(2),7.3.2.5 Flared Joints,,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.3.2.6.(1),Mechanical Joints ,"Mechanical joints shall be made with compounded elastomeric rings that are held in compression by stainless steel or cast-iron clamps, or groove and shoulder type mechanical couplings.",,,obc2019_divb,Div B,7.3.2.6.(1),7.3.2.6. Mechanical Joints,Mechanical joints shall be made with compounded elastomeric couplings or rings held by stainless steel or cast iron clamps or contained within a compression connection or groove and shoulder type mechanical coupling. (See Appendix A.),,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.3.2.7.(1),Cold-Caulked Joints ,,,,obc2019_divb,Div B,7.3.2.7.(1),7.3.2.7. Cold-Caulked Joints,,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.3.2.7.(2),Cold-Caulked Joints ,Caulking compound used in cold-caulked joints shall be applied according to the manufacturer's directions.,,,obc2019_divb,Div B,7.3.2.7.(2),7.3.2.7. Cold-Caulked Joints,The caulking compound used in cold-caulked joints shall be applied according to the manufacturer’s directions.,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.3.2.7.(3),Cold-Caulked Joints ,Cold-caulked joints in a drainage system shall be firmly packed with oakum and tightly caulked with cold caulking compound to a depth of not less than 25 mm.,,,obc2019_divb,Div B,7.3.2.7.(3),7.3.2.7. Cold-Caulked Joints,Every cold-caulked joint in a drainage system shall be firmly packed with oakum and tightly caulked with cold caulking compound to a depth of at least 25 mm. ,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.3.2.8.(1),Stainless Steel Welded Joints ,"Stainless steel welded joints shall conform to ASME B31.9, Building Services Piping",,,obc2019_divb,Div B,7.3.2.8.(1),7.3.2.8. Stainless Steel Welded Joints,"Stainless steel welded joints shall conform to ASME B31.9, ""Building Services Piping"".",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.3.2.8.(1),Stainless Steel Welded Joints ,,,,obc2019_divb,Div B,7.3.2.8.(2),7.3.2.8. Stainless Steel Welded Joints,,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.3.3.1.(1),Drilled and Tapped Joints ,Drilled and tapped joints shall not be made in a soil-or-waste pipe or vent pipe and fittings unless suitable provision has been made for drilling and tapping.,,,obc2019_divb,Div B,,,,,National Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.3.3.1.(1),7.3.3.1. Drilled and Tapped Joints,"Except as provided in Sentences (2) to (4), no water distributing pipe, drainage pipe or fittings shall be drilled, tapped or swaged.",,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.3.3.1.(2),7.3.3.1. Drilled and Tapped Joints,A water distributing pipe may be drilled or tapped to provide for a mechanically extracted T in copper tubing of Type L or K provided that all branch connections shall be notched and dimpled to limit depth of insertion and conform to the inner contour of the main.,,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.3.3.1.(3),7.3.3.1. Drilled and Tapped Joints,A copper water distributing pipe of 1 in. size or larger may be mechanically swaged to permit the joining of other copper pipe of equal size. ,,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.3.3.1.(4),7.3.3.1. Drilled and Tapped Joints,"A drainage pipe or fitting may be drilled or tapped,(a) to provide for the connection of a trap seal primer line, (b) to connect a device designed to dispense germicidal or odour control chemicals or trap seal water to a floor drain downstream of a vacuum breaker or flush valve in a flush tube connected to a sanitary unit, (c) to provide a hole for a branch connection to a drainage pipe, where the branch connection is made with a saddle hub as permitted by Article 7.2.10.5. and where the hole is drilled to provide a smooth clean hole of the required size and orientation, or (d) to provide for the connection of pipe or fittings to metal or rigid plastic pipe and fittings where the pipe or fittings are thick enough to be threaded or are bossed for tapping. ",,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.3.3.1.(5),7.3.3.1. Drilled and Tapped Joints,No pipe adaption shall be made by the use of a bushing that leaves a square edge or shoulder on the inside of the pipe or fitting.,,P/T Only,Yes,Plumbing ,,,,,,,,
