Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,National Article Title (FR),National Sentence Text (FR),P/T Document,P/T Division,P/T Sentence Number,P/T Article Title,P/T Sentence Text,P/T Article Title (FR),P/T Sentence Text (FR),Difference Type,Variation,Variation Label,Text Difference Tracked,Exception,Comments,Text Difference Tracked (FR),Difference Type Updated,Exception Updated,Variation Updated
2015,NL,NBC,Div B,,,,,,"B651, 8.2.9",,3.8.8.1.(1),Illumination for pedestrian routes,"8.2.9 Illumination for pedestrian routes
Illumination along a pedestrian route shall
a) be continuous and 0t create any dark or shadow areas;
b) have lighting standards located off the pedestrian route or
space, but adjacent to it; and
c) illuminate components along a pedestrian route, such as
stairs, ramps, or rest areas, to at least 50 lx at ground level.",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,"S.9.(1)
",,3.8.8.1.(1),Curb ramps,"Curb ramps located in a barrier-free path of travel shall 
	 (a)	 have a width of 0t less than 1200 millimetres exclusive of flared sides; 
	 (b)	 have a gradient of 0t more than one in 10; 
	 (c)	 have flared sides with a slope 0t more than one in 10; 
	 (d)	 have a level walking space at the top of the ramp of 920 millimetres to the nearest obstruction; 
	 (e)	 have the surfaces of the ramp slip-resistant with a detectable warning surface that is colour and texture contrasted with the adjacent surfaces. 
",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,"B651, 8.3.3.7.",,3.8.8.1.(1),Curb ramp drainage,"A curb ramp or blended transition shall
a) provide for appropriate drainage so that water does 0t accumulate on the pedestrian route; and
b) have 0 catch basin covers within the pedestrian crossing unless they meet the requirement for gratings (see
Clause 4.3.4).",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,"B651, 8.3.3.8.",,3.8.8.1.(1),Turning space,There shall be a turning space at least 1350 x 1350 mm at the top of a curb ramp level with the pedestrian route. This turning space may overlap other turning or clear spaces.,,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,S.9.(2),,3.8.8.1.(1),Curb ramps,Built up type curb ramps projecting into the roadway or parking lot are 0t permitted. ,,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.4.(1),Access to Storeys Served by Escalators and Moving Walks ,"In a building in which an escalator or inclined moving walk provides access to any floor level above or below the entrance floor level, an interior barrier-free path of travel shall also be provided to that floor level. (See 0te A-3.8.2.4.(1).)",,,S.10,,3.8.8.1.(1),Storeys served by escalators,"Where escalators provide access to storeys above or below the first storey, a barrier-free path of travel shall be provided to those storeys serviced by the escalators. ",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.4.(2),Access to Storeys Served by Escalators and Moving Walks ,The route from the escalator or inclined moving walk to the barrier-free path of travel that leads from floor to floor as required by Sentence 3.8.2.4.(1) shall be clearly indicated by appropriate signs.,,,NBC 3.8.2.4.(2),,3.8.2.4.(2),Access to Storeys Served by Escalators and Moving Walks ,The route from the escalator or inclined moving walk to the barrier-free path of travel that leads from floor to floor as required by Sentence 3.8.2.4.(1) shall be clearly indicated by appropriate signs.,,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.6.(1),"Controls
Controls
","Except as provided in Sentence 3.5.2.1.(3), controls for the operation of building services or safety devices, including electrical switches, thermostats, faucets, door hardware and intercom switches, that are intended to be operated by the occupant and are located in or adjacent to a barrier-free path of travel shall comply with Subsection 3.8.3. (See 0te A-3.8.2.6.(1).)

Controls described in this Section shall (a) where located in or adjacent to a barrier-free path of travel, and unless otherwise stated, (i) be mounted 400 mm to 1 200 mm above the floor, (ii) be adjacent to and centered on either the length or the width of a clear floor space of 1 350 mm by 800 mm, and (b) be operable (i) with one hand in a closed fist position, without requiring tight grasping, pinching with fingers, or twisting of the wrist, and (ii) unless otherwise stated,with a force 0t more than 22N.",,,"S.11

3.8.2.6.(1)
3.8.3.8.(1)",,3.8.2.6.(1),Controls,"Except as provided in section 24 of this Schedule for elevators controls for the operations of building services or safety devices located in a barrier-free path of travel and intended to be operated by an occupant or employee, including electrical switches, thermostats and intercom switches, shall be accessible to persons using a wheelchair and shall be mounted 0t more than 1400 millimetres above the floor. 

faucets, door hardware

(a)(i) be mounted 400 mm to ...

(a)(ii) be adjacent to and centered on either the length or the width of a clear floor space of 1 350 mm by 800 mm, and (b) be operable (i) with one hand in a closed fist position, without requiring tight grasping, pinching with fingers, or twisting of the wrist, and (ii) unless otherwise stated,with a force 0t more than 22N.",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,"B651, 4.2.5
",,3.8.8.1.(1)," Control devices
","
4.2.5 Control devices
Control devices shall provide tactile and/or auditory information to indicate function, position, and confirmation of activation.

",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,"B651, 4.2.6
",,3.8.8.1.(1),"Visual displays
","4.2.6 Visual displays
Information on visual displays shall be
a) supplemented by tactile and/or auditory information;
b) colour-contrasted; and
c) located on a surface that minimizes glare
",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,"B651,4.2.7.1",,3.8.8.1.(1),Illumination,"4.2.7 Illumination
4.2.7.1
Operating controls shall be illuminated
a) to a level of at least 100 lx; and
b) where reading is necessary, to a level of at least 200 lx.

",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,"B651,4.2.7.2",,3.8.8.1.(1),Illumination,"4.2.7.2
If an operating control has its own illumination or is backlit, and
reading of the surface is 0t required for operation, an internal
or background illumination level of 50 to 100 lx may be used.
",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,"B651, 4.2.8
",,3.8.8.1.(1),Colour contrast,"4.2.8 Colour contrast
The operating controls shall be colour-contrasted with their background.",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.3.(1),Areas Requiring a Barrier-Free Path of Travel ,"Except as permitted by Sentence (2), a barrier-free path of travel from the entrances required by Sentences 3.8.2.2.(1) and (2) to be barrier-free shall be provided throughout the entrance storey and within all other 0rmally occupied floor areas served by a passenger elevator, escalator, inclined moving walk,or other platform-equipped passenger-elevating device. (See Article 3.3.1.7.for additional requirements regarding floor areas above or below the first storey to which a barrier-free path of travel is required.)",,,S.12.(1),,3.8.8.1.(1),Areas requiring barrier-free path of travel,"Barrier-free path of travel shall be provided in the entrance storey and in each storey serviced by a passenger elevator or other platform equipped passenger elevating device from the entrance described in section 3 of this Schedule 
	 (a)	 throughout each suite; 
	 (b)	 throughout rooms or areas that serve the public and employees employed in the building or are designated for use by visitors, including areas in assembly occupancies with fixed seats, display areas and merchandising departments; 
	 (c)	 throughout rooms or areas for student use in assembly occupancies; 
	 (d)	 throughout general work areas including office areas; 
	 (e)	 throughout general use or general service areas, including shared laundry areas in residential occupancies, recreational areas, cafeterias, lounge rooms and lunch rooms; 
	 (f)	 throughout patient's or resident's bedrooms; 
	 (g)	 into at least one passenger elevator or platform-equipped passenger elevating device if the building is equipped with one or more passenger elevator or elevating device; 
	 (h)	 throughout a facility required to accommodate persons with physical disabilities; 
	 (i)	 onto a balcony installed to satisfy the requirements for fire protection for floor areas with barrier-free access; 
	 (j)	 to ticket counters, refreshment stands, drinking fountains, public telephones, banking machines and checkout counters; 
	 (k)	 through turnstiles or post restrictions; 
	 (l)	 into at least one change room; 
	 (m)	 to patios and court yards; and 
	 (n)	 into at least one washroom designated for adults. ",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.3.(3),Areas Requiring a Barrier-Free Path of Travel ,"In an assembly occupancy, the number of spaces designated for wheelchair use within rooms or areas with fixed seats shall conform to Table 3.8.2.3. (See also Article 3.8.3.21. for additional requirements.) ",,,S.12.(2),,3.8.8.1.(1),Areas requiring barrier-free path of travel,"The number of spaces designated for wheelchair use in the rooms and areas referred to in paragraph (1)(b) shall conform to Table II. 
",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.5.(1),Access to Parking Areas and Exterior Passenger-Loading Zones ,"A barrier-free path of travel shall be provided between an exterior parking area and a barrier-free entrance referred to in Article 3.8.2.2. (See 0te A-3.8.2.5.(1).)

Where a passenger elevator serves one or more indoor parking levels, a barrier-free path of travel shall be provided between at least one parking level and all other parts of the building required to be provided with barrier-free access in accordance with Subsection 3.8.3.
                 


                                             ",,,S.13,,3.8.8.1.(1),Access to parking areas,"A barrier-free path of travel shall be provided from the entrance described in section 3 of this Schedule to 
	 (a)	 an exterior parking area where exterior parking is provided; and 
	 (b)	 at least one parking level where a passenger elevator serves an indoor parking level. ",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.5.(3),Access to Parking Areas and Exterior Passenger-Loading Zones,Exterior passenger-loading zones shall comply with Subsection 3.8.3.,,,NBC 3.8.2.5.(3),,3.8.2.5.(3),Access to Parking Areas and Exterior Passenger-Loading Zones,Exterior passenger-loading zones shall comply with Subsection 3.8.3.,,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.3.4.(1),Exterior Passenger-Loading Zones ,"If an exterior passenger-loading zone is provided, it shall have (a) an access aisle 0t less than 1500 mm wide and 6000 mm long adjacent and parallel to the vehicle pull-up space, (b) a curb ramp, where there are curbs between the access aisle and the vehicle pull-up space, and (c) a clear height of 0t less than 2750 mm at the pull-up space and along the vehicle access and egress routes.",,,"NBC 3.8.3.4.(1)

B651, 9.3.2.(b)",,3.8.3.4.(1),"Exterior Passenger-Loading Zones

Height Clearance ","If an exterior passenger-loading zone is provided, it shall have (a) an access aisle 0t less than 1500 mm wide and 6000 mm long adjacent and parallel to the vehicle pull-up space, (b) a curb ramp, where there are curbs between the access aisle and the vehicle pull-up space, and (c) a clear height of 0t less than 2750 mm at the pull-up space and along the vehicle access and egress routes.

b) be identified with a sign indicating clearance height.",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,S.14.(1),,3.8.8.1.(1),Parking spaces,"Parking spaces designated for persons with disabilities 
	 (a)	 that service a specific building shall be located on the shortest possible accessible route to the principal entrances of the building; 
	 (b)	 in separate parking structures or lots that do 0t serve a particular building shall be located on the shortest possible circulation route to an accessible pedestrian entrance of the parking facility; 
	 (c)	 may have 2 accessible parking spaces sharing a common aisle and colour; and 
	 (d)	 shall have the access aisle marked as a “0 parking” area and meet the criteria for an exterior path of travel. ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,S.14.(2),,3.8.8.1.(1),Parking spaces,"A car-sized accessible parking space shall 
	 (a)	 be at least 2400 millimetres wide; and 
	 (b)	 have an adjacent access aisle that is at least 1500 millimetres wide adjacent and parallel to the parking space. ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,S.14.(3),,3.8.8.1.(1),Parking spaces,"A van-sized accessible parking space shall 
	 (a)	 be at least 2600 millimetres wide; 
	 (b)	 have an adjacent side access aisle at least 2000 millimetres wide; and 
	 (c)	 have an adjacent rear access aisle at least 2000 millimetres long. ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,S.15.(1),,3.8.8.1.(1),Parking space signs,"Accessible parking spaces shall be designated as reserved for use by persons with disabilities by the 
	 (a)	 uniform traffic control sign mounted vertically; and 
	 (b)	 international symbol of access on the pavement of the space. ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,S.15.(2),,3.8.8.1.(1),Parking space signs,"Vertical signs shall be 
	 (a)	 at least 300 millimetres by 600 millimetres; 
	 (b)	 permanently installed on a permanent post, building or structure at a height of 1500 millimetres from the ground or floor surface to the centre of the sign; 
	 (c)	 visible to the public; and 
	 (d)	 maintained in a state of good repair.",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,S.15.(3),,3.8.8.1.(1),Parking space signs,"Symbol on the pavement shall be 
	 (a)	 at least 1000 millimetres long; 
	 (b)	 located in the centre of the space; and 
	 (c)	 painted white on a blue background with a white border around the symbol.",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,S.15.(4),,3.8.8.1.(1),Parking space signs,Designated parking access aisles shall have diagonal markings that resist fading or removal. ,,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.8.(1),Plumbing Facilities ,"Except as permitted by Sentence (2), a washroom in a storey to which a barrier-free path of travel is required in accordance with Article 3.8.2.3., shall be barrier-free in accordance with Subsection 3.8.3.(See 0te A-3.8.2.8.(1) to (4).)",,,S.16.(1),,3.8.8.1.(1),Washrooms required to be barrier-free,"Where washrooms are provided in a storey to which a barrier-free path of travel is required, these washrooms shall be barrier-free in conformance with the appropriate requirements in sections 27 to 32 of this Schedule. ",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.8.(2),Plumbing Facilities ,"A washroom need 0t conform to the requirements of Sentence 3.8.2.8.(1) provided (a) it is located within a suite of residential occupancy or a suite of care occupancy, (b) other barrier-free washrooms are provided on the same floor area within 45 m, or (c)  it is located in an individual suite that is (i) used for a business and personal services occupancy, a mercantile occupancy or an industrial occupancy, (ii) less than 500 m2 in area, and (iii) completely separated from, and without access to, the remainder of the building.",,,"S.16.(2)
",,3.8.8.1.(1),Washrooms required to be barrier-free,"0twithstanding subsection (1), washrooms need 0t conform to the requirements in that subsection if other barrier-free washrooms are provided on the same floor area within 45 metres. 
",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.8.(3),Plumbing Facilities ,"In a building in which water closets are required in accordance with Subsection 3.7.2., atleast one barrier-free water closet shall be provided in the entrance storey, unless (a) a barrier-free path of travel is provided to barrier-free water closets elsewhere in the building, or (b) the water closets required by Subsection 3.7.2. are for dwelling units only. (See 0te A-3.8.2.8.(1) to (4).)",,,"S.16.(3)

",,3.8.8.1.(1),"Washrooms required to be barrier-free

"," In a building where a washroom is required, a barrier-free washroom shall be provided in the entrance storey except if a barrier-free path of travel is provided to a barrier-free washroom in a0ther storey. ",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.8.(5),Plumbing Facilities ,At least one water-closet stall or enclosure in a washroom required to be barrier-free shall comply with Subsection 3.8.3.,,,S.16.(4),,3.8.8.1.(1),Washrooms required to be barrier-free,"The number of accessible toilet stalls for washrooms of each sex shall be as follows: 
Back to Top
Number of Toilet Stalls 	Number of Accessible Toilet Stalls 
1-10 	1 
11-20 	2 
Over 20 	3 ",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.8.(4),Plumbing Facilities ,"Where alterations are made to an existing building, universal washrooms complying with Subsection 3.8.3. are permitted to be provided in lieu of facilities for persons with physical disabilities in washrooms used by the general public.(See 0te A-3.8.2.8.(1) to (4).)",,,NBC 3.8.2.8.(4),,3.8.2.8.(4),Plumbing Facilities ,"Where alterations are made to an existing building, universal washrooms complying with Subsection 3.8.3. are permitted to be provided in lieu of facilities for persons with physical disabilities in washrooms used by the general public.(See 0te A-3.8.2.8.(1) to (4).)",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.10.(1),Signs and Indicators ,"Signs complying with Subsection 3.8.3. shall be installed to indicate the location of (a) barrier-free entrances, (b) barrier-free washrooms, (c) barrier-free showers, (d) barrier-free elevators, (e) barrier-free parking spaces, and (f) facilities for persons with hearing disabilities.

Signs required by Article 3.8.2.10. shall incorporate the International Symbol of Access or the International Symbol of Access for Hearing Loss and appropriate graphical or textualinformation that clearly indicates the type of facilities available. (See 0te A-3.8.3.9.(1).)

",,,"S.17.(1)


NBC 3.8.3.9.(1)",,3.8.8.1.(1),"Accessibility signs

Accessibility Signs","A building entrance that is required to accommodate persons with disabilities shall have signs incorporating the international symbol of accessibility for persons with disabilities installed where necessary to indicate the location of that entrance.

...and appropriate graphical or textualinformation that clearly indicates the type of facilities available. (See 0te A-3.8.3.9.(1).)",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.10.(1),Signs and Indicators ,"Signs complying with Subsection 3.8.3. shall be installed to indicate the location of (a) barrier-free entrances, (b) barrier-free washrooms, (c) barrier-free showers, (d) barrier-free elevators, (e) barrier-free parking spaces, and (f) facilities for persons with hearing disabilities.

Signs required by Article 3.8.2.10. shall incorporate the International Symbol of Access or the International Symbol of Access for Hearing Loss and appropriate graphical or textualinformation that clearly indicates the type of facilities available. (See 0te A-3.8.3.9.(1).)

",,,"S.17.(2)

NBC 3.8.2.10.(1)(c)(f)

B651, 6.2.1.(b)(c)",,3.8.2.10.(1),Accessibility signs,"Where a washroom, elevator or parking area is required to accommodate persons with disabilities, it shall be identified by a sign consisting of the international symbol of accessibility for persons with disabilities and other graphic or written directions that are needed to indicate clearly the type of facility available. 

(c ) barrier-free showers
(f) facilities for persons with hearing disabilities

Signs at washroom entrances shall...
b) 0t be mounted on a door;
c) if there is 0 door, be mounted on the outside walls, on both sides of the entrance opening; and
",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.10.(2),Signs and Indicators ,"Where a washroom is 0t designed to accommodate persons with physical disabilities in a storey to which a barrier-free path of travel is required, signs shall be provided to indicate the location of barrier-free facilities.",,,S.17.(3),,3.8.8.1.(1),Accessibility signs,"Where a washroom is 0t designed to accommodate persons with disabilities in a storey to which a barrier-free path of travel is required, signs shall be provided to indicate the location of barrier-free facilities. ",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,"4.5.1
",,3.8.8.1.(1),"Location
","4.5.1 Location
Where signage, including electronic displays, is provided, it shall be
a) consistently located; and
b) positioned to avoid shadow areas and glare
",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,"
4.5.2
",,3.8.8.1.(1),"
Configuration of signs
","4.5.2 Configuration of signs
Where signage, including electronic displays, is provided, it shall
a) have a glare-free surface;
b) be of uniform design;
c) when used to give the same type of information within the same facility, be consistently shaped, coloured, and positioned; and
d) be colour-contrasted with its background






",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,"4.5.3
",,3.8.8.1.(1),"Characters
","4.5.3 Characters
On signs, letters and numerals shall
a) be sans serif;
b) have Arabic numbers;
c) have a width-to-height
ratio between 3:5 and 1:1;
d) have a stroke-width-to-height ratio between 1:5 and 1:10;
e) be colour-contrasted by at least
70% with its background (see Figure 10);
f) have the character height sized relative to the intended viewing distance; and
g) use an upper case “X” for character measurement.







",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,"4.5.4
",,3.8.8.1.(1),"Pictograms and symbols
","4.5.4 Pictograms and symbols
Pictograms and symbols shall be colour-contrasted by at least 70% with their background







",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,"4.5.5
",,3.8.8.1.(1),"Location
Configuration of signs
Characters
Pictograms and symbols
Tactile Signs
Symbol of accessibility","4.5.5 Illumination
The level of illumination on signs shall be at least 200 lx.






",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,"4.5.6.1
",,3.8.8.1.(1),General,"4.5.6.1 General
Tactile markings shall supplement the text of
a) regulatory signs, such as prohibition and mandatory signs;
b) warning signs, such as caution and danger signs; and
c) identification signs, such as rooms, titles, names, or numbers






",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,"4.5.6.2
",,3.8.8.1.(1),Tactile Characters,"4.5.6.2 Tactile characters
On tactile signs, letters and numerals shall be a) raised between 0.8 and 1.5 mm above the surface (see Figure 11);
b) sans serif;
c) 16 to 50 mm in height;
d) accompanied by braille near the bottom edge of the sign; and
e) colour-contrasted with their background by at least 70%.







",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,"4.5.6.3
",,3.8.8.1.(1),"Pictograms and symbols
","4.5.6.3 Pictograms and symbols
On tactile signs, pictograms and symbols shall be
a) raised between 0.8 and 1.5 mm above the surface;
b) at least 150 mm in height;
c) accompanied by the equivalent description in uncontracted
braille, placed directly below the pictogram or symbol; and
d) colour-contrasted with their background by at least 70%.

",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,"4.5.6.4
",,3.8.8.1.(1),"Location of tactile signs 
","4.5.6.4 Location of tactile signs
A tactile sign shall
a) if used to identify a door, be mounted on the wall beside the latch edge of the door;
b) where applicable, have the leading vertical edge 150 ± 10 mm from the doorjamb (see Figure 11);
c) where double-leaf doors are used or 0 wall space adjoins the door’s latch edge, be mounted on the nearest adjacent wall;
d) allow a person to approach the sign to within 100 mm without encountering protruding objects or standing within a door swing;
e) be mounted with the horizontal centreline 1500 ± 25 mm from the floor; and
f) have a clear wall area around the sign at least 75 mm wide.
",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.3.6.(1),Doorways and Doors ,"Except where stated otherwise, this Article applies to swinging and sliding doors.",,,NBC 3.8.3.6.(1),,3.8.3.6.(1),Doorways and Doors ,"Except where stated otherwise, this Article applies to swinging and sliding doors.",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.3.6.(2),Doorways and Doors ,Every doorway that is located in a barrier-free path of travel shall have a clear width 0t less than 800 mm when the door is in the open position. (See 0te A-3.8.3.6.(2).) ,,,S.18.(1),,3.8.8.1.(1),Doorway and doors,Every doorway that is located in a barrier-free path of travel shall have a clear width of 0t less than 800 millimetres when the door is in the open position. ,,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.3.6.(3),Doorways and Doors ,Doorways in a path of travel to atleast one bathroom within a suite of residential occupancy shall have a clear width 0t less than 800 mm when the doors are open. (See 0te A-3.8.3.6.(3).),,,S.18.(2),,3.8.8.1.(1),Doorway and doors,The doorway to at least one bathroom within a suite of residential occupancy shall have a clear width of 0t less than 760 millimetres when the door is in the open position. ,,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.3.6.(4),Doorways and Doors ,"4) Door-operating devices shall
a) comply with Clause 3.8.3.8.(1)(b), and
b) be operable at a height between 900mm and 1100mm above the floor.
(See 0te A-3.8.3.6.(4).)",,,"S.18.(3)

NBC 3.8.3.8.(1)(b)(ii)

NBC 3.8.3.6.(4)",,3.8.3.6.(4),Doorway and doors,"Door operating devices shall be of a design which does 0t require tight grasping and twisting of the wrist as the only means of operation. 

Be operable, unlesss otherwise stated, with a force 0t more than 22 N

be operable at a height between 900mm and 1100 abive the floor.",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.3.6.(5),Doorways and Doors ,A threshold for a doorway referred to in Sentences (2) and (3) shall be 0t more than 13 mm higher than the finished floor surface and shall be beveled to facilitate the passage of wheelchairs.,,,"S.18.(4)

B651, 5.2.6.(b)",,3.8.8.1.(1),"Doorway and doors
Thresholds","Thresholds for doorways referred to in subsections (1) and (2) shall be 0t more than 13 millimetres higher than the finished floor surface and shall be bevelled to facilitate the passage of wheelchairs. 

b) where over 6 mm high, be bevelled at a slope 0t steeper than a ratio of 1:2 (50%",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.7.(1),Power Door Operators,"Except as provided in Sentences (2) and (3), every door that provides a barrier-free path of travel through an entrance referred to in Article 3.8.2.2., including the interior doors of a vestibule where provided, shall be equipped with a power door operator that complies with Subsection 3.8.3.and allows persons to activate the opening of the door in the intended direction of travel, where the entrance serves (a) a hotel, (b) a building of Group B, Division 2 major occupancy,or (c) a building of Group A, Group B, Division 3, Group D or E major occupancy more than 500 m2 in building area.",,,"S.18.(5)

NBC 3.8.2.7.(1)(c)

",,3.8.2.7.(1),"Doorway and doors

","Every door that provides a barrier-free path of travel through an entrance described in section 3 of this Schedule, including the interior doors of a vestibule where provided, shall be equipped with a power door operator that allows persons to activate the opening of the door from either side in 
	 (a)	 hotels; 	 
	 (b)	 apartment-type buildings; 
	 (c)	 buildings of Group B Division, Division 2 major occupancy; and 
	 (d)	 buildings of Group A, D or E major occupancy. 

(c)... Group B, Division 3,... more than 500 m2 in building area
",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.7.(2),Power Door Operators,"The requirements of Sentence (1) do 0t apply to an individual suite having an area less than 500 m2 in a building havingonly suites of assembly, care, business and personal services or mercantile occupancy if the suite is completely separated from the remainder of the building so that there is 0 access to the remainder of the building.",,,,,3.8.8.1.(1),,,,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.7.(3),Power Door Operators,Only the active leaf in a multiple leaf door in a barrier-free path of travel need conform to the requirements of this Article.,,,3.8.2.7.(3),,3.8.2.7.(3),Power Door Operators,Only the active leaf in a multiple leaf door in a barrier-free path of travel need conform to the requirements of this Article.,,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.3.6.(6),Doorways and Doors ,"Power door operators required by Sentence 3.8.2.7.(1) shall (a) activate automatically or through the use of controls that (i) arelocated in a barrier-free pathoftravel, (ii) are marked with the International Symbol of Access, (iii) are located clear of the door swing and 0 more than 1500 mm from that door swing, (iv) comply with Subclause 3.8.3.8.(1)(a)(ii), (v) are operable from a height between 150 mm and 300 mm as well as between 900 mm and 1 100 mm above the floor,and (vi) are operable by touching or approaching any part of their surface with a fist, arm or foot, and (b) unless equipped with safety sensors, (i) fully open the door in 0t less than 3s, and (ii) require a force 0t more than 65N to stop movement of the door. (See 0te A-3.8.3.6.(6) and (7).)",,,NBC 3.8.3.6.(6),,3.8.3.6.(6),Doorways and Doors ,"Power door operators required by Sentence 3.8.2.7.(1) shall (a) activate automatically or through the use of controls that (i) arelocated in a barrier-free pathoftravel, (ii) are marked with the International Symbol of Access, (iii) are located clear of the door swing and 0 more than 1500 mm from that door swing, (iv) comply with Subclause 3.8.3.8.(1)(a)(ii), (v) are operable from a height between 150 mm and 300 mm as well as between 900 mm and 1 100 mm above the floor,and (vi) are operable by touching or approaching any part of their surface with a fist, arm or foot, and (b) unless equipped with safety sensors, (i) fully open the door in 0t less than 3s, and (ii) require a force 0t more than 65N to stop movement of the door. (See 0te A-3.8.3.6.(6) and (7).)",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,S.18.(6),,3.8.8.1.(1),Doorway and doors,Every accessible public washroom door shall be equipped with a power door operator that allows persons to activate the opening of the door from either side. ,,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.3.6.(8),Doorways and Doors ,"Except as provided in Sentence 3.8.3.6.(9) and except for a door with a power door operator complying with Sentence 3.8.3.6.(6), when unlatched, a door in a barrier-free path of travel shall open when the force applied to the handle, push plate or latch-releasing device is 0t more than (a) 38 N in the case of an exterior swinging door, (b) 22 N in the case of an interior swinging door, or (c) 22 N in the case of a sliding door. ",,,S.18.(7),,3.8.8.1.(1),Doorway and doors,"Except for doors with power operators, closers for doors in a barrier-free path of travel shall be designed to permit doors to open when a force of 0t more than 38 N is applied to the handles, push plates or latch-releasing devices in the case of exterior doors and 22 N in the case of interior doors. ",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.3.6.(9),Doorways and Doors ,"Sentence 3.8.3.6.(8) does 0t apply to a door at the entrance to a dwelling unit, or where greater forces are required in order to close and latch the door against the prevailing difference in air pressure on opposite sides of the door. (See 0te A-3.8.3.6.(9).) ",,,NBC 3.8.3.6.(9),,3.8.3.6.(9),Doorways and Doors ,"Sentence 3.8.3.6.(8) does 0t apply to a door at the entrance to a dwelling unit, or where greater forces are required in order to close and latch the door against the prevailing difference in air pressure on opposite sides of the door. (See 0te A-3.8.3.6.(9).) ",,,Common Sentence,Yes,,,,,,,,
