DOCTYPE,PT,Code Year,Code Book,Division,Language,DOCID,DIVISION,PT Sentence Number,ARTICLE_TITLE,PT Sentence Text,PARTNUM,SECTIONNUM,SUBSECTIONNUM,ARTICLENUM,SENTENCENUM,Full Index
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.6.(2),Screwed Cast-Iron Water Fittings,Screwed cast-iron water fittings used in a water system shall be cement-mortar lined or galvanized.,2.0,2,6,6,2,13019
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.6.(3),Screwed Cast-Iron Water Fittings,Screwed cast-iron water fittings shall not be used in a drainage system.,2.0,2,6,6,3,12890
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.7.(1),Screwed Malleable Iron Water Fittings,Screwed malleable iron water fittings shall conform to ASME B16.3-2016 Malleable Iron Threaded Fittings: Classes 150 and 300,2.0,2,6,7,1,12883
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.7.(2),Screwed Malleable Iron Water Fittings,Screwed malleable iron water fittings used in a water system shall be cement-mortar lined or galvanized.,2.0,2,6,7,2,13022
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.7.(3),Screwed Malleable Iron Water Fittings,Screwed malleable iron water fittings shall not be used in a drainage system.,2.0,2,6,7,3,12843
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.8.(1),Steel Pipe,"Except as provided in Sentences 2.2.6.8.(2)and 2.2.6.8.(3), welded and seamless steel pipe shall not be used in a plumbing system.",2.0,2,6,8,1,12849
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.8.(2),Steel Pipe,Galvanized steel pipe is permitted to be used in a drainage system or a venting system above ground inside a building.,2.0,2,6,8,2,13069
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.8.(3),Steel Pipe,"Galvanized steel pipe and fittings shall not be used in a water distribution system except in buildings of industrial occupancy as described in Book I (General) of this Code, or for the repair of existing galvanized steel piping systems.",2.0,2,6,8,3,13153
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.8.(4),Steel Pipe,"Galvanized steel pipe and fittings shall conform to ASTM A 53/A 53M-12 Pipe, Steel, Black and Hot-Dipped, Zinc-Coated, Welded and Seamless",2.0,2,6,8,4,13116
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.9.(1),Corrugated Steel Pipe and Couplings,Corrugated steel pipe and couplings shall conform to CSA G401-14 Corrugated Steel Pipe Products,2.0,2,6,9,1,12754
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.9.(2),Corrugated Steel Pipe and Couplings,Corrugated steel pipe shall only be used underground outside a building in a storm drainage system.,2.0,2,6,9,2,13249
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.9.(3),Corrugated Steel Pipe and Couplings,"Couplings for corrugated steel pipe shall be constructed so that when installed they shall maintain the pipe alignment, resist the separation of adjoining lengths of pipe, prevent root penetration, and prevent the infiltration of surrounding material.",2.0,2,6,9,3,12825
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.10.(1),Sheet Metal Leaders,A sheet metal leader shall not be used except above ground outside a building.,2.0,2,6,10,1,13248
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.11.(1),Stainless Steel Pipe,"Stainless steel pipe shall conform to ASME B36.19M-2004 Stainless Steel Pipe and ASTM A 312/A 312M-17 Seamless, Welded, and Heavily Cold Worked Stainless Steel Pipes",2.0,2,6,11,1,12808
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.11.(2),Stainless Steel Pipe,Only grade 304/304L or 316/316L stainless steel pipe shall be used.,2.0,2,6,11,2,13170
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.12.(1),Stainless Steel Butt Weld Pipe Fittings,Stainless steel butt weld pipe fittings shall conform to ASME B16.9-2012 Factory Made Wrought Buttwelding Fittings and ASTM A 403/A 403M-16 Wrought Austenitic Stainless Steel Piping Fittings,2.0,2,6,12,1,13065
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.12.(2),Stainless Steel Butt Weld Pipe Fittings,Stainless steel butt weld pipe fittings shall be made of a material that matches the grade of the pipe material used.,2.0,2,6,12,2,12779
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.13.(1),Stainless Steel Pipe Flanges,"Stainless steel pipe flanges shall conform to ASME B16.5-2017 Pipe Flanges and Flanged Fittings: NPS ½ Through NPS 24 Metric/Inch Standard and ASTM A 182/A 182M-16a Forged or Rolled Alloy and Stainless Steel Pipe Flanges, Forged Fittings, and Valves and Parts for High-Temperature Service or AWWA ANSI/AWWA C228-08 Stainless-Steel Pipe Flanges for Water Service – Sizes 2 in. through 72 in. (50 mm through 1,800 mm)",2.0,2,6,13,1,12884
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.13.(2),Stainless Steel Pipe Flanges,Stainless steel pipe flanges shall be made of a material that matches the grade of the pipe material used.,2.0,2,6,13,2,12809
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.14.(1),Stainless Steel Threaded Fittings,"Stainless steel threaded fittings shall be schedule 40s or greater conforming to ASTM A 182/A 182M-16a Forged or Rolled Alloy and Stainless Steel Pipe Flanges, Forged Fittings, and Valves and Parts for High-Temperature Service or ASTM A 351/A 351M-16 Castings, Austenitic, for Pressure-Containing Parts",2.0,2,6,14,1,12749
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.14.(2),Stainless Steel Threaded Fittings,Stainless steel threaded fittings shall be made of a material that matches the grade of the pipe material used.,2.0,2,6,14,2,13180
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.15.(1),Stainless Steel Tube,Stainless steel tube shall conform to ASME B16.9-2012 Factory Made Wrought Buttwelding Fittings and ASTM A 269-15a Seamless and Welded Austenitic Stainless Steel Tubing for General Service,2.0,2,6,15,1,12766
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.15.(2),Stainless Steel Tube,Only grade 304/304L or 316/316L stainless steel tube shall be used.,2.0,2,6,15,2,13089
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.16.(1),Stainless Steel Pipe and Tube,The use of stainless steel pipe and tube shall conform to Table 2.2.6.16.,2.0,2,6,16,1,13250
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.7.1.(1),Copper and Brass Pipe,"Copper pipe shall conform to ASTM B 42-15a Seamless Copper Pipe, Standard Sizes",2.0,2,7,1,1,13098
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.7.1.(2),Copper and Brass Pipe,"Brass pipe shall conform to ASTM B 43-15 Seamless Red Brass Pipe, Standard Sizes",2.0,2,7,1,2,12775
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.7.2.(1),Brass or Bronze Pipe Flanges and Flanged Fittings,"Brass or bronze pipe flanges and flanged fittings shall conform to ASME B16.24-2016 Cast Copper Alloy Pipe Flanges and Flanged Fittings: Classes 150, 300, 600, 900, 1500, and 2500",2.0,2,7,2,1,13086
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.7.3.(1),Brass or Bronze Threaded Water Fittings,Brass or bronze threaded water fittings shall conform to ASME B16.15-2013 Cast Copper Alloy Threaded Fittings: Classes 125 and 250,2.0,2,7,3,1,13018
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.7.3.(2),Brass or Bronze Threaded Water Fittings,Brass or bronze threaded water fittings shall not be used in a drainage system.,2.0,2,7,3,2,13219
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.7.4.(1),Copper Tube,Copper tube shall conform to ASTM B 88-16 Seamless Copper Water Tube or ASTM B 306-13 Copper Drainage Tube (DWV),2.0,2,7,4,1,13210
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.7.4.(2),Copper Tube,"Except as provided in Sentence 2.2.7.4.(3), the use of copper tube shall conform to Table 2.2.7.4.",2.0,2,7,4,2,13156
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.7.4.(3),Copper Tube,Copper tube shall not be used for the fixture drain or the portion of the vent pipe below the flood level rimof manually flushing or waterless urinals.,2.0,2,7,4,3,12835
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.7.5.(1),Solder-Joint Drainage Fittings,Solder-joint fittings for drainage systems shall conform to ASME B16.23-2016 Cast Copper Alloy Solder Joint Drainage Fittings: DWV or ASME B16.29-2012 Wrought Copper and Wrought Copper Alloy Solder-Joint Drainage Fittings – DWV,2.0,2,7,5,1,13046
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.7.5.(2),Solder-Joint Drainage Fittings,Solder-joint fittings for drainage systems shall not be used in a water system.,2.0,2,7,5,2,12989
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.7.6.(1),Solder-Joint Water Fittings,"Except as provided in Sentence 2.2.7.6.(2), solder-joint fittings for water systems shall conform to ASME B16.18-2012 Cast Copper Alloy Solder-Joint Pressure Fittings or ASME B16.22-2013 Wrought Copper and Copper Alloy Solder Joint Pressure Fittings",2.0,2,7,6,1,12832
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.7.6.(2),Solder-Joint Water Fittings,Solder-joint fittings for water systems not made by casting or the wrought process shall conform to the applicable requirements of ASME B16.18-2012 Cast Copper Alloy Solder-Joint Pressure Fittings,2.0,2,7,6,2,12866
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.7.7.(1),Flared-Joint Fittings for Copper Water Systems,Flared-joint fittings for copper tube water systems shall conform to ASME B16.26-2013 Cast Copper Alloy Fittings for Flared Copper Tubes,2.0,2,7,7,1,13056
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.7.7.(2),Flared-Joint Fittings for Copper Water Systems,Flared-joint fittings for copper tube water systems not made by casting shall conform to the applicable requirements of ASME B16.26-2013 Cast Copper Alloy Fittings for Flared Copper Tubes,2.0,2,7,7,2,12797
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.7.8.(1),Lead Waste Pipe and Fittings,Lead waste pipe and fittings shall not be used in a water system or as a building sewer.,2.0,2,7,8,1,12950
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.7.8.(2),Lead Waste Pipe and Fittings,"When there is a change in size of a lead closet bend, the change shall be in the vertical section of the bend or made in a manner that prevents the retention of liquid in the bend.",2.0,2,7,8,2,13188
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.8.1.(1),Pipes and Fittings,"Pipes and fittings to be used for drainage and venting of acid and corrosive wastes shall conform to ASTM A 518/A 518M-99 Corrosion-Resistant High-Silicon Iron Castings ASTM C 1053-00 Borosilicate Glass Pipe and Fittings for Drain, Waste, and Vent (DWV) Applications or CSA CAN/CSA-B181.3-15 Polyolefin and Polyvinylidene Fluoride (PVDF) Laboratory Drainage Systems",2.0,2,8,1,1,12995
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.9.1.(1),Cement Mortar,Cement mortar shall not be used for jointing.,2.0,2,9,1,1,13228
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.9.2.(1),Solders and Fluxes,Solders for solder joint fittings shall conform to ASTM B 32-08 Solder Metal,2.0,2,9,2,1,13167
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.9.2.(2),Solders and Fluxes,Solders and fluxes having a lead content in excess of 0.2% shall not be used in a potablewater system.,2.0,2,9,2,2,13242
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.9.2.(3),Solders and Fluxes,Fluxes for soldered joints shall conform to ASTM B 813-16 Liquid and Paste Fluxes for Soldering of Copper and Copper Alloy Tube,2.0,2,9,2,3,12746
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.9.2.(4),Solders and Fluxes,Brazing alloys shall conform to AWS ANSI/AWS A5.8M/A5.8:2011 Filler Metals for Brazing and Braze Welding BCuP range.,2.0,2,9,2,4,12750
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.1.(1),Brass Floor Flanges,"Brass floor flanges shall conform to CSA B158.1-1976 Cast Brass Solder Joint Drainage, Waste and Vent Fittings",2.0,2,10,1,1,13173
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.2.(1),"Screws, Bolts, Nuts and Washers","Every screw, bolt, nut and washer shall be of corrosion-resistant materials when used to connect a water closet to a floor flange, to anchor the floor flange to the floor, or to anchor the water closet to the floor.",2.0,2,10,2,1,13165
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.3.(1),Cleanout Fittings,"Every plug, cap, nut or bolt that is intended to be removable from a ferrous fitting shall be of a non-ferrous material.",2.0,2,10,3,1,12788
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.3.(2),Cleanout Fittings,"A cleanout fitting that, as a result of normal maintenance operations, cannot withstand the physical stresses of removal and reinstallation or cannot ensure a gas-tight seal shall not be installed.",2.0,2,10,3,2,12837
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.4.(1),Mechanical Couplings,Groove- and shoulder-type mechanical couplings for pressure applications shall conform to CSA B242-05 Groove- and Shoulder-Type Mechanical Pipe Couplings,2.0,2,10,4,1,12828
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.4.(2),Mechanical Couplings,"Mechanical couplings for non-pressure applications shall conform to CSA B602-16 Mechanical Couplings for Drain, Waste, and Vent Pipe and Sewer Pipe",2.0,2,10,4,2,12906
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.5.(1),Saddle Hubs,"A saddle hub or fitting shall not be installed in drainage, venting or water systems. (See Note A-2.2.10.5.(1).)",2.0,2,10,5,1,13229
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.6.(1),Supply and Waste Fittings,Supply fittings shall conform to ASME/CSA ASME A112.18.1-2012/CSA B125.1-12 Plumbing Supply Fittings or CSA B125.3-12 Plumbing Fittings,2.0,2,10,6,1,12810
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.6.(2),Supply and Waste Fittings,"Except for lavatories in health care facilities, emergency eye washes, and emergency showers, supply fittings and individual shower heads shall have an integral means of limiting the maximum water flow rate to that specified in Table 2.2.10.6. (See Note A-2.2.10.6.(2).)",2.0,2,10,6,2,12932
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.6.(3),Supply and Waste Fittings,An automatic compensating valve serving an individual shower head addressed in Sentence 2.2.10.6.(1) shall have a water flow rate equal to or less than the shower head it serves. (See Note A-2.2.10.6.(3).),2.0,2,10,6,3,12992
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.6.(4),Supply and Waste Fittings,"Where multiple shower heads installed in a public showering facility are served by one temperature control, each shower head shall be equipped with a device capable of automatically shutting off the flow of water when the shower head is not in use. (See Note A-2.2.10.6.(4).)",2.0,2,10,6,4,12763
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.6.(5),Supply and Waste Fittings,Each lavatory in a public washroom shall be equipped with a device capable of automatically shutting off the flow of water when the lavatory is not in use. (See Note A-2.2.10.6.(4).),2.0,2,10,6,5,12846
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.6.(6),Supply and Waste Fittings,Waste fittings shall conform to ASME/CSA ASME A112.18.2-2015/CSA B125.2-15 Plumbing Waste Fittings,2.0,2,10,6,6,12955
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.7.(1),Water Temperature Control,"Except as provided in Sentence 2.2.10.7.(2), valves supplying fixed-location shower heads shall be individual pressure-balanced or thermostatic-mixing valves conforming to ASME/CSA ASME A112.18.1-2012/CSA B125.1-12 Plumbing Supply Fittings",2.0,2,10,7,1,13151
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.7.(2),Water Temperature Control,Individual pressure-balanced or thermostatic-mixing valves shall not be required for shower heads having a single tempered water supply that is controlled by an automatic compensating valve conforming to CSA B125.3-12 Plumbing Fittings,2.0,2,10,7,2,12900
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.7.(3),Water Temperature Control,"Mixing valves that supply shower heads shall be of the pressure-balanced, thermostatic, or combination pressure-balanced/thermostatic type capable of maintaining a water outlet temperature that does not exceed 49°C, and limiting thermal shock.",2.0,2,10,7,3,13220
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.7.(4),Water Temperature Control,The temperature of water discharging into a bathtub shall not exceed 49°C.,2.0,2,10,7,4,13096
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.8.(1),Direct Flush Valves,"Direct flush valves shall open fully and close positively under service pressure, complete their cycle of operation automatically, be provided with a means of regulating the volume of water that they discharge, and be provided with a vacuum breaker unless the fixture is designed so that back-siphonage cannot occur.",2.0,2,10,8,1,13009
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.9.(1),Drinking Fountain Bubblers,"The orifice of drinking fountain bubblers shall be of the shielded type, and direct the water upward at an angle of approximately 45°.",2.0,2,10,9,1,12947
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.9.(2),Drinking Fountain Bubblers,Drinking fountain bubblers shall include a means of regulating the flow to the orifice.,2.0,2,10,9,2,12923
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.9.(3),Drinking Fountain Bubblers,Bubblers shall be installed only on drinking fountains. (See Note A-2.2.10.9.(3).),2.0,2,10,9,3,13169
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.10.(1),Back-Siphonage Preventers and Backflow Preventers,"Except as provided in Sentence 2.2.10.10.(2), back-siphonage preventers and backflow preventers shall conform to CSA B64.0-11 Definitions, General Requirements, and Test Methods for Vacuum Breakers and Backflow Preventers CSA B64.1.1-11 Atmospheric Vacuum Breakers (AVB) CSA B64.1.2-11 Pressure Vacuum Breakers (PVB) CSA B64.1.3-11 Spill-Resistant Pressure Vacuum Breakers (SRPVB) CSA B64.2-11 Hose Connection Vacuum Breakers (HCVB) CSA B64.2.1-11 Hose Connection Vacuum Breakers (HCVB) with Manual Draining Feature CSA B64.2.2-11 Hose Connection Vacuum Breakers (HCVB) with Automatic Draining Feature CSA B64.3-11 Dual Check Valve Backflow Preventers with Atmospheric Port (DCAP) CSA B64.4-11 Reduced Pressure Principle (RP) Backflow Preventers CSA B64.5-11 Double Check Valve (DCVA) Backflow Preventers CSA B64.6-11 Dual Check Valve (DuC) Backflow Preventers CSA B64.7-11 Laboratory Faucet Vacuum Breakers (LFVB) or CSA B64.8-11 Dual Check Valve Backflow Preventers with Intermediate Vent (DuCV)",2.0,2,10,10,1,13192
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.10.(2),Back-Siphonage Preventers and Backflow Preventers,Back-siphonage preventers for tank-type water closets (anti-siphon fill shall conform to CSA B125.3-12 Plumbing Fittings,2.0,2,10,10,2,12812
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.11.(1),Relief Valves,"Temperature-relief, pressure-relief, combined temperature- and pressure-relief, and vacuum-relief valves shall conform to ANSI/CSA ANSI Z21.22-2015/CSA 4.4-2015 Relief Valves for Hot Water Supply Systems",2.0,2,10,11,1,12902
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.12.(1),Reducing Valves,Direct-acting water-pressure-reducing valves for domestic water supply systems shall conform to CSA CAN/CSA-B356-10 Water Pressure Reducing Valves for Domestic Water Supply Systems,2.0,2,10,12,1,12888
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.13.(1),Solar Domestic Hot Water,Equipment for solar heating of potable water shall conform to CSA CAN/CSA-F379 SERIES-09 (excluding Supplement F379S1-11) Packaged Solar Domestic Hot Water Systems (Liquid-to-Liquid Heat Transfer),2.0,2,10,13,1,12802
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.14.(1),Vent Pipe Flashing,"Flashing fabricated on-site for vent pipes shall be fabricated from copper sheet not less than 0.33 mm thick, aluminum sheet not less than 0.48 mm thick, alloyed zinc sheet not less than 0.35 mm thick, lead sheet not less than 1.73 mm thick, galvanized steel sheet not less than 0.33 mm thick, or polychloroprene (neoprene) not less than 2.89 mm thick.",2.0,2,10,14,1,12818
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.14.(2),Vent Pipe Flashing,Prefabricated flashing for vent pipes shall conform to CSA B272-93 Prefabricated Self-Sealing Roof Vent Flashings (See Article 2.5.6.5. for location of vent pipe terminals.),2.0,2,10,14,2,13191
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.15.(1),Water Hammer Arresters,Water hammer arresters shall conform to ASSE ANSI/ASSE 1010-2004 Water Hammer Arresters,2.0,2,10,15,1,12881
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.16.(1),Air Admittance Valves,Air admittance valves shall conform to ASSE 1051-2009G Individual and Branch Type Air Admittance Valves (AAVs) for Sanitary Drainage Systems (See Note A-2.2.10.16.(1).),2.0,2,10,16,1,12747
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.10.17.(1),Water Treatment Systems,"Point-of-use devices, including their disposable parts, used in potable water treatment systems shall conform to CSA CAN/CSA-B483.1-07 Drinking Water Treatment Systems",2.0,2,10,17,1,12969
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.1.1.(1),General,"This Section applies to the construction and use of joints and connections, and the arrangement, protection, support and testing of piping.",2.0,3,1,1,1,13132
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.2.1.(1),Caulked Lead Drainage Joints,"Caulked lead drainage joints shall not be used except for cast-iron pipe in a drainage system or venting system, or between such pipe and other ferrous pipe, brass and copper pipe, a caulking ferrule, or a trap standard.",2.0,3,2,1,1,12966
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.2.1.(2),Caulked Lead Drainage Joints,Every caulked lead drainage joint shall be firmly packed with oakum and tightly caulked with lead to a depth of not less than 25 mm.,2.0,3,2,1,2,12968
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.2.1.(3),Caulked Lead Drainage Joints,"No paint, varnish or other coating shall be applied on the lead until after the joint has been tested.",2.0,3,2,1,3,13034
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.2.1.(4),Caulked Lead Drainage Joints,A length of hub and spigot pipe and pipe fittings in a drainage system shall be installed with the hub at the upstream end.,2.0,3,2,1,4,12817
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.2.2.(1),Wiped Joints,"Wiped joints shall not be used except for sheet lead or lead pipe, or between such pipe and copper pipe or a ferrule.",2.0,3,2,2,1,12806
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.2.2.(2),Wiped Joints,"Wiped joints in straight pipe shall be made of solder, have an exposed surface on each side of the joint at least 19 mm wide, and be not less than 10 mm thick at the thickest part.",2.0,3,2,2,2,13061
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.2.2.(3),Wiped Joints,Wiped flanged joints shall be reinforced with a lead flange that is not less than 19 mm wide.,2.0,3,2,2,3,12739
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.2.3.(1),Screwed Joints,"In making a screwed joint, the ends of the pipe shall be reamed or filed out to the size of the bore and all chips and cuttings shall be removed.",2.0,3,2,3,1,13110
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.2.3.(2),Screwed Joints,No pipe-joint cement or paint shall be applied to the internal threads.,2.0,3,2,3,2,12822
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.2.4.(1),Soldered Joints,Soldered joints shall be made in accordance with ASTM B 828-16 Making Capillary Joints by Soldering of Copper and Copper Alloy Tube and Fittings,2.0,3,2,4,1,13236
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.2.5.(1),Flared Joints,"In making a flared joint, the pipe shall be expanded with a proper flaring tool.",2.0,3,2,5,1,13106
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.2.5.(2),Flared Joints,Flared joints shall not be used for hard (drawn) copper tube.,2.0,3,2,5,2,13075
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.2.6.(1),Mechanical Joints,"Mechanical joints shall be made with compounded elastomeric rings that are held in compression by stainless steel or cast-iron clamps, or groove and shoulder type mechanical couplings.",2.0,3,2,6,1,13150
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.2.7.(1),Cold-Caulked Joints,"Cold-caulked joints shall not be used except for bell and spigot pipe in a water system, a drainage system or a venting system.",2.0,3,2,7,1,13136
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.2.7.(2),Cold-Caulked Joints,Caulking compound used in cold-caulked joints shall be applied according to the manufacturer's directions.,2.0,3,2,7,2,13040
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.2.7.(3),Cold-Caulked Joints,Cold-caulked joints in a drainage system shall be firmly packed with oakum and tightly caulked with cold caulking compound to a depth of not less than 25 mm.,2.0,3,2,7,3,13105
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.2.8.(1),Stainless Steel Welded Joints,Stainless steel welded joints shall conform to ASME B31.9-2014 Building Services Piping,2.0,3,2,8,1,12931
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.2.8.(2),Stainless Steel Welded Joints,Butt weld pipe fittings shall be at least as thick as the wall of the pipe used.,2.0,3,2,8,2,12730
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.3.1.(1),Drilled and Tapped Joints,Drilled and tapped joints shall not be made in a soil-or-waste pipe or vent pipe and fittings unless suitable provision has been made for drilling and tapping.,2.0,3,3,1,1,13158
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.3.2.(1),Extracted Tees,"Tees may be extracted from the wall thickness of Types K and L copper tube used in a water distribution system provided that a tool specifically designed for the purpose is used, the branch is at least one size smaller than the tube in which the tee is formed, the end of the branch incorporates a means to prevent it from penetrating into the run and thereby obstructing flow, and the joint at the tee is brazed with a filler metal having a melting point not below 540°C.",2.0,3,3,2,1,13162
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.3.3.(1),Prohibition of Welding of Pipes and Fittings,Cast-iron soil pipe and fittings shall not be welded.,2.0,3,3,3,1,13226
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.3.3.(2),Prohibition of Welding of Pipes and Fittings,Galvanized steel pipe and fittings shall not be welded.,2.0,3,3,3,2,12850
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.3.4.(1),Unions and Slip Joints,Running thread and packing nut connections and unions with a gasket seal shall not be used downstream of a trap weir in a drainage system or in a venting system.,2.0,3,3,4,1,13142
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.3.4.(2),Unions and Slip Joints,"Slip joints shall not be used in a venting system, or in a drainage system, except to connect a fixturetrap to a fixture drain in an accessible location.",2.0,3,3,4,2,13159
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.3.3.5.(1),Increaser or Reducer,Connections between 2 pipes of different sizes shall be made with an increaser or a reducer fitting installed so that it permits the system to be completely drained.,2.0,3,3,5,1,12829
